TeamKey	DefaultTeamId	TeamId1	TeamId2	TeamId3	TeamId4	TeamId5	TeamId6	TeamId7	TeamId8	TeamId9	TeamId10	TeamId11	TeamId12	TeamId13	TeamId14	TeamId15	TeamId16	TeamId17
37	189	OpenLevel39|162	OpenLevel49|239	OpenLevel59|289	OpenLevel69|339	OpenLevel79|389	OpenLevel89|439	OpenLevel99|489	OpenLevel109|539	OpenLevel119|589	OpenLevel129|639	OpenLevel139|689	OpenLevel149|739	OpenLevel159|789	OpenLevel169|839	OpenLevel179|840	OpenLevel189|890	OpenLevel199|944
38	188	OpenLevel39|160	OpenLevel49|238	OpenLevel59|288	OpenLevel69|338	OpenLevel79|388	OpenLevel89|438	OpenLevel99|488	OpenLevel109|538	OpenLevel119|588	OpenLevel129|638	OpenLevel139|688	OpenLevel149|738	OpenLevel159|788	OpenLevel169|838	OpenLevel179|839	OpenLevel189|889	OpenLevel199|943
39	187	OpenLevel39|158	OpenLevel49|237	OpenLevel59|287	OpenLevel69|337	OpenLevel79|387	OpenLevel89|437	OpenLevel99|487	OpenLevel109|537	OpenLevel119|587	OpenLevel129|637	OpenLevel139|687	OpenLevel149|737	OpenLevel159|787	OpenLevel169|837	OpenLevel179|838	OpenLevel189|888	OpenLevel199|942
40	186	OpenLevel39|156	OpenLevel49|236	OpenLevel59|286	OpenLevel69|336	OpenLevel79|386	OpenLevel89|436	OpenLevel99|486	OpenLevel109|536	OpenLevel119|586	OpenLevel129|636	OpenLevel139|686	OpenLevel149|736	OpenLevel159|786	OpenLevel169|836	OpenLevel179|837	OpenLevel189|887	OpenLevel199|941
41	185	OpenLevel39|154	OpenLevel49|235	OpenLevel59|285	OpenLevel69|335	OpenLevel79|385	OpenLevel89|435	OpenLevel99|485	OpenLevel109|535	OpenLevel119|585	OpenLevel129|635	OpenLevel139|685	OpenLevel149|735	OpenLevel159|785	OpenLevel169|835	OpenLevel179|836	OpenLevel189|886	OpenLevel199|940
42	184	OpenLevel39|152	OpenLevel49|234	OpenLevel59|284	OpenLevel69|334	OpenLevel79|384	OpenLevel89|434	OpenLevel99|484	OpenLevel109|534	OpenLevel119|584	OpenLevel129|634	OpenLevel139|684	OpenLevel149|734	OpenLevel159|784	OpenLevel169|834	OpenLevel179|835	OpenLevel189|885	OpenLevel199|939
43	183	OpenLevel39|150	OpenLevel49|233	OpenLevel59|283	OpenLevel69|333	OpenLevel79|383	OpenLevel89|433	OpenLevel99|483	OpenLevel109|533	OpenLevel119|583	OpenLevel129|633	OpenLevel139|683	OpenLevel149|733	OpenLevel159|783	OpenLevel169|833	OpenLevel179|834	OpenLevel189|884	OpenLevel199|938
44	182	OpenLevel39|148	OpenLevel49|232	OpenLevel59|282	OpenLevel69|332	OpenLevel79|382	OpenLevel89|432	OpenLevel99|482	OpenLevel109|532	OpenLevel119|582	OpenLevel129|632	OpenLevel139|682	OpenLevel149|732	OpenLevel159|782	OpenLevel169|832	OpenLevel179|833	OpenLevel189|883	OpenLevel199|937
45	181	OpenLevel39|146	OpenLevel49|231	OpenLevel59|281	OpenLevel69|331	OpenLevel79|381	OpenLevel89|431	OpenLevel99|481	OpenLevel109|531	OpenLevel119|581	OpenLevel129|631	OpenLevel139|681	OpenLevel149|731	OpenLevel159|781	OpenLevel169|831	OpenLevel179|832	OpenLevel189|882	OpenLevel199|936
46	180	OpenLevel39|144	OpenLevel49|230	OpenLevel59|280	OpenLevel69|330	OpenLevel79|380	OpenLevel89|430	OpenLevel99|480	OpenLevel109|530	OpenLevel119|580	OpenLevel129|630	OpenLevel139|680	OpenLevel149|730	OpenLevel159|780	OpenLevel169|830	OpenLevel179|831	OpenLevel189|881	OpenLevel199|935
47	179	OpenLevel39|142	OpenLevel49|229	OpenLevel59|279	OpenLevel69|329	OpenLevel79|379	OpenLevel89|429	OpenLevel99|479	OpenLevel109|529	OpenLevel119|579	OpenLevel129|629	OpenLevel139|679	OpenLevel149|729	OpenLevel159|779	OpenLevel169|829	OpenLevel179|830	OpenLevel189|880	OpenLevel199|934
48	178	OpenLevel39|140	OpenLevel49|228	OpenLevel59|278	OpenLevel69|328	OpenLevel79|378	OpenLevel89|428	OpenLevel99|478	OpenLevel109|528	OpenLevel119|578	OpenLevel129|628	OpenLevel139|678	OpenLevel149|728	OpenLevel159|778	OpenLevel169|828	OpenLevel179|829	OpenLevel189|879	OpenLevel199|933
49	177	OpenLevel39|138	OpenLevel49|227	OpenLevel59|277	OpenLevel69|327	OpenLevel79|377	OpenLevel89|427	OpenLevel99|477	OpenLevel109|527	OpenLevel119|577	OpenLevel129|627	OpenLevel139|677	OpenLevel149|727	OpenLevel159|777	OpenLevel169|827	OpenLevel179|828	OpenLevel189|878	OpenLevel199|932
50	176	OpenLevel39|136	OpenLevel49|226	OpenLevel59|276	OpenLevel69|326	OpenLevel79|376	OpenLevel89|426	OpenLevel99|476	OpenLevel109|526	OpenLevel119|576	OpenLevel129|626	OpenLevel139|676	OpenLevel149|726	OpenLevel159|776	OpenLevel169|826	OpenLevel179|827	OpenLevel189|877	OpenLevel199|931
51	175	OpenLevel39|134	OpenLevel49|225	OpenLevel59|275	OpenLevel69|325	OpenLevel79|375	OpenLevel89|425	OpenLevel99|475	OpenLevel109|525	OpenLevel119|575	OpenLevel129|625	OpenLevel139|675	OpenLevel149|725	OpenLevel159|775	OpenLevel169|825	OpenLevel179|826	OpenLevel189|876	OpenLevel199|930
52	174	OpenLevel39|132	OpenLevel49|224	OpenLevel59|274	OpenLevel69|324	OpenLevel79|374	OpenLevel89|424	OpenLevel99|474	OpenLevel109|524	OpenLevel119|574	OpenLevel129|624	OpenLevel139|674	OpenLevel149|724	OpenLevel159|774	OpenLevel169|824	OpenLevel179|825	OpenLevel189|875	OpenLevel199|929
53	173	OpenLevel39|130	OpenLevel49|223	OpenLevel59|273	OpenLevel69|323	OpenLevel79|373	OpenLevel89|423	OpenLevel99|473	OpenLevel109|523	OpenLevel119|573	OpenLevel129|623	OpenLevel139|673	OpenLevel149|723	OpenLevel159|773	OpenLevel169|823	OpenLevel179|824	OpenLevel189|874	OpenLevel199|928
54	172	OpenLevel39|128	OpenLevel49|222	OpenLevel59|272	OpenLevel69|322	OpenLevel79|372	OpenLevel89|422	OpenLevel99|472	OpenLevel109|522	OpenLevel119|572	OpenLevel129|622	OpenLevel139|672	OpenLevel149|722	OpenLevel159|772	OpenLevel169|822	OpenLevel179|823	OpenLevel189|873	OpenLevel199|927
55	171	OpenLevel39|126	OpenLevel49|221	OpenLevel59|271	OpenLevel69|321	OpenLevel79|371	OpenLevel89|421	OpenLevel99|471	OpenLevel109|521	OpenLevel119|571	OpenLevel129|621	OpenLevel139|671	OpenLevel149|721	OpenLevel159|771	OpenLevel169|821	OpenLevel179|822	OpenLevel189|872	OpenLevel199|926
56	170	OpenLevel39|124	OpenLevel49|220	OpenLevel59|270	OpenLevel69|320	OpenLevel79|370	OpenLevel89|420	OpenLevel99|470	OpenLevel109|520	OpenLevel119|570	OpenLevel129|620	OpenLevel139|670	OpenLevel149|720	OpenLevel159|770	OpenLevel169|820	OpenLevel179|821	OpenLevel189|871	OpenLevel199|925
57	169	OpenLevel39|122	OpenLevel49|219	OpenLevel59|269	OpenLevel69|319	OpenLevel79|369	OpenLevel89|419	OpenLevel99|469	OpenLevel109|519	OpenLevel119|569	OpenLevel129|619	OpenLevel139|669	OpenLevel149|719	OpenLevel159|769	OpenLevel169|819	OpenLevel179|820	OpenLevel189|870	OpenLevel199|924
58	168	OpenLevel39|120	OpenLevel49|218	OpenLevel59|268	OpenLevel69|318	OpenLevel79|368	OpenLevel89|418	OpenLevel99|468	OpenLevel109|518	OpenLevel119|568	OpenLevel129|618	OpenLevel139|668	OpenLevel149|718	OpenLevel159|768	OpenLevel169|818	OpenLevel179|819	OpenLevel189|869	OpenLevel199|923
59	167	OpenLevel39|118	OpenLevel49|217	OpenLevel59|267	OpenLevel69|317	OpenLevel79|367	OpenLevel89|417	OpenLevel99|467	OpenLevel109|517	OpenLevel119|567	OpenLevel129|617	OpenLevel139|667	OpenLevel149|717	OpenLevel159|767	OpenLevel169|817	OpenLevel179|818	OpenLevel189|868	OpenLevel199|922
60	166	OpenLevel39|116	OpenLevel49|216	OpenLevel59|266	OpenLevel69|316	OpenLevel79|366	OpenLevel89|416	OpenLevel99|466	OpenLevel109|516	OpenLevel119|566	OpenLevel129|616	OpenLevel139|666	OpenLevel149|716	OpenLevel159|766	OpenLevel169|816	OpenLevel179|817	OpenLevel189|867	OpenLevel199|921
61	165	OpenLevel39|114	OpenLevel49|215	OpenLevel59|265	OpenLevel69|315	OpenLevel79|365	OpenLevel89|415	OpenLevel99|465	OpenLevel109|515	OpenLevel119|565	OpenLevel129|615	OpenLevel139|665	OpenLevel149|715	OpenLevel159|765	OpenLevel169|815	OpenLevel179|816	OpenLevel189|866	OpenLevel199|920
62	164	OpenLevel39|112	OpenLevel49|214	OpenLevel59|264	OpenLevel69|314	OpenLevel79|364	OpenLevel89|414	OpenLevel99|464	OpenLevel109|514	OpenLevel119|564	OpenLevel129|614	OpenLevel139|664	OpenLevel149|714	OpenLevel159|764	OpenLevel169|814	OpenLevel179|815	OpenLevel189|865	OpenLevel199|919
63	163	OpenLevel39|110	OpenLevel49|213	OpenLevel59|263	OpenLevel69|313	OpenLevel79|363	OpenLevel89|413	OpenLevel99|463	OpenLevel109|513	OpenLevel119|563	OpenLevel129|613	OpenLevel139|663	OpenLevel149|713	OpenLevel159|763	OpenLevel169|813	OpenLevel179|814	OpenLevel189|864	OpenLevel199|918
64	162	OpenLevel39|108	OpenLevel49|212	OpenLevel59|262	OpenLevel69|312	OpenLevel79|362	OpenLevel89|412	OpenLevel99|462	OpenLevel109|512	OpenLevel119|562	OpenLevel129|612	OpenLevel139|662	OpenLevel149|712	OpenLevel159|762	OpenLevel169|812	OpenLevel179|813	OpenLevel189|863	OpenLevel199|917
65	161	OpenLevel39|106	OpenLevel49|211	OpenLevel59|261	OpenLevel69|311	OpenLevel79|361	OpenLevel89|411	OpenLevel99|461	OpenLevel109|511	OpenLevel119|561	OpenLevel129|611	OpenLevel139|661	OpenLevel149|711	OpenLevel159|761	OpenLevel169|811	OpenLevel179|812	OpenLevel189|862	OpenLevel199|916
66	160	OpenLevel39|104	OpenLevel49|210	OpenLevel59|260	OpenLevel69|310	OpenLevel79|360	OpenLevel89|410	OpenLevel99|460	OpenLevel109|510	OpenLevel119|560	OpenLevel129|610	OpenLevel139|660	OpenLevel149|710	OpenLevel159|760	OpenLevel169|810	OpenLevel179|811	OpenLevel189|861	OpenLevel199|915
67	159	OpenLevel39|102	OpenLevel49|209	OpenLevel59|259	OpenLevel69|309	OpenLevel79|359	OpenLevel89|409	OpenLevel99|459	OpenLevel109|509	OpenLevel119|559	OpenLevel129|609	OpenLevel139|659	OpenLevel149|709	OpenLevel159|759	OpenLevel169|809	OpenLevel179|810	OpenLevel189|860	OpenLevel199|914
68	158	OpenLevel39|100	OpenLevel49|208	OpenLevel59|258	OpenLevel69|308	OpenLevel79|358	OpenLevel89|408	OpenLevel99|458	OpenLevel109|508	OpenLevel119|558	OpenLevel129|608	OpenLevel139|658	OpenLevel149|708	OpenLevel159|758	OpenLevel169|808	OpenLevel179|809	OpenLevel189|859	OpenLevel199|913
69	157	OpenLevel39|98	OpenLevel49|207	OpenLevel59|257	OpenLevel69|307	OpenLevel79|357	OpenLevel89|407	OpenLevel99|457	OpenLevel109|507	OpenLevel119|557	OpenLevel129|607	OpenLevel139|657	OpenLevel149|707	OpenLevel159|757	OpenLevel169|807	OpenLevel179|808	OpenLevel189|858	OpenLevel199|912
70	156	OpenLevel39|95	OpenLevel49|206	OpenLevel59|256	OpenLevel69|306	OpenLevel79|356	OpenLevel89|406	OpenLevel99|456	OpenLevel109|506	OpenLevel119|556	OpenLevel129|606	OpenLevel139|656	OpenLevel149|706	OpenLevel159|756	OpenLevel169|806	OpenLevel179|807	OpenLevel189|857	OpenLevel199|911
71	155	OpenLevel39|92	OpenLevel49|205	OpenLevel59|255	OpenLevel69|305	OpenLevel79|355	OpenLevel89|405	OpenLevel99|455	OpenLevel109|505	OpenLevel119|555	OpenLevel129|605	OpenLevel139|655	OpenLevel149|705	OpenLevel159|755	OpenLevel169|805	OpenLevel179|806	OpenLevel189|856	OpenLevel199|910
72	154	OpenLevel39|89	OpenLevel49|204	OpenLevel59|254	OpenLevel69|304	OpenLevel79|354	OpenLevel89|404	OpenLevel99|454	OpenLevel109|504	OpenLevel119|554	OpenLevel129|604	OpenLevel139|654	OpenLevel149|704	OpenLevel159|754	OpenLevel169|804	OpenLevel179|805	OpenLevel189|855	OpenLevel199|909
73	153	OpenLevel39|86	OpenLevel49|203	OpenLevel59|253	OpenLevel69|303	OpenLevel79|353	OpenLevel89|403	OpenLevel99|453	OpenLevel109|503	OpenLevel119|553	OpenLevel129|603	OpenLevel139|653	OpenLevel149|703	OpenLevel159|753	OpenLevel169|803	OpenLevel179|804	OpenLevel189|854	OpenLevel199|908
74	152	OpenLevel39|83	OpenLevel49|202	OpenLevel59|252	OpenLevel69|302	OpenLevel79|352	OpenLevel89|402	OpenLevel99|452	OpenLevel109|502	OpenLevel119|552	OpenLevel129|602	OpenLevel139|652	OpenLevel149|702	OpenLevel159|752	OpenLevel169|802	OpenLevel179|803	OpenLevel189|853	OpenLevel199|907
75	151	OpenLevel39|80	OpenLevel49|201	OpenLevel59|251	OpenLevel69|301	OpenLevel79|351	OpenLevel89|401	OpenLevel99|451	OpenLevel109|501	OpenLevel119|551	OpenLevel129|601	OpenLevel139|651	OpenLevel149|701	OpenLevel159|751	OpenLevel169|801	OpenLevel179|802	OpenLevel189|852	OpenLevel199|906
76	150	OpenLevel39|77	OpenLevel49|200	OpenLevel59|250	OpenLevel69|300	OpenLevel79|350	OpenLevel89|400	OpenLevel99|450	OpenLevel109|500	OpenLevel119|550	OpenLevel129|600	OpenLevel139|650	OpenLevel149|700	OpenLevel159|750	OpenLevel169|800	OpenLevel179|801	OpenLevel189|851	OpenLevel199|905
77	149	OpenLevel39|74	OpenLevel49|199	OpenLevel59|249	OpenLevel69|299	OpenLevel79|349	OpenLevel89|399	OpenLevel99|449	OpenLevel109|499	OpenLevel119|549	OpenLevel129|599	OpenLevel139|649	OpenLevel149|699	OpenLevel159|749	OpenLevel169|799	OpenLevel179|800	OpenLevel189|850	OpenLevel199|904
78	148	OpenLevel39|71	OpenLevel49|198	OpenLevel59|248	OpenLevel69|298	OpenLevel79|348	OpenLevel89|398	OpenLevel99|448	OpenLevel109|498	OpenLevel119|548	OpenLevel129|598	OpenLevel139|648	OpenLevel149|698	OpenLevel159|748	OpenLevel169|798	OpenLevel179|799	OpenLevel189|849	OpenLevel199|903
79	147	OpenLevel39|68	OpenLevel49|197	OpenLevel59|247	OpenLevel69|297	OpenLevel79|347	OpenLevel89|397	OpenLevel99|447	OpenLevel109|497	OpenLevel119|547	OpenLevel129|597	OpenLevel139|647	OpenLevel149|697	OpenLevel159|747	OpenLevel169|797	OpenLevel179|798	OpenLevel189|848	OpenLevel199|902
