TeamID	Name	HeroName	Faction	Level	ExtAttribId	HonorLevel	PartnerId1	PartnerId2	PartnerId3	PartnerId4	PartnerLevel	Strength	Vitality	Dexterity	Energy	SkillLevel	SkillID1	SkillID2	SkillID3	SkillID4	SkillID5
110	武神殿守护者	明啸赋	2	18	2	2	96	91	108	59	13	0	0	0	0	1					
111	武神殿守护者	敖子默	3	18	2	2	96	92	109	59	13	0	0	0	0	1					
112	武神殿守护者	尹孤凌	4	18	2	2	96	93	102	59	13	0	0	0	0	1					
113	武神殿守护者	谷啸滔	5	18	2	2	96	94	103	59	13	0	0	0	0	1					
114	武神殿守护者	于墨宣	6	18	2	2	96	95	104	59	13	0	0	0	0	1					
115	武神殿守护者	胡代灵	7	18	2	2	96	76	105	59	13	0	0	0	0	1					
116	武神殿守护者	苗青寒	8	19	2	2	96	77	106	59	14	0	0	0	0	1					
117	武神殿守护者	凌修为	9	19	2	2	96	78	107	59	14	0	0	0	0	1					
118	武神殿守护者	淳于忆枫	10	19	2	2	96	79	108	59	14	0	0	0	0	1					
119	武神殿守护者	迟访烟	11	19	2	2	96	80	109	59	14	0	0	0	0	1					
120	武神殿守护者	房兴腾	12	19	2	2	96	81	102	59	14	0	0	0	0	1					
121	武神殿守护者	邢惜寒	13	19	2	2	96	82	103	59	14	0	0	0	0	1					
122	武神殿守护者	郑夜昱	14	19	2	2	96	83	104	59	14	0	0	0	0	1					
123	武神殿守护者	米和洽	15	19	2	2	96	84	105	59	14	0	0	0	0	1					
124	武神殿守护者	商思御	16	19	2	2	96	85	106	59	14	0	0	0	0	1					
125	武神殿守护者	陶安波	17	19	2	2	96	86	107	59	14	0	0	0	0	1					
126	武神殿守护者	桂达安	18	20	2	2	96	87	108	59	15	0	0	0	0	1					
127	武神殿守护者	俞修文	1	20	2	2	96	88	109	59	15	0	0	0	0	1					
128	武神殿守护者	廖弘深	2	20	2	2	96	89	102	59	15	0	0	0	0	1					
129	武神殿守护者	黎景曜	3	20	2	2	96	90	103	59	15	0	0	0	0	1					
130	武神殿守护者	喻天罡	4	20	2	2	96	91	104	59	15	0	0	0	0	1					
131	武神殿守护者	师思烟	5	21	2	2	96	92	105	59	16	0	0	0	0	1					
132	武神殿守护者	苑烨赫	6	21	2	2	96	93	106	59	16	0	0	0	0	1					
133	武神殿守护者	马风德	7	21	2	2	96	94	107	59	16	0	0	0	0	1					
134	武神殿守护者	荀宇荫	8	21	2	2	96	95	108	59	16	0	0	0	0	1					
135	武神殿守护者	于成礼	9	21	2	2	96	76	109	59	16	0	0	0	0	1					
136	武神殿守护者	狄奇邃	10	22	2	3	96	77	102	59	17	0	0	0	0	1					
137	武神殿守护者	郑代灵	11	22	2	3	96	78	103	59	17	0	0	0	0	1					
138	武神殿守护者	凌阳朔	12	22	2	3	96	79	104	59	17	0	0	0	0	1					
139	武神殿守护者	刘君昊	13	22	2	3	96	80	105	59	17	0	0	0	0	1					
140	武神殿守护者	樊白凡	14	22	2	3	96	81	106	59	17	0	0	0	0	1					
141	武神殿守护者	孙明煦	15	23	2	3	96	82	107	59	18	0	0	0	0	1					
142	武神殿守护者	庞从凝	16	23	2	3	96	83	108	59	18	0	0	0	0	1					
143	武神殿守护者	孔正谊	17	23	2	3	96	84	109	59	18	0	0	0	0	1					
144	武神殿守护者	瞿永康	18	23	2	3	96	85	102	59	18	0	0	0	0	1					
145	武神殿守护者	翁奇略	1	23	2	3	96	86	103	59	18	0	0	0	0	1					
146	武神殿守护者	元怜腾	2	24	2	3	96	87	104	59	19	0	0	0	0	1					
147	武神殿守护者	骆朋兴	3	24	2	3	96	88	105	59	19	0	0	0	0	1					
148	武神殿守护者	徐翰藻	4	24	2	3	96	89	106	59	19	0	0	0	0	1					
149	武神殿守护者	公冶夏秋	5	24	3	3	96	90	107	59	19	0	0	0	0	1					
150	武神殿守护者	孔又连	6	24	3	3	96	91	108	59	19	0	0	0	0	1					
151	武神殿守护者	缪墨瑶	7	25	3	4	96	92	109	59	20	0	0	0	0	1					
152	武神殿守护者	牟易文	8	25	3	4	96	93	102	59	20	0	0	0	0	1					
153	武神殿守护者	郭瀚玥	9	25	3	4	96	94	103	59	20	0	0	0	0	1					
154	武神殿守护者	咎安然	10	25	3	4	96	95	104	59	20	0	0	0	0	1					
155	武神殿守护者	银雨文	11	25	3	4	96	76	105	59	20	0	0	0	0	1					
156	武神殿守护者	闵丹啸	12	26	3	4	96	77	106	59	21	0	0	0	0	1					
157	武神殿守护者	黎英彦	13	26	3	4	96	78	107	59	21	0	0	0	0	1					
158	武神殿守护者	邢念滔	14	26	3	4	96	79	108	59	21	0	0	0	0	1					
159	武神殿守护者	宫星剑	15	26	3	4	96	80	109	59	21	0	0	0	0	1					
160	武神殿守护者	淳于文昌	16	26	3	4	96	81	102	59	21	0	0	0	0	1					
161	武神殿守护者	诸和安	17	27	3	4	96	82	103	59	22	0	0	0	0	1					
162	武神殿守护者	景平端	18	27	3	4	96	83	104	59	22	0	0	0	0	1					
163	武神殿守护者	凌嘉致	1	27	3	4	96	84	105	59	22	0	0	0	0	1					
164	武神殿守护者	翟尔柳	2	27	3	4	96	85	106	59	22	0	0	0	0	1					
165	武神殿守护者	荀半双	3	27	4	4	96	86	107	59	22	0	0	0	0	1					
166	武神殿守护者	李雨正	4	28	4	4	96	87	108	59	23	0	0	0	0	1					
167	武神殿守护者	滕巍昂	5	28	4	4	96	88	109	59	23	0	0	0	0	1					
168	武神殿守护者	闻志明	6	28	4	4	96	89	102	59	23	0	0	0	0	1					
169	武神殿守护者	侯笑南	7	28	4	4	96	90	103	59	23	0	0	0	0	1					
170	武神殿守护者	东郭安翔	8	28	4	4	96	91	104	59	23	0	0	0	0	1					
171	武神殿守护者	史怀连	9	29	4	4	96	92	105	59	24	0	0	0	0	1					
172	武神殿守护者	廉博超	10	29	4	4	96	93	106	59	24	0	0	0	0	1					
173	武神殿守护者	卞风弼	11	29	4	4	96	94	107	59	24	0	0	0	0	1					
174	武神殿守护者	秦代凡	12	29	4	4	96	95	108	59	24	0	0	0	0	1					
175	武神殿守护者	廉灵扇	13	29	4	4	96	76	109	59	24	0	0	0	0	1					
176	武神殿守护者	唐冷正	14	30	4	4	96	77	102	59	25	0	0	0	0	1					
177	武神殿守护者	花浩大	15	30	4	4	96	78	103	59	25	0	0	0	0	1					
178	武神殿守护者	薛沛芹	16	30	4	4	96	79	104	59	25	0	0	0	0	1					
179	武神殿守护者	单访风	17	30	4	4	96	80	105	59	25	0	0	0	0	1					
180	武神殿守护者	费华奥	18	30	4	4	96	81	106	59	25	0	0	0	0	1					
181	武神殿守护者	韩向槐	1	31	4	4	96	82	107	59	26	0	0	0	0	1					
182	武神殿守护者	於明智	2	31	4	4	96	83	108	59	26	0	0	0	0	1					
183	武神殿守护者	费光誉	3	31	4	4	96	84	109	59	26	0	0	0	0	1					
184	武神殿守护者	殷秋啸	4	31	4	4	96	85	102	59	26	0	0	0	0	1					
185	武神殿守护者	慕容易容	5	31	4	4	96	86	103	59	26	0	0	0	0	1					
186	武神殿守护者	邬英资	6	32	4	4	96	87	104	59	27	0	0	0	0	1					
187	武神殿守护者	严端啸	7	32	4	4	96	88	105	59	27	0	0	0	0	1					
188	武神殿守护者	黄天工	8	32	5	4	96	89	106	59	27	0	0	0	0	1					
189	武神殿守护者	简墨竹	9	32	5	4	96	90	107	59	27	0	0	0	0	1					
190	武神殿守护者	裴达寒	10	32	5	4	96	91	108	59	27	0	0	0	0	1					
191	武神殿守护者	司马元青	11	33	5	4	96	92	109	59	28	0	0	0	0	1					
192	武神殿守护者	林水荷	12	33	5	4	96	93	102	59	28	0	0	0	0	1					
193	武神殿守护者	江元基	13	33	5	4	96	94	103	59	28	0	0	0	0	1					
194	武神殿守护者	戴冷雪	14	33	5	4	96	95	104	59	28	0	0	0	0	1					
195	武神殿守护者	于雪秋	15	33	5	4	96	76	105	59	28	0	0	0	0	1					
196	武神殿守护者	岳明喆	16	34	5	4	96	77	106	59	29	0	0	0	0	1					
197	武神殿守护者	邢水儿	17	34	5	4	96	78	107	59	29	0	0	0	0	1					
198	武神殿守护者	赵山赋	18	34	5	4	96	79	108	59	29	0	0	0	0	1					
199	武神殿守护者	喻乐游	1	34	5	4	96	80	109	59	29	0	0	0	0	1					
200	武神殿守护者	吕子濯	2	34	5	4	96	81	102	59	29	0	0	0	0	1					
201	武神殿守护者	官书琴	3	35	5	5	96	87	104	59	30	0	0	0	0	1					
202	武神殿守护者	龚志诚	4	35	5	5	96	88	105	59	30	0	0	0	0	1					
203	武神殿守护者	左丘翰林	5	35	5	5	96	89	106	59	30	0	0	0	0	1					
204	武神殿守护者	仲孙宏远	6	35	5	5	96	90	107	59	30	0	0	0	0	1					
205	武神殿守护者	章忆达	7	35	5	5	96	91	108	59	30	0	0	0	0	1					
206	武神殿守护者	独孤俊誉	8	36	5	5	96	92	109	59	31	0	0	0	0	1					
207	武神殿守护者	严锐精	9	36	5	5	96	93	102	59	31	0	0	0	0	1					
208	武神殿守护者	栾觅云	10	36	5	5	96	94	103	59	31	0	0	0	0	1					
209	武神殿守护者	司马亦旋	11	36	5	5	96	95	104	59	31	0	0	0	0	1					
210	武神殿守护者	段忆雪	12	36	5	5	96	76	105	59	31	0	0	0	0	1					
211	武神殿守护者	穆墨容	13	37	5	5	96	77	106	59	32	0	0	0	0	1					
212	武神殿守护者	沈星火	14	37	5	5	96	78	107	59	32	0	0	0	0	1					
213	武神殿守护者	令狐思枫	15	37	5	5	96	79	108	59	32	0	0	0	0	1					
214	武神殿守护者	慕寒松	16	37	5	5	96	80	109	59	32	0	0	0	0	1					
215	武神殿守护者	贺和光	17	37	5	5	96	81	102	59	32	0	0	0	0	1					
216	武神殿守护者	穆鸿熙	18	38	5	5	96	82	103	59	33	0	0	0	0	1					
217	武神殿守护者	苏弘文	1	38	5	5	96	83	104	59	33	0	0	0	0	1					
218	武神殿守护者	雍嘉赐	2	38	5	5	96	84	105	59	33	0	0	0	0	1					
219	武神殿守护者	伍兴业	3	38	5	5	96	85	106	59	33	0	0	0	0	1					
220	武神殿守护者	邢宜人	4	38	5	5	96	86	107	59	33	0	0	0	0	1					
221	武神殿守护者	姜嘉树	5	39	5	5	96	87	108	59	34	0	0	0	0	1					
222	武神殿守护者	东门思宣	6	39	5	5	96	88	109	59	34	0	0	0	0	1					
223	武神殿守护者	秦雁戮	7	39	5	5	96	89	102	59	34	0	0	0	0	1					
224	武神殿守护者	车映真	8	39	5	5	96	90	103	59	34	0	0	0	0	1					
225	武神殿守护者	罗才良	9	39	5	5	96	91	104	59	34	0	0	0	0	1					
226	武神殿守护者	熊墨云	10	40	6	5	96	92	105	59	35	0	0	0	0	1					
227	武神殿守护者	阎雪容	11	40	6	5	96	93	106	59	35	0	0	0	0	1					
228	武神殿守护者	项奇胜	12	40	6	5	96	94	107	59	35	0	0	0	0	1					
229	武神殿守护者	司鸿秋扇	13	40	6	5	96	95	108	59	35	0	0	0	0	1					
230	武神殿守护者	严以筠	14	40	6	5	96	76	109	59	35	0	0	0	0	1					
231	武神殿守护者	蔡诗丹	15	41	6	5	96	77	102	59	36	0	0	0	0	1					
232	武神殿守护者	龙博瀚	16	41	6	5	96	78	103	59	36	0	0	0	0	1					
233	武神殿守护者	衣访琴	17	41	6	5	96	79	104	59	36	0	0	0	0	1					
234	武神殿守护者	萧和颂	18	41	6	5	96	80	105	59	36	0	0	0	0	1					
235	武神殿守护者	郭和昱	1	41	6	5	96	81	106	59	36	0	0	0	0	1					
236	武神殿守护者	简晓博	2	42	6	5	96	82	107	59	37	0	0	0	0	1					
237	武神殿守护者	宋阳羽	3	42	6	5	96	83	108	59	37	0	0	0	0	1					
238	武神殿守护者	马灵扇	4	42	6	5	96	84	109	59	37	0	0	0	0	1					
239	武神殿守护者	岳敏叡	5	42	6	5	96	85	102	59	37	0	0	0	0	1					
240	武神殿守护者	徐灵松	6	42	6	5	96	86	103	59	37	0	0	0	0	1					
241	武神殿守护者	寇醉柳	7	43	6	5	96	87	104	59	38	0	0	0	0	1					
242	武神殿守护者	司马明轩	8	43	6	5	96	88	105	59	38	0	0	0	0	1					
243	武神殿守护者	叶翰藻	9	43	6	5	96	89	106	59	38	0	0	0	0	1					
244	武神殿守护者	邢俊哲	10	43	6	5	96	90	107	59	38	0	0	0	0	1					
245	武神殿守护者	闾丘坚白	11	43	6	5	96	91	108	59	38	0	0	0	0	1					
246	武神殿守护者	卜祺瑞	12	44	6	5	96	92	109	59	39	0	0	0	0	1					
247	武神殿守护者	林雅健	13	44	6	5	96	93	102	59	39	0	0	0	0	1					
248	武神殿守护者	帅文石	14	44	6	5	96	94	103	59	39	0	0	0	0	1					
249	武神殿守护者	邬笑槐	15	44	6	5	96	95	104	59	39	0	0	0	0	1					
250	武神殿守护者	禹伟祺	16	44	6	5	96	76	105	59	39	0	0	0	0	1					
251	武神殿守护者	贾兴腾	17	45	6	6	96	77	106	59	40	0	0	0	0	1					
252	武神殿守护者	柯烨烁	18	45	6	6	96	78	107	59	40	0	0	0	0	1					
253	武神殿守护者	鲍雅达	1	45	6	6	96	79	108	59	40	0	0	0	0	1					
254	武神殿守护者	梅觅双	2	45	6	6	96	80	109	59	40	0	0	0	0	1					
255	武神殿守护者	瞿睿识	3	45	6	6	96	81	102	59	40	0	0	0	0	1					
256	武神殿守护者	鲁承基	4	46	6	6	96	82	103	59	41	0	0	0	0	1					
257	武神殿守护者	金白安	5	46	6	6	96	83	104	59	41	0	0	0	0	1					
258	武神殿守护者	项怀寒	6	46	6	6	96	84	105	59	41	0	0	0	0	1					
259	武神殿守护者	木志学	7	46	6	6	96	85	106	59	41	0	0	0	0	1					
260	武神殿守护者	慕听风	8	46	6	6	96	86	107	59	41	0	0	0	0	1					
261	武神殿守护者	东门斌蔚	9	47	6	6	96	87	108	59	42	0	0	0	0	1					
262	武神殿守护者	彭雁菡	10	47	6	6	96	88	109	59	42	0	0	0	0	1					
263	武神殿守护者	胡星汉	11	47	6	6	96	89	102	59	42	0	0	0	0	1					
264	武神殿守护者	池盼易	12	47	6	6	96	90	103	59	42	0	0	0	0	1					
265	武神殿守护者	桑白竹	13	47	6	6	96	91	104	59	42	0	0	0	0	1					
266	武神殿守护者	全语儿	14	48	6	6	96	92	105	59	43	0	0	0	0	1					
267	武神殿守护者	党宏博	15	48	6	6	96	93	106	59	43	0	0	0	0	1					
268	武神殿守护者	韦元瑶	16	48	6	6	96	94	107	59	43	0	0	0	0	1					
269	武神殿守护者	华幻枫	17	48	6	6	96	95	108	59	43	0	0	0	0	1					
270	武神殿守护者	成傲易	18	48	6	6	96	76	109	59	43	0	0	0	0	1					
271	武神殿守护者	石英睿	1	49	6	6	96	77	102	59	44	0	0	0	0	1					
272	武神殿守护者	司鸿绍钧	2	49	6	6	96	78	103	59	44	0	0	0	0	1					
273	武神殿守护者	周思淼	3	49	6	6	96	79	104	59	44	0	0	0	0	1					
274	武神殿守护者	宇文忆南	4	49	6	6	96	80	105	59	44	0	0	0	0	1					
275	武神殿守护者	司凝连	5	49	6	6	96	81	106	59	44	0	0	0	0	1					
276	武神殿守护者	孟以腾	6	50	7	6	96	82	107	59	45	0	0	0	0	1					
277	武神殿守护者	雍易槐	7	50	7	6	96	83	108	59	45	0	0	0	0	1					
278	武神殿守护者	戚坚诚	8	50	7	6	96	84	109	59	45	0	0	0	0	1					
279	武神殿守护者	牟慕雁	9	50	7	6	96	85	102	59	45	0	0	0	0	1					
280	武神殿守护者	耿勇男	10	50	7	6	96	86	103	59	45	0	0	0	0	1					
281	武神殿守护者	游修筠	11	51	7	6	96	87	104	59	46	0	0	0	0	1					
282	武神殿守护者	尉迟惜扇	12	51	7	6	96	88	105	59	46	0	0	0	0	1					
283	武神殿守护者	马心远	13	51	7	6	96	89	106	59	46	0	0	0	0	1					
284	武神殿守护者	阎天骄	14	51	7	6	96	90	107	59	46	0	0	0	0	1					
285	武神殿守护者	帅书柳	15	51	7	6	96	91	108	59	46	0	0	0	0	1					
286	武神殿守护者	麦彭彭	16	52	7	6	96	92	109	59	47	0	0	0	0	1					
287	武神殿守护者	连成和	17	52	7	6	96	93	102	59	47	0	0	0	0	1					
288	武神殿守护者	司空宏深	18	52	7	6	96	94	103	59	47	0	0	0	0	1					
289	武神殿守护者	易寄瑶	1	52	7	6	96	95	104	59	47	0	0	0	0	1					
290	武神殿守护者	苗白卉	2	52	7	6	96	76	105	59	47	0	0	0	0	1					
291	武神殿守护者	时俊杰	3	53	7	6	96	77	106	59	48	0	0	0	0	1					
292	武神殿守护者	邝飞书	4	53	7	6	96	78	107	59	48	0	0	0	0	1					
293	武神殿守护者	寇华翰	5	53	7	6	96	79	108	59	48	0	0	0	0	1					
294	武神殿守护者	淳于冷霜	6	53	7	6	96	80	109	59	48	0	0	0	0	1					
295	武神殿守护者	任寄灵	7	53	7	6	96	81	102	59	48	0	0	0	0	1					
296	武神殿守护者	何自怡	8	54	7	6	96	79	108	59	49	0	0	0	0	1					
297	武神殿守护者	家凡之	9	54	7	6	96	80	109	59	49	0	0	0	0	1					
298	武神殿守护者	隋亦游	10	54	7	6	96	81	102	59	49	0	0	0	0	1					
299	武神殿守护者	管初瑶	11	54	7	6	96	79	108	59	49	0	0	0	0	1					
300	武神殿守护者	萧浩博	12	54	7	6	96	80	109	59	49	0	0	0	0	1					
301	武神殿守护者	查以柳	13	55	7	7	96	81	102	59	50	0	0	0	0	1					
302	武神殿守护者	西门灵安	14	55	7	7	96	79	108	59	50	0	0	0	0	1					
303	武神殿守护者	卜海冬	15	55	7	7	96	80	109	59	50	0	0	0	0	1					
304	武神殿守护者	尉迟良翰	16	55	7	7	96	81	102	59	50	0	0	0	0	1					
305	武神殿守护者	荣夏真	17	55	7	7	96	81	102	59	50	0	0	0	0	1					
306	武神殿守护者	单于乐凡	18	56	7	7	96	87	104	59	51	0	0	0	0	1					
307	武神殿守护者	郎半安	1	56	7	7	96	88	105	59	51	0	0	0	0	1					
308	武神殿守护者	潘泽语	2	56	7	7	96	89	106	59	51	0	0	0	0	1					
309	武神殿守护者	单于元思	3	56	7	7	96	90	107	59	51	0	0	0	0	1					
310	武神殿守护者	明啸赋	4	56	7	7	96	91	108	59	51	0	0	0	0	1					
311	武神殿守护者	敖子默	5	57	7	7	96	92	109	59	52	0	0	0	0	1					
312	武神殿守护者	尹孤凌	6	57	7	7	96	93	102	59	52	0	0	0	0	1					
313	武神殿守护者	谷啸滔	7	57	7	7	96	94	103	59	52	0	0	0	0	1					
