szMainType	nSubType	nSellLimitType	nSellLimitSubType	nSellLimitLevel	szName	nType	nIndex	nMinPrecent	nMaxPrecent	nShowLimitPrecent	nCantSellAgain	nSubTypeSold	szTimeOutFunc	szOpenTimeFrame	szCloseTimeFrame	nPrice	szTimeFrame1	nPrice1	szTimeFrame2	nPrice2	szTimeFrame3	nPrice3	szTimeFrame4	nPrice4	szTimeFrame5	nPrice5	szTimeFrame6	nPrice6	szTimeFrame7	nPrice7	szTimeFrame8	nPrice8	szTimeFrame9	nPrice9	szTimeFrame10	nPrice10	szTimeFrame11	nPrice11	szTimeFrame12	nPrice12	szTimeFrame13	nPrice13	szTimeFrame14	nPrice14	szTimeFrame15	nPrice15	szLimit1	szLimit2	szLimit3	szLimit4	szLimit5	szLimit6	szLimit7	szLimit8	szLimit9	szLimit10	szLimit11	szLimit12	szLimit13	szLimit14	szLimit15	szLimit16	szLimit17	szPriceLimitTimeFrame1	szLimitPrice1	szPriceLimitTimeFrame2	szLimitPrice2	szPriceLimitTimeFrame3	szLimitPrice3	szPriceLimitTimeFrame4	szLimitPrice4	szPriceLimitTimeFrame5	szLimitPrice5	szPriceLimitTimeFrame6	szLimitPrice6	szPriceLimitTimeFrame7	szLimitPrice7	szPriceLimitTimeFrame8	szLimitPrice8	szPriceLimitTimeFrame9	szLimitPrice9	szPriceLimitTimeFrame10	szLimitPrice10	szPriceLimitTimeFrame11	szLimitPrice11	szPriceLimitTimeFrame12	szLimitPrice12	szPriceLimitTimeFrame13	szLimitPrice13	szPriceLimitTimeFrame14	szLimitPrice14	szPriceLimitTimeFrame15	szLimitPrice15	szPriceLimitTimeFrame16	szLimitPrice16	szPriceLimitTimeFrame17	szLimitPrice17
item	1392	3			2级附魔石·攻击	1	25	50	120	110	1					2000	OpenLevel49	2000	OpenLevel59	2000	OpenLevel69	2000	OpenLevel79	2000	OpenLevel89	2000	OpenLevel99	2000	OpenLevel109	2000	OpenLevel119	2000															OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59	50|180	OpenLevel69	50|160	OpenLevel79	50|140	OpenLevel89	50|120	OpenLevel99	50|100	OpenLevel109	50|100	OpenLevel119	50|100	OpenLevel129															
item	1391	4			1级附魔石·攻击	1	26	50	120	110	1					500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	500	OpenLevel89	500	OpenLevel99	500	OpenLevel109	500	OpenLevel119	500															OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59	50|180	OpenLevel69	50|160	OpenLevel79	50|140	OpenLevel89	50|120	OpenLevel99	50|100	OpenLevel109	50|100	OpenLevel119	50|100	OpenLevel129															
item	1424	5			罗盘	1	27	50	120	110						30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129															
item	1425	6			龟甲	1	28	50	120	110						30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129															
item	1426	7			绢帛	1	29	50	120	110						30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129															
item	1427	8			狼毫	1	30	50	120	110						30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129															
item	1428	9			朱砂	1	31	50	120	110						30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129															
item	2424	13		1	门派信物	1	6	50	120	110	1					20	OpenLevel49	20	OpenLevel59	20	OpenLevel69	20	OpenLevel79	20	OpenLevel89	20	OpenLevel99	20	OpenLevel109	20	OpenLevel119	20															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129															
item	2527	14		1	马牌	1	13	50	120	110	1			OpenLevel59		60	OpenLevel49	60	OpenLevel59	60	OpenLevel69	60	OpenLevel79	60	OpenLevel89	60	OpenLevel99	60	OpenLevel109	60	OpenLevel119	60															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129															
item	764	15			初级修为书	1	21	50	120	110	1					20	OpenLevel49	20	OpenLevel59	20	OpenLevel69	20	OpenLevel79	20	OpenLevel89	20	OpenLevel99	20	OpenLevel109	20	OpenLevel119	20															OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|150	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120	OpenLevel129															
item	2395	16			中级修为书	1	22	50	120	110	1			OpenLevel69		100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100															OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|150	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120	OpenLevel129															
item	2396	17			高级修为书	1	23	50	120	110	1			OpenLevel69		1000	OpenLevel49	1000	OpenLevel59	1000	OpenLevel69	1000	OpenLevel79	1000	OpenLevel89	1000	OpenLevel99	1000	OpenLevel109	1000	OpenLevel119	1000															OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|150	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120	OpenLevel129															
item	1970	18			宋金诏书	1	9	50	120	110	1					75	OpenLevel49	75	OpenLevel59	75	OpenLevel69	75	OpenLevel79	75	OpenLevel89	75	OpenLevel99	75	OpenLevel109	75	OpenLevel119	75															OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|150	OpenLevel99	50|140	OpenLevel109	50|130	OpenLevel119	50|120	OpenLevel129															
item	3494	390			心魔宝珠	1	7	50	120	110	1			OpenDay118		100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100															OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69	50|180	OpenLevel79	50|160	OpenLevel89	50|140	OpenLevel99	50|120	OpenLevel109	50|100	OpenLevel119	50|100	OpenLevel129															
item	6149	516			任脉·曲骨通穴秘卷	1	14	50	120	110				OpenLevel79		100	OpenLevel49	100	OpenLevel59	100	OpenLevel69	100	OpenLevel79	100	OpenLevel89	100	OpenLevel99	100	OpenLevel109	100	OpenLevel119	100															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|0	OpenLevel119|0									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129															
item	6203	668			T0武器	1	10	50	120	110						800	OpenLevel49	800	OpenLevel59	800	OpenLevel69	800	OpenLevel79	800	OpenLevel89	800	OpenLevel99	800	OpenLevel109	800	OpenLevel119	800															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|0	OpenLevel99|0	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|180	OpenLevel99	50|180	OpenLevel109	50|150	OpenLevel119	50|150	OpenLevel129															
item	2590	19			普通粽子	1	32	50	120	110						60	OpenLevel49	60	OpenLevel59	60	OpenLevel69	60	OpenLevel79	60	OpenLevel89	60	OpenLevel99	60	OpenLevel109	60	OpenLevel119	60															OpenLevel39|1	OpenLevel49|1	OpenLevel59|1	OpenLevel69|1	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|180	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120	OpenLevel129															
item	2591	20			技能粽子	1	33	50	120	110						500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	500	OpenLevel89	500	OpenLevel99	500	OpenLevel109	500	OpenLevel119	500															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|180	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120	OpenLevel129															
item	8251	20			彩缕碧筠粽（技能）	1	33	50	120	110						500	OpenLevel49	500	OpenLevel59	500	OpenLevel69	500	OpenLevel79	500	OpenLevel89	500	OpenLevel99	500	OpenLevel109	500	OpenLevel119	500															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|1	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89	50|180	OpenLevel99	50|150	OpenLevel109	50|120	OpenLevel119	50|120	OpenLevel129															
item	8250	24			香粳白玉粽（经验）	1	34	50	120	110						30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129															
item	2878	24			沧海月明（经验）	1	34	50	120	110						30	OpenLevel49	30	OpenLevel59	30	OpenLevel69	30	OpenLevel79	30	OpenLevel89	30	OpenLevel99	30	OpenLevel109	30	OpenLevel119	30															OpenLevel39|0	OpenLevel49|0	OpenLevel59|0	OpenLevel69|0	OpenLevel79|0	OpenLevel89|1	OpenLevel99|1	OpenLevel109|1	OpenLevel119|1									OpenLevel39		OpenLevel49		OpenLevel59		OpenLevel69		OpenLevel79		OpenLevel89		OpenLevel99		OpenLevel109		OpenLevel119		OpenLevel129															
