nCardId	szTalk
36	大丈夫当提三尺之剑，立不世之功。
37	我的家园很漂亮，你可以去看看！
38	你的家园很漂亮，我很喜欢。
39	卓非凡，孟某与你誓不两立！
39	只要我心系山庄，姓孟与姓叶，又有什么分别？
39	古人云，一叶知秋，冥冥中自有天意在。
40	以后不管本王在不在你身边，你都要好好的梳头，把头发疏开了，心里面的结也就开了。
40	有时候一个人对一个人的无情，背后是无尽的深情与无奈。
40	我只知道今天我放你走了，本王这一辈子都会遗憾中度过。
41	倘若饶我，赐我一命，赴汤蹈火，在所不辞。
41	良禽择木而栖，大汗就是我选的木头。
41	不知靖儿现在怎么样了？
42	想我秦家，满门忠烈，我上阵为将绝不仅仅因为丈夫。
42	吾以一孱妇蒙国恩二十年，今不幸至此，其敢以余年事逆贼哉!
43	万里烟霜回绿鬓,十年兵甲误苍生
43	不要对第一个认识的女孩子许任何承诺，否则，你就会把她培养成野蛮女友。
44	这身上一道道的伤疤就是本王的免死金牌。
44	戎马一生，何曾退过。
44	皇上年幼，诸事可问我。
45	荣华不是长生药，清闲不是死门风。
45	慌乱就等于死，越是危急，越要冷静。
45	大好战机，白白丧失，我心已死，归矣归矣
46	咻咻。。咻咻咻。。。
47	咻咻。。咻咻咻。。。
48	旺。吼。旺。吼。
49	嗷。吼。嗷。吼。
50	呼呼。。呼呼
50	嗷呜。。嗷呜。。
51	呼噜。。呼噜。。
51	嘶嘶。。。
52	嘎。。嘎。。
52	呜嗷。。呜嗷。。
53	咕咕。。
53	嘎嘎。。
53	哇哇。。
54	嗷嗷。。
55	大丈夫当提三尺之剑，立不世之功。
55	人生在世一场戏，再艰难，我也要唱完这出戏。
55	误会？大丈夫行事但求无愧于心，足矣。。
56	虽然和几个宋人剑客并称天心四剑，但我们并不交好。
57	大丈夫当提三尺之剑，立不世之功。
57	琳心与剑儿是真心相爱的。
57	与南宫灭一战后，我武功已失。
58	当年我与依水被天忍教用计擒住，是南宫盟主救了我们。
58	故事还没有结束。
59	我与夫君能够走在一起，南宫盟主帮了很大的忙。
59	翠烟武功，适合打消耗战。
59	希望这烟雨不停，那样我就可以和他一直在伞下。
60	虽想隐居，奈何武林之事，又不能置之不理。
60	祸莫大于不知足，咎莫大于欲得。故知足之足，常足矣。
60	天地不仁，以万物为刍狗;圣人不仁，以百姓为刍狗。
61	爱不应该成为要挟对方的理由，更不是拿捏对方的武器。
61	或许，我与飞云，此生无缘。
61	一个从不认错的人，自然不会反省。
62	平生最看不惯人装模做样，拐弯抹角。
62	你也许还不了解我们这种人，我们可以死，却不能败
62	大丈夫当提三尺之剑，立不世之功。
63	大丈夫当提三尺之剑，立不世之功。
63	冤冤相报何时了，希望我的女儿不要活在仇恨中。
63	眉儿，现在可好？
64	我一定要练成千丝万毒手，即使换血，也在所不惜。
64	待我称霸武林，必叫你们生不如死。
64	无忧教才不在乎什么正邪之说，达到目的就行了。
65	我要把这漫长冬至夜的三更剪下
65	轻轻卷起来放在温香如春风的被下
65	等到我爱人回来的那夜一寸寸将它推开
66	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
66	会令你为难的人，本身也不见得有多在乎你
66	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
67	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
67	会令你为难的人，本身也不见得有多在乎你
67	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
68	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
68	会令你为难的人，本身也不见得有多在乎你
68	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
69	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
69	会令你为难的人，本身也不见得有多在乎你
69	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
70	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
70	会令你为难的人，本身也不见得有多在乎你
70	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
71	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
71	会令你为难的人，本身也不见得有多在乎你
71	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
72	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
72	会令你为难的人，本身也不见得有多在乎你
72	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
73	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
73	会令你为难的人，本身也不见得有多在乎你
73	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
74	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
74	会令你为难的人，本身也不见得有多在乎你
74	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
75	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
75	会令你为难的人，本身也不见得有多在乎你
75	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
76	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
76	会令你为难的人，本身也不见得有多在乎你
76	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
77	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
77	会令你为难的人，本身也不见得有多在乎你
77	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
78	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
78	会令你为难的人，本身也不见得有多在乎你
78	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
79	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
79	会令你为难的人，本身也不见得有多在乎你
79	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
80	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
80	会令你为难的人，本身也不见得有多在乎你
80	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
81	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
81	会令你为难的人，本身也不见得有多在乎你
81	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
82	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
82	会令你为难的人，本身也不见得有多在乎你
82	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
83	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
83	会令你为难的人，本身也不见得有多在乎你
83	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
84	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
84	会令你为难的人，本身也不见得有多在乎你
84	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
85	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
85	会令你为难的人，本身也不见得有多在乎你
85	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
86	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
86	会令你为难的人，本身也不见得有多在乎你
86	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
87	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
87	会令你为难的人，本身也不见得有多在乎你
87	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
88	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
88	会令你为难的人，本身也不见得有多在乎你
88	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
89	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
89	会令你为难的人，本身也不见得有多在乎你
89	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
90	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
90	会令你为难的人，本身也不见得有多在乎你
90	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
91	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
91	会令你为难的人，本身也不见得有多在乎你
91	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
92	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
92	会令你为难的人，本身也不见得有多在乎你
92	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
93	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
93	会令你为难的人，本身也不见得有多在乎你
93	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
94	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
94	会令你为难的人，本身也不见得有多在乎你
94	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
95	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
95	会令你为难的人，本身也不见得有多在乎你
95	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
96	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
96	会令你为难的人，本身也不见得有多在乎你
96	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
97	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
97	会令你为难的人，本身也不见得有多在乎你
97	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
98	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
98	会令你为难的人，本身也不见得有多在乎你
98	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
99	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
99	会令你为难的人，本身也不见得有多在乎你
99	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
100	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
100	会令你为难的人，本身也不见得有多在乎你
100	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
101	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
101	会令你为难的人，本身也不见得有多在乎你
101	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
102	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
102	会令你为难的人，本身也不见得有多在乎你
102	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
103	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
103	会令你为难的人，本身也不见得有多在乎你
103	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
104	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
104	会令你为难的人，本身也不见得有多在乎你
104	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
105	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
105	会令你为难的人，本身也不见得有多在乎你
105	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
106	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
106	会令你为难的人，本身也不见得有多在乎你
106	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
107	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
107	会令你为难的人，本身也不见得有多在乎你
107	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
108	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
108	会令你为难的人，本身也不见得有多在乎你
108	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
109	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
109	会令你为难的人，本身也不见得有多在乎你
109	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
110	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
110	会令你为难的人，本身也不见得有多在乎你
110	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
111	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
111	会令你为难的人，本身也不见得有多在乎你
111	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
112	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
112	会令你为难的人，本身也不见得有多在乎你
112	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
113	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
113	会令你为难的人，本身也不见得有多在乎你
113	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
114	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
114	会令你为难的人，本身也不见得有多在乎你
114	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
115	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
115	会令你为难的人，本身也不见得有多在乎你
115	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
116	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
116	会令你为难的人，本身也不见得有多在乎你
116	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
117	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
117	会令你为难的人，本身也不见得有多在乎你
117	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
118	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
118	会令你为难的人，本身也不见得有多在乎你
118	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
119	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
119	会令你为难的人，本身也不见得有多在乎你
119	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
120	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
120	会令你为难的人，本身也不见得有多在乎你
120	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
121	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
121	会令你为难的人，本身也不见得有多在乎你
121	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
122	如果一件事，一开始就令你不舒服，那么，越早拒绝越好
122	会令你为难的人，本身也不见得有多在乎你
122	疼我入骨者，我事之以君王；轻我若尘者，我弃之以敝履。
