BookID	Type	MutualType	UpgradeID	UpgradeItem	MaxBookLevel	MaxSkillLevel	LimitRecycle	TuPoID	LimitFaction	LevelFightPowerID	SkillFightPowerID	SkillID	Attrib1Type	Init1Value	Grow1Value	Attrib2Type	Init2Value	Grow2Value	Attrib3Type	Init3Value	Grow3Value	Attrib4Type	Init4Value	Grow4Value
7522	0	1603	7522	7526	100	10		1	16	2	1	5043	vitality_v	4000	267	dexterity_v	1000	66	strength_v	4000	267	energy_v	1000	66
7523	0	1604	7523	7527	100	10		1	16	2	1	5046	vitality_v	4000	267	dexterity_v	1000	66	strength_v	4000	267	energy_v	1000	66
8445	0	1701	8445	8449	100	10		1	17	2	1	5237	vitality_v	1000	66	dexterity_v	3000	200	strength_v	3000	200	energy_v	3000	200
8446	0	1702	8446	8450	100	10		1	17	2	1	5240	vitality_v	1000	66	dexterity_v	3000	200	strength_v	3000	200	energy_v	3000	200
8447	0	1703	8447	8451	100	10		1	17	2	1	5243	vitality_v	1000	66	dexterity_v	3000	200	strength_v	3000	200	energy_v	3000	200
8448	0	1704	8448	8452	100	10		1	17	2	1	5246	vitality_v	1000	66	dexterity_v	3000	200	strength_v	3000	200	energy_v	3000	200
9879	0	1801	9879	9883	100	10		1	18	2	1	5537	vitality_v	1000	66	dexterity_v	4000	267	strength_v	4000	267	energy_v	1000	66
9880	0	1802	9880	9884	100	10		1	18	2	1	5540	vitality_v	1000	66	dexterity_v	4000	267	strength_v	4000	267	energy_v	1000	66
9881	0	1803	9881	9885	100	10		1	18	2	1	5544	vitality_v	1000	66	dexterity_v	4000	267	strength_v	4000	267	energy_v	1000	66
9882	0	1804	9882	9886	100	10		1	18	2	1	5550	vitality_v	1000	66	dexterity_v	4000	267	strength_v	4000	267	energy_v	1000	66
10537	0	1901	10537	10541	100	10		1	19	2	1	5650	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	267	energy_v	2000	133
10538	0	1902	10538	10542	100	10		1	19	2	1	5654	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	267	energy_v	2000	133
10539	0	1903	10539	10543	100	10		1	19	2	1	5658	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	267	energy_v	2000	133
10540	0	1904	10540	10544	100	10		1	19	2	1	5663	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	267	energy_v	2000	133
11273	0	2001	11273	11277	100	10		1	20	2	1	5853	vitality_v	2000	133	dexterity_v	4000	267	strength_v	3000	200	energy_v	1000	66
11274	0	2002	11274	11278	100	10		1	20	2	1	5859	vitality_v	2000	133	dexterity_v	4000	267	strength_v	3000	200	energy_v	1000	66
11275	0	2003	11275	11279	100	10		1	20	2	1	5863	vitality_v	2000	133	dexterity_v	4000	267	strength_v	3000	200	energy_v	1000	66
11276	0	2004	11276	11280	100	10		1	20	2	1	5868	vitality_v	2000	133	dexterity_v	4000	267	strength_v	3000	200	energy_v	1000	66
11952	0	2101	11952	11956	100	10		1	21	2	1	5951	vitality_v	3000	200	dexterity_v	3000	200	strength_v	2000	133	energy_v	2000	133
11953	0	2102	11953	11957	100	10		1	21	2	1	5956	vitality_v	3000	200	dexterity_v	3000	200	strength_v	2000	133	energy_v	2000	133
11954	0	2103	11954	11958	100	10		1	21	2	1	5964	vitality_v	3000	200	dexterity_v	3000	200	strength_v	2000	133	energy_v	2000	133
11955	0	2104	11955	11959	100	10		1	21	2	1	5969	vitality_v	3000	200	dexterity_v	3000	200	strength_v	2000	133	energy_v	2000	133
2725	1	101	2725	3317	150	15	1		1	3	1	257	vitality_v	3000	200	dexterity_v	3000	200	strength_v	3000	200	energy_v	1000	66
2726	1	102	2726	3318	150	15	1		1	3	1	243	vitality_v	3000	200	dexterity_v	3000	200	strength_v	3000	200	energy_v	1000	66
2727	1	104	2727	3319	150	15	1		1	3	1	244	vitality_v	3000	200	dexterity_v	3000	200	strength_v	3000	200	energy_v	1000	66
2728	1	103	2728	3320	150	15	1		1	3	1	255	vitality_v	3000	200	dexterity_v	3000	200	strength_v	3000	200	energy_v	1000	66
2729	1	202	2729	3321	150	15	1		2	3	1	367	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
2730	1	203	2730	3322	150	15	1		2	3	1	369	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
2731	1	204	2731	3323	150	15	1		2	3	1	372	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
2732	1	201	2732	3324	150	15	1		2	3	1	366	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
2733	1	402	2733	3325	150	15	1		4	3	1	546	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
2734	1	403	2734	3326	150	15	1		4	3	1	548	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
2735	1	404	2735	3327	150	15	1		4	3	1	549	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
2736	1	401	2736	3328	150	15	1		4	3	1	545	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
2737	1	301	2737	3329	150	15	1		3	3	1	448	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
2738	1	303	2738	3330	150	15	1		3	3	1	450	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
2739	1	304	2739	3331	150	15	1		3	3	1	452	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
2740	1	302	2740	3332	150	15	1		3	3	1	447	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
2741	1	501	2741	3333	150	15	1		5	3	1	649	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
2742	1	502	2742	3334	150	15	1		5	3	1	652	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
2743	1	503	2743	3335	150	15	1		5	3	1	654	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
2744	1	504	2744	3336	150	15	1		5	3	1	648	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
2745	1	602	2745	3337	150	15	1		6	3	1	751	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
2746	1	603	2746	3338	150	15	1		6	3	1	756	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
2747	1	604	2747	3339	150	15	1		6	3	1	759	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
2748	1	601	2748	3340	150	15	1		6	3	1	750	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
2751	1	701	2751	3341	150	15	1		7	3	1	2291	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
2752	1	702	2752	3342	150	15	1		7	3	1	2292	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
2753	1	703	2753	3343	150	15	1		7	3	1	2293	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
2754	1	704	2754	3344	150	15	1		7	3	1	2295	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
2755	1	801	2755	3345	150	15	1		8	3	1	865	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
2756	1	802	2756	3346	150	15	1		8	3	1	866	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
2757	1	803	2757	3347	150	15	1		8	3	1	867	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
2758	1	804	2758	3348	150	15	1		8	3	1	868	vitality_v	3000	200	dexterity_v	3000	200	strength_v	1000	66	energy_v	3000	200
3275	1	901	3275	3349	150	15	1		9	3	1	4042	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3276	1	902	3276	3350	150	15	1		9	3	1	4043	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3277	1	903	3277	3351	150	15	1		9	3	1	4044	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3278	1	904	3278	3352	150	15	1		9	3	1	4047	vitality_v	1000	66	dexterity_v	2000	133	strength_v	2000	133	energy_v	5000	333
3279	1	1001	3279	3353	150	15	1		10	3	1	4139	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
3280	1	1002	3280	3354	150	15	1		10	3	1	4141	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
3281	1	1003	3281	3355	150	15	1		10	3	1	4142	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
3282	1	1004	3282	3356	150	15	1		10	3	1	4144	vitality_v	3000	200	dexterity_v	4000	266	strength_v	1000	66	energy_v	2000	133
4029	1	1101	4029	4037	150	15	1		11	3	1	4243	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4030	1	1102	4030	4038	150	15	1		11	3	1	4244	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4031	1	1103	4031	4039	150	15	1		11	3	1	4245	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4032	1	1104	4032	4040	150	15	1		11	3	1	4247	vitality_v	2000	133	dexterity_v	5000	333	strength_v	2000	133	energy_v	1000	66
4033	1	1201	4033	4041	150	15	1		12	3	1	4366	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
4034	1	1202	4034	4042	150	15	1		12	3	1	4367	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
4035	1	1203	4035	4043	150	15	1		12	3	1	4368	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
4036	1	1204	4036	4044	150	15	1		12	3	1	4369	vitality_v	1000	66	dexterity_v	2000	133	strength_v	5000	333	energy_v	2000	133
5209	1	1301	5209	5217	150	15	1		13	3	1	4447	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5210	1	1302	5210	5218	150	15	1		13	3	1	4448	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5211	1	1303	5211	5219	150	15	1		13	3	1	4450	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5212	1	1304	5212	5220	150	15	1		13	3	1	4452	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	266	energy_v	2000	133
5213	1	1401	5213	5221	150	15	1		14	3	1	4557	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
5214	1	1402	5214	5222	150	15	1		14	3	1	4558	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
5215	1	1403	5215	5223	150	15	1		14	3	1	4560	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
5216	1	1404	5216	5224	150	15	1		14	3	1	4562	vitality_v	4000	266	dexterity_v	3000	200	strength_v	2000	133	energy_v	1000	66
6678	1	1501	6678	6682	150	15	1		15	3	1	4638	vitality_v	3000	200	dexterity_v	2000	133	strength_v	3000	200	energy_v	2000	133
6679	1	1502	6679	6683	150	15	1		15	3	1	4641	vitality_v	3000	200	dexterity_v	2000	133	strength_v	3000	200	energy_v	2000	133
6680	1	1503	6680	6684	150	15	1		15	3	1	4644	vitality_v	3000	200	dexterity_v	2000	133	strength_v	3000	200	energy_v	2000	133
6681	1	1504	6681	6685	150	15	1		15	3	1	4647	vitality_v	3000	200	dexterity_v	2000	133	strength_v	3000	200	energy_v	2000	133
7524	1	1601	7524	7528	150	15	1		16	3	1	5038	vitality_v	4000	267	dexterity_v	1000	66	strength_v	4000	267	energy_v	1000	66
7525	1	1602	7525	7529	150	15	1		16	3	1	5041	vitality_v	4000	267	dexterity_v	1000	66	strength_v	4000	267	energy_v	1000	66
7526	1	1603	7526	7530	150	15	1		16	3	1	5044	vitality_v	4000	267	dexterity_v	1000	66	strength_v	4000	267	energy_v	1000	66
7527	1	1604	7527	7531	150	15	1		16	3	1	5047	vitality_v	4000	267	dexterity_v	1000	66	strength_v	4000	267	energy_v	1000	66
8449	1	1701	8449	8453	150	15	1		17	3	1	5238	vitality_v	1000	66	dexterity_v	3000	200	strength_v	3000	200	energy_v	3000	200
8450	1	1702	8450	8454	150	15	1		17	3	1	5241	vitality_v	1000	66	dexterity_v	3000	200	strength_v	3000	200	energy_v	3000	200
8451	1	1703	8451	8455	150	15	1		17	3	1	5244	vitality_v	1000	66	dexterity_v	3000	200	strength_v	3000	200	energy_v	3000	200
8452	1	1704	8452	8456	150	15	1		17	3	1	5247	vitality_v	1000	66	dexterity_v	3000	200	strength_v	3000	200	energy_v	3000	200
9883	1	1801	9883	9887	150	15	1		18	3	1	5538	vitality_v	1000	66	dexterity_v	4000	267	strength_v	4000	267	energy_v	1000	66
9884	1	1802	9884	9888	150	15	1		18	3	1	5541	vitality_v	1000	66	dexterity_v	4000	267	strength_v	4000	267	energy_v	1000	66
9885	1	1803	9885	9889	150	15	1		18	3	1	5546	vitality_v	1000	66	dexterity_v	4000	267	strength_v	4000	267	energy_v	1000	66
9886	1	1804	9886	9890	150	15	1		18	3	1	5552	vitality_v	1000	66	dexterity_v	4000	267	strength_v	4000	267	energy_v	1000	66
10541	1	1901	10541	10545	150	15	1		19	3	1	5651	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	267	energy_v	2000	133
10542	1	1902	10542	10546	150	15	1		19	3	1	5655	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	267	energy_v	2000	133
10543	1	1903	10543	10547	150	15	1		19	3	1	5659	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	267	energy_v	2000	133
10544	1	1904	10544	10548	150	15	1		19	3	1	5664	vitality_v	2000	133	dexterity_v	2000	133	strength_v	4000	267	energy_v	2000	133
11277	1	2001	11277	11281	150	15	1		20	3	1	5854	vitality_v	2000	133	dexterity_v	4000	267	strength_v	3000	200	energy_v	1000	66
11278	1	2002	11278	11282	150	15	1		20	3	1	5860	vitality_v	2000	133	dexterity_v	4000	267	strength_v	3000	200	energy_v	1000	66
11279	1	2003	11279	11283	150	15	1		20	3	1	5864	vitality_v	2000	133	dexterity_v	4000	267	strength_v	3000	200	energy_v	1000	66
11280	1	2004	11280	11284	150	15	1		20	3	1	5869	vitality_v	2000	133	dexterity_v	4000	267	strength_v	3000	200	energy_v	1000	66
11956	1	2101	11956	11960	150	15	1		21	3	1	5952	vitality_v	3000	200	dexterity_v	3000	200	strength_v	2000	133	energy_v	2000	133
11957	1	2102	11957	11961	150	15	1		21	3	1	5957	vitality_v	3000	200	dexterity_v	3000	200	strength_v	2000	133	energy_v	2000	133
11958	1	2103	11958	11962	150	15	1		21	3	1	5965	vitality_v	3000	200	dexterity_v	3000	200	strength_v	2000	133	energy_v	2000	133
11959	1	2104	11959	11963	150	15	1		21	3	1	5970	vitality_v	3000	200	dexterity_v	3000	200	strength_v	2000	133	energy_v	2000	133
3317	2	101			200	20	1		1	4	1	3451	vitality_v	3000	200	dexterity_v	3000	200	strength_v	3000	200	energy_v	1000	66
3318	2	102			200	20	1		1	4	1	3445	vitality_v	3000	200	dexterity_v	3000	200	strength_v	3000	200	energy_v	1000	66
3319	2	104			200	20	1		1	4	1	3447	vitality_v	3000	200	dexterity_v	3000	200	strength_v	3000	200	energy_v	1000	66
3320	2	103			200	20	1		1	4	1	3449	vitality_v	3000	200	dexterity_v	3000	200	strength_v	3000	200	energy_v	1000	66
3321	2	202			200	20	1		2	4	1	376	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
3322	2	203			200	20	1		2	4	1	378	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
3323	2	204			200	20	1		2	4	1	381	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
3324	2	201			200	20	1		2	4	1	374	vitality_v	4000	266	dexterity_v	2000	133	strength_v	2000	133	energy_v	2000	133
3325	2	402			200	20	1		4	4	1	554	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
3326	2	403			200	20	1		4	4	1	556	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
3327	2	404			200	20	1		4	4	1	558	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
3328	2	401			200	20	1		4	4	1	552	vitality_v	2000	133	dexterity_v	1000	66	strength_v	4000	266	energy_v	3000	200
3329	2	301			200	20	1		3	4	1	456	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
3330	2	303			200	20	1		3	4	1	458	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
3331	2	304			200	20	1		3	4	1	460	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
3332	2	302			200	20	1		3	4	1	454	vitality_v	2000	133	dexterity_v	2000	133	strength_v	3000	200	energy_v	3000	200
3333	2	501			200	20	1		5	4	1	658	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
3334	2	502			200	20	1		5	4	1	661	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
3335	2	503			200	20	1		5	4	1	663	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
3336	2	504			200	20	1		5	4	1	656	vitality_v	2000	133	dexterity_v	3000	200	strength_v	3000	200	energy_v	2000	133
3337	2	602			200	20	1		6	4	1	763	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
3338	2	603			200	20	1		6	4	1	765	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
3339	2	604			200	20	1		6	4	1	768	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
3340	2	601			200	20	1		6	4	1	761	vitality_v	2000	133	dexterity_v	2000	133	strength_v	2000	133	energy_v	4000	266
3341	2	701			200	20	1		7	4	1	3453	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
3342	2	702			200	20	1		7	4	1	3455	vitality_v	5000	333	dexterity_v	1000	66	strength_v	2000	133	energy_v	2000	133
