AttribId	AttribType	Value1	Value2	Value3
8	deadlystrike_damage_p	22	0	0
8	weaken_deadlystrike_damage_p	22	0	0
8	deadlystrike_v	232	0	0
8	weaken_deadlystrike_v	232	0	0
8	add_seriesstate_rate_v	237	0	0
8	attackrate_v	1258	0	0
8	defense_v	232	0	0
8	ignore_defense_v	232	0	0
8	basic_damage_v	72	0	72
8	physical_damage_v	570	0	570
8	physical_metaldamage_v	40	0	40
8	physical_wooddamage_v	40	0	40
8	physical_waterdamage_v	40	0	40
8	physical_firedamage_v	40	0	40
8	physical_earthdamage_v	40	0	40
8	resist_allseriesstate_rate_v	237	0	0
8	runspeed_p	8	0	0
8	ignore_all_resist_v	100	72	0
8	all_series_resist_v	143	0	0
8	metal_resist_v	279	0	0
8	wood_resist_v	279	0	0
8	water_resist_v	279	0	0
8	fire_resist_v	279	0	0
8	earth_resist_v	279	0	0
9	lifemax_v	50112	0	0
9	vitality_v	250	0	0
9	strength_v	250	0	0
9	energy_v	250	0	0
9	dexterity_v	250	0	0
9	deadlystrike_damage_p	24	0	0
9	weaken_deadlystrike_damage_p	24	0	0
9	deadlystrike_v	278	0	0
9	weaken_deadlystrike_v	278	0	0
9	add_seriesstate_rate_v	248	0	0
9	attackrate_v	1383	0	0
9	defense_v	255	0	0
9	ignore_defense_v	255	0	0
9	basic_damage_v	79	0	79
9	physical_damage_v	627	0	627
9	physical_metaldamage_v	45	0	45
9	physical_wooddamage_v	45	0	45
9	physical_waterdamage_v	45	0	45
9	physical_firedamage_v	45	0	45
9	physical_earthdamage_v	45	0	45
9	resist_allseriesstate_rate_v	248	0	0
9	runspeed_p	8	0	0
9	ignore_all_resist_v	100	90	0
9	all_series_resist_v	157	0	0
9	metal_resist_v	306	0	0
9	wood_resist_v	306	0	0
9	water_resist_v	306	0	0
9	fire_resist_v	306	0	0
9	earth_resist_v	306	0	0
10	lifemax_v	60134	0	0
10	vitality_v	275	0	0
10	strength_v	275	0	0
10	energy_v	275	0	0
10	dexterity_v	275	0	0
10	deadlystrike_damage_p	26	0	0
10	weaken_deadlystrike_damage_p	26	0	0
10	deadlystrike_v	333	0	0
10	weaken_deadlystrike_v	333	0	0
10	add_seriesstate_rate_v	260	0	0
10	attackrate_v	1521	0	0
10	defense_v	280	0	0
10	ignore_defense_v	280	0	0
10	basic_damage_v	86	0	86
10	physical_damage_v	689	0	689
10	physical_metaldamage_v	50	0	50
10	physical_wooddamage_v	50	0	50
10	physical_waterdamage_v	50	0	50
10	physical_firedamage_v	50	0	50
10	physical_earthdamage_v	50	0	50
10	resist_allseriesstate_rate_v	260	0	0
10	runspeed_p	8	0	0
10	ignore_all_resist_v	100	108	0
10	all_series_resist_v	172	0	0
10	metal_resist_v	336	0	0
10	wood_resist_v	336	0	0
10	water_resist_v	336	0	0
10	fire_resist_v	336	0	0
10	earth_resist_v	336	0	0
11	lifemax_v	72160	0	0
11	vitality_v	300	0	0
11	strength_v	300	0	0
11	energy_v	300	0	0
11	dexterity_v	300	0	0
11	deadlystrike_damage_p	28	0	0
11	weaken_deadlystrike_damage_p	28	0	0
11	deadlystrike_v	399	0	0
11	weaken_deadlystrike_v	399	0	0
11	add_seriesstate_rate_v	273	0	0
11	attackrate_v	1673	0	0
11	defense_v	308	0	0
11	ignore_defense_v	308	0	0
11	basic_damage_v	94	0	94
11	physical_damage_v	757	0	757
11	physical_metaldamage_v	55	0	55
11	physical_wooddamage_v	55	0	55
11	physical_waterdamage_v	55	0	55
11	physical_firedamage_v	55	0	55
11	physical_earthdamage_v	55	0	55
11	resist_allseriesstate_rate_v	273	0	0
11	runspeed_p	8	0	0
11	ignore_all_resist_v	100	126	0
11	all_series_resist_v	189	0	0
11	metal_resist_v	369	0	0
11	wood_resist_v	369	0	0
11	water_resist_v	369	0	0
11	fire_resist_v	369	0	0
11	earth_resist_v	369	0	0
12	lifemax_v	86592	0	0
12	vitality_v	325	0	0
12	strength_v	325	0	0
12	energy_v	325	0	0
12	dexterity_v	325	0	0
12	deadlystrike_damage_p	30	0	0
12	weaken_deadlystrike_damage_p	30	0	0
12	deadlystrike_v	478	0	0
12	weaken_deadlystrike_v	478	0	0
12	add_seriesstate_rate_v	286	0	0
12	attackrate_v	1840	0	0
12	defense_v	338	0	0
12	ignore_defense_v	338	0	0
12	basic_damage_v	103	0	103
12	physical_damage_v	832	0	832
12	physical_metaldamage_v	60	0	60
12	physical_wooddamage_v	60	0	60
12	physical_waterdamage_v	60	0	60
12	physical_firedamage_v	60	0	60
12	physical_earthdamage_v	60	0	60
12	resist_allseriesstate_rate_v	286	0	0
12	runspeed_p	8	0	0
12	ignore_all_resist_v	100	144	0
12	all_series_resist_v	207	0	0
12	metal_resist_v	405	0	0
12	wood_resist_v	405	0	0
12	water_resist_v	405	0	0
12	fire_resist_v	405	0	0
12	earth_resist_v	405	0	0
13	lifemax_v	103910	0	0
13	vitality_v	350	0	0
13	strength_v	350	0	0
13	energy_v	350	0	0
13	dexterity_v	350	0	0
13	deadlystrike_damage_p	32	0	0
13	weaken_deadlystrike_damage_p	32	0	0
13	deadlystrike_v	573	0	0
13	weaken_deadlystrike_v	573	0	0
13	add_seriesstate_rate_v	300	0	0
13	attackrate_v	2024	0	0
13	defense_v	371	0	0
13	ignore_defense_v	371	0	0
13	basic_damage_v	113	0	113
13	physical_damage_v	915	0	915
13	physical_metaldamage_v	65	0	65
13	physical_wooddamage_v	65	0	65
13	physical_waterdamage_v	65	0	65
13	physical_firedamage_v	65	0	65
13	physical_earthdamage_v	65	0	65
13	resist_allseriesstate_rate_v	300	0	0
13	runspeed_p	8	0	0
13	ignore_all_resist_v	100	162	0
13	all_series_resist_v	227	0	0
13	metal_resist_v	445	0	0
13	wood_resist_v	445	0	0
13	water_resist_v	445	0	0
13	fire_resist_v	445	0	0
13	earth_resist_v	445	0	0
14	lifemax_v	124692	0	0
14	vitality_v	375	0	0
14	strength_v	375	0	0
14	energy_v	375	0	0
14	dexterity_v	375	0	0
14	deadlystrike_damage_p	34	0	0
14	weaken_deadlystrike_damage_p	34	0	0
14	deadlystrike_v	687	0	0
14	weaken_deadlystrike_v	687	0	0
14	add_seriesstate_rate_v	315	0	0
14	attackrate_v	2226	0	0
14	defense_v	408	0	0
14	ignore_defense_v	408	0	0
14	basic_damage_v	124	0	124
14	physical_damage_v	1006	0	1006
14	physical_metaldamage_v	70	0	70
14	physical_wooddamage_v	70	0	70
14	physical_waterdamage_v	70	0	70
14	physical_firedamage_v	70	0	70
14	physical_earthdamage_v	70	0	70
14	resist_allseriesstate_rate_v	315	0	0
14	runspeed_p	8	0	0
14	ignore_all_resist_v	100	180	0
14	all_series_resist_v	249	0	0
14	metal_resist_v	489	0	0
14	wood_resist_v	489	0	0
14	water_resist_v	489	0	0
14	fire_resist_v	489	0	0
14	earth_resist_v	489	0	0
15	lifemax_v	149630	0	0
15	vitality_v	400	0	0
15	strength_v	400	0	0
15	energy_v	400	0	0
15	dexterity_v	400	0	0
15	deadlystrike_damage_p	36	0	0
15	weaken_deadlystrike_damage_p	36	0	0
15	deadlystrike_v	824	0	0
15	weaken_deadlystrike_v	824	0	0
15	add_seriesstate_rate_v	330	0	0
15	attackrate_v	2448	0	0
15	defense_v	448	0	0
15	ignore_defense_v	448	0	0
15	basic_damage_v	136	0	136
15	physical_damage_v	1106	0	1106
15	physical_metaldamage_v	75	0	75
15	physical_wooddamage_v	75	0	75
15	physical_waterdamage_v	75	0	75
15	physical_firedamage_v	75	0	75
15	physical_earthdamage_v	75	0	75
15	resist_allseriesstate_rate_v	330	0	0
15	runspeed_p	8	0	0
15	ignore_all_resist_v	100	198	0
15	all_series_resist_v	273	0	0
15	metal_resist_v	537	0	0
15	wood_resist_v	537	0	0
15	water_resist_v	537	0	0
15	fire_resist_v	537	0	0
15	earth_resist_v	537	0	0
16	lifemax_v	179556	0	0
16	vitality_v	425	0	0
16	strength_v	425	0	0
16	energy_v	425	0	0
16	dexterity_v	425	0	0
16	deadlystrike_damage_p	38	0	0
16	weaken_deadlystrike_damage_p	38	0	0
16	deadlystrike_v	988	0	0
16	weaken_deadlystrike_v	988	0	0
16	add_seriesstate_rate_v	346	0	0
16	attackrate_v	2692	0	0
16	defense_v	492	0	0
16	ignore_defense_v	492	0	0
16	basic_damage_v	149	0	149
16	physical_damage_v	1216	0	1216
16	physical_metaldamage_v	80	0	80
16	physical_wooddamage_v	80	0	80
16	physical_waterdamage_v	80	0	80
16	physical_firedamage_v	80	0	80
16	physical_earthdamage_v	80	0	80
16	resist_allseriesstate_rate_v	346	0	0
16	runspeed_p	8	0	0
16	ignore_all_resist_v	100	216	0
16	all_series_resist_v	300	0	0
16	metal_resist_v	590	0	0
16	wood_resist_v	590	0	0
16	water_resist_v	590	0	0
16	fire_resist_v	590	0	0
16	earth_resist_v	590	0	0
17	lifemax_v	215467	0	0
17	vitality_v	450	0	0
17	strength_v	450	0	0
17	energy_v	450	0	0
17	dexterity_v	450	0	0
17	deadlystrike_damage_p	40	0	0
17	weaken_deadlystrike_damage_p	40	0	0
17	deadlystrike_v	1185	0	0
17	weaken_deadlystrike_v	1185	0	0
17	add_seriesstate_rate_v	363	0	0
17	attackrate_v	2961	0	0
17	defense_v	541	0	0
17	ignore_defense_v	541	0	0
17	basic_damage_v	163	0	163
17	physical_damage_v	1337	0	1337
17	physical_metaldamage_v	85	0	85
17	physical_wooddamage_v	85	0	85
17	physical_waterdamage_v	85	0	85
17	physical_firedamage_v	85	0	85
17	physical_earthdamage_v	85	0	85
17	resist_allseriesstate_rate_v	363	0	0
17	runspeed_p	8	0	0
17	ignore_all_resist_v	100	234	0
17	all_series_resist_v	330	0	0
17	metal_resist_v	649	0	0
17	wood_resist_v	649	0	0
17	water_resist_v	649	0	0
17	fire_resist_v	649	0	0
17	earth_resist_v	649	0	0
18	lifemax_v	258560	0	0
18	vitality_v	475	0	0
18	strength_v	475	0	0
18	energy_v	475	0	0
18	dexterity_v	475	0	0
18	deadlystrike_damage_p	42	0	0
18	weaken_deadlystrike_damage_p	42	0	0
18	deadlystrike_v	1422	0	0
18	weaken_deadlystrike_v	1422	0	0
18	add_seriesstate_rate_v	381	0	0
18	attackrate_v	3257	0	0
18	defense_v	595	0	0
18	ignore_defense_v	595	0	0
18	basic_damage_v	179	0	179
18	physical_damage_v	1470	0	1470
18	physical_metaldamage_v	90	0	90
18	physical_wooddamage_v	90	0	90
18	physical_waterdamage_v	90	0	90
18	physical_firedamage_v	90	0	90
18	physical_earthdamage_v	90	0	90
18	resist_allseriesstate_rate_v	381	0	0
18	runspeed_p	8	0	0
18	ignore_all_resist_v	100	252	0
18	all_series_resist_v	363	0	0
18	metal_resist_v	713	0	0
18	wood_resist_v	713	0	0
18	water_resist_v	713	0	0
18	fire_resist_v	713	0	0
18	earth_resist_v	713	0	0
