Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	AuraSkillId	AuraSkillLevel	ForbitMove	StartActEvent	TitleID	DropType	Tag	DefaultDialog	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	WalkSpeed	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst	Sex
Partner_SSS_10	288	西施	0	1			5103	802	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SSS_10_Q	2184	西施	0	1			5103	802	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SSS_11	2231	完颜洪烈	0	1			5031	653	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini			1	30	1																			
Partner_SSS_11_Q	2232	完颜洪烈	0	1			12021	653	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini			1	30	1																			
Partner_SS_1	289	独孤剑	0	1			5032	654	304			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_1_Q	1736	独孤剑	0	1			12022	654	304			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_2	290	南宫飞云	0	1			5027	610	307			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_2_Q	1737	南宫飞云	0	1			12017	610	307			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_3	291	杨影枫	0	1			6101	630	325			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_3_Q	1738	杨影枫	0	1			10101	630	325			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_4	292	唐简	0	1			6190	661	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_4_Q	2225	唐简	0	1			10164	661	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_5	293	玄天道人	0	1			5016	604	326			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_5_Q	1739	玄天道人	0	1			12006	604	326			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_6	294	SS6	0	1			5031	653	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_7	295	李元霸	0	1			6107	631	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_7_Q	1740	李元霸	0	1			10107	631	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_8	296	赵云	0	1			6113	635	309			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_8_Q	1741	赵云	0	1			10113	635	309			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_9	297	李广	0	1			1135	659	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_9_Q	2702	李广	0	1			6135	659	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_10	298	荆轲	0	1			6108	655	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_10_Q	1742	荆轲	0	1			10108	655	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_11	1344	虞姬	0	1			6112	717	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_11_Q	1743	虞姬	0	1			10112	717	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_12	1345	岳飞	0	1			6130	657	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_SS_12_Q	1744	岳飞	0	1			10130	657	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_1	299	月眉儿	0	1			6102	716	122			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_1_Q	1458	月眉儿	0	1			10102	716	122			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_2	300	杨瑛	0	1			5141	710	117			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_2_Q	1459	杨瑛	0	1			10041	710	117			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_3	301	祝子虚	0	1			5214	642	316			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_3_Q	1460	祝子虚	0	1			11000	642	316			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_4	302	清晓师太	0	1			5185	713	114			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_4_Q	1461	清晓师太	0	1			10085	713	114			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_5	303	黄暮云	0	1			5213	718	116			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_5_Q	1462	黄暮云	0	1			11001	718	116			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_6	304	道一真人	0	1			6116	636	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_6_Q	1463	道一真人	0	1			10116	636	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_7	305	端木睿	0	1			6122	656	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_8	306	玄因	0	1			6132	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_8_Q	2222	玄因	0	1			10132	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_9	307	尹含烟	0	1			1	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_10	308	黑面郎君	0	1			6167	662	328			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_10_Q	1464	黑面郎君	0	1			10167	662	328			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_11	309	璇玑子	0	1			1	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_12	310	何人我	0	1			6170	663	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_12_Q	2223	何人我	0	1			10170	663	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_13	311	唐仇	0	1			6175	664	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_13_Q	2224	唐仇	0	1			10175	664	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_14	312	孟知秋	0	1			5156	622	303			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_14_Q	1465	孟知秋	0	1			10056	622	303			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_15	313	高长恭	0	1			5149	620	319			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_15_Q	1466	高长恭	0	1			10049	620	319			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_16	314	哲别	0	1			5015	603	320			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_16_Q	1467	哲别	0	1			12005	603	320			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_17	315	秦良玉	0	1			6125	816	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_17_Q	1745	秦良玉	0	1			10125	816	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_18	316	袁承志	0	1			5019	606	321			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_18_Q	1468	袁承志	0	1			12009	606	321			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_19	317	鳌拜	0	1			5025	609	322			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_19_Q	1469	鳌拜	0	1			12015	609	322			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_20	318	韩世忠	0	1			5130	615	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_20_Q	1470	韩世忠	0	1			10030	615	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_21	319	赤睛虎皇	0	1			5039	823	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_22	320	撼天熊皇	0	1			5037	822	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_23	321	紫背鳄皇	0	1			5041	824	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_24	322	定海金刚	0	1			5040	810	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_25	323	金翅鹏皇	0	1			5036	811	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_26	324	银角犀皇	0	1			5038	812	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_27	325	张风	0	1			6119	639	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_27_Q	1471	张风	0	1			10119	639	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_28	326	南宫灭	0	1			5129	614	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_28_Q	1472	南宫灭	0	1			10029	614	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_29	437	方勉	0	1			6117	637	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_29_Q	1473	方勉	0	1			10117	637	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_30	1051	唐影	0	1			5119	611	301			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_30_Q	1474	唐影	0	1			10019	611	301			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_31	1052	秋依水	0	1			5158	711	121			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_31_Q	1475	秋依水	0	1			10058	711	121			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_32	1053	天星道长	0	1			5013	601	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_32_Q	1476	天星道长	0	1			12003	601	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_33	1054	燕若雪	0	1			6129	727	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_34	1055	杨熙烈	0	1			6110	633	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_34_Q	1477	杨熙烈	0	1			10110	633	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_35	1056	上官飞龙	0	1			5021	607	310			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_35_Q	1746	上官飞龙	0	1			12011	607	310			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_36	1057	纳兰潜凛	0	1			5187	626	312			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_36_Q	1747	纳兰潜凛	0	1			10087	626	312			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_37	2281	冰鳞蜥皇	0	1			5042	825	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_37_Q	2282	冰鳞蜥皇	0	1			12032	825	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_38	2283	银钩蝎皇	0	1			5043	826	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_38_Q	2284	银钩蝎皇	0	1			12033	826	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_39	2285	狂鬃獒皇	0	1			5044	827	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_39_Q	2286	狂鬃獒皇	0	1			12034	827	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_40	2419	黄真伊	0	1			6214	721	121			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_40_Q	2420	黄真伊	0	1			10214	721	121			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_41	2698	林更新	0	1			6179	236	336			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_41_Q	2699	林更新	0	1			10179	236	336			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_42	2700	颖宝宝	0	1			6178	29	129			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_42_Q	2701	颖宝宝	0	1			10178	29	129			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_43	3808	李斯	0	1			3759	730	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_S_44	3809	狄仁杰	0	1			1221	731	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_1	327	纳兰真	0	1			5177	712	113			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_2	328	少年杨影枫	0	1			5198	629	304			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_3	329	杨铁心	0	1			5211	644	302			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_4	330	柳潇庭	0	1			5210	643	317			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_5	331	无想	0	1			5212	720	106			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_6	332	李恬儿	0	1			5209	719	108			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_7	333	李天目	0	1			6111	634	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_8	334	完颜襄	0	1			6131	658	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_9	335	玄慈	0	1			6169	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_10	336	尹筱雨	0	1			1	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_11	337	古嫣然	0	1			6174	802	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_12	338	宋秋石	0	1			6165	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_13	339	石轩辕	0	1			6168	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_14	340	唐晓	0	1			6166	802	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_15	341	双首异兽	0	1			5034	809	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_16	342	奔焰豹王	0	1			5030	807	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_17	343	九尾狐王	0	1			5026	804	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_18	344	唐潇	0	1			5023	650	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_19	345	紫轩	0	1			5131	708	120			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_20	346	蔷薇	0	1			5103	703	118			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_21	347	卓非凡	0	1			5194	628	318			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_22	348	月明瑶	0	1			5118	705	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_23	349	南宫彩虹	0	1			5126	706	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_24	350	张如梦	0	1			5193	627	314			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_25	351	张琳心	0	1			5200	715	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_26	352	封玉书	0	1			5182	645	324			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_27	353	曲霞	0	1			6106	817	112			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_28	354	耶律辟离	0	1			5122	612	327			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_29	355	林海	0	1			6120	640	314			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_30	438	陆文龙	0	1			5144	619	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_31	1061	赵无双	0	1			5127	707	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_32	1062	无相	0	1			6118	638	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_33	1063	赵节	0	1			5153	621	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_34	1064	邵骑风	0	1			5199	652	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_35	1065	何暮雪	0	1			5215	851	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_36	1066	赵升权	0	1			6109	632	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_A_37	1346	柴嵩	0	1			5132	651	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_1	356	小殷方	0	1			5125	613	308			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_2	357	苏墨芸	0	1			5133	709	119			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_3	358	萧动尘	0	1			5014	602	329			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_4	359	白眉猴王	0	1			5035	808	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_5	360	大地狼王	0	1			5029	806	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_6	361	寒玉鹿王	0	1			5028	805	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_7	362	胡神医	0	1			5022	608	323			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_8	363	秦沐白	0	1			5318	702	110			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_9	364	张仲天	0	1			5160	624	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_10	365	路达	0	1			5138	616	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_11	366	李三	0	1			5159	623	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_12	367	卢青	0	1			6121	641	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_13	368	莺儿	0	1			5196	714	997			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_14	369	顾武	0	1			5143	618	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_15	370	B15	0	1			5138	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_16	371	B16	0	1			5165	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_17	372	B17	0	1			1	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_B_18	373	B18	0	1			1	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_1	374	金钱豹	0	1			5111	803	1000			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_2	375	黑翼猎鹰	0	1			147	803	1000			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_3	376	武林恶徒	0	1			5123	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_4	377	猛虎	0	1			5114	803	1000			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_5	378	枫林卫	0	1			5106	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_6	379	猿猴	0	1			5117	803	1000			54	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_7	380	铁面捕头	0	1			5157	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_8	381	红衣女童	0	1			5104	802	997			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_9	382	铸剑师	0	1			5135	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_10	383	猎人	0	1			5159	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_11	384	红缨侍	0	1			5108	802	997			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_12	385	强盗	0	1			5136	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_13	386	药王谷弟子	0	1			5139	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_14	387	灰狼	0	1			5115	803	1000			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_15	388	东瀛忍者	0	1			5124	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_16	389	生使	0	1			5107	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_17	390	死侍	0	1			5155	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
