Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst	Sex
Task_Client_hexiaoqiang	1176	何筱蔷	2	1	ClientTaskNpc		176		993	小富，我的心里只有你，你可千万莫要让我失望……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_jianyun	1178	剑云	2	1	ClientTaskNpc		165		993	就算成不了独孤剑那样的大侠，我也要成为一个小侠！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_qiuyu	1181	秋雨	2	1	ClientTaskNpc		105		993	儿，你的名字取自独孤剑之剑，刘云之云，便是期盼你像他们一样，心怀救国之念，更加勤奋啊……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_laowang	1183	老王	2	1	ClientTaskNpc		170		993	嗯？我是谁？你不认得我了？我是隔壁老王啊。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_jialaoshi	1185	贾老实	2	1	ClientTaskNpc		146		993	不知道南宫姑娘在大漠之中过得好不好……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_wanjincai	1379	万金财	2	1	ClientTaskNpc		146		993	不知道南宫姑娘在大漠之中过得好不好……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_shangren	1957	商人	2	1	ClientTaskNpc		146		993	不知道南宫姑娘在大漠之中过得好不好……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_weibing	1202	卫兵	2	1	ClientTaskNpc		150		993	如今战火纷乱，唉，可怜了这城中的老百姓啊！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_hemei	1205	何梅	2	1	ClientTaskNpc		183		993	若是昔日独孤剑答应了我爹，不知会是如何呢……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_duanfurong	1208	段芙蓉	2	1	ClientTaskNpc		178		993	今生能够打造出「独孤剑」，已经是我最大的满足了！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_jiangbo	1210	铁云	2	1	ClientTaskNpc		150		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_cunmin	1233	村民	2	1	ClientTaskNpc		170		993	咳咳咳，近年来身子不行了…感觉身体被掏空了…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_hushandizi	1235	华山弟子	2	1	ClientTaskNpc		1120		993	唉，掌门……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_shaolindizi	1239	少林弟子	2	1	ClientTaskNpc		163		993	出家人理应行善积德，阿弥陀佛……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_haitong	1241	孩童	2	1	ClientTaskNpc		191		993	哈哈哈，这小和尚真是太老实了！真好玩！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_wuzhi	1243	无智大师	2	1	ClientTaskNpc		163		993	阿弥陀佛，善哉善哉。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_yintong	1340	小殷童	2	1	ClientTaskNpc		192		993	你要记得常来这里玩哦！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_tianxing	1391	天星道长	2	1	ClientTaskNpc		13	215	315	无忧教再度兴起，一场武林浩劫在所难免……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_huashanzhanglao	1434	华山派长老	2	1	ClientTaskNpc		13	215	315	无忧教再度兴起，一场武林浩劫在所难免……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_yanjiangjun	1440	严将军	2	1	ClientTaskNpc		1113	215	315	哼，我大宋疆土，自有我大宋军士守护，岂容这些蛮夷放肆！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_maoshandaozhang	1443	茅山道长	2	1	ClientTaskNpc		169	215	315	你放心，只消我为你算上一挂，保证此后路途无忧！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_shenmishaonv1	1626	神秘少女	2	1	ClientTaskNpc		1102			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_shenmishaonv2	1629	神秘少女	2	1	ClientTaskNpc		103			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_baiyishaonv	1646	白衣少女	2	1	ClientTaskNpc		105			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_guqingxue	1648	顾清雪	2	1	ClientTaskNpc		105			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_yunxiaofeng	1650	云笑风	2	1	ClientTaskNpc		5012			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_acao	1652	阿邦	2	1	ClientTaskNpc		1126			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_yangying	1654	杨瑛	2	1	ClientTaskNpc		141			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_dugujian	1656	独孤剑	2	1	ClientTaskNpc		5032			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_nangongfeiyun	1934	南宫飞云	2	1	ClientTaskNpc		5027			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_yanruoxue	1935	燕若雪	2	1	ClientTaskNpc		1129			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_chaisong	1936	柴嵩	2	1	ClientTaskNpc		132			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_chaisong1	1943	白衣秀士	2	1	ClientTaskNpc		132			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_cunzhang	1944	村长	2	1	ClientTaskNpc		173			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_shouwei	1946	村民守卫	2	1	ClientTaskNpc		173			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_zhaoshengquan	1949	赵升权	2	1	ClientTaskNpc		1109			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_zhaowushuang	1951	赵无双	2	1	ClientTaskNpc		127			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_longwu	2745	龙五	2	1	ClientTaskNpc		658			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Client_shuanger	2747	霜儿	2	1	ClientTaskNpc		661			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_lq	1161	卢青	2	1			1121		993	不知掌门师兄如今怎么样了……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_qiaofu	1164	樵夫	2	1			173		993	要问路来找我就对了！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_wydz	1167	武夷派弟子	2	1			169		993	有朝一日，我要光复武夷剑派！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_zhanglin	1168	张林	2	1			135		993	兴衰一时，如今时过境迁，唉，竟有唏嘘之感。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_zhaoqiniang	1171	赵七娘	2	1			184		993	幸亏老娘当年有眼光，选了我家老周！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_zhoumujiang	1175	周木匠	2	1			101		993	唉，但愿有情人终成眷属吧！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_zhouxiaofu	1174	周小富	2	1			134		993	筱蔷，你放心，就算其他人都反对我们！我也一定会娶你回家的！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_hexiaoqiang	1177	何筱蔷	2	1			176		993	小富，我的心里只有你，你可千万莫要让我失望……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_jianyun	1179	剑云	2	1			165		993	就算成不了独孤剑那样的大侠，我也要成为一个小侠！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_qiuyu	1182	秋雨	2	1			105		993	儿，你的名字取自独孤剑之剑，刘云之云，便是期盼你像他们一样，心怀救国之念，更加勤奋啊……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_laowang	1184	老王	2	1			170		993	嗯？我是谁？你不认得我了？我是隔壁老王啊。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_jialaoshi	1186	贾老实	2	1			146		993	不知道南宫姑娘在大漠之中过得好不好……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_wanjincai	1380	万金财	2	1			146		993	不知道南宫姑娘在大漠之中过得好不好……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_shangren	1958	商人	2	1			146		993	不知道南宫姑娘在大漠之中过得好不好……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_weibing	1204	卫兵	2	1			150		993	如今战火纷乱，唉，可怜了这城中的老百姓啊！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_hemei	1206	何梅	2	1			183		993	若是昔日独孤剑答应了我爹，不知会是如何呢……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_duanfurong	1209	段芙蓉	2	1			178		993	今生能够打造出「独孤剑」，已经是我最大的满足了！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_jiangbo	1211	铁云	2	1			150		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_cunmin	1234	村民	2	1			170		993	咳咳咳，近年来身子不行了…感觉身体被掏空了…		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_huashandizi	1236	华山弟子	2	1			1120		993	唉，掌门……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_shaolindizi	1240	少林弟子	2	1			163		993	出家人理应行善积德，阿弥陀佛……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_haitong	1242	孩童	2	1			191		993	哈哈哈，这小和尚真是太老实了！真好玩！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_wuzhi	1244	无智大师	2	1			163		993	阿弥陀佛，善哉善哉。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_yintong	1341	小殷童	2	1			192		993	你要记得常来这里玩哦！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_tianxing	1392	天星道长	2	1			13	215	315	无忧教再度兴起，一场武林浩劫在所难免……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_huashanzhanglao	1435	华山长老	2	1			13	215	315	无忧教再度兴起，一场武林浩劫在所难免……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_houzi	1437	顽猴	2	1			117			吱吱		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_yanjiangjun	1441	严将军	2	1			1113			哼，我大宋疆土，自有我大宋军士守护，岂容这些蛮夷放肆！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_maoshandaozhang	1444	茅山道长	2	1			169			你放心，只消我为你算上一挂，保证此后路途无忧！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_shenmishaonv1	1627	神秘少女	2	1			1102			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_shenmishaonv2	1630	神秘少女	2	1			103			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_baiyishaonv	1647	神秘少女	2	1			105			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_guqingxue	1649	顾清雪	2	1			105			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_yunxiaofeng	1651	云笑风	2	1			5012			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_acao	1653	阿邦	2	1			1126			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_yangying	1655	杨瑛	2	1			141			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_dugujian	1657	独孤剑	2	1			5032			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_nangongfeiyun	1937	南宫飞云	2	1			5027			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_yanruoxue	1938	燕若雪	2	1			1129			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_chaisong	1939	柴嵩	2	1			132			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_chaisong1	1942	白衣秀士	2	1			132			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_cunzhang	1945	村长	2	1			173			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_shouwei	1947	村民守卫	2	1			173			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_zhaoshengquan	1950	赵升权	2	1			1109			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_zhaowushuang	1952	赵无双	2	1			127			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_longwu	2746	龙五	2	1			658			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Npc_shuanger	2748	霜儿	2	1			661			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Follow_lq	1162	卢青	0	1			1121		993	若有朝一日我能成为独孤大侠和南宫大侠那样的剑客，此生便无憾了。		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_jianyun	1180	剑云	0	1			165		993			1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_duanfurong	1214	段芙蓉	0	1			178		993			1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_qiaofu	1250	樵夫	0	1			173		993			1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_shaolindizi	1261	少林弟子	0	1			163		993			1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_yinfang	1382	小殷方	0	1			125	208	308	我就是要成为大侠！然后再把那些大侠都杀个干净！		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_maoshandaozhang	1452	茅山道长	0	1			169		208	308		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_shibing	1457	严家军亲卫	0	1			150					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_shenmishaonv2	1632	神秘少女	0	1			103					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_yunxiaofeng	1658	云笑风	0	1			5012					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_acao	1659	阿邦	0	1			1126					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_yangying	1661	杨瑛	0	1			141					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_dugujian	1662	独孤剑	0	1			5032					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Follow_shuanger	2749	霜儿	0	1			661					1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	50	3																		
Task_Move_zhouxiaofu	1215	周小富	0	1			134		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Move_wuyidizi	1310	武夷派弟子	0	1			169		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Move_zhanglin	1311	张林	0	1			135		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Move_nalanqianlin	1342	纳兰潜凛	0	1			187	212	312	哈哈哈哈，我才是天下第一！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_yangyingfeng	1343	杨影枫	0	1			1101	225	325	天下第一……我所做的究竟是对是错？		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_wanjincai	1381	万金财	0	1			146			嘿嘿，财源滚滚来……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_luzhaohao	1384	卢肇颢	0	1			101			飞龙堡成立数十载，什么风雨没见过，谁人胆敢来犯？！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_huashandizi	1433	华山弟子	0	1			1120			飞龙堡成立数十载，什么风雨没见过，谁人胆敢来犯？！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_qiaofu	1432	樵夫	0	1			173			嘿嘿，这条路就只有我知道！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_duanfurong	1436	段芙蓉	0	1			178			嘿嘿，这条路就只有我知道！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_houzi	1438	顽猴	0	1			117			吱吱吱		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_yanjiangjun	1442	严将军	0	1			1113			哼，我大宋疆土，自有我大宋军士守护，岂容这些蛮夷放肆！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_maoshandaozhang	1445	茅山道长	0	1			169			你放心，只消我为你算上一挂，保证此后路途无忧！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_shibing	1453	严家军亲卫	0	1			150			保护严将军！捍卫我大宋王朝！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_shenmiren	1454	神秘人	0	1			24			有意思……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_yinfang	1612	小殷方	0	1			125	208	308	我就是要成为大侠！然后再把那些大侠都杀个干净！		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_shenmishaonv1	1628	神秘少女	0	1			1102			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_shenmishaonv2	1631	神秘少女	0	1			103			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_yangying	1660	杨瑛	0	1			141			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_dugujian	1764	独孤剑	0	1			5032			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_longwu	2750	龙五	0	1			658			……		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Syy_yyf1	730	杨影枫	2	1	ClientTaskNpc		1101	225	325	若有朝一日我能成为独孤大侠和南宫大侠那样的剑客，此生便无憾了。		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
