Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife	Sex
wlds_baifuzhang1	2820	百夫长	0	1	FieldMapNpc		181	200	300		300	612	23	1	200	1			1500	1500	Setting/Npc/Ai/wulindashi/soldier.ini			1	18	2									3									
wlds_baifuzhang2	2817	百夫长	0	1	FieldMapNpc		181	200	300		300	612	23	1	200	1			1500	1500	Setting/Npc/Ai/wulindashi/soldier.ini			1	18	2									3									
wlds_fujiang	2818	宋军副将	0	0	FieldMapNpc		151	200	300		300	612	23	1	200	1			1500	1500	Setting/Npc/Ai/wulindashi/soldier.ini			1	18	2									3									
wlds_fujiang2	2819	宋军副将	0	0	FieldMapNpc		151	200	300		300	612	23	1	200	1			1500	1500	Setting/Npc/Ai/wulindashi/soldier.ini			1	18	2									3									
wlds_cao	2808	止血草	2	1	TaskNpc	2601|3|收集中...	329	992	300			1001							560	980	Setting/Npc/Ai/Stay.ini			1	17	3	1					NoTurn										1		
wlds_guo	2809	浆果	2	1	TaskNpc	2602|3|收集中...	328	992	300			1001							560	980	Setting/Npc/Ai/Stay.ini			1	17	3	1					NoTurn										1		
wlds_yao	2810	火华果	2	1	TaskNpc	2603|3|收集中...	334	992	300			1001							560	980	Setting/Npc/Ai/Stay.ini			1	17	3	1					NoTurn										1		
wlds_jiangjun1	2811	韩世忠	2	0			130	200	994			1001							560	980	Setting/Npc/Ai/Stay.ini			0	17	3	1					NoTurn			2							1		
wlds_jiangjun2	2812	刘云	2	1			107	200	994			1001							560	980	Setting/Npc/Ai/Stay.ini			0	17	3	1					NoTurn			2							1		
wlds_jiangjun3	2813	陆文龙	2	1			144	200	994			1001							560	980	Setting/Npc/Ai/Stay.ini			0	17	3	1					NoTurn			2							1		
wlds_wuqijia	2814	武器架	2	1	TaskNpc	2604|3|修复中...	953	995	300			1001							560	980	Setting/Npc/Ai/Stay.ini			0	17	3	1					NoTurn										1		
wlds_shouwei	2815	近卫	4	0	TaskNpc		120	200	994			1001							560	980	Setting/Npc/Ai/Stay.ini			0	17	3	1					NoTurn			2							1		
wlds_weibing	2816	卫兵	4	0	TaskNpc		150	200	994			1001							560	980	Setting/Npc/Ai/Stay.ini			0	17	3	1					NoTurn			2							1		
Fuben_1_boss1	2821	完颜洪烈	0	1	FubenDeath		31	200	300			405			91	1			1500	1500	Setting/Npc/Ai/Stay.ini			0	18	2									6									
Fuben_1_boss2	2822	金翅	0	1	FubenDeath		36	200	300			344	160	1	3735	1	195	1	1500	1500	Setting/Npc/Ai/fieldboss/20leader_huwang.ini			0	18	2									5								1	
Fuben_1_guaiwu	2823	完颜亲兵	0	1	FubenDeath		1127	200	300			403	23	1	91	1			1500	1500	Setting/Npc/Ai/wulindashi/soldier.ini			0	18	1									1									
Fuben_1_jingying	2824	天忍教精英	0	1	FubenDeath		121	200	300			404	1342	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss5.ini			0	18	1									3									
