Id	FaceID	BigFaceID	Faction	Sex	FactionDefault	Name	Level	OpenUi	Icon	IconAtlas	Basic	SaveIdx	Desc
101	644	302		1		杨铁心	S		MaleHead02	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		天王帮前任左使、「八臂猿」古柏之子，后被天王帮帮主杨瑛收为义子，之后更被杨瑛任命为天王帮新一任的帮主。为人谦恭有礼，心存忠义，极有才干，但有时却因过于渴望建功立业而显得冲动鲁莽。武功高强，枪、锤法尤为精湛。
102	622	303		1		孟知秋	S		MaleHead03	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		武林盟主，藏剑山庄第一任的外姓庄主，蔷薇之父。武功极高，江湖上已无多少人能与之比剑，为人沉稳，相信只要心怀大志，无论是否姓叶，均可将藏剑山庄武学、名剑发扬光大，错信卓非凡，几乎导致藏剑山庄一蹶不振。
103	818	304		1		-	?		MaleHead04	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		神秘的青年，无人知晓其来历……
104	617	305		1		-	锦衣卫		MaleHead05	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		衣冠华丽，英俊潇洒，武功不凡，然而一身装扮却不像是江湖中人，他究竟是……
105	649	306		1		商会老板	?		MaleHead06	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		天下第一富商，富可敌国，眼光毒辣，有不少人都在打他的主意，却从未有人能够伤他分毫，这个看上去精明狡诈的胖子，总有一种让人摸不透的感觉。
106	610	307		1		南宫飞云	SS		MaleHead07	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		5	神秘的青年，无人知晓其来历……
107	613	308		1		小殷方	B		MaleHead08	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		殷童之兄，几岁时父母为救好友，为正派中的「大侠」所杀，自此对大侠二字极为反感，立誓不为任何侠客医治伤病。
108	635	309		1		赵云	SS		MaleHead09	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		6	神秘的青年，无人知晓其来历……
109	607	310		1		上官飞龙	S		MaleHead10	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		月眉儿之父，飞龙堡前堡主，江湖人称「北上官，南熙烈」的武林两大使剑高手之一，为人成熟稳重，不喜争斗，剑法也是走的沉稳一路，招式环环相扣，使敌人不知不觉陷入绝地。在凌绝峰被迫接受杨熙烈的挑战，两人全力相斗，双双殒命。
110	647	311		1		-	B		MaleHead11	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		神秘的青年，无人知晓其来历……
111	626	312		1		纳兰潜凛	SS		MaleHead12	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		无忧教当代教主，纳兰真及月眉儿的父亲，是个彻头彻尾的野心家，为了自己的目的而不择手段，罔顾亲情爱情，弑师害兄，最终独霸无忧教，其境界高深武功更是出神入化，一直觊觎「武道德经」。
112	648	313		1		刘云	?		MaleHead13	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		朝廷官员，身怀一颗安定天下之心，然而却没有找到能够让自己施展抱负的途径。
113	627	314		1		张如梦	?		MaleHead14	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		南宫彩虹的恋人，“飞剑客”张风之子，张琳心兄长。一心拯救家国，却与仇人爱恨纠葛，只能以酒买醉。剑门关与南宫彩虹一战后，放下一切包袱，与其隐居大漠。育有一子，取名南宫飞云。
114	601	315		1		天星道长	A		MaleHead15	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		居于落叶谷的武林名宿，孟知秋的好友，年岁渐长却一直膝下无人，后偶然拾到苏墨芸，故对其极为疼爱，一直视为掌上明珠。
115	642	316		1		祝子虚	S		MaleHead16	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		7	逍遥派掌门，性格放荡不羁，不喜拘束，喜欢四处闯荡，与武林中不少青年高手均有交手记录，又因颇为英俊，故在江湖中名气和人气均极高。
116	643	317		1		柳潇庭	A		MaleHead17	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		逍遥派新晋弟子，年少轻狂，性格洒脱，天赋极佳，逍遥派上下均认为，假以时日，此子必将成为逍遥派，乃至江湖中的顶尖人物。
117	628	318		1		卓非凡	A		MaleHead18	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		藏剑山庄当代庄主，交游广阔，武林中少见的人物，年纪轻轻，非但武功卓绝，年轻一辈中剑法已是数一数二，且心怀大略，希望藏剑山庄能够一统武林！
118	620	319		1		高长恭	S		MaleHead19	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		8	兰陵王，文武双全，有「战神」之称，高长恭认为自己相貌过于柔美，不足以威摄敌人，因此每每佩戴一个狰狞的面具上战场。
119	603	320		1		哲别	S		MaleHead20	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		9	神射手，弓术惊人，本身便已是弓术宗师，后来习得弩技让自己的技艺更上一层楼，已无弓弩之分，飞花摘叶均可为矢。
120	606	321		1		袁承志	S		MaleHead21	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		10	名将袁崇焕之子，心怀天下然而性格，阅历均有所不足，最后离开前往海外小岛隐居。
121	609	322		1		鳌拜	S		MaleHead22	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		11	大清勇士，擅长摔跤，近身搏斗之术，能够以一人之力轻易对付皇帝手下数十名摔跤高手。
122	608	323		1		胡神医	SS		MaleHead23	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		隐居药王谷的盖世神医，性情古怪，一心专研医术，手上武功平常，但下毒用毒的功夫一流。
123	645	324		1		封玉书	A		MaleHead24	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		神秘的青年，无人知晓其来历……
124	630	325		1		杨影枫	SS		MaleHead25	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		12	悲魔山庄庄主，人称「悲魔剑圣」，「北上官，南熙烈」中杨熙烈之子，天资卓越。遵父亲遗命立志成为天下第一，后被卓非凡算计打下山崖，被纳兰真救起后两人互生情愫，后习得「武道德经」，肩负平息武林纷争的重担。
125	604	326		1		玄天道人	?		MaleHead26	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		13	神秘人物，不知从何处得到「武道德经」，为了平息江湖纷争， 玄天道人以神秘莫测的武功击败众人， 而据受其指点的天星道长透露，玄天道人的武功则是出自这「武道德经」之中。
126	612	327		1		耶律辟离	A		MaleHead27	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		天忍教右护法，金国人，为人狂妄自负，卑鄙阴险，武功颇高。耶律辟离忠心耿耿，加之行事缜密，几乎从未失手，因此深受完颜洪烈的赏识，天忍教需要隐秘完成的事务多由他出马，甚至完颜洪烈的一些家事都是交由他去办，是完颜洪烈的得力助手。
127	605	328		1		黑面郎君	S		MaleHead28	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		14	神秘的青年，无人知晓其来历……
128	602	329		1		萧动尘	B		MaleHead29	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	1		守护无忧教禁地的精英教徒，常年幽居，性格大变，对无忧教及纳兰潜凛有近乎狂热的信仰。
129	237	337		1		江湖新秀·男	SS		MaleHead50	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		28	通过特定途径产出，作为对某些出类拔萃的江湖新秀的奖励
130	239	338		1		东方朔	SS		MaleHead52	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		32	元宵节活动中获得的奖励
131	240	339		1		万金财	?		MaleHead53	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		35	
133	242	341		1		天星道长	S		MaleHead55	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		37	
134	243	342		1		胡神医	B		MaleHead56	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		38	
135	250	349		1		东方朔	S		MaleHead63	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		54	元宵节活动中获得的奖励
136	251	350		1		金童	S		MaleHead64	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		56	泛舟江湖情人结活动中获得的奖励
137	254			1		婚礼-男	S		HunShanHead1	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		62	神秘的青年，无人知晓其来历……
138	255			1		军装-男	S		Junzhuanghead1	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		63	家族评选活动中，决赛十强家族全体成员获得的奖励。
139	256			1		燕子-男	S		Yanzihead1	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		64	购买「充值返利礼包」最后一层后所绘的画像
200	232	332		1		武林十大美人（？）	新天王		MaleHead41	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		15	参加「武林第一美女评选」活动成为全区全服十大美人后所绘的画像。\n\n嗯？似乎有一点不对劲？
201	23	123		2		国色天香	新峨嵋		FemaleHead25	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		16	参加「武林第一美女评选」全区全服竞选活动成得到众多侠士支持后所绘的画像
202	26	126		2		本服第一美人	新桃花		FemaleHead28	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		17	参加「武林第一美女评选」活动成为本服第一美人后所绘的画像
203	234	334		1		国色天香	新逍遥		MaleHead43	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		18	参加「武林第一美女评选」全区全服竞选活动成得到众多侠士支持后所绘的画像\n\n此人只应天上有，人间哪得几回闻！咳咳。
204	233	333		1		本服第一美人（？）	新武当		MaleHead42	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		19	参加「武林第一美女评选」活动成为本服第一美人后所绘的画像。\n\n相信自己，你是最美的！
205	27	127		2		武林十大美人	新天忍		FemaleHead29	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		20	参加「武林第一美女评选」活动成为全区全服十大美人后所绘的画像
206	230	330		1		本服十大美人（？）	新少林		MaleHead44	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		21	参加「武林第一美女评选」活动成为本服十大美人后所绘的画像。\n\n常言道的好！自古巾帼不让须眉！
207	24	124		2		秋水伊人	新翠烟		FemaleHead26	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		22	参加「武林第一美女评选」本服竞选活动得到众多江湖侠士支持后所绘的画像
208	231	331		1		秋水伊人（？）	新唐门		MaleHead40	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		23	参加「武林第一美女评选」本服竞选活动得到众多江湖侠士支持后所绘的画像\n\n所谓伊人，在水一方！我也方了！
209	25	125		2		本服十大美人	新昆仑		FemaleHead27	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		24	参加「武林第一美女评选」活动成为本服十大美人后所绘的画像
210	28	128		2		颖宝宝绘像			FemaleHead30	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		25	女侠颖宝宝的绘像，通过参加「颖宝宝/林更新比武招亲」、开启「新颖小筑夺回战」获得
211	235	335		1		林更新绘像			MaleHead46	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		26	少侠林更新的绘像，通过参加「颖宝宝/林更新比武招亲」、开启「新颖小筑夺回战」获得
212	31	128		2		颖宝宝明星头像			Head_npc_213	UI/Atlas/Head/Partner/Partner_Female_02.prefab		29	
213	238	335		1		林更新明星头像			Head_npc_212	UI/Atlas/Head/Partner/Partner_Male_04.prefab		30	
214	34	133		2		娓娓动听			FemaleHead36	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		34	参加「剑侠好声音」本服竞选活动得到众多江湖侠士支持后所绘的画像
215	35	134		2		好声音本服十强			FemaleHead37	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		41	参加「剑侠好声音」活动成为本服十强后所绘的画像
216	36	135		2		好声音复赛前三			FemaleHead38	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		42	参加「剑侠好声音」活动成为复赛各赛区前三后所绘的画像
217	37	136		2		好声音全服十强			FemaleHead39	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		43	参加「剑侠好声音」活动成为全区全服十强后所绘的画像
218	38	137		2		好声音全服冠军			FemaleHead40	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		44	参加「剑侠好声音」活动成为全区全服冠军后所绘的画像
219	245	344		1		余音袅袅			MaleHead58	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		40	参加「剑侠好声音」本服竞选活动得到众多江湖侠士支持后所绘的画像
220	244	343		1		好声音本服十强			MaleHead57	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		39	参加「剑侠好声音」活动成为本服十强后所绘的画像
