Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme	
Floor1	秦之钜机		1832			80	4106	13549	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4274	13346	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	3750	13451	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	3869	13165	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4113	13046	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1420	7038	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1671	6815	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1238	6773	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1343	6459	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1545	6445	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1790	4338	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1503	4149	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	2069	4149	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1650	3891	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	1950	3884	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	3890	3553	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	3631	3349	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4125	3326	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	3756	3106	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4031	3012	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6683	1616	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6400	1380	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6573	1051	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6894	1067	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6887	1373	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13100	4934	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	12731	4722	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13335	4683	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	12896	4518	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13217	4432	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	10997	3718	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	10613	3506	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	11358	3506	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	10848	3216	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	11209	3161	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	8636	2675	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	8306	2463	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	8926	2471	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	8487	2243	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	8714	2243	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13476	10213	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13233	10080	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13657	10002	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13288	9758	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	13547	9719	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	10644	10159	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	10377	10017	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	10503	9782	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	10848	9704	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	10856	9994	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4572	8851	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4292	8682	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4396	8396	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4643	8344	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4740	8676	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4260	5791	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4078	5622	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4507	5661	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4208	5369	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	4474	5323	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6527	7779	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6767	7597	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6345	7578	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6469	7363	0	-1		0	0		0	0	0	0	0	0	0	0
Floor1	秦之钜机		1832			80	6676	7357	0	-1		0	0		0	0	0	0	0	0	0	0
