AttribType	Level	FightPower	AttribValue	Value1	Value2	Value3	SpecialDesc
energy_v	25	20000	12000000	125			
energy_v	26	21000	13200000	130			
energy_v	27	22000	14400000	135			
energy_v	28	23000	15600000	140			
energy_v	29	24000	16800000	145			
energy_v	30	25000	18000000	150			
energy_v	31	25400	18600000	157			
energy_v	32	25800	19200000	165			
energy_v	33	26200	19800000	173			
energy_v	34	26600	20400000	181			
energy_v	35	27000	21000000	190			
energy_v	36	27400	21600000	199			
energy_v	37	27800	22200000	209			
energy_v	38	28200	22800000	219			
energy_v	39	28600	23400000	230			
energy_v	40	29000	24000000	241			
energy_v	41	29400	24600000	253			
energy_v	42	29800	25200000	265			
energy_v	43	30200	25800000	278			
energy_v	44	30600	26400000	292			
energy_v	45	31000	27000000	306			
energy_v	46	31400	27600000	321			
energy_v	47	31800	28200000	0			
energy_v	48	32200	28800000	0			
energy_v	49	32600	29400000	0			
energy_v	50	33000	30000000	0			
energy_v	51	0	0	0			
energy_v	52	0	0	0			
energy_v	53	0	0	0			
energy_v	54	0	0	0			
energy_v	55	0	0	0			
energy_v	56	0	0	0			
energy_v	57	0	0	0			
energy_v	58	0	0	0			
energy_v	59	0	0	0			
energy_v	60	0	0	0			
strength_v	1	10	10000	5			
strength_v	2	15	15000	10			
strength_v	3	20	20000	15			
strength_v	4	30	30000	20			
strength_v	5	40	40000	25			
strength_v	6	60	60000	30			
strength_v	7	80	80000	35			
strength_v	8	120	120000	40			
strength_v	9	200	200000	45			
strength_v	10	320	320000	50			
strength_v	11	500	480000	55			
strength_v	12	800	720000	60			
strength_v	13	1200	1000000	65			
strength_v	14	2000	1600000	70			
strength_v	15	3200	2000000	75			
strength_v	16	4800	2400000	80			
strength_v	17	7000	3000000	85			
strength_v	18	10000	3600000	90			
strength_v	19	12000	4800000	95			
strength_v	20	15000	6000000	100			
strength_v	21	16000	7200000	105			
strength_v	22	17000	8400000	110			
strength_v	23	18000	9600000	115			
strength_v	24	19000	10800000	120			
strength_v	25	20000	12000000	125			
strength_v	26	21000	13200000	130			
strength_v	27	22000	14400000	135			
strength_v	28	23000	15600000	140			
strength_v	29	24000	16800000	145			
strength_v	30	25000	18000000	150			
strength_v	31	25400	18600000	157			
strength_v	32	25800	19200000	165			
strength_v	33	26200	19800000	173			
strength_v	34	26600	20400000	181			
strength_v	35	27000	21000000	190			
strength_v	36	27400	21600000	199			
strength_v	37	27800	22200000	209			
strength_v	38	28200	22800000	219			
strength_v	39	28600	23400000	230			
strength_v	40	29000	24000000	241			
strength_v	41	29400	24600000	253			
strength_v	42	29800	25200000	265			
strength_v	43	30200	25800000	278			
strength_v	44	30600	26400000	292			
strength_v	45	31000	27000000	306			
strength_v	46	31400	27600000	321			
strength_v	47	31800	28200000	0			
strength_v	48	32200	28800000	0			
strength_v	49	32600	29400000	0			
strength_v	50	33000	30000000	0			
strength_v	51	0	0	0			
strength_v	52	0	0	0			
strength_v	53	0	0	0			
strength_v	54	0	0	0			
strength_v	55	0	0	0			
strength_v	56	0	0	0			
strength_v	57	0	0	0			
strength_v	58	0	0	0			
strength_v	59	0	0	0			
strength_v	60	0	0	0			
dexterity_v	1	10	10000	5			
dexterity_v	2	15	15000	10			
dexterity_v	3	20	20000	15			
dexterity_v	4	30	30000	20			
dexterity_v	5	40	40000	25			
dexterity_v	6	60	60000	30			
dexterity_v	7	80	80000	35			
dexterity_v	8	120	120000	40			
dexterity_v	9	200	200000	45			
dexterity_v	10	320	320000	50			
dexterity_v	11	500	480000	55			
dexterity_v	12	800	720000	60			
dexterity_v	13	1200	1000000	65			
dexterity_v	14	2000	1600000	70			
dexterity_v	15	3200	2000000	75			
dexterity_v	16	4800	2400000	80			
dexterity_v	17	7000	3000000	85			
dexterity_v	18	10000	3600000	90			
dexterity_v	19	12000	4800000	95			
dexterity_v	20	15000	6000000	100			
dexterity_v	21	16000	7200000	105			
dexterity_v	22	17000	8400000	110			
dexterity_v	23	18000	9600000	115			
dexterity_v	24	19000	10800000	120			
dexterity_v	25	20000	12000000	125			
dexterity_v	26	21000	13200000	130			
dexterity_v	27	22000	14400000	135			
dexterity_v	28	23000	15600000	140			
dexterity_v	29	24000	16800000	145			
dexterity_v	30	25000	18000000	150			
dexterity_v	31	25400	18600000	157			
dexterity_v	32	25800	19200000	165			
dexterity_v	33	26200	19800000	173			
dexterity_v	34	26600	20400000	181			
dexterity_v	35	27000	21000000	190			
dexterity_v	36	27400	21600000	199			
dexterity_v	37	27800	22200000	209			
dexterity_v	38	28200	22800000	219			
dexterity_v	39	28600	23400000	230			
dexterity_v	40	29000	24000000	241			
dexterity_v	41	29400	24600000	253			
dexterity_v	42	29800	25200000	265			
dexterity_v	43	30200	25800000	278			
dexterity_v	44	30600	26400000	292			
dexterity_v	45	31000	27000000	306			
dexterity_v	46	31400	27600000	321			
dexterity_v	47	31800	28200000	0			
dexterity_v	48	32200	28800000	0			
dexterity_v	49	32600	29400000	0			
dexterity_v	50	33000	30000000	0			
dexterity_v	51	0	0	0			
dexterity_v	52	0	0	0			
dexterity_v	53	0	0	0			
dexterity_v	54	0	0	0			
dexterity_v	55	0	0	0			
dexterity_v	56	0	0	0			
dexterity_v	57	0	0	0			
dexterity_v	58	0	0	0			
dexterity_v	59	0	0	0			
dexterity_v	60	0	0	0			
lifemax_v	1	10	10000	100			
lifemax_v	2	15	15000	200			
lifemax_v	3	20	20000	300			
lifemax_v	4	30	30000	400			
lifemax_v	5	40	40000	500			
lifemax_v	6	60	60000	600			
lifemax_v	7	80	80000	700			
lifemax_v	8	120	120000	800			
lifemax_v	9	200	200000	900			
lifemax_v	10	320	320000	1000			
lifemax_v	11	500	480000	1100			
lifemax_v	12	800	720000	1200			
lifemax_v	13	1200	1000000	1300			
lifemax_v	14	2000	1600000	1400			
lifemax_v	15	3200	2000000	1500			
lifemax_v	16	4800	2400000	1600			
lifemax_v	17	7000	3000000	1700			
lifemax_v	18	10000	3600000	1800			
lifemax_v	19	12000	4800000	1900			
lifemax_v	20	15000	6000000	2000			
lifemax_v	21	16000	7200000	2100			
lifemax_v	22	17000	8400000	2200			
lifemax_v	23	18000	9600000	2300			
lifemax_v	24	19000	10800000	2400			
lifemax_v	25	20000	12000000	2500			
lifemax_v	26	21000	13200000	2600			
lifemax_v	27	22000	14400000	2700			
lifemax_v	28	23000	15600000	2800			
lifemax_v	29	24000	16800000	2900			
lifemax_v	30	25000	18000000	3000			
lifemax_v	31	25400	18600000	3146			
lifemax_v	32	25800	19200000	3300			
lifemax_v	33	26200	19800000	3461			
lifemax_v	34	26600	20400000	3630			
lifemax_v	35	27000	21000000	3807			
lifemax_v	36	27400	21600000	3993			
lifemax_v	37	27800	22200000	4187			
lifemax_v	38	28200	22800000	4392			
lifemax_v	39	28600	23400000	4606			
lifemax_v	40	29000	24000000	4831			
lifemax_v	41	29400	24600000	5067			
lifemax_v	42	29800	25200000	5314			
lifemax_v	43	30200	25800000	5574			
lifemax_v	44	30600	26400000	5846			
lifemax_v	45	31000	27000000	6131			
lifemax_v	46	31400	27600000	6430			
lifemax_v	47	31800	28200000	0			
lifemax_v	48	32200	28800000	0			
lifemax_v	49	32600	29400000	0			
lifemax_v	50	33000	30000000	0			
lifemax_v	51	0	0	0			
lifemax_v	52	0	0	0			
lifemax_v	53	0	0	0			
lifemax_v	54	0	0	0			
lifemax_v	55	0	0	0			
lifemax_v	56	0	0	0			
lifemax_v	57	0	0	0			
lifemax_v	58	0	0	0			
lifemax_v	59	0	0	0			
lifemax_v	60	0	0	0			
lifemax_p	1	10	10000	2			
lifemax_p	2	15	15000	4			
lifemax_p	3	20	20000	6			
lifemax_p	4	30	30000	8			
lifemax_p	5	40	40000	10			
lifemax_p	6	60	60000	12			
lifemax_p	7	80	80000	14			
lifemax_p	8	120	120000	16			
lifemax_p	9	200	200000	18			
lifemax_p	10	320	320000	20			
lifemax_p	11	500	480000	22			
lifemax_p	12	800	720000	24			
lifemax_p	13	1200	1000000	26			
lifemax_p	14	2000	1600000	28			
lifemax_p	15	3200	2000000	30			
lifemax_p	16	4800	2400000	32			
lifemax_p	17	7000	3000000	34			
lifemax_p	18	10000	3600000	36			
lifemax_p	19	12000	4800000	38			
lifemax_p	20	15000	6000000	40			
lifemax_p	21	16000	7200000	42			
lifemax_p	22	17000	8400000	44			
lifemax_p	23	18000	9600000	46			
lifemax_p	24	19000	10800000	48			
lifemax_p	25	20000	12000000	50			
lifemax_p	26	21000	13200000	52			
lifemax_p	27	22000	14400000	54			
lifemax_p	28	23000	15600000	56			
lifemax_p	29	24000	16800000	58			
lifemax_p	30	25000	18000000	60			
lifemax_p	31	25400	18600000	62			
lifemax_p	32	25800	19200000	64			
lifemax_p	33	26200	19800000	66			
lifemax_p	34	26600	20400000	68			
lifemax_p	35	27000	21000000	70			
lifemax_p	36	27400	21600000	72			
lifemax_p	37	27800	22200000	74			
lifemax_p	38	28200	22800000	76			
lifemax_p	39	28600	23400000	78			
lifemax_p	40	29000	24000000	80			
lifemax_p	41	29400	24600000	82			
lifemax_p	42	29800	25200000	84			
lifemax_p	43	30200	25800000	86			
lifemax_p	44	30600	26400000	88			
lifemax_p	45	31000	27000000	90			
lifemax_p	46	31400	27600000	92			
lifemax_p	47	31800	28200000	0			
lifemax_p	48	32200	28800000	0			
lifemax_p	49	32600	29400000	0			
lifemax_p	50	33000	30000000	0			
lifemax_p	51	0	0	0			
lifemax_p	52	0	0	0			
lifemax_p	53	0	0	0			
lifemax_p	54	0	0	0			
lifemax_p	55	0	0	0			
lifemax_p	56	0	0	0			
lifemax_p	57	0	0	0			
lifemax_p	58	0	0	0			
lifemax_p	59	0	0	0			
lifemax_p	60	0	0	0			
basic_damage_v	1	10	10000	5		5	
basic_damage_v	2	15	15000	10		10	
basic_damage_v	3	20	20000	15		15	
basic_damage_v	4	30	30000	20		20	
basic_damage_v	5	40	40000	25		25	
basic_damage_v	6	60	60000	30		30	
basic_damage_v	7	80	80000	35		35	
basic_damage_v	8	120	120000	40		40	
basic_damage_v	9	200	200000	45		45	
basic_damage_v	10	320	320000	50		50	
basic_damage_v	11	500	480000	55		55	
basic_damage_v	12	800	720000	60		60	
basic_damage_v	13	1200	1000000	65		65	
basic_damage_v	14	2000	1600000	70		70	
basic_damage_v	15	3200	2000000	75		75	
basic_damage_v	16	4800	2400000	80		80	
basic_damage_v	17	7000	3000000	85		85	
basic_damage_v	18	10000	3600000	90		90	
basic_damage_v	19	12000	4800000	95		95	
basic_damage_v	20	15000	6000000	100		100	
basic_damage_v	21	16000	7200000	105		105	
basic_damage_v	22	17000	8400000	110		110	
basic_damage_v	23	18000	9600000	115		115	
basic_damage_v	24	19000	10800000	120		120	
basic_damage_v	25	20000	12000000	125		125	
basic_damage_v	26	21000	13200000	130		130	
basic_damage_v	27	22000	14400000	135		135	
basic_damage_v	28	23000	15600000	140		140	
basic_damage_v	29	24000	16800000	145		145	
basic_damage_v	30	25000	18000000	150		150	
basic_damage_v	31	25400	18600000	157		157	
basic_damage_v	32	25800	19200000	165		165	
basic_damage_v	33	26200	19800000	173		173	
basic_damage_v	34	26600	20400000	181		181	
basic_damage_v	35	27000	21000000	190		190	
basic_damage_v	36	27400	21600000	199		199	
basic_damage_v	37	27800	22200000	209		209	
basic_damage_v	38	28200	22800000	219		219	
basic_damage_v	39	28600	23400000	230		230	
basic_damage_v	40	29000	24000000	241		241	
basic_damage_v	41	29400	24600000	253		253	
basic_damage_v	42	29800	25200000	265		265	
basic_damage_v	43	30200	25800000	278		278	
basic_damage_v	44	30600	26400000	292		292	
basic_damage_v	45	31000	27000000	306		306	
basic_damage_v	46	31400	27600000	321		321	
basic_damage_v	47	31800	28200000	0		0	
basic_damage_v	48	32200	28800000	0		0	
basic_damage_v	49	32600	29400000	0		0	
basic_damage_v	50	33000	30000000	0		0	
basic_damage_v	51	0	0	0		0	
basic_damage_v	52	0	0	0		0	
basic_damage_v	53	0	0	0		0	
basic_damage_v	54	0	0	0		0	
basic_damage_v	55	0	0	0		0	
basic_damage_v	56	0	0	0		0	
basic_damage_v	57	0	0	0		0	
basic_damage_v	58	0	0	0		0	
basic_damage_v	59	0	0	0		0	
basic_damage_v	60	0	0	0		0	
physical_damage_v	1	10	10000	5		5	
physical_damage_v	2	15	15000	10		10	
physical_damage_v	3	20	20000	15		15	
physical_damage_v	4	30	30000	20		20	
physical_damage_v	5	40	40000	25		25	
physical_damage_v	6	60	60000	30		30	
physical_damage_v	7	80	80000	35		35	
physical_damage_v	8	120	120000	40		40	
physical_damage_v	9	200	200000	45		45	
physical_damage_v	10	320	320000	50		50	
physical_damage_v	11	500	480000	55		55	
physical_damage_v	12	800	720000	60		60	
physical_damage_v	13	1200	1000000	65		65	
physical_damage_v	14	2000	1600000	70		70	
physical_damage_v	15	3200	2000000	75		75	
physical_damage_v	16	4800	2400000	80		80	
physical_damage_v	17	7000	3000000	85		85	
physical_damage_v	18	10000	3600000	90		90	
physical_damage_v	19	12000	4800000	95		95	
physical_damage_v	20	15000	6000000	100		100	
physical_damage_v	21	16000	7200000	105		105	
physical_damage_v	22	17000	8400000	110		110	
physical_damage_v	23	18000	9600000	115		115	
physical_damage_v	24	19000	10800000	120		120	
physical_damage_v	25	20000	12000000	125		125	
physical_damage_v	26	21000	13200000	130		130	
physical_damage_v	27	22000	14400000	135		135	
physical_damage_v	28	23000	15600000	140		140	
physical_damage_v	29	24000	16800000	145		145	
physical_damage_v	30	25000	18000000	150		150	
physical_damage_v	31	25400	18600000	157		157	
physical_damage_v	32	25800	19200000	165		165	
physical_damage_v	33	26200	19800000	173		173	
physical_damage_v	34	26600	20400000	181		181	
physical_damage_v	35	27000	21000000	190		190	
physical_damage_v	36	27400	21600000	199		199	
physical_damage_v	37	27800	22200000	209		209	
physical_damage_v	38	28200	22800000	219		219	
physical_damage_v	39	28600	23400000	230		230	
physical_damage_v	40	29000	24000000	241		241	
physical_damage_v	41	29400	24600000	253		253	
physical_damage_v	42	29800	25200000	265		265	
physical_damage_v	43	30200	25800000	278		278	
physical_damage_v	44	30600	26400000	292		292	
physical_damage_v	45	31000	27000000	306		306	
physical_damage_v	46	31400	27600000	321		321	
physical_damage_v	47	31800	28200000	0		0	
physical_damage_v	48	32200	28800000	0		0	
physical_damage_v	49	32600	29400000	0		0	
physical_damage_v	50	33000	30000000	0		0	
physical_damage_v	51	0	0	0		0	
physical_damage_v	52	0	0	0		0	
physical_damage_v	53	0	0	0		0	
physical_damage_v	54	0	0	0		0	
physical_damage_v	55	0	0	0		0	
physical_damage_v	56	0	0	0		0	
physical_damage_v	57	0	0	0		0	
physical_damage_v	58	0	0	0		0	
physical_damage_v	59	0	0	0		0	
physical_damage_v	60	0	0	0		0	
physical_metaldamage_v	1	10	10000	5			
physical_metaldamage_v	2	15	15000	10			
physical_metaldamage_v	3	20	20000	15			
physical_metaldamage_v	4	30	30000	20			
physical_metaldamage_v	5	40	40000	25			
physical_metaldamage_v	6	60	60000	30			
physical_metaldamage_v	7	80	80000	35			
physical_metaldamage_v	8	120	120000	40			
physical_metaldamage_v	9	200	200000	45			
physical_metaldamage_v	10	320	320000	50			
physical_metaldamage_v	11	500	480000	55			
physical_metaldamage_v	12	800	720000	60			
physical_metaldamage_v	13	1200	1000000	65			
physical_metaldamage_v	14	2000	1600000	70			
physical_metaldamage_v	15	3200	2000000	75			
physical_metaldamage_v	16	4800	2400000	80			
physical_metaldamage_v	17	7000	3000000	85			
physical_metaldamage_v	18	10000	3600000	90			
physical_metaldamage_v	19	12000	4800000	95			
physical_metaldamage_v	20	15000	6000000	100			
physical_metaldamage_v	21	16000	7200000	105			
physical_metaldamage_v	22	17000	8400000	110			
physical_metaldamage_v	23	18000	9600000	115			
physical_metaldamage_v	24	19000	10800000	120			
physical_metaldamage_v	25	20000	12000000	125			
physical_metaldamage_v	26	21000	13200000	130			
physical_metaldamage_v	27	22000	14400000	135			
physical_metaldamage_v	28	23000	15600000	140			
physical_metaldamage_v	29	24000	16800000	145			
physical_metaldamage_v	30	25000	18000000	150			
physical_metaldamage_v	31	25400	18600000	0			
physical_metaldamage_v	32	25800	19200000	0			
physical_metaldamage_v	33	26200	19800000	0			
physical_metaldamage_v	34	26600	20400000	0			
physical_metaldamage_v	35	27000	21000000	0			
physical_metaldamage_v	36	27400	21600000	0			
physical_metaldamage_v	37	27800	22200000	0			
physical_metaldamage_v	38	28200	22800000	0			
physical_metaldamage_v	39	28600	23400000	0			
physical_metaldamage_v	40	29000	24000000	0			
physical_metaldamage_v	41	29400	24600000	0			
physical_metaldamage_v	42	29800	25200000	0			
physical_metaldamage_v	43	30200	25800000	0			
physical_metaldamage_v	44	30600	26400000	0			
physical_metaldamage_v	45	31000	27000000	0			
physical_metaldamage_v	46	31400	27600000	0			
physical_metaldamage_v	47	31800	28200000	0			
physical_metaldamage_v	48	32200	28800000	0			
physical_metaldamage_v	49	32600	29400000	0			
physical_metaldamage_v	50	33000	30000000	0			
physical_metaldamage_v	51	0	0	0			
physical_metaldamage_v	52	0	0	0			
physical_metaldamage_v	53	0	0	0			
physical_metaldamage_v	54	0	0	0			
physical_metaldamage_v	55	0	0	0			
physical_metaldamage_v	56	0	0	0			
physical_metaldamage_v	57	0	0	0			
physical_metaldamage_v	58	0	0	0			
physical_metaldamage_v	59	0	0	0			
physical_metaldamage_v	60	0	0	0			
physical_earthdamage_v	1	10	10000	5			
physical_earthdamage_v	2	15	15000	10			
physical_earthdamage_v	3	20	20000	15			
physical_earthdamage_v	4	30	30000	20			
physical_earthdamage_v	5	40	40000	25			
physical_earthdamage_v	6	60	60000	30			
physical_earthdamage_v	7	80	80000	35			
physical_earthdamage_v	8	120	120000	40			
physical_earthdamage_v	9	200	200000	45			
physical_earthdamage_v	10	320	320000	50			
physical_earthdamage_v	11	500	480000	55			
physical_earthdamage_v	12	800	720000	60			
physical_earthdamage_v	13	1200	1000000	65			
physical_earthdamage_v	14	2000	1600000	70			
physical_earthdamage_v	15	3200	2000000	75			
physical_earthdamage_v	16	4800	2400000	80			
physical_earthdamage_v	17	7000	3000000	85			
physical_earthdamage_v	18	10000	3600000	90			
physical_earthdamage_v	19	12000	4800000	95			
physical_earthdamage_v	20	15000	6000000	100			
physical_earthdamage_v	21	16000	7200000	105			
physical_earthdamage_v	22	17000	8400000	110			
physical_earthdamage_v	23	18000	9600000	115			
physical_earthdamage_v	24	19000	10800000	120			
physical_earthdamage_v	25	20000	12000000	125			
physical_earthdamage_v	26	21000	13200000	130			
physical_earthdamage_v	27	22000	14400000	135			
physical_earthdamage_v	28	23000	15600000	140			
physical_earthdamage_v	29	24000	16800000	145			
physical_earthdamage_v	30	25000	18000000	150			
physical_earthdamage_v	31	25400	18600000	0			
physical_earthdamage_v	32	25800	19200000	0			
physical_earthdamage_v	33	26200	19800000	0			
physical_earthdamage_v	34	26600	20400000	0			
physical_earthdamage_v	35	27000	21000000	0			
physical_earthdamage_v	36	27400	21600000	0			
physical_earthdamage_v	37	27800	22200000	0			
physical_earthdamage_v	38	28200	22800000	0			
physical_earthdamage_v	39	28600	23400000	0			
physical_earthdamage_v	40	29000	24000000	0			
physical_earthdamage_v	41	29400	24600000	0			
physical_earthdamage_v	42	29800	25200000	0			
physical_earthdamage_v	43	30200	25800000	0			
physical_earthdamage_v	44	30600	26400000	0			
physical_earthdamage_v	45	31000	27000000	0			
physical_earthdamage_v	46	31400	27600000	0			
physical_earthdamage_v	47	31800	28200000	0			
physical_earthdamage_v	48	32200	28800000	0			
physical_earthdamage_v	49	32600	29400000	0			
physical_earthdamage_v	50	33000	30000000	0			
physical_earthdamage_v	51	0	0	0			
physical_earthdamage_v	52	0	0	0			
physical_earthdamage_v	53	0	0	0			
physical_earthdamage_v	54	0	0	0			
physical_earthdamage_v	55	0	0	0			
physical_earthdamage_v	56	0	0	0			
physical_earthdamage_v	57	0	0	0			
physical_earthdamage_v	58	0	0	0			
physical_earthdamage_v	59	0	0	0			
physical_earthdamage_v	60	0	0	0			
physical_waterdamage_v	1	10	10000	5			
physical_waterdamage_v	2	15	15000	10			
physical_waterdamage_v	3	20	20000	15			
physical_waterdamage_v	4	30	30000	20			
physical_waterdamage_v	5	40	40000	25			
physical_waterdamage_v	6	60	60000	30			
physical_waterdamage_v	7	80	80000	35			
physical_waterdamage_v	8	120	120000	40			
physical_waterdamage_v	9	200	200000	45			
physical_waterdamage_v	10	320	320000	50			
physical_waterdamage_v	11	500	480000	55			
physical_waterdamage_v	12	800	720000	60			
physical_waterdamage_v	13	1200	1000000	65			
physical_waterdamage_v	14	2000	1600000	70			
physical_waterdamage_v	15	3200	2000000	75			
physical_waterdamage_v	16	4800	2400000	80			
physical_waterdamage_v	17	7000	3000000	85			
physical_waterdamage_v	18	10000	3600000	90			
physical_waterdamage_v	19	12000	4800000	95			
physical_waterdamage_v	20	15000	6000000	100			
physical_waterdamage_v	21	16000	7200000	105			
physical_waterdamage_v	22	17000	8400000	110			
physical_waterdamage_v	23	18000	9600000	115			
physical_waterdamage_v	24	19000	10800000	120			
physical_waterdamage_v	25	20000	12000000	125			
physical_waterdamage_v	26	21000	13200000	130			
physical_waterdamage_v	27	22000	14400000	135			
physical_waterdamage_v	28	23000	15600000	140			
physical_waterdamage_v	29	24000	16800000	145			
physical_waterdamage_v	30	25000	18000000	150			
physical_waterdamage_v	31	25400	18600000	0			
physical_waterdamage_v	32	25800	19200000	0			
physical_waterdamage_v	33	26200	19800000	0			
physical_waterdamage_v	34	26600	20400000	0			
physical_waterdamage_v	35	27000	21000000	0			
physical_waterdamage_v	36	27400	21600000	0			
physical_waterdamage_v	37	27800	22200000	0			
physical_waterdamage_v	38	28200	22800000	0			
physical_waterdamage_v	39	28600	23400000	0			
physical_waterdamage_v	40	29000	24000000	0			
physical_waterdamage_v	41	29400	24600000	0			
physical_waterdamage_v	42	29800	25200000	0			
physical_waterdamage_v	43	30200	25800000	0			
physical_waterdamage_v	44	30600	26400000	0			
physical_waterdamage_v	45	31000	27000000	0			
physical_waterdamage_v	46	31400	27600000	0			
physical_waterdamage_v	47	31800	28200000	0			
physical_waterdamage_v	48	32200	28800000	0			
physical_waterdamage_v	49	32600	29400000	0			
physical_waterdamage_v	50	33000	30000000	0			
physical_waterdamage_v	51	0	0	0			
physical_waterdamage_v	52	0	0	0			
physical_waterdamage_v	53	0	0	0			
physical_waterdamage_v	54	0	0	0			
physical_waterdamage_v	55	0	0	0			
physical_waterdamage_v	56	0	0	0			
physical_waterdamage_v	57	0	0	0			
physical_waterdamage_v	58	0	0	0			
physical_waterdamage_v	59	0	0	0			
physical_waterdamage_v	60	0	0	0			
physical_firedamage_v	1	10	10000	5			
physical_firedamage_v	2	15	15000	10			
physical_firedamage_v	3	20	20000	15			
physical_firedamage_v	4	30	30000	20			
physical_firedamage_v	5	40	40000	25			
physical_firedamage_v	6	60	60000	30			
physical_firedamage_v	7	80	80000	35			
physical_firedamage_v	8	120	120000	40			
physical_firedamage_v	9	200	200000	45			
physical_firedamage_v	10	320	320000	50			
physical_firedamage_v	11	500	480000	55			
physical_firedamage_v	12	800	720000	60			
physical_firedamage_v	13	1200	1000000	65			
physical_firedamage_v	14	2000	1600000	70			
physical_firedamage_v	15	3200	2000000	75			
physical_firedamage_v	16	4800	2400000	80			
physical_firedamage_v	17	7000	3000000	85			
physical_firedamage_v	18	10000	3600000	90			
physical_firedamage_v	19	12000	4800000	95			
physical_firedamage_v	20	15000	6000000	100			
physical_firedamage_v	21	16000	7200000	105			
physical_firedamage_v	22	17000	8400000	110			
physical_firedamage_v	23	18000	9600000	115			
physical_firedamage_v	24	19000	10800000	120			
physical_firedamage_v	25	20000	12000000	125			
physical_firedamage_v	26	21000	13200000	130			
physical_firedamage_v	27	22000	14400000	135			
physical_firedamage_v	28	23000	15600000	140			
physical_firedamage_v	29	24000	16800000	145			
physical_firedamage_v	30	25000	18000000	150			
physical_firedamage_v	31	25400	18600000	0			
physical_firedamage_v	32	25800	19200000	0			
physical_firedamage_v	33	26200	19800000	0			
physical_firedamage_v	34	26600	20400000	0			
physical_firedamage_v	35	27000	21000000	0			
physical_firedamage_v	36	27400	21600000	0			
physical_firedamage_v	37	27800	22200000	0			
physical_firedamage_v	38	28200	22800000	0			
physical_firedamage_v	39	28600	23400000	0			
physical_firedamage_v	40	29000	24000000	0			
physical_firedamage_v	41	29400	24600000	0			
physical_firedamage_v	42	29800	25200000	0			
physical_firedamage_v	43	30200	25800000	0			
physical_firedamage_v	44	30600	26400000	0			
physical_firedamage_v	45	31000	27000000	0			
physical_firedamage_v	46	31400	27600000	0			
physical_firedamage_v	47	31800	28200000	0			
physical_firedamage_v	48	32200	28800000	0			
physical_firedamage_v	49	32600	29400000	0			
physical_firedamage_v	50	33000	30000000	0			
physical_firedamage_v	51	0	0	0			
physical_firedamage_v	52	0	0	0			
physical_firedamage_v	53	0	0	0			
physical_firedamage_v	54	0	0	0			
