AttribType	Level	FightPower	AttribValue	Value1	Value2	Value3	SpecialDesc
basic_damage_v	37	0	0	523		523	
basic_damage_v	38	0	0	549		549	
basic_damage_v	39	0	0	575		575	
basic_damage_v	40	0	0	603		603	
basic_damage_v	41	0	0	633		633	
basic_damage_v	42	0	0	664		664	
basic_damage_v	43	0	0	696		696	
basic_damage_v	44	0	0	730		730	
basic_damage_v	45	0	0	766		766	
basic_damage_v	46	0	0	803		803	
basic_damage_v	47	0	0	0		0	
basic_damage_v	48	0	0	0		0	
basic_damage_v	49	0	0	0		0	
basic_damage_v	50	0	0	0		0	
basic_damage_v	51	0	0	0		0	
basic_damage_v	52	0	0	0		0	
basic_damage_v	53	0	0	0		0	
basic_damage_v	54	0	0	0		0	
basic_damage_v	55	0	0	0		0	
basic_damage_v	56	0	0	0		0	
basic_damage_v	57	0	0	0		0	
basic_damage_v	58	0	0	0		0	
basic_damage_v	59	0	0	0		0	
basic_damage_v	60	0	0	0		0	
physical_damage_v	1	25	25000	12		12	
physical_damage_v	2	37	37500	25		25	
physical_damage_v	3	50	50000	37		37	
physical_damage_v	4	75	75000	50		50	
physical_damage_v	5	100	100000	62		62	
physical_damage_v	6	150	150000	75		75	
physical_damage_v	7	200	200000	87		87	
physical_damage_v	8	300	300000	100		100	
physical_damage_v	9	500	500000	112		112	
physical_damage_v	10	800	800000	125		125	
physical_damage_v	11	1250	1200000	137		137	
physical_damage_v	12	2000	1800000	150		150	
physical_damage_v	13	3000	2500000	162		162	
physical_damage_v	14	5000	4000000	175		175	
physical_damage_v	15	8000	5000000	187		187	
physical_damage_v	16	12000	6000000	200		200	
physical_damage_v	17	17500	7500000	212		212	
physical_damage_v	18	25000	9000000	225		225	
physical_damage_v	19	30000	12000000	237		237	
physical_damage_v	20	37500	15000000	250		250	
physical_damage_v	21	40000	18000000	265		265	
physical_damage_v	22	42500	21000000	275		275	
physical_damage_v	23	45000	24000000	290		290	
physical_damage_v	24	47500	27000000	300		300	
physical_damage_v	25	50000	30000000	315		315	
physical_damage_v	26	52500	33000000	325		325	
physical_damage_v	27	55000	36000000	340		340	
physical_damage_v	28	57500	39000000	350		350	
physical_damage_v	29	60000	42000000	365		365	
physical_damage_v	30	62500	45000000	375		375	
physical_damage_v	31	63500	46500000	393		393	
physical_damage_v	32	64500	48000000	412		412	
physical_damage_v	33	65500	49500000	432		432	
physical_damage_v	34	66500	51000000	453		453	
physical_damage_v	35	67500	52500000	475		475	
physical_damage_v	36	0	0	499		499	
physical_damage_v	37	0	0	523		523	
physical_damage_v	38	0	0	549		549	
physical_damage_v	39	0	0	575		575	
physical_damage_v	40	0	0	603		603	
physical_damage_v	41	0	0	633		633	
physical_damage_v	42	0	0	664		664	
physical_damage_v	43	0	0	696		696	
physical_damage_v	44	0	0	730		730	
physical_damage_v	45	0	0	766		766	
physical_damage_v	46	0	0	803		803	
physical_damage_v	47	0	0	0		0	
physical_damage_v	48	0	0	0		0	
physical_damage_v	49	0	0	0		0	
physical_damage_v	50	0	0	0		0	
physical_damage_v	51	0	0	0		0	
physical_damage_v	52	0	0	0		0	
physical_damage_v	53	0	0	0		0	
physical_damage_v	54	0	0	0		0	
physical_damage_v	55	0	0	0		0	
physical_damage_v	56	0	0	0		0	
physical_damage_v	57	0	0	0		0	
physical_damage_v	58	0	0	0		0	
physical_damage_v	59	0	0	0		0	
physical_damage_v	60	0	0	0		0	
physical_metaldamage_v	1	25	25000	12			
physical_metaldamage_v	2	37	37500	25			
physical_metaldamage_v	3	50	50000	37			
physical_metaldamage_v	4	75	75000	50			
physical_metaldamage_v	5	100	100000	62			
physical_metaldamage_v	6	150	150000	75			
physical_metaldamage_v	7	200	200000	87			
physical_metaldamage_v	8	300	300000	100			
physical_metaldamage_v	9	500	500000	112			
physical_metaldamage_v	10	800	800000	125			
physical_metaldamage_v	11	1250	1200000	137			
physical_metaldamage_v	12	2000	1800000	150			
physical_metaldamage_v	13	3000	2500000	162			
physical_metaldamage_v	14	5000	4000000	175			
physical_metaldamage_v	15	8000	5000000	187			
physical_metaldamage_v	16	12000	6000000	200			
physical_metaldamage_v	17	17500	7500000	212			
physical_metaldamage_v	18	25000	9000000	225			
physical_metaldamage_v	19	30000	12000000	237			
physical_metaldamage_v	20	37500	15000000	250			
physical_metaldamage_v	21	40000	18000000	265			
physical_metaldamage_v	22	42500	21000000	275			
physical_metaldamage_v	23	45000	24000000	290			
physical_metaldamage_v	24	47500	27000000	300			
physical_metaldamage_v	25	50000	30000000	315			
physical_metaldamage_v	26	52500	33000000	325			
physical_metaldamage_v	27	55000	36000000	340			
physical_metaldamage_v	28	57500	39000000	350			
physical_metaldamage_v	29	60000	42000000	365			
physical_metaldamage_v	30	62500	45000000	375			
physical_metaldamage_v	31	63500	46500000	0			
physical_metaldamage_v	32	64500	48000000	0			
physical_metaldamage_v	33	65500	49500000	0			
physical_metaldamage_v	34	66500	51000000	0			
physical_metaldamage_v	35	67500	52500000	0			
physical_metaldamage_v	36	0	0	0			
physical_metaldamage_v	37	0	0	0			
physical_metaldamage_v	38	0	0	0			
physical_metaldamage_v	39	0	0	0			
physical_metaldamage_v	40	0	0	0			
physical_metaldamage_v	41	0	0	0			
physical_metaldamage_v	42	0	0	0			
physical_metaldamage_v	43	0	0	0			
physical_metaldamage_v	44	0	0	0			
physical_metaldamage_v	45	0	0	0			
physical_metaldamage_v	46	0	0	0			
physical_metaldamage_v	47	0	0	0			
physical_metaldamage_v	48	0	0	0			
physical_metaldamage_v	49	0	0	0			
physical_metaldamage_v	50	0	0	0			
physical_metaldamage_v	51	0	0	0			
physical_metaldamage_v	52	0	0	0			
physical_metaldamage_v	53	0	0	0			
physical_metaldamage_v	54	0	0	0			
physical_metaldamage_v	55	0	0	0			
physical_metaldamage_v	56	0	0	0			
physical_metaldamage_v	57	0	0	0			
physical_metaldamage_v	58	0	0	0			
physical_metaldamage_v	59	0	0	0			
physical_metaldamage_v	60	0	0	0			
physical_earthdamage_v	1	25	25000	12			
physical_earthdamage_v	2	37	37500	25			
physical_earthdamage_v	3	50	50000	37			
physical_earthdamage_v	4	75	75000	50			
physical_earthdamage_v	5	100	100000	62			
physical_earthdamage_v	6	150	150000	75			
physical_earthdamage_v	7	200	200000	87			
physical_earthdamage_v	8	300	300000	100			
physical_earthdamage_v	9	500	500000	112			
physical_earthdamage_v	10	800	800000	125			
physical_earthdamage_v	11	1250	1200000	137			
physical_earthdamage_v	12	2000	1800000	150			
physical_earthdamage_v	13	3000	2500000	162			
physical_earthdamage_v	14	5000	4000000	175			
physical_earthdamage_v	15	8000	5000000	187			
physical_earthdamage_v	16	12000	6000000	200			
physical_earthdamage_v	17	17500	7500000	212			
physical_earthdamage_v	18	25000	9000000	225			
physical_earthdamage_v	19	30000	12000000	237			
physical_earthdamage_v	20	37500	15000000	250			
physical_earthdamage_v	21	40000	18000000	265			
physical_earthdamage_v	22	42500	21000000	275			
physical_earthdamage_v	23	45000	24000000	290			
physical_earthdamage_v	24	47500	27000000	300			
physical_earthdamage_v	25	50000	30000000	315			
physical_earthdamage_v	26	52500	33000000	325			
physical_earthdamage_v	27	55000	36000000	340			
physical_earthdamage_v	28	57500	39000000	350			
physical_earthdamage_v	29	60000	42000000	365			
physical_earthdamage_v	30	62500	45000000	375			
physical_earthdamage_v	31	63500	46500000	0			
physical_earthdamage_v	32	64500	48000000	0			
physical_earthdamage_v	33	65500	49500000	0			
physical_earthdamage_v	34	66500	51000000	0			
physical_earthdamage_v	35	67500	52500000	0			
physical_earthdamage_v	36	0	0	0			
physical_earthdamage_v	37	0	0	0			
physical_earthdamage_v	38	0	0	0			
physical_earthdamage_v	39	0	0	0			
physical_earthdamage_v	40	0	0	0			
physical_earthdamage_v	41	0	0	0			
physical_earthdamage_v	42	0	0	0			
physical_earthdamage_v	43	0	0	0			
physical_earthdamage_v	44	0	0	0			
physical_earthdamage_v	45	0	0	0			
physical_earthdamage_v	46	0	0	0			
physical_earthdamage_v	47	0	0	0			
physical_earthdamage_v	48	0	0	0			
physical_earthdamage_v	49	0	0	0			
physical_earthdamage_v	50	0	0	0			
physical_earthdamage_v	51	0	0	0			
physical_earthdamage_v	52	0	0	0			
physical_earthdamage_v	53	0	0	0			
physical_earthdamage_v	54	0	0	0			
physical_earthdamage_v	55	0	0	0			
physical_earthdamage_v	56	0	0	0			
physical_earthdamage_v	57	0	0	0			
physical_earthdamage_v	58	0	0	0			
physical_earthdamage_v	59	0	0	0			
physical_earthdamage_v	60	0	0	0			
physical_waterdamage_v	1	25	25000	12			
physical_waterdamage_v	2	37	37500	25			
physical_waterdamage_v	3	50	50000	37			
physical_waterdamage_v	4	75	75000	50			
physical_waterdamage_v	5	100	100000	62			
physical_waterdamage_v	6	150	150000	75			
physical_waterdamage_v	7	200	200000	87			
physical_waterdamage_v	8	300	300000	100			
physical_waterdamage_v	9	500	500000	112			
physical_waterdamage_v	10	800	800000	125			
physical_waterdamage_v	11	1250	1200000	137			
physical_waterdamage_v	12	2000	1800000	150			
physical_waterdamage_v	13	3000	2500000	162			
physical_waterdamage_v	14	5000	4000000	175			
physical_waterdamage_v	15	8000	5000000	187			
physical_waterdamage_v	16	12000	6000000	200			
physical_waterdamage_v	17	17500	7500000	212			
physical_waterdamage_v	18	25000	9000000	225			
physical_waterdamage_v	19	30000	12000000	237			
physical_waterdamage_v	20	37500	15000000	250			
physical_waterdamage_v	21	40000	18000000	265			
physical_waterdamage_v	22	42500	21000000	275			
physical_waterdamage_v	23	45000	24000000	290			
physical_waterdamage_v	24	47500	27000000	300			
physical_waterdamage_v	25	50000	30000000	315			
physical_waterdamage_v	26	52500	33000000	325			
physical_waterdamage_v	27	55000	36000000	340			
physical_waterdamage_v	28	57500	39000000	350			
physical_waterdamage_v	29	60000	42000000	365			
physical_waterdamage_v	30	62500	45000000	375			
physical_waterdamage_v	31	63500	46500000	0			
physical_waterdamage_v	32	64500	48000000	0			
physical_waterdamage_v	33	65500	49500000	0			
physical_waterdamage_v	34	66500	51000000	0			
physical_waterdamage_v	35	67500	52500000	0			
physical_waterdamage_v	36	0	0	0			
physical_waterdamage_v	37	0	0	0			
physical_waterdamage_v	38	0	0	0			
physical_waterdamage_v	39	0	0	0			
physical_waterdamage_v	40	0	0	0			
physical_waterdamage_v	41	0	0	0			
physical_waterdamage_v	42	0	0	0			
physical_waterdamage_v	43	0	0	0			
physical_waterdamage_v	44	0	0	0			
physical_waterdamage_v	45	0	0	0			
physical_waterdamage_v	46	0	0	0			
physical_waterdamage_v	47	0	0	0			
physical_waterdamage_v	48	0	0	0			
physical_waterdamage_v	49	0	0	0			
physical_waterdamage_v	50	0	0	0			
physical_waterdamage_v	51	0	0	0			
physical_waterdamage_v	52	0	0	0			
physical_waterdamage_v	53	0	0	0			
physical_waterdamage_v	54	0	0	0			
physical_waterdamage_v	55	0	0	0			
physical_waterdamage_v	56	0	0	0			
physical_waterdamage_v	57	0	0	0			
physical_waterdamage_v	58	0	0	0			
physical_waterdamage_v	59	0	0	0			
physical_waterdamage_v	60	0	0	0			
physical_firedamage_v	1	25	25000	12			
physical_firedamage_v	2	37	37500	25			
physical_firedamage_v	3	50	50000	37			
physical_firedamage_v	4	75	75000	50			
physical_firedamage_v	5	100	100000	62			
physical_firedamage_v	6	150	150000	75			
physical_firedamage_v	7	200	200000	87			
physical_firedamage_v	8	300	300000	100			
physical_firedamage_v	9	500	500000	112			
physical_firedamage_v	10	800	800000	125			
physical_firedamage_v	11	1250	1200000	137			
physical_firedamage_v	12	2000	1800000	150			
physical_firedamage_v	13	3000	2500000	162			
physical_firedamage_v	14	5000	4000000	175			
physical_firedamage_v	15	8000	5000000	187			
physical_firedamage_v	16	12000	6000000	200			
physical_firedamage_v	17	17500	7500000	212			
physical_firedamage_v	18	25000	9000000	225			
physical_firedamage_v	19	30000	12000000	237			
physical_firedamage_v	20	37500	15000000	250			
physical_firedamage_v	21	40000	18000000	265			
physical_firedamage_v	22	42500	21000000	275			
physical_firedamage_v	23	45000	24000000	290			
physical_firedamage_v	24	47500	27000000	300			
physical_firedamage_v	25	50000	30000000	315			
physical_firedamage_v	26	52500	33000000	325			
physical_firedamage_v	27	55000	36000000	340			
physical_firedamage_v	28	57500	39000000	350			
physical_firedamage_v	29	60000	42000000	365			
physical_firedamage_v	30	62500	45000000	375			
physical_firedamage_v	31	63500	46500000	0			
physical_firedamage_v	32	64500	48000000	0			
physical_firedamage_v	33	65500	49500000	0			
physical_firedamage_v	34	66500	51000000	0			
physical_firedamage_v	35	67500	52500000	0			
physical_firedamage_v	36	0	0	0			
physical_firedamage_v	37	0	0	0			
physical_firedamage_v	38	0	0	0			
physical_firedamage_v	39	0	0	0			
physical_firedamage_v	40	0	0	0			
physical_firedamage_v	41	0	0	0			
physical_firedamage_v	42	0	0	0			
physical_firedamage_v	43	0	0	0			
physical_firedamage_v	44	0	0	0			
physical_firedamage_v	45	0	0	0			
physical_firedamage_v	46	0	0	0			
physical_firedamage_v	47	0	0	0			
physical_firedamage_v	48	0	0	0			
physical_firedamage_v	49	0	0	0			
physical_firedamage_v	50	0	0	0			
physical_firedamage_v	51	0	0	0			
physical_firedamage_v	52	0	0	0			
physical_firedamage_v	53	0	0	0			
physical_firedamage_v	54	0	0	0			
physical_firedamage_v	55	0	0	0			
physical_firedamage_v	56	0	0	0			
physical_firedamage_v	57	0	0	0			
physical_firedamage_v	58	0	0	0			
physical_firedamage_v	59	0	0	0			
physical_firedamage_v	60	0	0	0			
physical_wooddamage_v	1	25	25000	12			
physical_wooddamage_v	2	37	37500	25			
physical_wooddamage_v	3	50	50000	37			
physical_wooddamage_v	4	75	75000	50			
physical_wooddamage_v	5	100	100000	62			
physical_wooddamage_v	6	150	150000	75			
physical_wooddamage_v	7	200	200000	87			
physical_wooddamage_v	8	300	300000	100			
physical_wooddamage_v	9	500	500000	112			
physical_wooddamage_v	10	800	800000	125			
physical_wooddamage_v	11	1250	1200000	137			
physical_wooddamage_v	12	2000	1800000	150			
physical_wooddamage_v	13	3000	2500000	162			
physical_wooddamage_v	14	5000	4000000	175			
physical_wooddamage_v	15	8000	5000000	187			
physical_wooddamage_v	16	12000	6000000	200			
physical_wooddamage_v	17	17500	7500000	212			
