AttribType	Level	FightPower	AttribValue	Value1	Value2	Value3	SpecialDesc
strength_v	13	1800	1500000	98			
strength_v	14	3000	2400000	105			
strength_v	15	4800	3000000	113			
strength_v	16	7200	3600000	120			
strength_v	17	10500	4500000	128			
strength_v	18	15000	5400000	135			
strength_v	19	18000	7200000	143			
strength_v	20	22500	9000000	150			
strength_v	21	24000	10800000	160			
strength_v	22	25500	12600000	165			
strength_v	23	27000	14400000	174			
strength_v	24	28500	16200000	180			
strength_v	25	30000	18000000	190			
strength_v	26	31500	19800000	195			
strength_v	27	33000	21600000	204			
strength_v	28	34500	23400000	210			
strength_v	29	36000	25200000	220			
strength_v	30	37500	27000000	225			
strength_v	31	38100	27900000	235			
strength_v	32	38700	28800000	247			
strength_v	33	39300	29700000	259			
strength_v	34	39900	30600000	272			
strength_v	35	40500	31500000	285			
strength_v	36	0	0	299			
strength_v	37	0	0	314			
strength_v	38	0	0	329			
strength_v	39	0	0	345			
strength_v	40	0	0	362			
strength_v	41	0	0	380			
strength_v	42	0	0	398			
strength_v	43	0	0	418			
strength_v	44	0	0	438			
strength_v	45	0	0	459			
strength_v	46	0	0	482			
strength_v	47	0	0	0			
strength_v	48	0	0	0			
strength_v	49	0	0	0			
strength_v	50	0	0	0			
strength_v	51	0	0	0			
strength_v	52	0	0	0			
strength_v	53	0	0	0			
strength_v	54	0	0	0			
strength_v	55	0	0	0			
strength_v	56	0	0	0			
strength_v	57	0	0	0			
strength_v	58	0	0	0			
strength_v	59	0	0	0			
strength_v	60	0	0	0			
dexterity_v	1	15	15000	8			
dexterity_v	2	22	22500	15			
dexterity_v	3	30	30000	23			
dexterity_v	4	45	45000	30			
dexterity_v	5	60	60000	38			
dexterity_v	6	90	90000	45			
dexterity_v	7	120	120000	53			
dexterity_v	8	180	180000	60			
dexterity_v	9	300	300000	68			
dexterity_v	10	480	480000	75			
dexterity_v	11	750	720000	83			
dexterity_v	12	1200	1080000	90			
dexterity_v	13	1800	1500000	98			
dexterity_v	14	3000	2400000	105			
dexterity_v	15	4800	3000000	113			
dexterity_v	16	7200	3600000	120			
dexterity_v	17	10500	4500000	128			
dexterity_v	18	15000	5400000	135			
dexterity_v	19	18000	7200000	143			
dexterity_v	20	22500	9000000	150			
dexterity_v	21	24000	10800000	160			
dexterity_v	22	25500	12600000	165			
dexterity_v	23	27000	14400000	174			
dexterity_v	24	28500	16200000	180			
dexterity_v	25	30000	18000000	190			
dexterity_v	26	31500	19800000	195			
dexterity_v	27	33000	21600000	204			
dexterity_v	28	34500	23400000	210			
dexterity_v	29	36000	25200000	220			
dexterity_v	30	37500	27000000	225			
dexterity_v	31	38100	27900000	235			
dexterity_v	32	38700	28800000	247			
dexterity_v	33	39300	29700000	259			
dexterity_v	34	39900	30600000	272			
dexterity_v	35	40500	31500000	285			
dexterity_v	36	0	0	299			
dexterity_v	37	0	0	314			
dexterity_v	38	0	0	329			
dexterity_v	39	0	0	345			
dexterity_v	40	0	0	362			
dexterity_v	41	0	0	380			
dexterity_v	42	0	0	398			
dexterity_v	43	0	0	418			
dexterity_v	44	0	0	438			
dexterity_v	45	0	0	459			
dexterity_v	46	0	0	482			
dexterity_v	47	0	0	0			
dexterity_v	48	0	0	0			
dexterity_v	49	0	0	0			
dexterity_v	50	0	0	0			
dexterity_v	51	0	0	0			
dexterity_v	52	0	0	0			
dexterity_v	53	0	0	0			
dexterity_v	54	0	0	0			
dexterity_v	55	0	0	0			
dexterity_v	56	0	0	0			
dexterity_v	57	0	0	0			
dexterity_v	58	0	0	0			
dexterity_v	59	0	0	0			
dexterity_v	60	0	0	0			
lifemax_v	1	15	15000	150			
lifemax_v	2	22	22500	300			
lifemax_v	3	30	30000	450			
lifemax_v	4	45	45000	600			
lifemax_v	5	60	60000	750			
lifemax_v	6	90	90000	900			
lifemax_v	7	120	120000	1050			
lifemax_v	8	180	180000	1200			
lifemax_v	9	300	300000	1350			
lifemax_v	10	480	480000	1500			
lifemax_v	11	750	720000	1650			
lifemax_v	12	1200	1080000	1800			
lifemax_v	13	1800	1500000	1950			
lifemax_v	14	3000	2400000	2100			
lifemax_v	15	4800	3000000	2250			
lifemax_v	16	7200	3600000	2400			
lifemax_v	17	10500	4500000	2550			
lifemax_v	18	15000	5400000	2700			
lifemax_v	19	18000	7200000	2850			
lifemax_v	20	22500	9000000	3000			
lifemax_v	21	24000	10800000	3150			
lifemax_v	22	25500	12600000	3300			
lifemax_v	23	27000	14400000	3450			
lifemax_v	24	28500	16200000	3600			
lifemax_v	25	30000	18000000	3750			
lifemax_v	26	31500	19800000	3900			
lifemax_v	27	33000	21600000	4050			
lifemax_v	28	34500	23400000	4200			
lifemax_v	29	36000	25200000	4350			
lifemax_v	30	37500	27000000	4500			
lifemax_v	31	38100	27900000	4719			
lifemax_v	32	38700	28800000	4950			
lifemax_v	33	39300	29700000	5191			
lifemax_v	34	39900	30600000	5445			
lifemax_v	35	40500	31500000	5710			
lifemax_v	36	0	0	5989			
lifemax_v	37	0	0	6281			
lifemax_v	38	0	0	6588			
lifemax_v	39	0	0	6910			
lifemax_v	40	0	0	7247			
lifemax_v	41	0	0	7601			
lifemax_v	42	0	0	7972			
lifemax_v	43	0	0	8361			
lifemax_v	44	0	0	8769			
lifemax_v	45	0	0	9197			
lifemax_v	46	0	0	9646			
lifemax_v	47	0	0	0			
lifemax_v	48	0	0	0			
lifemax_v	49	0	0	0			
lifemax_v	50	0	0	0			
lifemax_v	51	0	0	0			
lifemax_v	52	0	0	0			
lifemax_v	53	0	0	0			
lifemax_v	54	0	0	0			
lifemax_v	55	0	0	0			
lifemax_v	56	0	0	0			
lifemax_v	57	0	0	0			
lifemax_v	58	0	0	0			
lifemax_v	59	0	0	0			
lifemax_v	60	0	0	0			
lifemax_p	1	15	15000	3			
lifemax_p	2	22	22500	6			
lifemax_p	3	30	30000	9			
lifemax_p	4	45	45000	12			
lifemax_p	5	60	60000	15			
lifemax_p	6	90	90000	18			
lifemax_p	7	120	120000	21			
lifemax_p	8	180	180000	24			
lifemax_p	9	300	300000	27			
lifemax_p	10	480	480000	30			
lifemax_p	11	750	720000	33			
lifemax_p	12	1200	1080000	36			
lifemax_p	13	1800	1500000	39			
lifemax_p	14	3000	2400000	42			
lifemax_p	15	4800	3000000	45			
lifemax_p	16	7200	3600000	48			
lifemax_p	17	10500	4500000	51			
lifemax_p	18	15000	5400000	54			
lifemax_p	19	18000	7200000	57			
lifemax_p	20	22500	9000000	60			
lifemax_p	21	24000	10800000	63			
lifemax_p	22	25500	12600000	66			
lifemax_p	23	27000	14400000	69			
lifemax_p	24	28500	16200000	72			
lifemax_p	25	30000	18000000	75			
lifemax_p	26	31500	19800000	78			
lifemax_p	27	33000	21600000	81			
lifemax_p	28	34500	23400000	84			
lifemax_p	29	36000	25200000	87			
lifemax_p	30	37500	27000000	90			
lifemax_p	31	38100	27900000	93			
lifemax_p	32	38700	28800000	96			
lifemax_p	33	39300	29700000	99			
lifemax_p	34	39900	30600000	102			
lifemax_p	35	40500	31500000	105			
lifemax_p	36	0	0	108			
lifemax_p	37	0	0	111			
lifemax_p	38	0	0	114			
lifemax_p	39	0	0	117			
lifemax_p	40	0	0	120			
lifemax_p	41	0	0	123			
lifemax_p	42	0	0	126			
lifemax_p	43	0	0	129			
lifemax_p	44	0	0	132			
lifemax_p	45	0	0	135			
lifemax_p	46	0	0	138			
lifemax_p	47	0	0	0			
lifemax_p	48	0	0	0			
lifemax_p	49	0	0	0			
lifemax_p	50	0	0	0			
lifemax_p	51	0	0	0			
lifemax_p	52	0	0	0			
lifemax_p	53	0	0	0			
lifemax_p	54	0	0	0			
lifemax_p	55	0	0	0			
lifemax_p	56	0	0	0			
lifemax_p	57	0	0	0			
lifemax_p	58	0	0	0			
lifemax_p	59	0	0	0			
lifemax_p	60	0	0	0			
basic_damage_v	1	15	15000	8		8	
basic_damage_v	2	22	22500	15		15	
basic_damage_v	3	30	30000	23		23	
basic_damage_v	4	45	45000	30		30	
basic_damage_v	5	60	60000	38		38	
basic_damage_v	6	90	90000	45		45	
basic_damage_v	7	120	120000	53		53	
basic_damage_v	8	180	180000	60		60	
basic_damage_v	9	300	300000	68		68	
basic_damage_v	10	480	480000	75		75	
basic_damage_v	11	750	720000	83		83	
basic_damage_v	12	1200	1080000	90		90	
basic_damage_v	13	1800	1500000	98		98	
basic_damage_v	14	3000	2400000	105		105	
basic_damage_v	15	4800	3000000	113		113	
basic_damage_v	16	7200	3600000	120		120	
basic_damage_v	17	10500	4500000	128		128	
basic_damage_v	18	15000	5400000	135		135	
basic_damage_v	19	18000	7200000	143		143	
basic_damage_v	20	22500	9000000	150		150	
basic_damage_v	21	24000	10800000	160		160	
basic_damage_v	22	25500	12600000	165		165	
basic_damage_v	23	27000	14400000	174		174	
basic_damage_v	24	28500	16200000	180		180	
basic_damage_v	25	30000	18000000	190		190	
basic_damage_v	26	31500	19800000	195		195	
basic_damage_v	27	33000	21600000	204		204	
basic_damage_v	28	34500	23400000	210		210	
basic_damage_v	29	36000	25200000	220		220	
basic_damage_v	30	37500	27000000	225		225	
basic_damage_v	31	38100	27900000	235		235	
basic_damage_v	32	38700	28800000	247		247	
basic_damage_v	33	39300	29700000	259		259	
basic_damage_v	34	39900	30600000	272		272	
basic_damage_v	35	40500	31500000	285		285	
basic_damage_v	36	0	0	299		299	
basic_damage_v	37	0	0	314		314	
basic_damage_v	38	0	0	329		329	
basic_damage_v	39	0	0	345		345	
basic_damage_v	40	0	0	362		362	
basic_damage_v	41	0	0	380		380	
basic_damage_v	42	0	0	398		398	
basic_damage_v	43	0	0	418		418	
basic_damage_v	44	0	0	438		438	
basic_damage_v	45	0	0	459		459	
basic_damage_v	46	0	0	482		482	
basic_damage_v	47	0	0	0		0	
basic_damage_v	48	0	0	0		0	
basic_damage_v	49	0	0	0		0	
basic_damage_v	50	0	0	0		0	
basic_damage_v	51	0	0	0		0	
basic_damage_v	52	0	0	0		0	
basic_damage_v	53	0	0	0		0	
basic_damage_v	54	0	0	0		0	
basic_damage_v	55	0	0	0		0	
basic_damage_v	56	0	0	0		0	
basic_damage_v	57	0	0	0		0	
basic_damage_v	58	0	0	0		0	
basic_damage_v	59	0	0	0		0	
basic_damage_v	60	0	0	0		0	
physical_damage_v	1	15	15000	8		8	
physical_damage_v	2	22	22500	15		15	
physical_damage_v	3	30	30000	23		23	
physical_damage_v	4	45	45000	30		30	
physical_damage_v	5	60	60000	38		38	
physical_damage_v	6	90	90000	45		45	
physical_damage_v	7	120	120000	53		53	
physical_damage_v	8	180	180000	60		60	
physical_damage_v	9	300	300000	68		68	
physical_damage_v	10	480	480000	75		75	
physical_damage_v	11	750	720000	83		83	
physical_damage_v	12	1200	1080000	90		90	
physical_damage_v	13	1800	1500000	98		98	
physical_damage_v	14	3000	2400000	105		105	
physical_damage_v	15	4800	3000000	113		113	
physical_damage_v	16	7200	3600000	120		120	
physical_damage_v	17	10500	4500000	128		128	
physical_damage_v	18	15000	5400000	135		135	
physical_damage_v	19	18000	7200000	143		143	
physical_damage_v	20	22500	9000000	150		150	
physical_damage_v	21	24000	10800000	160		160	
physical_damage_v	22	25500	12600000	165		165	
physical_damage_v	23	27000	14400000	174		174	
physical_damage_v	24	28500	16200000	180		180	
physical_damage_v	25	30000	18000000	190		190	
physical_damage_v	26	31500	19800000	195		195	
physical_damage_v	27	33000	21600000	204		204	
physical_damage_v	28	34500	23400000	210		210	
physical_damage_v	29	36000	25200000	220		220	
physical_damage_v	30	37500	27000000	225		225	
physical_damage_v	31	38100	27900000	235		235	
physical_damage_v	32	38700	28800000	247		247	
physical_damage_v	33	39300	29700000	259		259	
physical_damage_v	34	39900	30600000	272		272	
physical_damage_v	35	40500	31500000	285		285	
physical_damage_v	36	0	0	299		299	
physical_damage_v	37	0	0	314		314	
physical_damage_v	38	0	0	329		329	
physical_damage_v	39	0	0	345		345	
physical_damage_v	40	0	0	362		362	
physical_damage_v	41	0	0	380		380	
physical_damage_v	42	0	0	398		398	
physical_damage_v	43	0	0	418		418	
physical_damage_v	44	0	0	438		438	
physical_damage_v	45	0	0	459		459	
physical_damage_v	46	0	0	482		482	
physical_damage_v	47	0	0	0		0	
physical_damage_v	48	0	0	0		0	
physical_damage_v	49	0	0	0		0	
physical_damage_v	50	0	0	0		0	
physical_damage_v	51	0	0	0		0	
physical_damage_v	52	0	0	0		0	
physical_damage_v	53	0	0	0		0	
physical_damage_v	54	0	0	0		0	
physical_damage_v	55	0	0	0		0	
physical_damage_v	56	0	0	0		0	
physical_damage_v	57	0	0	0		0	
physical_damage_v	58	0	0	0		0	
physical_damage_v	59	0	0	0		0	
physical_damage_v	60	0	0	0		0	
physical_metaldamage_v	1	15	15000	8			
physical_metaldamage_v	2	22	22500	15			
physical_metaldamage_v	3	30	30000	23			
physical_metaldamage_v	4	45	45000	30			
physical_metaldamage_v	5	60	60000	38			
physical_metaldamage_v	6	90	90000	45			
physical_metaldamage_v	7	120	120000	53			
physical_metaldamage_v	8	180	180000	60			
physical_metaldamage_v	9	300	300000	68			
physical_metaldamage_v	10	480	480000	75			
physical_metaldamage_v	11	750	720000	83			
physical_metaldamage_v	12	1200	1080000	90			
physical_metaldamage_v	13	1800	1500000	98			
physical_metaldamage_v	14	3000	2400000	105			
physical_metaldamage_v	15	4800	3000000	113			
physical_metaldamage_v	16	7200	3600000	120			
physical_metaldamage_v	17	10500	4500000	128			
physical_metaldamage_v	18	15000	5400000	135			
physical_metaldamage_v	19	18000	7200000	143			
physical_metaldamage_v	20	22500	9000000	150			
physical_metaldamage_v	21	24000	10800000	160			
physical_metaldamage_v	22	25500	12600000	165			
physical_metaldamage_v	23	27000	14400000	174			
physical_metaldamage_v	24	28500	16200000	180			
physical_metaldamage_v	25	30000	18000000	190			
physical_metaldamage_v	26	31500	19800000	195			
physical_metaldamage_v	27	33000	21600000	204			
physical_metaldamage_v	28	34500	23400000	210			
physical_metaldamage_v	29	36000	25200000	220			
physical_metaldamage_v	30	37500	27000000	225			
physical_metaldamage_v	31	38100	27900000	0			
physical_metaldamage_v	32	38700	28800000	0			
physical_metaldamage_v	33	39300	29700000	0			
physical_metaldamage_v	34	39900	30600000	0			
physical_metaldamage_v	35	40500	31500000	0			
physical_metaldamage_v	36	0	0	0			
physical_metaldamage_v	37	0	0	0			
physical_metaldamage_v	38	0	0	0			
physical_metaldamage_v	39	0	0	0			
physical_metaldamage_v	40	0	0	0			
physical_metaldamage_v	41	0	0	0			
physical_metaldamage_v	42	0	0	0			
physical_metaldamage_v	43	0	0	0			
physical_metaldamage_v	44	0	0	0			
physical_metaldamage_v	45	0	0	0			
physical_metaldamage_v	46	0	0	0			
physical_metaldamage_v	47	0	0	0			
physical_metaldamage_v	48	0	0	0			
physical_metaldamage_v	49	0	0	0			
physical_metaldamage_v	50	0	0	0			
physical_metaldamage_v	51	0	0	0			
physical_metaldamage_v	52	0	0	0			
physical_metaldamage_v	53	0	0	0			
physical_metaldamage_v	54	0	0	0			
physical_metaldamage_v	55	0	0	0			
physical_metaldamage_v	56	0	0	0			
physical_metaldamage_v	57	0	0	0			
physical_metaldamage_v	58	0	0	0			
physical_metaldamage_v	59	0	0	0			
physical_metaldamage_v	60	0	0	0			
physical_earthdamage_v	1	15	15000	8			
physical_earthdamage_v	2	22	22500	15			
physical_earthdamage_v	3	30	30000	23			
physical_earthdamage_v	4	45	45000	30			
physical_earthdamage_v	5	60	60000	38			
physical_earthdamage_v	6	90	90000	45			
physical_earthdamage_v	7	120	120000	53			
physical_earthdamage_v	8	180	180000	60			
physical_earthdamage_v	9	300	300000	68			
physical_earthdamage_v	10	480	480000	75			
physical_earthdamage_v	11	750	720000	83			
physical_earthdamage_v	12	1200	1080000	90			
physical_earthdamage_v	13	1800	1500000	98			
physical_earthdamage_v	14	3000	2400000	105			
physical_earthdamage_v	15	4800	3000000	113			
physical_earthdamage_v	16	7200	3600000	120			
physical_earthdamage_v	17	10500	4500000	128			
physical_earthdamage_v	18	15000	5400000	135			
physical_earthdamage_v	19	18000	7200000	143			
physical_earthdamage_v	20	22500	9000000	150			
physical_earthdamage_v	21	24000	10800000	160			
physical_earthdamage_v	22	25500	12600000	165			
physical_earthdamage_v	23	27000	14400000	174			
physical_earthdamage_v	24	28500	16200000	180			
physical_earthdamage_v	25	30000	18000000	190			
physical_earthdamage_v	26	31500	19800000	195			
physical_earthdamage_v	27	33000	21600000	204			
physical_earthdamage_v	28	34500	23400000	210			
physical_earthdamage_v	29	36000	25200000	220			
physical_earthdamage_v	30	37500	27000000	225			
physical_earthdamage_v	31	38100	27900000	0			
physical_earthdamage_v	32	38700	28800000	0			
physical_earthdamage_v	33	39300	29700000	0			
physical_earthdamage_v	34	39900	30600000	0			
physical_earthdamage_v	35	40500	31500000	0			
physical_earthdamage_v	36	0	0	0			
physical_earthdamage_v	37	0	0	0			
physical_earthdamage_v	38	0	0	0			
physical_earthdamage_v	39	0	0	0			
physical_earthdamage_v	40	0	0	0			
physical_earthdamage_v	41	0	0	0			
physical_earthdamage_v	42	0	0	0			
physical_earthdamage_v	43	0	0	0			
physical_earthdamage_v	44	0	0	0			
physical_earthdamage_v	45	0	0	0			
physical_earthdamage_v	46	0	0	0			
physical_earthdamage_v	47	0	0	0			
physical_earthdamage_v	48	0	0	0			
physical_earthdamage_v	49	0	0	0			
physical_earthdamage_v	50	0	0	0			
physical_earthdamage_v	51	0	0	0			
physical_earthdamage_v	52	0	0	0			
physical_earthdamage_v	53	0	0	0			
physical_earthdamage_v	54	0	0	0			
physical_earthdamage_v	55	0	0	0			
physical_earthdamage_v	56	0	0	0			
physical_earthdamage_v	57	0	0	0			
physical_earthdamage_v	58	0	0	0			
physical_earthdamage_v	59	0	0	0			
physical_earthdamage_v	60	0	0	0			
physical_waterdamage_v	1	15	15000	8			
physical_waterdamage_v	2	22	22500	15			
physical_waterdamage_v	3	30	30000	23			
physical_waterdamage_v	4	45	45000	30			
physical_waterdamage_v	5	60	60000	38			
physical_waterdamage_v	6	90	90000	45			
physical_waterdamage_v	7	120	120000	53			
physical_waterdamage_v	8	180	180000	60			
physical_waterdamage_v	9	300	300000	68			
physical_waterdamage_v	10	480	480000	75			
physical_waterdamage_v	11	750	720000	83			
physical_waterdamage_v	12	1200	1080000	90			
physical_waterdamage_v	13	1800	1500000	98			
physical_waterdamage_v	14	3000	2400000	105			
physical_waterdamage_v	15	4800	3000000	113			
physical_waterdamage_v	16	7200	3600000	120			
physical_waterdamage_v	17	10500	4500000	128			
physical_waterdamage_v	18	15000	5400000	135			
physical_waterdamage_v	19	18000	7200000	143			
physical_waterdamage_v	20	22500	9000000	150			
physical_waterdamage_v	21	24000	10800000	160			
physical_waterdamage_v	22	25500	12600000	165			
physical_waterdamage_v	23	27000	14400000	174			
physical_waterdamage_v	24	28500	16200000	180			
physical_waterdamage_v	25	30000	18000000	190			
physical_waterdamage_v	26	31500	19800000	195			
physical_waterdamage_v	27	33000	21600000	204			
physical_waterdamage_v	28	34500	23400000	210			
physical_waterdamage_v	29	36000	25200000	220			
physical_waterdamage_v	30	37500	27000000	225			
physical_waterdamage_v	31	38100	27900000	0			
physical_waterdamage_v	32	38700	28800000	0			
physical_waterdamage_v	33	39300	29700000	0			
physical_waterdamage_v	34	39900	30600000	0			
physical_waterdamage_v	35	40500	31500000	0			
physical_waterdamage_v	36	0	0	0			
physical_waterdamage_v	37	0	0	0			
physical_waterdamage_v	38	0	0	0			
physical_waterdamage_v	39	0	0	0			
physical_waterdamage_v	40	0	0	0			
physical_waterdamage_v	41	0	0	0			
physical_waterdamage_v	42	0	0	0			
physical_waterdamage_v	43	0	0	0			
physical_waterdamage_v	44	0	0	0			
physical_waterdamage_v	45	0	0	0			
physical_waterdamage_v	46	0	0	0			
physical_waterdamage_v	47	0	0	0			
physical_waterdamage_v	48	0	0	0			
physical_waterdamage_v	49	0	0	0			
physical_waterdamage_v	50	0	0	0			
physical_waterdamage_v	51	0	0	0			
physical_waterdamage_v	52	0	0	0			
physical_waterdamage_v	53	0	0	0			
physical_waterdamage_v	54	0	0	0			
physical_waterdamage_v	55	0	0	0			
physical_waterdamage_v	56	0	0	0			
physical_waterdamage_v	57	0	0	0			
physical_waterdamage_v	58	0	0	0			
physical_waterdamage_v	59	0	0	0			
physical_waterdamage_v	60	0	0	0			
physical_firedamage_v	1	15	15000	8			
physical_firedamage_v	2	22	22500	15			
physical_firedamage_v	3	30	30000	23			
physical_firedamage_v	4	45	45000	30			
physical_firedamage_v	5	60	60000	38			
physical_firedamage_v	6	90	90000	45			
physical_firedamage_v	7	120	120000	53			
physical_firedamage_v	8	180	180000	60			
physical_firedamage_v	9	300	300000	68			
physical_firedamage_v	10	480	480000	75			
physical_firedamage_v	11	750	720000	83			
physical_firedamage_v	12	1200	1080000	90			
physical_firedamage_v	13	1800	1500000	98			
physical_firedamage_v	14	3000	2400000	105			
physical_firedamage_v	15	4800	3000000	113			
physical_firedamage_v	16	7200	3600000	120			
physical_firedamage_v	17	10500	4500000	128			
physical_firedamage_v	18	15000	5400000	135			
physical_firedamage_v	19	18000	7200000	143			
physical_firedamage_v	20	22500	9000000	150			
physical_firedamage_v	21	24000	10800000	160			
physical_firedamage_v	22	25500	12600000	165			
physical_firedamage_v	23	27000	14400000	174			
physical_firedamage_v	24	28500	16200000	180			
physical_firedamage_v	25	30000	18000000	190			
physical_firedamage_v	26	31500	19800000	195			
physical_firedamage_v	27	33000	21600000	204			
physical_firedamage_v	28	34500	23400000	210			
physical_firedamage_v	29	36000	25200000	220			
physical_firedamage_v	30	37500	27000000	225			
physical_firedamage_v	31	38100	27900000	0			
physical_firedamage_v	32	38700	28800000	0			
physical_firedamage_v	33	39300	29700000	0			
physical_firedamage_v	34	39900	30600000	0			
physical_firedamage_v	35	40500	31500000	0			
physical_firedamage_v	36	0	0	0			
physical_firedamage_v	37	0	0	0			
physical_firedamage_v	38	0	0	0			
physical_firedamage_v	39	0	0	0			
physical_firedamage_v	40	0	0	0			
physical_firedamage_v	41	0	0	0			
physical_firedamage_v	42	0	0	0			
physical_firedamage_v	43	0	0	0			
physical_firedamage_v	44	0	0	0			
physical_firedamage_v	45	0	0	0			
physical_firedamage_v	46	0	0	0			
physical_firedamage_v	47	0	0	0			
physical_firedamage_v	48	0	0	0			
physical_firedamage_v	49	0	0	0			
physical_firedamage_v	50	0	0	0			
physical_firedamage_v	51	0	0	0			
physical_firedamage_v	52	0	0	0			
physical_firedamage_v	53	0	0	0			
physical_firedamage_v	54	0	0	0			
physical_firedamage_v	55	0	0	0			
physical_firedamage_v	56	0	0	0			
physical_firedamage_v	57	0	0	0			
physical_firedamage_v	58	0	0	0			
physical_firedamage_v	59	0	0	0			
physical_firedamage_v	60	0	0	0			
physical_wooddamage_v	1	15	15000	8			
physical_wooddamage_v	2	22	22500	15			
physical_wooddamage_v	3	30	30000	23			
physical_wooddamage_v	4	45	45000	30			
physical_wooddamage_v	5	60	60000	38			
physical_wooddamage_v	6	90	90000	45			
physical_wooddamage_v	7	120	120000	53			
physical_wooddamage_v	8	180	180000	60			
physical_wooddamage_v	9	300	300000	68			
physical_wooddamage_v	10	480	480000	75			
physical_wooddamage_v	11	750	720000	83			
physical_wooddamage_v	12	1200	1080000	90			
physical_wooddamage_v	13	1800	1500000	98			
physical_wooddamage_v	14	3000	2400000	105			
physical_wooddamage_v	15	4800	3000000	113			
physical_wooddamage_v	16	7200	3600000	120			
physical_wooddamage_v	17	10500	4500000	128			
physical_wooddamage_v	18	15000	5400000	135			
