TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel	FactionLimit
3200	T6武器·偏色1	T6_WeaponShow_Q1	11119	14	1	1	6					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3201	T6武器·偏色2	T6_WeaponShow_Q2	11120	14	1	1	6					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3202	T6武器·偏色3	T6_WeaponShow_Q3	11121	14	1	1	6					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3254	T6武器·原装	T6_WeaponShow_Q4	10006	14	1	1	6					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3203	T7武器·偏色1	T7_WeaponShow_Q1	11122	14	1	1	7					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3204	T7武器·偏色2	T7_WeaponShow_Q2	11123	14	1	1	7					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3205	T7武器·偏色3	T7_WeaponShow_Q3	11124	14	1	1	7					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3255	T7武器·原装	T7_WeaponShow_Q4	10007	14	1	1	7					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3206	T8武器·偏色1	T8_WeaponShow_Q1	11125	14	1	1	8					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3207	T8武器·偏色2	T8_WeaponShow_Q2	11126	14	1	1	8					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3208	T8武器·偏色3	T8_WeaponShow_Q3	11127	14	1	1	8					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3256	T8武器·原装	T8_WeaponShow_Q4	10008	14	1	1	8					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3209	T9武器·偏色1	T9_WeaponShow_Q1	11128	14	1	1	9					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3210	T9武器·偏色2	T9_WeaponShow_Q2	11129	14	1	1	9					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3211	T9武器·偏色3	T9_WeaponShow_Q3	11130	14	1	1	9					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3257	T9武器·原装	T9_WeaponShow_Q4	10009	14	1	1	9					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3212	T10武器·偏色1	T10_WeaponShow_Q1	11131	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3213	T10武器·偏色2	T10_WeaponShow_Q2	11132	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3214	T10武器·偏色3	T10_WeaponShow_Q3	11133	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3258	T10武器·原装	T10_WeaponShow_Q4	10010	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5311	T11武器·原装	T11_WeaponShow_Q1	11134	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5312	T11武器·偏色1	T11_WeaponShow_Q2	11135	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5313	T11武器·偏色2	T11_WeaponShow_Q3	11136	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5314	T11武器·偏色3	T11_WeaponShow_Q4	11137	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5315	T12武器·原装	T12_WeaponShow_Q1	11138	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5316	T12武器·偏色1	T12_WeaponShow_Q2	11139	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5317	T12武器·偏色2	T12_WeaponShow_Q3	11140	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5318	T12武器·偏色3	T12_WeaponShow_Q4	11141	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5319	T13武器·原装	T13_WeaponShow_Q1	11142	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5320	T13武器·偏色1	T13_WeaponShow_Q2	11143	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5321	T13武器·偏色2	T13_WeaponShow_Q3	11144	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5322	T13武器·偏色3	T13_WeaponShow_Q4	11145	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5323	T14武器·原装	T14_WeaponShow_Q1	11146	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5324	T14武器·偏色1	T14_WeaponShow_Q2	11147	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5325	T14武器·偏色2	T14_WeaponShow_Q3	11148	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5326	T14武器·偏色3	T14_WeaponShow_Q4	11149	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5327	T15武器·原装	T15_WeaponShow_Q1	11150	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5328	T15武器·偏色1	T15_WeaponShow_Q2	11151	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5329	T15武器·偏色2	T15_WeaponShow_Q3	11152	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5330	T15武器·偏色3	T15_WeaponShow_Q4	11153	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5331	T16武器·原装	T16_WeaponShow_Q1	11154	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5332	T16武器·偏色1	T16_WeaponShow_Q2	11155	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5333	T16武器·偏色2	T16_WeaponShow_Q3	11156	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5334	T16武器·偏色3	T16_WeaponShow_Q4	11157	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5335	T17武器·原装	T17_WeaponShow_Q1	11158	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5336	T17武器·偏色1	T17_WeaponShow_Q2	11159	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5337	T17武器·偏色2	T17_WeaponShow_Q3	11160	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5338	T17武器·偏色3	T17_WeaponShow_Q4	11161	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5339	T18武器·原装	T18_WeaponShow_Q1	11162	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5340	T18武器·偏色1	T18_WeaponShow_Q2	11163	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5341	T18武器·偏色2	T18_WeaponShow_Q3	11164	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5342	T18武器·偏色3	T18_WeaponShow_Q4	11165	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5343	T19武器·原装	T19_WeaponShow_Q1	11166	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5344	T19武器·偏色1	T19_WeaponShow_Q2	11167	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5345	T19武器·偏色2	T19_WeaponShow_Q3	11168	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5346	T19武器·偏色3	T19_WeaponShow_Q4	11169	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5347	T20武器·原装	T20_WeaponShow_Q1	11170	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5348	T20武器·偏色1	T20_WeaponShow_Q2	11171	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5349	T20武器·偏色2	T20_WeaponShow_Q3	11172	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
5350	T20武器·偏色3	T20_WeaponShow_Q4	11173	14	1	1	10					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3225	新手武器	T0_WeaponShow_Q1	11100	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3226	新手武器·偏色1	T0_WeaponShow_Q2	11101	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3227	新手武器·偏色2	T0_WeaponShow_Q3	11102	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3228	新手武器·偏色3	T0_WeaponShow_Q4	11103	14	1	1	1					穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	25000	3	25000	1	waiyi																																													
3933	天王武器外装T1·颜色1	T1_WeaponWaiyi_Q1	12101	14	1	1	1					[FFFE0D]仅天王可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													1
3934	天王武器外装T1·颜色2	T1_WeaponWaiyi_Q2	12102	14	1	1	1					[FFFE0D]仅天王可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													1
3935	天王武器外装T1·颜色3	T1_WeaponWaiyi_Q3	12103	14	1	1	1					[FFFE0D]仅天王可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													1
3936	天王武器外装T1·颜色4	T1_WeaponWaiyi_Q4	12104	14	1	1	1					[FFFE0D]仅天王可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													1
6189	天王武器外装T1·颜色5	T1_WeaponWaiyi_Q5	12157	14	1	1	1					[FFFE0D]仅天王可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													1
4381	峨眉武器外装T1·颜色1	T1_EMWeaponWaiyi_Q1	12105	14	1	1	1					[FFFE0D]仅峨眉可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													2
4382	峨眉武器外装T1·颜色2	T1_EMWeaponWaiyi_Q2	12106	14	1	1	1					[FFFE0D]仅峨眉可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													2
4383	峨眉武器外装T1·颜色3	T1_EMWeaponWaiyi_Q3	12107	14	1	1	1					[FFFE0D]仅峨眉可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													2
4384	峨眉武器外装T1·颜色4	T1_EMWeaponWaiyi_Q4	12108	14	1	1	1					[FFFE0D]仅峨眉可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													2
6190	峨眉武器外装T1·颜色5	T1_EMWeaponWaiyi_Q5	12158	14	1	1	1					[FFFE0D]仅峨眉可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													2
4385	桃花武器外装T1·颜色1	T1_THWeaponWaiyi_Q1	12109	14	1	1	1					[FFFE0D]仅桃花可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													3
4386	桃花武器外装T1·颜色2	T1_THWeaponWaiyi_Q2	12110	14	1	1	1					[FFFE0D]仅桃花可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													3
4387	桃花武器外装T1·颜色3	T1_THWeaponWaiyi_Q3	12111	14	1	1	1					[FFFE0D]仅桃花可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													3
4388	桃花武器外装T1·颜色4	T1_THWeaponWaiyi_Q4	12112	14	1	1	1					[FFFE0D]仅桃花可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													3
6191	桃花武器外装T1·颜色5	T1_THWeaponWaiyi_Q5	12159	14	1	1	1					[FFFE0D]仅桃花可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													3
4389	逍遥武器外装T1·颜色1	T1_XYWeaponWaiyi_Q1	12113	14	1	1	1					[FFFE0D]仅逍遥可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													4
4390	逍遥武器外装T1·颜色2	T1_XYWeaponWaiyi_Q2	12114	14	1	1	1					[FFFE0D]仅逍遥可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													4
4391	逍遥武器外装T1·颜色3	T1_XYWeaponWaiyi_Q3	12115	14	1	1	1					[FFFE0D]仅逍遥可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													4
4392	逍遥武器外装T1·颜色4	T1_XYWeaponWaiyi_Q4	12116	14	1	1	1					[FFFE0D]仅逍遥可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													4
6192	逍遥武器外装T1·颜色5	T1_XYWeaponWaiyi_Q5	12160	14	1	1	1					[FFFE0D]仅逍遥可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													4
4393	武当武器外装T1·颜色1	T1_WDWeaponWaiyi_Q1	12117	14	1	1	1					[FFFE0D]仅武当可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													5
4394	武当武器外装T1·颜色2	T1_WDWeaponWaiyi_Q2	12118	14	1	1	1					[FFFE0D]仅武当可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													5
4395	武当武器外装T1·颜色3	T1_WDWeaponWaiyi_Q3	12119	14	1	1	1					[FFFE0D]仅武当可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													5
4396	武当武器外装T1·颜色4	T1_WDWeaponWaiyi_Q4	12120	14	1	1	1					[FFFE0D]仅武当可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													5
6193	武当武器外装T1·颜色5	T1_WDWeaponWaiyi_Q5	12161	14	1	1	1					[FFFE0D]仅武当可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													5
4397	天忍武器外装T1·颜色1	T1_TRWeaponWaiyi_Q1	12121	14	1	1	1					[FFFE0D]仅天忍可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													6
4398	天忍武器外装T1·颜色2	T1_TRWeaponWaiyi_Q2	12122	14	1	1	1					[FFFE0D]仅天忍可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													6
4399	天忍武器外装T1·颜色3	T1_TRWeaponWaiyi_Q3	12123	14	1	1	1					[FFFE0D]仅天忍可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]\n不与其他门派共用	25000	5	25000	1	waiyi																																													6
