TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3
4272	【传承】七星之灵	T7_ZY_Q3		19	3	7	120	20	7007	7007			36000000	4			ZhenYuan			lifemax_v	5300			lifemax_p	27			all_series_resist_p	27																																					
7099	【传承】八荒之灵	T8_ZY_Q3		19	3	8	130	23	7008	7008			42000000	4			ZhenYuan			lifemax_v	6050			lifemax_p	30			all_series_resist_p	30																																					
7100	【传承】九幽之灵	T9_ZY_Q3		19	3	9	140	26	7009	7009			48000000	4			ZhenYuan			lifemax_v	6700			lifemax_p	33			all_series_resist_p	33																																					
7101	【传承】十方之灵	T10_ZY_Q3		19	3	10	150	29	7010	7010			52800000	4			ZhenYuan			lifemax_v	7650			lifemax_p	33			all_series_resist_p	33																																					
7102	【传承】百心之灵	T11_ZY_Q3		19	3	11	160	32	7011	7011			58080000	4			ZhenYuan			lifemax_v	8400			lifemax_p	33			all_series_resist_p	33																																					
7103	【传承】千钧之灵	T12_ZY_Q3		19	3	12	170	35	7012	7012			63890000	4			ZhenYuan			lifemax_v	9250			lifemax_p	33			all_series_resist_p	33																																					
7104	【传承】万古之灵	T13_ZY_Q3		19	3	13	180	38	7013	7013			70280000	4			ZhenYuan			lifemax_v	10150			lifemax_p	33			all_series_resist_p	33																																					
7105	【传承】亿祀之灵	T14_ZY_Q3		19	3	14	190	41	7014	7014			77310000	4			ZhenYuan			lifemax_v	11150			lifemax_p	33			all_series_resist_p	33																																					
7106	【传承】t15之灵	T15_ZY_Q3		19	3	15	200	44	7015	7015			85040000	4			ZhenYuan			lifemax_v	12300			lifemax_p	33			all_series_resist_p	33																																					
4259	【稀有】太虚之灵	T1_ZY_Q2		19	2	1	60	4	7001	7001			8850000	6			ZhenYuan			lifemax_v	2650			lifemax_p	13			all_series_resist_p	13																																					
4260	【稀有】两仪之灵	T2_ZY_Q2		19	2	2	70	7	7002	7002			13080000	6			ZhenYuan			lifemax_v	3150			lifemax_p	16			all_series_resist_p	16																																					
4261	【稀有】三才之灵	T3_ZY_Q2		19	2	3	80	10	7003	7003			18840000	6			ZhenYuan			lifemax_v	3650			lifemax_p	19			all_series_resist_p	19																																					
4262	【稀有】四象之灵	T4_ZY_Q2		19	2	4	90	13	7004	7004			24420000	6			ZhenYuan			lifemax_v	4150			lifemax_p	21			all_series_resist_p	21																																					
4263	【稀有】五行之灵	T5_ZY_Q2		19	2	5	100	16	7005	7005			30000000	6			ZhenYuan			lifemax_v	4650			lifemax_p	23			all_series_resist_p	23																																					
4264	【稀有】六合之灵	T6_ZY_Q2		19	2	6	110	19	7006	7006			35520000	6			ZhenYuan			lifemax_v	5200			lifemax_p	26			all_series_resist_p	26																																					
4265	【稀有】七星之灵	T7_ZY_Q2		19	2	7	120	22	7007	7007			41040000	6			ZhenYuan			lifemax_v	5500			lifemax_p	30			all_series_resist_p	30																																					
7091	【稀有】八荒之灵	T8_ZY_Q2		19	2	8	130	25	7008	7008			46560000	6			ZhenYuan			lifemax_v	6600			lifemax_p	33			all_series_resist_p	33																																					
7092	【稀有】九幽之灵	T9_ZY_Q2		19	2	9	140	28	7009	7009			52800000	6			ZhenYuan			lifemax_v	7300			lifemax_p	40			all_series_resist_p	40																																					
7093	【稀有】十方之灵	T10_ZY_Q2		19	2	10	150	31	7010	7010			58080000	6			ZhenYuan			lifemax_v	8400			lifemax_p	40			all_series_resist_p	40																																					
7094	【稀有】百心之灵	T11_ZY_Q2		19	2	11	160	34	7011	7011			63890000	6			ZhenYuan			lifemax_v	9250			lifemax_p	40			all_series_resist_p	40																																					
7095	【稀有】千钧之灵	T12_ZY_Q2		19	2	12	170	37	7012	7012			70280000	6			ZhenYuan			lifemax_v	10150			lifemax_p	40			all_series_resist_p	40																																					
7096	【稀有】万古之灵	T13_ZY_Q2		19	2	13	180	40	7013	7013			77310000	6			ZhenYuan			lifemax_v	11150			lifemax_p	40			all_series_resist_p	40																																					
7097	【稀有】亿祀之灵	T14_ZY_Q2		19	2	14	190	43	7014	7014			85040000	6			ZhenYuan			lifemax_v	12300			lifemax_p	40			all_series_resist_p	40																																					
7098	【稀有】t15之灵	T15_ZY_Q2		19	2	15	200	46	7015	7015			93540000	6			ZhenYuan			lifemax_v	13500			lifemax_p	40			all_series_resist_p	40																																					
7051	【稀有】太虚之灵	T1_ZY_Q2_Skill		19	2	1	60	4	7001	7001			8850000	6			ZhenYuan			lifemax_v	2650			lifemax_p	13			all_series_resist_p	13																																					
7323	【稀有】两仪之灵	T2_ZY_Q2_Task		19	2	2	70	7	7002	7002			13080000	6			ZhenYuan			lifemax_v	3150			lifemax_p	16			all_series_resist_p	16																																					
