TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel	FactionLimit
6667	T2时装(花)·颜色5	T2_HelmWaiyi_Q5	40009	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6668	T2时装(花)·颜色6	T2_HelmWaiyi_Q6	40010	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6669	T2时装(花)·颜色7	T2_HelmWaiyi_Q7	40011	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6670	T2时装(花)·颜色8	T2_HelmWaiyi_Q8	40012	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
8204	T2时装(花)·限时	T2_HelmWaiyi_Q1_time	40005	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
6623	T3时装(新年大衣)·颜色1	T3_HelmWaiyi_Q1	40013	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6624	T3时装(新年大衣)·颜色2	T3_HelmWaiyi_Q2	40014	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6625	T3时装(新年大衣)·颜色3	T3_HelmWaiyi_Q3	40015	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6626	T3时装(新年大衣)·颜色4	T3_HelmWaiyi_Q4	40016	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6859	T3时装(新年大衣)·颜色5	T3_HelmWaiyi_Q5	40045	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
8205	T3时装(新年大衣)·限时	T3_HelmWaiyi_Q1_time	40013	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
6627	T4时装(八家将)·颜色1	T4_HelmWaiyi_Q1	40017	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6628	T4时装(八家将)·颜色2	T4_HelmWaiyi_Q2	40018	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6629	T4时装(八家将)·颜色3	T4_HelmWaiyi_Q3	40019	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6630	T4时装(八家将)·颜色4	T4_HelmWaiyi_Q4	40020	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6671	T4时装(八家将)·颜色5	T4_HelmWaiyi_Q5	40021	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
8206	T4时装(八家将)·限时	T4_HelmWaiyi_Q1_time	40017	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
6631	T5时装(黑帮)·颜色1	T5_HelmWaiyi_Q1	40022	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6632	T5时装(黑帮)·颜色2	T5_HelmWaiyi_Q2	40023	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6633	T5时装(黑帮)·颜色3	T5_HelmWaiyi_Q3	40024	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6634	T5时装(黑帮)·颜色4	T5_HelmWaiyi_Q4	40025	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6672	T5时装(黑帮)·颜色5	T5_HelmWaiyi_Q5	40026	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
8215	T5时装(黑帮)·限时	T5_HelmWaiyi_Q1_time	40022	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
6635	T6时装(自然)·颜色1	T6_HelmWaiyi_Q1	40027	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6636	T6时装(自然)·颜色2	T6_HelmWaiyi_Q2	40028	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6637	T6时装(自然)·颜色3	T6_HelmWaiyi_Q3	40029	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6638	T6时装(自然)·颜色4	T6_HelmWaiyi_Q4	40030	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6673	T6时装(自然)·颜色5	T6_HelmWaiyi_Q5	40031	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
8207	T6时装(自然)·限时	T6_HelmWaiyi_Q1_time	40027	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
6639	T7时装(浮光)·颜色1	T7_HelmWaiyi_Q1	40032	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6640	T7时装(浮光)·颜色2	T7_HelmWaiyi_Q2	40033	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6641	T7时装(浮光)·颜色3	T7_HelmWaiyi_Q3	40034	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6642	T7时装(浮光)·颜色4	T7_HelmWaiyi_Q4	40035	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6861	T7时装(浮光)·颜色5	T7_HelmWaiyi_Q5	40046	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
11025	T7时装(浮光)·颜色6	T7_HelmWaiyi_Q6	40125	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
8208	T7时装(浮光)·限时	T7_HelmWaiyi_Q1_time	40032	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
6643	T8时装(轻纱)·颜色1	T8_HelmWaiyi_Q1	40036	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6644	T8时装(轻纱)·颜色2	T8_HelmWaiyi_Q2	40037	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6645	T8时装(轻纱)·颜色3	T8_HelmWaiyi_Q3	40038	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6646	T8时装(轻纱)·颜色4	T8_HelmWaiyi_Q4	40039	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6862	T8时装(轻纱)·颜色5	T9_HelmWaiyi_Q5	40047	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7382	T8时装(轻纱)·颜色6	T9_HelmWaiyi_Q6	40048	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
11922	T8时装(轻纱)·颜色7（图谱）	T9_HelmWaiyi_Q7	40049	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7128	T8时装(轻纱)·颜色1限时	T9_HelmWaiyi_Xianshi	40036	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
6647	T9时装·颜色1	T9_HelmWaiyi_Q1	40040	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6648	T9时装·颜色2	T9_HelmWaiyi_Q2	40041	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6649	T9时装·颜色3	T9_HelmWaiyi_Q3	40042	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6650	T9时装·颜色4	T9_HelmWaiyi_Q4	40043	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7298	T11时装（新年头）·颜色1	T11_HelmWaiyi_Q1	40059	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
7299	T11时装（新年头）·颜色2	T11_HelmWaiyi_Q2	40060	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7300	T11时装（新年头）·颜色3	T11_HelmWaiyi_Q3	40061	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7301	T11时装（新年头）·颜色4	T11_HelmWaiyi_Q4	40062	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7302	T11时装（新年头）·颜色5	T11_HelmWaiyi_Q5	40063	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7303	T11时装（新年头）·颜色6	T11_HelmWaiyi_Q6	40064	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
8210	T11时装（新年头）·限时	T11_HelmWaiyi_Q1_time	40059	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
7554	T12时装（夏莲）·颜色1	T12_HelmWaiyi_Q1	40071	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7555	T12时装（夏莲）·颜色2	T12_HelmWaiyi_Q2	40072	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7556	T12时装（夏莲）·颜色3	T12_HelmWaiyi_Q3	40073	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7557	T12时装（夏莲）·颜色4	T12_HelmWaiyi_Q4	40074	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7558	T12时装（夏莲）·颜色5	T12_HelmWaiyi_Q5	40075	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7559	T12时装（夏莲）·颜色6	T12_HelmWaiyi_Q6	40076	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7710	T12时装（夏莲）·颜色7	T12_HelmWaiyi_Q7	40083	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7711	T12时装（夏莲）·颜色8	T12_HelmWaiyi_Q8	40084	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
8212	T12时装（夏莲）·限时	T12_HelmWaiyi_Q1_time	40071	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
7560	T12A时装（夏莲普通）·颜色1	T12A_HelmWaiyi_Q1	40077	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7561	T12A时装（夏莲普通）·颜色2	T12A_HelmWaiyi_Q2	40078	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7562	T12A时装（夏莲普通）·颜色3	T12A_HelmWaiyi_Q3	40079	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7563	T12A时装（夏莲普通）·颜色4	T12A_HelmWaiyi_Q4	40080	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7564	T12A时装（夏莲普通）·颜色5	T12A_HelmWaiyi_Q5	40081	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7565	T12A时装（夏莲普通）·颜色6	T12A_HelmWaiyi_Q6	40082	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
11026	T12A时装（夏莲普通）·颜色7	T12A_HelmWaiyi_Q7	40126	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
8213	T12A时装（夏莲普通）·限时	T12A_HelmWaiyi_Q1_time	40077	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
8388	T13时装（夏威夷）·颜色1	T13_HelmWaiyi_Q1	40089	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
8389	T13时装（夏威夷）·颜色2	T13_HelmWaiyi_Q2	40090	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
8390	T13时装（夏威夷）·颜色3	T13_HelmWaiyi_Q3	40091	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
8391	T13时装（夏威夷）·颜色4	T13_HelmWaiyi_Q4	40092	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
9810	T14时装（2018秋装）·颜色1	T14_HelmWaiyi_Q1	40098	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
9811	T14时装（2018秋装）·颜色2	T14_HelmWaiyi_Q2	40099	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
9812	T14时装（2018秋装）·颜色3	T14_HelmWaiyi_Q3	40100	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
9813	T14时装（2018秋装）·颜色4	T14_HelmWaiyi_Q4	40101	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
9814	T14时装（2018秋装）·颜色5	T14_HelmWaiyi_Q5	40102	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
9815	T14时装（2018秋装）·颜色6	T14_HelmWaiyi_Q6	40103	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
11027	T14时装（2018秋装）·颜色7	T14_HelmWaiyi_Q7	40127	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
9986	T14时装（2018秋装）·限时	T14_HelmWaiyi_Q1_time	40098	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
9816	T15时装（2018冬装）·颜色1	T15_HelmWaiyi_Q1	40104	21		1	1	1				[FFFE0D]所有门派可用[-]\n\n戴上后可以改变当前头饰，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
