TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Active10Type	Active1Type	Active2Type	Active3Type	Active4Type	Active5Type	Active6Type	Active7Type	Active8Type	Active9Type
3516	乌骓	horse_hk002	124	11	1	2	1	2	1042	1042		全身黝黑，十分霸气		4	900000		horse		900	runspeed_v	260			defense_v	200			lifemax_v	1000			all_series_resist_v	20			basic_damage_v	50		50																						1	1	0	0	0				
3364	寒霜	horse008	108	11	1	5	70	2	3364	3364				6	900000		horse		900	runspeed_v	200			defense_v	100			lifemax_v	500			all_series_resist_v	20																												1	1	0	0	0				
3365	寒霜倩影	horse009	109	11	1	6	70	2	3365	3365				7	900000		horse		900	runspeed_v	200			defense_v	100			lifemax_v	500			all_series_resist_v	20																												1	1	0	0	0				
3366	小黑	horse010	110	11	1	2	1	2	3366	3366				3	900000		horse		900	runspeed_v	200			defense_v	100			lifemax_v	500			all_series_resist_v	20																												1	1	0	0	0				
3367	白羽	horse011	111	11	1	5	70	2	3367	3367				6	900000		horse		900	runspeed_v	200			defense_v	100			lifemax_v	500			all_series_resist_v	20																												1	1	0	0	0				
3639	追星逐日	horse012	106	11	1	6	90	6	1038	1038		襄阳城主专用，出众的品质，身份的象征		7	30000000		horse		30000	runspeed_v	400			defense_v	1000			lifemax_v	3000			all_series_resist_v	150			basic_damage_v	350		350	resist_allspecialstate_rate_v	260			resist_allspecialstate_time_v	260			lifemax_p	14			physics_potentialdamage_p	14								1	1	0	0	0	0	0	0	0
4045	圣蹄	horse013	113	11	1	5	90	5	4045	4045		吉光片羽，金鞍玉辔		6	24000000		horse		24000	runspeed_v	400			defense_v	800			lifemax_v	3000			all_series_resist_v	120			basic_damage_v	300		300	lifemax_p	10			physics_potentialdamage_p	10																1	1	0	0	0				
4583	抱月拥星驹	horse014_cz	117	11	1	6	110	6	4583	4583		襄阳城主专用，出众的品质，身份的象征		7	45000000		horse		45000	runspeed_v	400			defense_v	1500			lifemax_v	4500			all_series_resist_v	200			basic_damage_v	450		450	resist_allspecialstate_rate_v	300			resist_allspecialstate_time_v	300			lifemax_p	14			physics_potentialdamage_p	14								1	1	0	0	0	0	0	0	0
4050	乘云蹑影驹	horse015	115	11	1	6	90	6	4050	4050		襄阳城主专用，出众的品质，身份的象征		7	30000000		horse			runspeed_v	400			defense_v	1000			lifemax_v	3000			all_series_resist_v	150			basic_damage_v	350		350	resist_allspecialstate_rate_v	260			resist_allspecialstate_time_v	260			lifemax_p	14			physics_potentialdamage_p	14								1	1	0	0	0	0	0	0	0
4051	赛龙黑鬃驹	horse016	116	11	1	7	130	7	4051	4051		骏马似风飙，鸣鞭出渭桥		7	56400000		horse		56400	runspeed_v	400			defense_v	1500			lifemax_v	5000			all_series_resist_v	200			basic_damage_v	500		500	lifemax_p	14			physics_potentialdamage_p	14																1	1	0	0	0	0	0	0	0
8369	众星攒月驹	horse016_cz	136	11	1	7	130	7	8369	8369		襄阳城主专用，出众的品质，身份的象征		7	75000000		horse		75000	runspeed_v	400			defense_v	2000			lifemax_v	8000			all_series_resist_v	260			basic_damage_v	600		600	resist_allspecialstate_rate_v	400			resist_allspecialstate_time_v	400			lifemax_p	15			physics_potentialdamage_p	15								1	1	0	0	0	0	0	0	0
3598	万里烟云照	horse011_b	112	11	1	5	1	5	3598	3598		吉光片羽，金鞍玉辔		6	24000000		horse		24000	runspeed_v	400			defense_v	800			lifemax_v	3000			all_series_resist_v	120			basic_damage_v	300		300	lifemax_p	10			physics_potentialdamage_p	10																1	1	0	0	0	0	0		
4046	追风呼雷豹	horse014	114	11	1	6	1	6	4046	4046		四蹄奔月蹑青烟，飒爽英姿马亦然		6	38400000		horse		38400	runspeed_v	400			defense_v	1000			lifemax_v	4000			all_series_resist_v	180			basic_damage_v	400		400	lifemax_p	12			physics_potentialdamage_p	12																1	1	0	0	0	0	0		
4859	龙鳞凤羽	horse017	125	11	1	6	1	6	4859	4859		龙鳞凤羽		7	55000000		horse		55000	runspeed_v	400			defense_v	1300			lifemax_v	5000			all_series_resist_v	220			basic_damage_v	500		500	resist_allspecialstate_rate_v	260			resist_allspecialstate_time_v	260			lifemax_p	14			physics_potentialdamage_p	14			enhance_final_damage_p	2				1	1	0	0	0	0	0	0	0
5359	大天使之驹	horse017_a	126	11	1	6	1	6	5359	5359		大天使之驹		7	75000000		horse		75000	runspeed_v	400			defense_v	1500			lifemax_v	6000			all_series_resist_v	240			basic_damage_v	600		600	resist_allspecialstate_rate_v	280			resist_allspecialstate_time_v	280			lifemax_p	16			physics_potentialdamage_p	16			enhance_final_damage_p	4				1	1	0	0	0	0	0	0	0
7152	宝蓝	horse018_a	128	11	1	6	1	6	7152	7152		宝蓝		7	10000000		horse		100000	runspeed_v	400			defense_v	1800			lifemax_v	7000			all_series_resist_v	260			basic_damage_v	700		700	resist_allspecialstate_rate_v	300			resist_allspecialstate_time_v	300			lifemax_p	18			physics_potentialdamage_p	18			enhance_final_damage_p	6				1	1	0	0	0	0	0	0	0
7535	绝地战狼	horse019	130	11	1	6	1	6	7535	7535		绝地战狼		7	16500000		horse		165000	runspeed_v	550			defense_v	2300			lifemax_v	9000			all_series_resist_v	300			basic_damage_v	900		900	resist_allspecialstate_rate_v	340			resist_allspecialstate_time_v	340			lifemax_p	22			physics_potentialdamage_p	22			enhance_final_damage_p	10				1	1	0	0	0	0	0	0	0
9598	大象	horse020	137	11	1	6	1	6	9598	9598		大象		7	30000000		horse		200000	runspeed_v	600			defense_v	2500			lifemax_v	10000			all_series_resist_v	320			basic_damage_v	1000		1000	resist_allspecialstate_rate_v	360			resist_allspecialstate_time_v	360			lifemax_p	24			physics_potentialdamage_p	24			enhance_final_damage_p	12				1	1	0	0	0	0	0	0	0
999091	小象(限时三天)	horse003_999091	999091	11	1	6	1	6	9598	9598		小象(限时三天)		7	6000000		horse		6000	runspeed_v	300			defense_v	300			lifemax_v	1500			all_series_resist_v	40			basic_damage_v	100		100	lifemax_p	1			physics_potentialdamage_p	15			enhance_final_damage_p	1												1	1	0	0	0	0	0	0	0
9823	150级马	horse021	138	11	1	7	1	7	9823	9823		骏马似风飙，鸣鞭出渭桥		7	56400000		horse		56400	runspeed_v	400			defense_v	1500			lifemax_v	5000			all_series_resist_v	200			basic_damage_v	500		500	lifemax_p	14			physics_potentialdamage_p	14																1	1	0	0	0	0	0	0	0
9824	150级城主马	horse021_cz	139	11	1	7	1	7	9824	9824		襄阳城主专用，出众的品质，身份的象征		7	75000000		horse		75000	runspeed_v	400			defense_v	2000			lifemax_v	8000			all_series_resist_v	260			basic_damage_v	600		600	resist_allspecialstate_rate_v	400			resist_allspecialstate_time_v	400			lifemax_p	15			physics_potentialdamage_p	15								1	1	0	0	0	0	0	0	0
3015	测试马1	horse_test001	105	11	1	2	1	2	1036	1036		风驰电掣，日行千里		2	900000		horse			runspeed_v	200			defense_v	100			lifemax_v	500			all_series_resist_v	20																												1	1	0	0	0				
3016	测试马2	horse_test002	105	11	1	2	1	2	1036	1036		风驰电掣，日行千里		2	900000		horse			runspeed_v	200			defense_v	100			lifemax_v	500			all_series_resist_v	20																												1	1	0	0	0				
3017	测试马3	horse_test003	105	11	1	2	1	2	1036	1036		风驰电掣，日行千里		2	900000		horse			runspeed_v	200			defense_v	100			lifemax_v	500			all_series_resist_v	20																												1	1	0	0	0				
3018	测试马4	horse_test004	107	11	1	2	1	2	1036	1036		风驰电掣，日行千里		2	900000		horse			runspeed_v	200			defense_v	100			lifemax_v	500			all_series_resist_v	20																												1	1	0	0	0				
3019	测试马5	horse_test005	107	11	1	2	1	2	1036	1036		风驰电掣，日行千里		2	900000		horse			runspeed_v	200			defense_v	100			lifemax_v	500			all_series_resist_v	20																												1	1	0	0	0				
3020	测试马6	horse_test006	107	11	1	2	1	2	1036	1036		风驰电掣，日行千里		2	900000		horse		900	runspeed_v	200			defense_v	100			lifemax_v	500			all_series_resist_v	20																												1	1	0	0	0				
999000	炽天梦魔	horse004_999000	999000	11	1	6	1	6	4051	4051		炽天梦魔		7	13000000		horse		130000	runspeed_v	500			defense_v	2000			lifemax_v	8000			all_series_resist_v	280			basic_damage_v	800		800	resist_allspecialstate_rate_v	320			resist_allspecialstate_time_v	320			lifemax_p	20			physics_potentialdamage_p	20			enhance_final_damage_p	8				1	1	0	0	0	0	0	0	0
999001	真•追风呼雷豹Lv1	horse004_999001	999001	11	1	6	1	6	4046	4046		真•追风呼雷豹Lv1		7	47000000		horse		47000	runspeed_v	420			defense_v	2000			lifemax_v	5000			all_series_resist_v	250			basic_damage_v	500		500	resist_allspecialstate_rate_v	340			resist_allspecialstate_time_v	340			lifemax_p	16			physics_potentialdamage_p	16			enhance_final_damage_p	1				1	1	0	0	0	0	0	0	0
999002	真•追风呼雷豹Lv2	horse004_999002	999002	11	1	6	1	6	4046	4046		真•追风呼雷豹Lv2		7	49000000		horse		49000	runspeed_v	440			defense_v	2500			lifemax_v	5500			all_series_resist_v	300			basic_damage_v	550		550	resist_allspecialstate_rate_v	380			resist_allspecialstate_time_v	380			lifemax_p	18			physics_potentialdamage_p	18			enhance_final_damage_p	2				1	1	0	0	0	0	0	0	0
999003	真•追风呼雷豹Lv3	horse004_999003	999003	11	1	6	1	6	4046	4046		真•追风呼雷豹Lv3		7	51000000		horse		51000	runspeed_v	460			defense_v	3000			lifemax_v	6000			all_series_resist_v	350			basic_damage_v	600		600	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	20			physics_potentialdamage_p	20			enhance_final_damage_p	3				1	1	0	0	0	0	0	0	0
999004	真•追风呼雷豹Lv4	horse004_999004	999004	11	1	6	1	6	4046	4046		真•追风呼雷豹Lv4		7	53000000		horse		53000	runspeed_v	480			defense_v	3500			lifemax_v	6500			all_series_resist_v	400			basic_damage_v	650		650	resist_allspecialstate_rate_v	460			resist_allspecialstate_time_v	460			lifemax_p	22			physics_potentialdamage_p	22			enhance_final_damage_p	4				1	1	0	0	0	0	0	0	0
999005	真•追风呼雷豹Lv5	horse004_999005	999005	11	1	6	1	6	4046	4046		真•追风呼雷豹Lv5		7	55000000		horse		55000	runspeed_v	500			defense_v	4000			lifemax_v	7000			all_series_resist_v	450			basic_damage_v	700		700	resist_allspecialstate_rate_v	500			resist_allspecialstate_time_v	500			lifemax_p	24			physics_potentialdamage_p	24			enhance_final_damage_p	5				1	1	0	0	0	0	0	0	0
999006	真•追风呼雷豹Lv6	horse004_999006	999006	11	1	6	1	6	4046	4046		真•追风呼雷豹Lv6		7	57000000		horse		57000	runspeed_v	520			defense_v	4500			lifemax_v	7500			all_series_resist_v	500			basic_damage_v	750		750	resist_allspecialstate_rate_v	540			resist_allspecialstate_time_v	540			lifemax_p	26			physics_potentialdamage_p	26			enhance_final_damage_p	6				1	1	0	0	0	0	0	0	0
999007	真•追风呼雷豹Lv7	horse004_999007	999007	11	1	6	1	6	4046	4046		真•追风呼雷豹Lv7		7	59000000		horse		59000	runspeed_v	540			defense_v	5000			lifemax_v	8000			all_series_resist_v	550			basic_damage_v	800		800	resist_allspecialstate_rate_v	580			resist_allspecialstate_time_v	580			lifemax_p	28			physics_potentialdamage_p	28			enhance_final_damage_p	7				1	1	0	0	0	0	0	0	0
999008	真•追风呼雷豹Lv8	horse004_999008	999008	11	1	6	1	6	4046	4046		真•追风呼雷豹Lv8		7	61000000		horse		61000	runspeed_v	560			defense_v	5500			lifemax_v	8500			all_series_resist_v	600			basic_damage_v	850		850	resist_allspecialstate_rate_v	620			resist_allspecialstate_time_v	620			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	8				1	1	0	0	0	0	0	0	0
999009	真•追风呼雷豹Lv9	horse004_999009	999009	11	1	6	1	6	4046	4046		真•追风呼雷豹Lv9		7	63000000		horse		63000	runspeed_v	580			defense_v	6000			lifemax_v	9000			all_series_resist_v	650			basic_damage_v	900		900	resist_allspecialstate_rate_v	660			resist_allspecialstate_time_v	660			lifemax_p	32			physics_potentialdamage_p	32			enhance_final_damage_p	9				1	1	0	0	0	0	0	0	0
999010	真•追风呼雷豹Lv10	horse004_999010	999010	11	1	6	1	6	4046	4046		真•追风呼雷豹Lv10		7	65000000		horse		65000	runspeed_v	600			defense_v	6500			lifemax_v	9500			all_series_resist_v	700			basic_damage_v	950		950	resist_allspecialstate_rate_v	700			resist_allspecialstate_time_v	700			lifemax_p	34			physics_potentialdamage_p	34			enhance_final_damage_p	10				1	1	0	0	0	0	0	0	0
999011	真•抱月拥星驹Lv1	horse004_999011	999011	11	1	6	1	6	4583	4583		真•抱月拥星驹Lv1		7	47000000		horse		47000	runspeed_v	420			defense_v	2000			lifemax_v	5000			all_series_resist_v	250			basic_damage_v	500		500	resist_allspecialstate_rate_v	340			resist_allspecialstate_time_v	340			lifemax_p	16			physics_potentialdamage_p	16			enhance_final_damage_p	1				1	1	0	0	0	0	0	0	0
999012	真•抱月拥星驹Lv2	horse004_999012	999012	11	1	6	1	6	4583	4583		真•抱月拥星驹Lv2		7	49000000		horse		49000	runspeed_v	440			defense_v	2500			lifemax_v	5500			all_series_resist_v	300			basic_damage_v	550		550	resist_allspecialstate_rate_v	380			resist_allspecialstate_time_v	380			lifemax_p	18			physics_potentialdamage_p	18			enhance_final_damage_p	2				1	1	0	0	0	0	0	0	0
999013	真•抱月拥星驹Lv3	horse004_999013	999013	11	1	6	1	6	4583	4583		真•抱月拥星驹Lv3		7	51000000		horse		51000	runspeed_v	460			defense_v	3000			lifemax_v	6000			all_series_resist_v	350			basic_damage_v	600		600	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	20			physics_potentialdamage_p	20			enhance_final_damage_p	3				1	1	0	0	0	0	0	0	0
999014	真•抱月拥星驹Lv4	horse004_999014	999014	11	1	6	1	6	4583	4583		真•抱月拥星驹Lv4		7	53000000		horse		53000	runspeed_v	480			defense_v	3500			lifemax_v	6500			all_series_resist_v	400			basic_damage_v	650		650	resist_allspecialstate_rate_v	460			resist_allspecialstate_time_v	460			lifemax_p	22			physics_potentialdamage_p	22			enhance_final_damage_p	4				1	1	0	0	0	0	0	0	0
999015	真•抱月拥星驹Lv5	horse004_999015	999015	11	1	6	1	6	4583	4583		真•抱月拥星驹Lv5		7	55000000		horse		55000	runspeed_v	500			defense_v	4000			lifemax_v	7000			all_series_resist_v	450			basic_damage_v	700		700	resist_allspecialstate_rate_v	500			resist_allspecialstate_time_v	500			lifemax_p	24			physics_potentialdamage_p	24			enhance_final_damage_p	5				1	1	0	0	0	0	0	0	0
999016	真•抱月拥星驹Lv6	horse004_999016	999016	11	1	6	1	6	4583	4583		真•抱月拥星驹Lv6		7	57000000		horse		57000	runspeed_v	520			defense_v	4500			lifemax_v	7500			all_series_resist_v	500			basic_damage_v	750		750	resist_allspecialstate_rate_v	540			resist_allspecialstate_time_v	540			lifemax_p	26			physics_potentialdamage_p	26			enhance_final_damage_p	6				1	1	0	0	0	0	0	0	0
999017	真•抱月拥星驹Lv7	horse004_999017	999017	11	1	6	1	6	4583	4583		真•抱月拥星驹Lv7		7	59000000		horse		59000	runspeed_v	540			defense_v	5000			lifemax_v	8000			all_series_resist_v	550			basic_damage_v	800		800	resist_allspecialstate_rate_v	580			resist_allspecialstate_time_v	580			lifemax_p	28			physics_potentialdamage_p	28			enhance_final_damage_p	7				1	1	0	0	0	0	0	0	0
999018	真•抱月拥星驹Lv8	horse004_999018	999018	11	1	6	1	6	4583	4583		真•抱月拥星驹Lv8		7	61000000		horse		61000	runspeed_v	560			defense_v	5500			lifemax_v	8500			all_series_resist_v	600			basic_damage_v	850		850	resist_allspecialstate_rate_v	620			resist_allspecialstate_time_v	620			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	8				1	1	0	0	0	0	0	0	0
999019	真•抱月拥星驹Lv9	horse004_999019	999019	11	1	6	1	6	4583	4583		真•抱月拥星驹Lv9		7	63000000		horse		63000	runspeed_v	580			defense_v	6000			lifemax_v	9000			all_series_resist_v	650			basic_damage_v	900		900	resist_allspecialstate_rate_v	660			resist_allspecialstate_time_v	660			lifemax_p	32			physics_potentialdamage_p	32			enhance_final_damage_p	9				1	1	0	0	0	0	0	0	0
999020	真•抱月拥星驹Lv10	horse004_999020	999020	11	1	6	1	6	4583	4583		真•抱月拥星驹Lv10		7	65000000		horse		65000	runspeed_v	600			defense_v	6500			lifemax_v	9500			all_series_resist_v	700			basic_damage_v	950		950	resist_allspecialstate_rate_v	700			resist_allspecialstate_time_v	700			lifemax_p	34			physics_potentialdamage_p	34			enhance_final_damage_p	10				1	1	0	0	0	0	0	0	0
999021	真•龙马Lv1	horse004_999021	999021	11	1	6	1	6	4050	4050		真•龙马Lv1		7	47000000		horse		47000	runspeed_v	420			defense_v	2000			lifemax_v	5000			all_series_resist_v	250			basic_damage_v	500		500	resist_allspecialstate_rate_v	340			resist_allspecialstate_time_v	340			lifemax_p	16			physics_potentialdamage_p	16			enhance_final_damage_p	1				1	1	0	0	0	0	0	0	0
999022	真•龙马Lv2	horse004_999022	999022	11	1	6	1	6	4050	4050		真•龙马Lv2		7	49000000		horse		49000	runspeed_v	440			defense_v	2500			lifemax_v	5500			all_series_resist_v	300			basic_damage_v	550		550	resist_allspecialstate_rate_v	380			resist_allspecialstate_time_v	380			lifemax_p	18			physics_potentialdamage_p	18			enhance_final_damage_p	2				1	1	0	0	0	0	0	0	0
999023	真•龙马Lv3	horse004_999023	999023	11	1	6	1	6	4050	4050		真•龙马Lv3		7	51000000		horse		51000	runspeed_v	460			defense_v	3000			lifemax_v	6000			all_series_resist_v	350			basic_damage_v	600		600	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	20			physics_potentialdamage_p	20			enhance_final_damage_p	3				1	1	0	0	0	0	0	0	0
999024	真•龙马Lv4	horse004_999024	999024	11	1	6	1	6	4050	4050		真•龙马Lv4		7	53000000		horse		53000	runspeed_v	480			defense_v	3500			lifemax_v	6500			all_series_resist_v	400			basic_damage_v	650		650	resist_allspecialstate_rate_v	460			resist_allspecialstate_time_v	460			lifemax_p	22			physics_potentialdamage_p	22			enhance_final_damage_p	4				1	1	0	0	0	0	0	0	0
999025	真•龙马Lv5	horse004_999025	999025	11	1	6	1	6	4050	4050		真•龙马Lv5		7	55000000		horse		55000	runspeed_v	500			defense_v	4000			lifemax_v	7000			all_series_resist_v	450			basic_damage_v	700		700	resist_allspecialstate_rate_v	500			resist_allspecialstate_time_v	500			lifemax_p	24			physics_potentialdamage_p	24			enhance_final_damage_p	5				1	1	0	0	0	0	0	0	0
999026	真•龙马Lv6	horse004_999026	999026	11	1	6	1	6	4050	4050		真•龙马Lv6		7	57000000		horse		57000	runspeed_v	520			defense_v	4500			lifemax_v	7500			all_series_resist_v	500			basic_damage_v	750		750	resist_allspecialstate_rate_v	540			resist_allspecialstate_time_v	540			lifemax_p	26			physics_potentialdamage_p	26			enhance_final_damage_p	6				1	1	0	0	0	0	0	0	0
999027	真•龙马Lv7	horse004_999027	999027	11	1	6	1	6	4050	4050		真•龙马Lv7		7	59000000		horse		59000	runspeed_v	540			defense_v	5000			lifemax_v	8000			all_series_resist_v	550			basic_damage_v	800		800	resist_allspecialstate_rate_v	580			resist_allspecialstate_time_v	580			lifemax_p	28			physics_potentialdamage_p	28			enhance_final_damage_p	7				1	1	0	0	0	0	0	0	0
999028	真•龙马Lv8	horse004_999028	999028	11	1	6	1	6	4050	4050		真•龙马Lv8		7	61000000		horse		61000	runspeed_v	560			defense_v	5500			lifemax_v	8500			all_series_resist_v	600			basic_damage_v	850		850	resist_allspecialstate_rate_v	620			resist_allspecialstate_time_v	620			lifemax_p	30			physics_potentialdamage_p	30			enhance_final_damage_p	8				1	1	0	0	0	0	0	0	0
999029	真•龙马Lv9	horse004_999029	999029	11	1	6	1	6	4050	4050		真•龙马Lv9		7	63000000		horse		63000	runspeed_v	580			defense_v	6000			lifemax_v	9000			all_series_resist_v	650			basic_damage_v	900		900	resist_allspecialstate_rate_v	660			resist_allspecialstate_time_v	660			lifemax_p	32			physics_potentialdamage_p	32			enhance_final_damage_p	9				1	1	0	0	0	0	0	0	0
999030	真•龙马Lv10	horse004_999030	999030	11	1	6	1	6	4050	4050		真•龙马Lv10		7	65000000		horse		65000	runspeed_v	600			defense_v	6500			lifemax_v	9500			all_series_resist_v	700			basic_damage_v	950		950	resist_allspecialstate_rate_v	700			resist_allspecialstate_time_v	700			lifemax_p	34			physics_potentialdamage_p	34			enhance_final_damage_p	10				1	1	0	0	0	0	0	0	0
999031	真•梦魇Lv1	horse004_999031	999031	11	1	6	1	6	4051	4051		真•梦魇Lv1		7	47000000		horse		47000	runspeed_v	420			defense_v	2000			lifemax_v	5000			all_series_resist_v	250			basic_damage_v	500		500	resist_allspecialstate_rate_v	340			resist_allspecialstate_time_v	340			lifemax_p	16			physics_potentialdamage_p	16			enhance_final_damage_p	1				1	1	0	0	0	0	0	0	0
999032	真•梦魇Lv2	horse004_999032	999032	11	1	6	1	6	4051	4051		真•梦魇Lv2		7	49000000		horse		49000	runspeed_v	440			defense_v	2500			lifemax_v	5500			all_series_resist_v	300			basic_damage_v	550		550	resist_allspecialstate_rate_v	380			resist_allspecialstate_time_v	380			lifemax_p	18			physics_potentialdamage_p	18			enhance_final_damage_p	2				1	1	0	0	0	0	0	0	0
999033	真•梦魇Lv3	horse004_999033	999033	11	1	6	1	6	4051	4051		真•梦魇Lv3		7	51000000		horse		51000	runspeed_v	460			defense_v	3000			lifemax_v	6000			all_series_resist_v	350			basic_damage_v	600		600	resist_allspecialstate_rate_v	420			resist_allspecialstate_time_v	420			lifemax_p	20			physics_potentialdamage_p	20			enhance_final_damage_p	3				1	1	0	0	0	0	0	0	0
999034	真•梦魇Lv4	horse004_999034	999034	11	1	6	1	6	4051	4051		真•梦魇Lv4		7	53000000		horse		53000	runspeed_v	480			defense_v	3500			lifemax_v	6500			all_series_resist_v	400			basic_damage_v	650		650	resist_allspecialstate_rate_v	460			resist_allspecialstate_time_v	460			lifemax_p	22			physics_potentialdamage_p	22			enhance_final_damage_p	4				1	1	0	0	0	0	0	0	0
999035	真•梦魇Lv5	horse004_999035	999035	11	1	6	1	6	4051	4051		真•梦魇Lv5		7	55000000		horse		55000	runspeed_v	500			defense_v	4000			lifemax_v	7000			all_series_resist_v	450			basic_damage_v	700		700	resist_allspecialstate_rate_v	500			resist_allspecialstate_time_v	500			lifemax_p	24			physics_potentialdamage_p	24			enhance_final_damage_p	5				1	1	0	0	0	0	0	0	0
999036	真•梦魇Lv6	horse004_999036	999036	11	1	6	1	6	4051	4051		真•梦魇Lv6		7	57000000		horse		57000	runspeed_v	520			defense_v	4500			lifemax_v	7500			all_series_resist_v	500			basic_damage_v	750		750	resist_allspecialstate_rate_v	540			resist_allspecialstate_time_v	540			lifemax_p	26			physics_potentialdamage_p	26			enhance_final_damage_p	6				1	1	0	0	0	0	0	0	0
