TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel	FactionLimit
11249	燕鸣枝头	T6_BackShow_Q3	100029	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11250	燕鸣枝头	T6_BackShow_Q4	100030	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11251	燕鸣枝头	T6_BackShow_Q5	100031	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11765	燕鸣枝头	T6_BackShow_Q1_time	100027	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
11648	翩跹汝梦	T7_BackShow_Q1	100032	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11649	翩跹汝梦	T7_BackShow_Q2	100033	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11650	翩跹汝梦	T7_BackShow_Q3	100034	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11651	翩跹汝梦	T7_BackShow_Q4	100035	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11652	翩跹汝梦	T7_BackShow_Q5	100036	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11756	翩跹汝梦	T7_BackShow_Q6	100037	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11757	翩跹汝梦	T7_BackShow_Q7	100038	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11758	翩跹汝梦	T7_BackShow_Q8	100039	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11766	翩跹汝梦	T7_BackShow_Q1_time	100032	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
11805	翅膀	T8_BackShow_Q1	100040	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11806	翅膀	T8_BackShow_Q2	100041	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11807	翅膀	T8_BackShow_Q3	100042	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11808	翅膀	T8_BackShow_Q4	100043	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11809	翅膀	T8_BackShow_Q5	100044	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11810	翅膀	T8_BackShow_Q6	100045	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11811	翅膀	T8_BackShow_Q7	100046	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11812	翅膀	T8_BackShow_Q8	100047	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
11813	翅膀	T8_BackShow_Q1_time	100040	20		1	1	1				[FFFE0D]所有门派可用[-]\n\n使用后能在背部展示出来\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
