TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel	FactionLimit
2702	T2时装(花)·颜色1	T2_Shizhuang_Q1	307	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
2703	T2时装(花)·颜色2	T2_Shizhuang_Q2	308	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
2704	T2时装(花)·颜色3	T2_Shizhuang_Q3	309	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
2705	T2时装(花)·颜色4	T2_Shizhuang_Q4	310	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
3025	T2时装(花)·颜色5	T2_Shizhuang_Q5	311	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
3026	T2时装(花)·颜色6	T2_Shizhuang_Q6	312	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
3027	T2时装(花)·颜色7	T2_Shizhuang_Q7	313	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
3028	T2时装(花)·颜色8	T2_Shizhuang_Q8	314	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
4481	T2时装·3天	T2_Shizhuang_D3	307	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4482	T2时装·7天	T2_Shizhuang_D7	307	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4483	T2时装·30天	T2_Shizhuang_D30	307	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
3068	测试用1	T2_Shizhuang_Q9	315	13		1	1	1				穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	3	15000	1	waiyi																																																				
3069	测试用2	T2_Shizhuang_Q10	316	13		1	1	1				穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	3	15000	1	waiyi																																																				
3070	测试用3	T2_Shizhuang_Q11	317	13		1	1	1				穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	3	15000	1	waiyi																																																				
3071	测试用4	T2_Shizhuang_Q12	318	13		1	1	1				穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	3	15000	1	waiyi																																																				
3072	测试用5	T2_Shizhuang_Q13	319	13		1	1	1				穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	3	15000	1	waiyi																																																				
3073	测试用6	T2_Shizhuang_Q14	320	13		1	1	1				穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	3	15000	1	waiyi																																																				
3074	测试用7	T2_Shizhuang_Q15	321	13		1	1	1				穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	3	15000	1	waiyi																																																				
3075	测试用8	T2_Shizhuang_Q16	322	13		1	1	1				穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	3	15000	1	waiyi																																																				
3259	T3时装(新年大衣)·颜色1	T3_Shizhuang_Q1	323	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
3260	T3时装(新年大衣)·颜色2	T3_Shizhuang_Q2	324	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
3261	T3时装(新年大衣)·颜色3	T3_Shizhuang_Q3	325	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
3262	T3时装(新年大衣)·颜色4	T3_Shizhuang_Q4	326	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
6830	T3时装(新年大衣)·颜色5	T3_Shizhuang_Q5	716	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
4484	T3时装·3天	T3_Shizhuang_D3	323	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4485	T3时装·7天	T3_Shizhuang_D7	323	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4486	T3时装·30天	T3_Shizhuang_D30	323	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
3263	T4时装(八家将)·颜色1	T4_Shizhuang_Q1	327	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
3264	T4时装(八家将)·颜色2	T4_Shizhuang_Q2	328	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
3265	T4时装(八家将)·颜色3	T4_Shizhuang_Q3	329	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
3266	T4时装(八家将)·颜色4	T4_Shizhuang_Q4	330	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
4743	T4时装·周年庆典华服·3天	T4_Shizhuang_Q5	342	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4892	T4时装·周年庆典华服	T4_Shizhuang_Q6	342	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4487	T4时装·3天	T4_Shizhuang_D3	327	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4488	T4时装·7天	T4_Shizhuang_D7	327	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4489	T4时装·30天	T4_Shizhuang_D30	327	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
4490	T5时装·3天	T5_Shizhuang_D3	333	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
4491	T5时装·7天	T5_Shizhuang_D7	333	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
4492	T5时装·30天	T5_Shizhuang_D30	333	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
6288	T5时装(黑帮)·颜色1	T5_TWShizhuang_Q1	621	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6289	T5时装(黑帮)·颜色2	T5_TWShizhuang_Q2	622	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6290	T5时装(黑帮)·颜色3	T5_TWShizhuang_Q3	623	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6291	T5时装(黑帮)·颜色4	T5_TWShizhuang_Q4	624	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6539	T5时装(黑帮)·月牙白	T5_TWShizhuang_Q5	30001	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
3874	T6时装(自然)·颜色1	T6_Shizhuang_Q1	343	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
3875	T6时装(自然)·颜色2	T6_Shizhuang_Q2	344	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
3876	T6时装(自然)·颜色3	T6_Shizhuang_Q3	345	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
3877	T6时装(自然)·颜色4	T6_Shizhuang_Q4	346	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	51	15000	1	waiyi																																																				
4243	T6时装(自然)·佳期	T6_Shizhuang_Q5	423	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
4772	T6时装(自然)·60天	T6_TWShizhuang_D60	343	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	51	15000	1	waiyi																																																				
3878	T7时装(浮光)·颜色1	T7_Shizhuang_Q1	461	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
3879	T7时装(浮光)·颜色2	T7_Shizhuang_Q2	462	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
3880	T7时装(浮光)·颜色3	T7_Shizhuang_Q3	463	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
3881	T7时装(浮光)·颜色4	T7_Shizhuang_Q4	464	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6831	T7时装(浮光)·颜色5	T7_Shizhuang_Q5	721	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
11021	T7时装(浮光)·颜色6	T7_Shizhuang_Q6	765	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
6741	T7时装(浮光)·30天	T7_Shizhuang_Q1_D30	461	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
3886	T8时装(轻纱)·颜色1	T9_Shizhuang_Q1	701	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
3887	T8时装(轻纱)·颜色2	T9_Shizhuang_Q2	702	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
3888	T8时装(轻纱)·颜色3	T9_Shizhuang_Q3	703	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
3889	T8时装(轻纱)·颜色4	T9_Shizhuang_Q4	704	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6832	T8时装(轻纱)·颜色5	T9_Shizhuang_Q5	705	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
6833	T8时装(轻纱)·颜色6	T9_Shizhuang_Q6	706	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
11920	T8时装(轻纱)·颜色7（图谱）	T9_Shizhuang_Q7	707	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7123	T8时装(轻纱)（限时）	T9_Shizhuang_xianshi	701	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
3890	T9时装(占ID)	T10_Shizhuang_Q1	327	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
3891	T9时装(占ID)·颜色2	T10_Shizhuang_Q2	328	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
3892	T9时装(占ID)·颜色3	T10_Shizhuang_Q3	329	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
3893	T9时装(占ID)·颜色4	T10_Shizhuang_Q4	330	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7312	T11时装（新年装）·颜色1	T11_Shizhuang_Q1	722	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
7313	T11时装（新年装）·颜色2	T11_Shizhuang_Q2	723	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7314	T11时装（新年装）·颜色3	T11_Shizhuang_Q3	724	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7315	T11时装（新年装）·颜色4	T11_Shizhuang_Q4	725	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7316	T11时装（新年装）·颜色5	T11_Shizhuang_Q5	726	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7317	T11时装（新年装）·颜色6	T11_Shizhuang_Q6	727	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
8284	T11时装（新年装）·限时	T11_Shizhuang_xianshi	722	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
7542	T12时装（夏莲）·颜色1	T12_Shizhuang_Q1	728	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]专属动作表情：踏歌[-]\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7543	T12时装（夏莲）·颜色2	T12_Shizhuang_Q2	729	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]专属动作表情：踏歌[-]\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7544	T12时装（夏莲）·颜色3	T12_Shizhuang_Q3	730	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]专属动作表情：踏歌[-]\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7545	T12时装（夏莲）·颜色4	T12_Shizhuang_Q4	731	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]专属动作表情：踏歌[-]\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7546	T12时装（夏莲）·颜色5	T12_Shizhuang_Q5	732	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]专属动作表情：踏歌[-]\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7547	T12时装（夏莲）·颜色6	T12_Shizhuang_Q6	733	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]专属动作表情：踏歌[-]\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7708	T12时装（夏莲）·颜色7	T12_Shizhuang_Q7	740	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]专属动作表情：踏歌[-]\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7709	T12时装（夏莲）·颜色8	T12_Shizhuang_Q8	741	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]专属动作表情：踏歌[-]\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
8285	T12时装（夏莲）·限时	T12_Shizhuang_xianshi	728	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]专属动作表情：踏歌[-]\n[FFFE0D]不可染色[-]	15000	81	15000	1	waiyi																																																				
7548	T12A时装（夏莲普通）·颜色1	T12A_Shizhuang_Q1	734	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7549	T12A时装（夏莲普通）·颜色2	T12A_Shizhuang_Q2	735	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7550	T12A时装（夏莲普通）·颜色3	T12A_Shizhuang_Q3	736	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7551	T12A时装（夏莲普通）·颜色4	T12A_Shizhuang_Q4	737	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
7552	T12A时装（夏莲普通）·颜色5	T12A_Shizhuang_Q5	738	13		1	1	1				[FFFE0D]所有门派可用[-]\n\n穿上后可以改变当前外观，不影响原有装备附带的属性\n[FFFE0D]可用染色剂改变颜色[-]	15000	81	15000	1	waiyi																																																				
