ClassParamID	Desc	Probability	Name	Item	DebtReplaceItem	OtherType	SubType	Amount	ForbidStall	Add2Auction	TimeLimit	WorldMsg	FriendMsg	KinMsg	TeamMsg	CloseWorldMsg	CloseFriendMsg	CloseKinMsg	CloseTeamMsg	DateLimit
44651	武神黄金箱（90-99级）	60000	元气瓶（小）	4462				5												
44651	武神黄金箱（90-99级）	190800	元气瓶（中）	4816				5												
44651	武神黄金箱（90-99级）	290700	中级修为书	2395				5												
44652	武神黄金箱（109-119级）	25000	T10稀有项链碎片	3669				1												
44652	武神黄金箱（109-119级）	40000	T10传承项链碎片	3670				1												
44652	武神黄金箱（109-119级）	3000	魂石·杨瑛	2528				1												
44652	武神黄金箱（109-119级）	3000	魂石·杨铁心	1731				1												
44652	武神黄金箱（109-119级）	0	5级石头	4325				1												
44652	武神黄金箱（109-119级）	70000	4级石头	4324				1												
44652	武神黄金箱（109-119级）	80000	3级石头	4323				1												
44652	武神黄金箱（109-119级）	80000	2级石头	4322				1												
44652	武神黄金箱（109-119级）	6000	真气丹·小	6151				5												
44652	武神黄金箱（109-119级）	20000	真气丹·中	6152				5												
44652	武神黄金箱（109-119级）	60000	元气瓶（小）	4462				5												
44652	武神黄金箱（109-119级）	172400	元气瓶（中）	4816				5												
44652	武神黄金箱（109-119级）	440600	中级修为书	2395				5												
754	武神白银箱（1-39级）	357100	T2传承项链	1621				1												
754	武神白银箱（1-39级）	7900	魂石·杨铁心	1731				1												
754	武神白银箱（1-39级）	7200	真气丹·小	6151				1												
754	武神白银箱（1-39级）	18000	真气丹·中	6152				1												
754	武神白银箱（1-39级）	60000	元气瓶（小）	4462				1												
754	武神白银箱（1-39级）	172100	元气瓶（中）	4816				1												
754	武神白银箱（1-39级）	377700	中级修为书	2395				1												
760	武神白银箱（40-49级）	178600	T3传承项链	1622				1												
760	武神白银箱（40-49级）	7900	魂石·杨铁心	1731				1												
760	武神白银箱（40-49级）	2100	真气丹·小	6151				1												
760	武神白银箱（40-49级）	5400	真气丹·中	6152				1												
760	武神白银箱（40-49级）	17400	元气瓶（小）	4462				1												
760	武神白银箱（40-49级）	58500	元气瓶（中）	4816				1												
760	武神白银箱（40-49级）	730100	中级修为书	2395				1												
761	武神白银箱（50-59级）	428700	T4传承项链碎片	2097				1												
761	武神白银箱（50-59级）	8000	魂石·杨铁心	1731				1												
761	武神白银箱（50-59级）	9000	真气丹·小	6151				1												
761	武神白银箱（50-59级）	27000	800贡献			Contrib		800												
761	武神白银箱（50-59级）	100000	500贡献			Contrib		500												
761	武神白银箱（50-59级）	121400	300贡献			Contrib		300												
761	武神白银箱（50-59级）	305900	200贡献			Contrib		200												
762	武神白银箱（60-69级）	165000	T5传承项链碎片	2098				1						14						
762	武神白银箱（60-69级）	5000	魂石·杨铁心	1731				1				14		14						
762	武神白银箱（60-69级）	100000	2级石头	4322				1						14						
762	武神白银箱（60-69级）	3000	1000贡献			Contrib		1000						14						
762	武神白银箱（60-69级）	10000	800贡献			Contrib		800												
762	武神白银箱（60-69级）	30000	500贡献			Contrib		500												
762	武神白银箱（60-69级）	166000	300贡献			Contrib		300												
762	武神白银箱（60-69级）	521000	200贡献			Contrib		200												
763	武神白银箱（70-79级）	135000	T6传承项链碎片	2099				1						14						
763	武神白银箱（70-79级）	6000	魂石·杨铁心	1731				1				14		14						
763	武神白银箱（70-79级）	25000	3级石头	4323				1						14						
763	武神白银箱（70-79级）	50000	2级石头	4322				1												
763	武神白银箱（70-79级）	5000	1000贡献			Contrib		1000						14						
763	武神白银箱（70-79级）	15000	800贡献			Contrib		800												
763	武神白银箱（70-79级）	50000	500贡献			Contrib		500												
763	武神白银箱（70-79级）	182000	300贡献			Contrib		300												
763	武神白银箱（70-79级）	532000	200贡献			Contrib		200												
21790	武神白银箱（80-89级）	105000	T7传承项链碎片	2952				1												
21790	武神白银箱（80-89级）	6000	魂石·杨铁心	1731				1												
21790	武神白银箱（80-89级）	30000	3级石头	4323				1												
21790	武神白银箱（80-89级）	60000	2级石头	4322				1												
21790	武神白银箱（80-89级）	6000	真气丹·小	6151				1												
21790	武神白银箱（80-89级）	30000	真气丹·中	6152				1												
21790	武神白银箱（80-89级）	60000	元气瓶（小）	4462				1												
21790	武神白银箱（80-89级）	224000	元气瓶（中）	4816				1												
21790	武神白银箱（80-89级）	479000	中级修为书	2395				1												
21791	武神白银箱（90-99级）	80000	T8传承项链碎片	2953				1												
21791	武神白银箱（90-99级）	6000	魂石·杨铁心	1731				1												
21791	武神白银箱（90-99级）	12000	4级石头	4324				1												
21791	武神白银箱（90-99级）	20000	3级石头	4323				1												
21791	武神白银箱（90-99级）	40000	2级石头	4322				1												
21791	武神白银箱（90-99级）	6000	真气丹·小	6151				1												
21791	武神白银箱（90-99级）	20000	真气丹·中	6152				1												
21791	武神白银箱（90-99级）	60000	元气瓶（小）	4462				1												
21791	武神白银箱（90-99级）	218000	元气瓶（中）	4816				1												
21791	武神白银箱（90-99级）	538000	中级修为书	2395				1												
21792	武神白银箱（100-109级）	55000	T9传承项链碎片	2954				1												
21792	武神白银箱（100-109级）	5000	魂石·杨铁心	1731				1												
21792	武神白银箱（100-109级）	15000	4级石头	4324				1												
21792	武神白银箱（100-109级）	25000	3级石头	4323				1												
21792	武神白银箱（100-109级）	35000	2级石头	4322				1												
21792	武神白银箱（100-109级）	8000	真气丹·小	6151				1												
21792	武神白银箱（100-109级）	25000	真气丹·中	6152				1												
21792	武神白银箱（100-109级）	80000	元气瓶（小）	4462				1												
21792	武神白银箱（100-109级）	341000	元气瓶（中）	4816				1												
21792	武神白银箱（100-109级）	411000	中级修为书	2395				1												
21793	武神白银箱（110-119级）	40000	T10传承项链碎片	3670				1												
21793	武神白银箱（110-119级）	4000	魂石·杨铁心	1731				1												
21793	武神白银箱（110-119级）	6000	5级石头	4325				1												
21793	武神白银箱（110-119级）	12000	4级石头	4324				1												
21793	武神白银箱（110-119级）	16000	3级石头	4323				1												
21793	武神白银箱（110-119级）	30000	2级石头	4322				1												
21793	武神白银箱（110-119级）	8000	真气丹·小	6151				1												
21793	武神白银箱（110-119级）	24000	真气丹·中	6152				1												
21793	武神白银箱（110-119级）	80000	元气瓶（小）	4462				1												
21793	武神白银箱（110-119级）	308000	元气瓶（中）	4816				1												
21793	武神白银箱（110-119级）	472000	中级修为书	2395				1												
21794	武神白银箱（120-129级）	40000	T11传承项链碎片	5776				1												
21794	武神白银箱（120-129级）	4000	魂石·杨铁心	1731				1												
21794	武神白银箱（120-129级）	6000	5级石头	4325				1												
21794	武神白银箱（120-129级）	12000	4级石头	4324				1												
21794	武神白银箱（120-129级）	16000	3级石头	4323				1												
21794	武神白银箱（120-129级）	30000	2级石头	4322				1												
21794	武神白银箱（120-129级）	8000	真气丹·小	6151				1												
21794	武神白银箱（120-129级）	24000	真气丹·中	6152				1												
21794	武神白银箱（120-129级）	80000	元气瓶（小）	4462				1												
21794	武神白银箱（120-129级）	308000	元气瓶（中）	4816				1												
21794	武神白银箱（120-129级）	472000	中级修为书	2395				1												
21795	武神白银箱（130-139级）	40000	T12传承项链碎片	5777				1												
21795	武神白银箱（130-139级）	4000	魂石·杨铁心	1731				1												
21795	武神白银箱（130-139级）	6000	5级石头	4325				1												
21795	武神白银箱（130-139级）	12000	4级石头	4324				1												
21795	武神白银箱（130-139级）	16000	3级石头	4323				1												
21795	武神白银箱（130-139级）	30000	2级石头	4322				1												
21795	武神白银箱（130-139级）	8000	真气丹·小	6151				1												
21795	武神白银箱（130-139级）	24000	真气丹·中	6152				1												
21795	武神白银箱（130-139级）	80000	元气瓶（小）	4462				1												
21795	武神白银箱（130-139级）	308000	元气瓶（中）	4816				1												
21795	武神白银箱（130-139级）	472000	中级修为书	2395				1												
21796	武神白银箱（140-149级）	40000	T13传承项链碎片	5778				1												
21796	武神白银箱（140-149级）	4000	魂石·杨铁心	1731				1												
21796	武神白银箱（140-149级）	6000	5级石头	4325				1												
21796	武神白银箱（140-149级）	12000	4级石头	4324				1												
21796	武神白银箱（140-149级）	16000	3级石头	4323				1												
21796	武神白银箱（140-149级）	30000	2级石头	4322				1												
21796	武神白银箱（140-149级）	8000	真气丹·小	6151				1												
21796	武神白银箱（140-149级）	24000	真气丹·中	6152				1												
21796	武神白银箱（140-149级）	80000	元气瓶（小）	4462				1												
21796	武神白银箱（140-149级）	308000	元气瓶（中）	4816				1												
21796	武神白银箱（140-149级）	472000	中级修为书	2395				1												
21797	武神白银箱（150-159级）	40000	T14传承项链碎片	5779				1												
21797	武神白银箱（150-159级）	4000	魂石·杨铁心	1731				1												
21797	武神白银箱（150-159级）	6000	5级石头	4325				1												
21797	武神白银箱（150-159级）	12000	4级石头	4324				1												
21797	武神白银箱（150-159级）	16000	3级石头	4323				1												
21797	武神白银箱（150-159级）	30000	2级石头	4322				1												
21797	武神白银箱（150-159级）	8000	真气丹·小	6151				1												
21797	武神白银箱（150-159级）	24000	真气丹·中	6152				1												
21797	武神白银箱（150-159级）	80000	元气瓶（小）	4462				1												
21797	武神白银箱（150-159级）	308000	元气瓶（中）	4816				1												
21797	武神白银箱（150-159级）	472000	中级修为书	2395				1												
21798	武神白银箱（160-169级）	40000	T15传承项链碎片	5780				1												
21798	武神白银箱（160-169级）	4000	魂石·杨铁心	1731				1												
21798	武神白银箱（160-169级）	6000	5级石头	4325				1												
21798	武神白银箱（160-169级）	12000	4级石头	4324				1												
21798	武神白银箱（160-169级）	16000	3级石头	4323				1												
21798	武神白银箱（160-169级）	30000	2级石头	4322				1												
21798	武神白银箱（160-169级）	8000	真气丹·小	6151				1												
21798	武神白银箱（160-169级）	24000	真气丹·中	6152				1												
21798	武神白银箱（160-169级）	80000	元气瓶（小）	4462				1												
21798	武神白银箱（160-169级）	308000	元气瓶（中）	4816				1												
21798	武神白银箱（160-169级）	472000	中级修为书	2395				1												
21799	武神白银箱（170-179级）	40000	T16传承项链碎片	10331				1												
21799	武神白银箱（170-179级）	4000	魂石·杨铁心	1731				1												
21799	武神白银箱（170-179级）	6000	5级石头	4325				1												
21799	武神白银箱（170-179级）	12000	4级石头	4324				1												
21799	武神白银箱（170-179级）	16000	3级石头	4323				1												
21799	武神白银箱（170-179级）	30000	2级石头	4322				1												
21799	武神白银箱（170-179级）	8000	真气丹·小	6151				1												
21799	武神白银箱（170-179级）	24000	真气丹·中	6152				1												
21799	武神白银箱（170-179级）	80000	元气瓶（小）	4462				1												
21799	武神白银箱（170-179级）	308000	元气瓶（中）	4816				1												
21799	武神白银箱（170-179级）	472000	中级修为书	2395				1												
44660	武神白银箱（70-79级）	135000	T6传承项链碎片	2099				1												
44660	武神白银箱（70-79级）	6000	魂石·杨铁心	1731				1												
44660	武神白银箱（70-79级）	0	3级石头	4323				1												
44660	武神白银箱（70-79级）	100000	2级石头	4322				1												
44660	武神白银箱（70-79级）	6000	真气丹·小	6151				1												
44660	武神白银箱（70-79级）	18000	真气丹·中	6152				1												
44660	武神白银箱（70-79级）	60000	元气瓶（小）	4462				1												
44660	武神白银箱（70-79级）	176000	元气瓶（中）	4816				1												
44660	武神白银箱（70-79级）	499000	中级修为书	2395				1												
44661	武神白银箱（90-99级）	80000	T8传承项链碎片	2953				1												
44661	武神白银箱（90-99级）	6000	魂石·杨铁心	1731				1												
44661	武神白银箱（90-99级）	0	4级石头	4324				1												
44661	武神白银箱（90-99级）	40000	3级石头	4323				1												
44661	武神白银箱（90-99级）	40000	2级石头	4322				1												
44661	武神白银箱（90-99级）	6000	真气丹·小	6151				1												
44661	武神白银箱（90-99级）	20000	真气丹·中	6152				1												
44661	武神白银箱（90-99级）	60000	元气瓶（小）	4462				1												
44661	武神白银箱（90-99级）	314000	元气瓶（中）	4816				1												
44661	武神白银箱（90-99级）	434000	中级修为书	2395				1												
44662	武神白银箱（110-119级）	40000	T10传承项链碎片	3670				1												
44662	武神白银箱（110-119级）	4000	魂石·杨铁心	1731				1												
44662	武神白银箱（110-119级）	0	5级石头	4325				1												
44662	武神白银箱（110-119级）	20000	4级石头	4324				1												
44662	武神白银箱（110-119级）	20000	3级石头	4323				1												
44662	武神白银箱（110-119级）	30000	2级石头	4322				1												
44662	武神白银箱（110-119级）	10000	真气丹·小	6151				1												
44662	武神白银箱（110-119级）	30000	真气丹·中	6152				1												
44662	武神白银箱（110-119级）	100000	元气瓶（小）	4462				1												
44662	武神白银箱（110-119级）	288000	元气瓶（中）	4816				1												
44662	武神白银箱（110-119级）	458000	中级修为书	2395				1												
755	战场黄金宝箱(30-39)	90000	元气瓶（中）	4816				1												
755	战场黄金宝箱(30-39)	400000	中级修为书	2395				1												
755	战场黄金宝箱(30-39)	50000	魂石·邵宏渊	1737				1												
755	战场黄金宝箱(30-39)	50000	魂石·白彦敬	1738				1												
755	战场黄金宝箱(30-39)	120000	战场令牌	1970				1												
755	战场黄金宝箱(30-39)	10000	真气丹·小	6151				1												
755	战场黄金宝箱(30-39)	30000	真气丹·中	6152				1												
755	战场黄金宝箱(30-39)	45000	1000贡献			Contrib		1000												
755	战场黄金宝箱(30-39)	75000	800贡献			Contrib		800												
755	战场黄金宝箱(30-39)	130000	500贡献			Contrib		500												
756	战场黄金宝箱(40-49)	30000	元气瓶（中）	4816				1												
756	战场黄金宝箱(40-49)	218000	中级修为书	2395				1												
756	战场黄金宝箱(40-49)	50000	魂石·邵宏渊	1737				1												
756	战场黄金宝箱(40-49)	50000	魂石·白彦敬	1738				1												
756	战场黄金宝箱(40-49)	120000	战场令牌	1970				1												
756	战场黄金宝箱(40-49)	2000	真气丹·小	6151				1												
756	战场黄金宝箱(40-49)	6000	真气丹·中	6152				1												
756	战场黄金宝箱(40-49)	32000	1000贡献			Contrib		1000												
756	战场黄金宝箱(40-49)	72000	600贡献			Contrib		600												
756	战场黄金宝箱(40-49)	420000	400贡献			Contrib		400												
757	战场黄金宝箱(50-59)	360000	元气瓶（中）	4816				1												
757	战场黄金宝箱(50-59)	210000	中级修为书	2395				1												
757	战场黄金宝箱(50-59)	50000	魂石·邵宏渊	1737				1												
757	战场黄金宝箱(50-59)	50000	魂石·白彦敬	1738				1												
757	战场黄金宝箱(50-59)	120000	战场令牌	1970				1												
757	战场黄金宝箱(50-59)	20000	真气丹·小	6151				1												
757	战场黄金宝箱(50-59)	30000	真气丹·中	6152				1												
757	战场黄金宝箱(50-59)	60000	1000贡献			Contrib		1000												
