ParamId	RandomId1	Level1	RandomId2	Level2	RandomId3	Level3	RandomId4	Level4	RandomId5	Level5	RandomId6	Level6	RandomId7	Level7	RandomId8	Level8	RandomId9	Level9	RandomId10	Level10	RandomId11	Level11	RandomId12	Level12	RandomId13	Level13	RandomId14	Level14	RandomId15	Level15	RandomId16	Level16	RandomId17	Level17	Desc
29	1464	59	1465	69	1466	79	1467	89	1468	99	1469	120																							家族试炼
30	1500	59	1501	69	1502	79	1503	89	1504	99	1505	109	1506	119	1507	129	1508	139	1509	149	1510	159	1511	169	1512	179	1513	189	1514	199					高级藏宝图
31	2148	39	2149	49	2150	59	2151	69	2152	79	3009	89	3011	99	3722	109	3723	119	6003	129	6007	139	7488	149	8317	159	9222	169	9302	179	9304	189	9304	189	战场白银宝箱
32	1105	39	1107	49	1109	59	1115	69	1117	79	1119	89	1121	99	1123	109	1125	119	6065	129	6067	139	7490	149	8312	159	1127	169	1129	179	1131	189	1131	189	英雄挑战
33	1106	39	1108	49	1110	59	1116	69	1118	79	1120	89	1122	99	1124	109	1126	119	6066	129	6068	139	7491	149	8313	159	1128	169	1130	179	1132	189	1132	189	英雄挑战
34	2167	39	2168	49	2169	59	2170	69	2171	79	21730	89	21731	99	21732	109	21733	119	21734	129	21735	139	21736	149	21737	159	21738	169	21739	179	31740	189	31740	189	惩恶任务队员奖励-白
35	2172	39	2173	49	2174	59	2175	69	2176	79	21740	89	21741	99	21742	109	21743	119	21744	129	21745	139	21746	149	21747	159	21748	169	21749	179	31750	189	31750	189	惩恶任务队员奖励-绿
36	2177	39	2178	49	2179	59	2180	69	2181	79	21750	89	21751	99	21752	109	21753	119	21754	129	21755	139	21756	149	21757	159	21758	169	21759	179	31760	189	31760	189	惩恶任务队员奖励-蓝
37	2182	39	2183	49	2184	59	2185	69	2186	79	21760	89	21761	99	21762	109	21763	119	21764	129	21765	139	21766	149	21767	159	21768	169	21769	179	31770	189	31770	189	惩恶任务队员奖励-紫
38	2187	39	2188	49	2189	59	2190	69	2191	79	21770	89	21771	99	21772	109	21773	119	21774	129	21775	139	21776	149	21777	159	21778	169	21779	179	31780	189	31780	189	惩恶任务队员奖励-橙
39	749	39	750	49	751	59	752	69	753	79	21780	89	44651	99	21782	109	44652	119	21784	129	21785	139	21786	149	21787	159	21788	169	21789	179	31790	189	31790	189	武神黄金箱（2级家具）
40	754	39	760	49	761	59	762	69	763	79	21790	89	44661	99	21792	109	44662	119	21794	129	21795	139	21796	149	21797	159	21798	169	21799	179	31800	189	31800	189	武神白银箱（2级家具）
41	1111	59	1112	69	1113	79	1114	100																											
42	22241	39	22242	49	22243	59	22244	69	22245	79	22240	89	22235	99	22201	109	22400	119																	20级组队秘境首领1奖励
43	22246	39	22247	49	22248	59	22249	69	22250	79	22289	89	22234	99	22202	109	22401	119																	20级组队秘境首领2奖励
44	22251	39	22252	49	22253	59	22254	69	22255	79	22290	89	22233	99	22203	109	22402	119																	20级组队秘境BOSS奖励
45	22256	39	22257	49	22258	59	22259	69	22260	79	22291	89	22232	99	22204	109	22403	119																	20级组队秘境稀有奖励
46	22261	49	22262	59	22263	69	22264	79	22292	89	22231	99	22205	109	22404	119																			40级组队秘境首领1奖励
47	22265	49	22266	59	22267	69	22268	79	22293	89	22230	99	22206	109	22405	119																			40级组队秘境首领2奖励
48	22269	49	22270	59	22271	69	22272	79	22294	89	22229	99	22207	109	22406	119																			40级组队秘境BOSS奖励
49	22273	49	22274	59	22275	69	22276	79	22295	89	22228	99	22208	109	22407	119																			40级组队秘境稀有奖励
50	22277	69	22278	79	22296	89	22227	99	22209	109	22408	119																							60级组队秘境首领1奖励
51	22279	69	22280	79	22297	89	22226	99	22210	109	22409	119																							60级组队秘境首领2奖励
52	22281	69	22282	79	22298	89	22225	99	22211	109	22410	119																							60级组队秘境BOSS奖励
53	22283	69	22284	79	22299	89	22224	99	22212	109	22411	119																							60级组队秘境稀有奖励
54	2266	39	2267	49	2268	59	2269	69	2270	79	22660	89	22661	99	22662	109	22663	119	22664	129	22665	139	22666	149	22667	159	22668	169	22669	179	22670	189	22670	189	商会任务掉落奖励
55	2276	39	2277	49	2278	59	2279	69	2280	79	22760	89	22761	99	22762	109	22763	119	22764	129	22765	139	22766	149	22767	159	22768	169	22769	179	32770	189	32770	189	惩恶任务队长奖励-白
56	2281	39	2282	49	2283	59	2284	69	2285	79	22770	89	22771	99	22772	109	22773	119	22774	129	22775	139	22776	149	22777	159	22778	169	22779	179	32780	189	32780	189	惩恶任务队长奖励-绿
57	2286	39	2287	49	2288	59	2289	69	2290	79	22780	89	22781	99	22782	109	22783	119	22784	129	22785	139	22786	149	22787	159	22788	169	22789	179	32790	189	32790	189	惩恶任务队长奖励-蓝
58	2291	39	2292	49	2293	59	2294	69	2295	79	22790	89	22791	99	22792	109	22793	119	22794	129	22795	139	22796	149	22797	159	22798	169	22799	179	32800	189	32800	189	惩恶任务队长奖励-紫
59	2296	39	2297	49	2298	59	2299	69	2300	79	22800	89	22801	99	22802	109	22803	119	22804	129	22805	139	22806	149	22807	159	22808	169	22809	179	32810	189	32810	189	惩恶任务队长奖励-橙
60	2329	39	2330	49	2331	59	2332	69	2333	79	2334	89	2335	99	2336	109	2337	119	2338	129	23380	139	23381	149	23382	159	23383	169	23384	179	23385	189	23385	189	组队秘境黄金宝箱（奖励找回）
61	2348	39	2349	49	2350	59	2351	69	2352	79	2353	89	2354	99	2355	109	2356	119	2357	129	23570	139	23571	149	23572	159	23573	169	23574	179	23575	189	23575	189	惩恶黄金宝箱（奖励找回）
62	2360	39	2361	49	2362	59	2363	69	2364	79	2365	89	23650	99	23651	109	23652	119	23653	129	23654	139	23655	149	23656	159	23657	169	23658	179	23659	189	23659	189	商会黄金宝箱（奖励找回）
63	2374	39	2375	49	2376	59	2377	69	2378	79	2379	89	2380	99	2381	109	23810	119	23811	129	23812	139	23813	149	23814	159	23815	169	23816	179	23817	189	23817	189	英雄挑战黄金宝箱（奖励找回）
64	2382	39	2383	49	2384	59	2385	69	2386	79	2387	89	2388	99	23880	109	23881	119	23882	129	23883	139	23884	149	23885	159	23886	169	23887	179	23888	189	23888	189	通天塔黄金宝箱（奖励找回）
65	2418	39	2419	49	2420	59	2421	69	2422	79	2428	89	2429	99	3718	109	3719	119	6004	129	6005	139	7487	149	8315	159	9223	169	9224	179	9225	189	9225	189	通天塔宝箱
66	2339	59	2340	79																															
67	2435	39	2436	49	2437	59	2438	69	2439	79	2440	89	2441	99	2442	109	2443	119	2444	129	24440	139	24441	149	24442	159	24443	169	24444	179	24445	189	24445	189	组队秘境白银宝箱（奖励找回）
68	2445	59	2446	79																															
69	2456	39	2457	49	2458	59	2459	69	2460	79	2461	89	2462	99	2463	109	2464	119	24640	129	24641	139	24642	149	24643	159	24644	169	24645	179	24646	189	24646	189	惩恶白银宝箱（奖励找回）
70	2465	39	2466	49	2467	59	2468	69	2469	79	2470	89	2471	99	2472	109	2473	119	24730	129	24731	139	24732	149	24733	159	24734	169	24735	179	24736	189	24736	189	商会白银宝箱（奖励找回）
71	2484	39	2485	49	2486	59	2487	69	2488	79	2489	89	2490	99	2491	109	2492	119	24920	129	24921	139	24922	149	24923	159	24924	169	24925	179	24926	189	24926	189	英雄挑战白银宝箱（奖励找回）
72	2493	39	2494	49	2495	59	2496	69	2497	79	2498	89	2499	99	2500	109	2501	119	25010	129	25011	139	25012	149	25013	159	25014	169	25015	179	25016	189	25016	189	通天塔白银宝箱（奖励找回）
76	1448	59	1449	69	1450	79	1451	89	1452	99	4430	109	4431	120																					门派竞技宝箱
77	2366	59	2367	89	2368	99																													凌绝峰黄金宝箱
78	2474	59	2475	89	2476	99																													凌绝峰白银宝箱
79	22164	49	22165	59	22166	69	22167	79	22168	89	22169	100																							
81	27070	49	27071	59	27072	69	27073	79	27074	89	27075	99	27076	109	27077	119	27078	129	27079	139	27080	149	27081	159	27082	169	27083	179	27084	189	27085	199			庆典宝箱
84	26930	69	26931	79	26932	89	26933	99	26934	119	26935	129																							秦始皇陵玄天武机掉落-时间轴
85	26940	69	26941	79	26942	89	26943	99	26944	119	26945	129																							秦始皇陵白起掉落-时间轴
86	26950	69	26951	79	26952	89	26953	99	26954	119	26955	129																							秦始皇陵李斯掉落-时间轴
87	28410	69	28411	79	28412	89	28413	99	28414	119	28415	129																							秦始皇陵盗墓贼掉落-等级
88	28420	69	28421	79	28422	89	28423	99	28424	119	28425	129																							秦始皇陵盗贼头目掉落-等级
89	28430	69	28431	79	28432	89	28433	99	28434	119	28435	129																							秦始皇陵开古金宝箱-等级
90	28440	69	28441	79	28442	89	28443	99	28444	119	28445	129																							秦始皇陵小怪掉落-等级
91	28450	69	28451	79	28452	89	28453	99	28454	119	28455	129																							秦始皇陵精英掉落-等级
92	2587	69	2588	79	2589	89	2590	99	28530	109	28531	119	28532	129	28533	139																			华山论剑宝箱
93	22285	89	22239	99	22213	109	22412	119																											80级组队秘境首领1奖励
94	22286	89	22238	99	22214	109	22413	119																											80级组队秘境首领2奖励
95	22287	89	22237	99	22215	109	22414	119																											80级组队秘境BOSS奖励
96	22288	89	22236	99	22216	109	22415	119																											80级组队秘境稀有奖励
97	3088	39	3089	59	3090	100																													惩恶信物宝箱（白）
98	3091	39	3092	59	3093	100																													惩恶信物宝箱（绿）
99	3094	39	3095	59	3096	100																													惩恶信物宝箱（蓝）
100	3097	39	3098	59	3099	100																													惩恶信物宝箱（紫）
101	3100	39	3101	59	3102	100																													惩恶信物宝箱（橙）
102	3103	39	3104	59	3105	99																													家族信物宝箱
103	32300	49	32301	59	32302	69	32303	79	32304	89	32305	99	32306	109	32307	119	32308	129	32309	139															福利/信用礼盒
105	34030	59	34031	79	34032	100																													感恩节礼盒
106	34817	69	34818	79	34810	89	3481	99	34811	109	34812	119	34813	129	34814	139	34815	149	34816	159	34819	169	348110	179	348111	189	348112	199							幻境黄金宝箱
107	34827	69	34828	79	34820	89	3482	99	34821	109	34822	119	34823	129	34824	139	34825	149	34826	159	34829	169	348210	179	348211	189	348212	199							幻境白银宝箱
108	991240	39	991240	49	991240	59	991240	69	991240	79	991240	89	991240	99																					首充礼包
109	35150	59	35151	100																															每日目标活跃礼盒
110	3593	99																																	随机铭刻石
111	37130	59	37131	69	37132	79	37133	89																											年兽宝箱
112	37870	59	37871	69	37872	79	37873	89	37874	99	37875	109																							情缘礼盒
113	39090	59	39091	69	39092	79	39093	89	39094	99	39095	109																							侠女礼盒
114	39310	59	39311	69	39312	79	39313	89	39314	99	39315	109																							女神礼盒
115	39480	59	39481	69	39482	79	39483	89	39484	99	39485	109																							养护礼盒
116	39570	59	39571	69	39572	79	39573	89	39574	99	39575	119																							碎银子
117	39580	59	39581	69	39582	79	39583	89	39584	99	39585	119																							植树节宝箱
118	22217	109	22417	119																															100级组队秘境首领1奖励
119	22218	109	22418	119																															100级组队秘境首领2奖励
120	22219	109	22419	119																															100级组队秘境BOSS奖励
121	22220	109	22420	119																															100级组队秘境稀有奖励
122	749	39	750	49	751	59	752	69	44650	79	21780	89	44651	99	21782	109	44652	119	21784	129	21785	139	21786	149	21787	159	21788	169	21789	179	31790	189	31790	189	武神黄金箱
123	754	39	760	49	761	59	762	69	44660	79	21790	89	44661	99	21792	109	44662	119	21794	129	21795	139	21796	149	21797	159	21798	169	21799	179	31800	189	31800	189	武神白银箱
124	749	39	750	49	751	59	752	69	753	79	21780	89	21781	99	21782	109	44652	119	21784	129	21785	139	21786	149	21787	159	21788	169	21789	179	31790	189	31790	189	武神黄金箱（4级家具）
125	754	39	760	49	761	59	762	69	763	79	21790	89	21791	99	21792	109	44662	119	21794	129	21795	139	21796	149	21797	159	21798	169	21799	179	31800	189	31800	189	武神白银箱（4级家具）
126	749	39	750	49	751	59	752	69	753	79	21780	89	21781	99	21782	109	21783	119	21784	129	21785	139	21786	149	21787	159	21788	169	21789	179	31790	189	31790	189	武神黄金箱（5级家具）
127	754	39	760	49	761	59	762	69	763	79	21790	89	21791	99	21792	109	21793	119	21794	129	21795	139	21796	149	21797	159	21798	169	21799	179	31800	189	31800	189	武神白银箱（5级家具）
128	46830	59	46831	119																															
129	47910	49	47911	59	47912	69	47913	79	47914	89	47915	99	47916	109	47917	119																			周年庆传承宝箱
130	47920	49	47921	59	47922	69	47923	79	47924	89	47925	99	47926	109	47927	119																			周年庆稀有宝箱
131	47928	49	47928	59	47928	69	47928	79	47928	89	47928	99	47928	109	47928	119																			周年庆小号宝箱
132	48890	59	48891	69	48892	79	48893	89	48894	99	48895	109																							祝福礼盒
133	48900	59	48901	69	48902	79	48903	89	48904	99	48905	109																							名师礼盒
134	54300	59	54301	69																															代言人元气/贡献礼盒
135	60120	79	60121	99	60122	119	60123	129	60124	139	60125	149	60126	159																					武林大会礼包
136	60940	129	60941	139	60942	149	60943	159	60944	169	60945	179	60946	189	60947	199																			120级组队秘境首领1奖励
137	60950	129	60951	139	60952	149	60953	159	60954	169	60955	179	60956	189	60957	199																			120级组队秘境首领2奖励
138	60960	129	60961	139	60962	149	60963	159	60964	169	60965	179	60966	189	60967	199																			120级组队秘境BOSS奖励
139	60970	129	60971	139	60972	149	60973	159	60974	169	60975	179	60976	189	60977	199																			120级组队秘境稀有奖励
140	755	39	756	49	757	59	758	69	759	79	3008	89	6110	99	61100	109	61101	119	61102	129	61103	139	61104	149	61105	159	61106	169	61107	179	61108	189	61108	189	战场黄金宝箱
141	2148	39	2149	49	2150	59	2151	69	2152	79	3009	89	6111	99	61110	109	61111	119	61112	129	61113	139	61114	149	61115	159	61116	169	61117	179	61118	189	61118	189	战场白银宝箱
142	63860	79	63861	89	63862	109	63863	119	63864	129																									神州大地宝卷
143	65530	79	65531	89	65532	109	65533	119																											神州大地宝卷（小号）
144	68660	49	68661	59	68662	69	68663	79	68664	89	68665	99	68666	109	68667	119	68668	129	68669	139	68670	149	68671	159	68672	169	68673	179							周年庆狂欢宝箱
145	68780	49	68781	59	68782	69	68783	79	68784	89	68785	99	68786	109	68787	119	68788	129	68789	139	68790	149	68791	159	68792	169	68793	179							周年庆盛典宝箱
146	73510	59	73511	69	73512	79	73513	89	73514	99	73515	109																							佳节礼盒
147	73800	79	73801	89	73802	99																													群英会黄金宝箱
148	78830	49	78831	59	78832	69	78833	79	78834	89	78835	99	78836	109	78837	119	78838	129	78839	139	78840	149													桃花瓣
149	103020	59	103021	69	103022	79	103023	89																											元宵宝箱
150	104380	49	104381	59	104382	69	104383	79	104384	89	104385	99	104386	109	104387	119	104388	129	104389	139	104390	149	104391	159	104392	169	104393	179							烟花宝箱
250	995901	39	995901	49	995901	59	995902	69	995902	79	995902	89	995903	99	995903	109	995903	119	995903	129	995903	139	995903	149	995903	159	995903	169	995903	179	995903	189	995903	189	幸运宝箱
19021	19021059	39	19021059	49	19021059	59	19021059	69	19021059	79	19021089	89	19021089	99	19021109	109	19021109	119	19021109	129	19021109	139	19021149	149	19021149	159	19021149	169	19021149	179	19021149	189	19021149	189	WorldBossAward
19022	19021059	39	19021059	49	19021059	59	19021059	69	19021059	79	19021089	89	19021089	99	19021109	109	19021109	119	19021109	129	19021109	139	19021149	149	19021149	159	19021149	169	19021149	179	19021149	189	19021149	189	WorldBossAward
19023	19021059	39	19021059	49	19021059	59	19021059	69	19021059	79	19021089	89	19021089	99	19021109	109	19021109	119	19021109	129	19021109	139	19021149	149	19021149	159	19021149	169	19021149	179	19021149	189	19021149	189	WorldBossAward
19024	19021059	39	19021059	49	19021059	59	19021059	69	19021059	79	19021089	89	19021089	99	19021109	109	19021109	119	19021109	129	19021109	139	19021149	149	19021149	159	19021149	169	19021149	179	19021149	189	19021149	189	WorldBossAward
19025	19021059	39	19021059	49	19021059	59	19021059	69	19021059	79	19021089	89	19021089	99	19021109	109	19021109	119	19021109	129	19021109	139	19021149	149	19021149	159	19021149	169	19021149	179	19021149	189	19021149	189	WorldBossAward
19026	19021059	39	19021059	49	19021059	59	19021059	69	19021059	79	19021089	89	19021089	99	19021109	109	19021109	119	19021109	129	19021109	139	19021149	149	19021149	159	19021149	169	19021149	179	19021149	189	19021149	189	WorldBossAward
19027	19021059	39	19021059	49	19021059	59	19021059	69	19021059	79	19021089	89	19021089	99	19021109	109	19021109	119	19021109	129	19021109	139	19021149	149	19021149	159	19021149	169	19021149	179	19021149	189	19021149	189	WorldBossAward
19028	19021059	39	19021059	49	19021059	59	19021059	69	19021059	79	19021089	89	19021089	99	19021109	109	19021109	119	19021109	129	19021109	139	19021149	149	19021149	159	19021149	169	19021149	179	19021149	189	19021149	189	WorldBossAward
19029	19021059	39	19021059	49	19021059	59	19021059	69	19021059	79	19021089	89	19021089	99	19021109	109	19021109	119	19021109	129	19021109	139	19021149	149	19021149	159	19021149	169	19021149	179	19021149	189	19021149	189	WorldBossAward
19030	19021059	39	19021059	49	19021059	59	19021059	69	19021059	79	19021089	89	19021089	99	19021109	109	19021109	119	19021109	129	19021109	139	19021149	149	19021149	159	19021149	169	19021149	179	19021149	189	19021149	189	WorldBossAward
20001	19003085	39	19003085	49	19003085	59	19003085	69	19003085	79	19003085	89	19003085	99	19003085	109	19003085	119	19003085	129	19003085	139	19003085	149	19003085	159	19003085	169	19003085	179	19003085	189	19003085	189	NewBossLeaderAward
20002	20002039	39	20002039	49	20002059	59	20002059	69	20002079	79	20002079	89	20002099	99	20002099	109	20002119	119	20002119	129	20002139	139	20002139	149	20002159	159	20002159	169	20002159	179	20002159	189	20002159	189	金蛋宝箱998142
20003	20003039	39	20003039	49	20003059	59	20003059	69	20003079	79	20003079	89	20003099	99	20003099	109	20003119	119	20003119	129	20003139	139	20003139	149	20003159	159	20003159	169	20003159	179	20003159	189	20003159	189	银蛋宝箱998141
19011	19011039	39	19011039	49	19011039	59	19011039	69	19011039	79	19011039	89	19011039	99	19011039	109	19011039	119	19011039	129	19011039	139	19011039	149	19011039	159	19011039	169	19011039	179	19011039	189	19011039	189	封印襄阳宝箱
19012	19012039	39	19012039	49	19012039	59	19012039	69	19012039	79	19012039	89	19012039	99	19012039	109	19012039	119	19012039	129	19012039	139	19012039	149	19012039	159	19012039	169	19012039	179	19012039	189	19012039	189	封印襄阳宝箱
19013	19013039	39	19013039	49	19013039	59	19013039	69	19013039	79	19013039	89	19013039	99	19013039	109	19013039	119	19013039	129	19013039	139	19013039	149	19013039	159	19013039	169	19013039	179	19013039	189	19013039	189	封印襄阳宝箱
19014	19014039	39	19014039	49	19014039	59	19014039	69	19014039	79	19014039	89	19014039	99	19014039	109	19014039	119	19014039	129	19014039	139	19014039	149	19014039	159	19014039	169	19014039	179	19014039	189	19014039	189	封印襄阳宝箱
19015	19015039	39	19015039	49	19015039	59	19015039	69	19015039	79	19015039	89	19015039	99	19015039	109	19015039	119	19015039	129	19015039	139	19015039	149	19015039	159	19015039	169	19015039	179	19015039	189	19015039	189	封印襄阳宝箱
19016	19016039	39	19016039	49	19016039	59	19016039	69	19016039	79	19016039	89	19016039	99	19016039	109	19016039	119	19016039	129	19016039	139	19016039	149	19016039	159	19016039	169	19016039	179	19016039	189	19016039	189	封印襄阳宝箱
19017	19017039	39	19017039	49	19017039	59	19017039	69	19017039	79	19017039	89	19017039	99	19017039	109	19017039	119	19017039	129	19017039	139	19017039	149	19017039	159	19017039	169	19017039	179	19017039	189	19017039	189	封印襄阳宝箱
19018	19018039	39	19018039	49	19018039	59	19018039	69	19018039	79	19018039	89	19018039	99	19018039	109	19018039	119	19018039	129	19018039	139	19018039	149	19018039	159	19018039	169	19018039	179	19018039	189	19018039	189	封印襄阳宝箱
19019	19019039	39	19019039	49	19019039	59	19019039	69	19019039	79	19019039	89	19019039	99	19019039	109	19019039	119	19019039	129	19019039	139	19019039	149	19019039	159	19019039	169	19019039	179	19019039	189	19019039	189	封印襄阳宝箱
19020	19020039	39	19020039	49	19020039	59	19020039	69	19020039	79	19020039	89	19020039	99	19020039	109	19020039	119	19020039	129	19020039	139	19020039	149	19020039	159	19020039	169	19020039	179	19020039	189	19020039	189	封印襄阳宝箱
