GroupId	SaveId	Desc	Level	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3
2		镶嵌激活属性	20	fightpower_v1	144000			physical_damage_v	3600		3600	lifemax_v	38000										
2		镶嵌激活属性	21	fightpower_v1	216000			physical_damage_v	4000		4000	lifemax_v	40000										
2		镶嵌激活属性	22	fightpower_v1	288000			physical_damage_v	4200		4200	lifemax_v	45000										
2		镶嵌激活属性	23	fightpower_v1	360000			physical_damage_v	4500		4500	lifemax_v	50000										
3		头衔激活属性	1	lifemax_p	20			lifemax_v	400			all_series_resist_v	10			defense_v	40			physical_damage_v	40		40
3		头衔激活属性	2	lifemax_p	30			lifemax_v	800			all_series_resist_v	20			defense_v	80			physical_damage_v	80		80
3		头衔激活属性	3	lifemax_p	40			lifemax_v	1200			all_series_resist_v	40			defense_v	120			physical_damage_v	120		120
3		头衔激活属性	4	lifemax_p	50			lifemax_v	2000			all_series_resist_v	60			defense_v	200			physical_damage_v	200		200
3		头衔激活属性	5	lifemax_p	60			lifemax_v	2800			all_series_resist_v	80			defense_v	280			physical_damage_v	280		280
3		头衔激活属性	6	lifemax_p	70			lifemax_v	3600			all_series_resist_v	100			defense_v	360			physical_damage_v	360		360
3		头衔激活属性	7	lifemax_p	80			lifemax_v	4000			all_series_resist_v	120			defense_v	400			physical_damage_v	400		400
3		头衔激活属性	8	lifemax_p	90			lifemax_v	4800			all_series_resist_v	150			defense_v	480			physical_damage_v	480		480
3		头衔激活属性	9	lifemax_p	100			lifemax_v	5600			all_series_resist_v	200			defense_v	560			physical_damage_v	560		560
3		头衔激活属性	10	lifemax_p	105			lifemax_v	6400			all_series_resist_v	220			defense_v	640			physical_damage_v	640		640
3		头衔激活属性	11	lifemax_p	110			lifemax_v	7200			all_series_resist_v	240			defense_v	720			physical_damage_v	720		720
3		头衔激活属性	12	lifemax_p	115			lifemax_v	8000			all_series_resist_v	260			defense_v	800			physical_damage_v	800		800
3		头衔激活属性	13	lifemax_p	120			lifemax_v	8800			all_series_resist_v	280			defense_v	880			physical_damage_v	880		880
3		头衔激活属性	14	lifemax_p	125			lifemax_v	9600			all_series_resist_v	300			defense_v	960			physical_damage_v	960		960
3		头衔激活属性	15	lifemax_p	130			lifemax_v	11000			all_series_resist_v	320			defense_v	1040			physical_damage_v	1040		1040
3		头衔激活属性	16	lifemax_p	135			lifemax_v	12000			all_series_resist_v	340			defense_v	1120			physical_damage_v	1120		1120
3		头衔激活属性	17	lifemax_p	140			lifemax_v	13000			all_series_resist_v	360			defense_v	1200			physical_damage_v	1200		1200
3		头衔激活属性	18	lifemax_p	145			lifemax_v	14000			all_series_resist_v	380			defense_v	1280			physical_damage_v	1280		1280
3		头衔激活属性	19	lifemax_p	150			lifemax_v	15000			all_series_resist_v	400			defense_v	1360			physical_damage_v	1360		1360
3		头衔激活属性	20	lifemax_p	160			lifemax_v	16000			all_series_resist_v	420			defense_v	1440			physical_damage_v	1440		1440
3		头衔激活属性	21	lifemax_p	170			lifemax_v	18000			all_series_resist_v	440			defense_v	1520			physical_damage_v	1520		1520
3		头衔激活属性	22	lifemax_p	180			lifemax_v	20000			all_series_resist_v	460			defense_v	1600			physical_damage_v	1600		1600
3		头衔激活属性	23	lifemax_p	190			lifemax_v	22000			all_series_resist_v	480			defense_v	1680			physical_damage_v	1680		1680
3		头衔激活属性	24	lifemax_p	200			lifemax_v	24000			all_series_resist_v	500			defense_v	1760			physical_damage_v	1760		1760
3		头衔激活属性	25	lifemax_p	210			lifemax_v	26000			all_series_resist_v	520			defense_v	1840			physical_damage_v	1840		1840
4		附魔·攻击1级	1	physical_damage_v	100		100	physics_potentialdamage_p	10														
4		附魔·攻击2级	2	physical_damage_v	200		200	physics_potentialdamage_p	20														
4		附魔·攻击3级	3	physical_damage_v	350		350	physics_potentialdamage_p	30														
4		附魔·攻击4级	4	physical_damage_v	500		500	physics_potentialdamage_p	40														
4		附魔·攻击5级	5	physical_damage_v	650		650	physics_potentialdamage_p	50														
4		附魔·预留	6	physical_damage_v	350		350	physics_potentialdamage_p	30														
4		附魔·预留	7	physical_damage_v	350		350	physics_potentialdamage_p	30														
4		附魔·预留	8	physical_damage_v	350		350	physics_potentialdamage_p	30														
4		附魔·预留	9	physical_damage_v	350		350	physics_potentialdamage_p	30														
4		附魔·预留	10	physical_damage_v	350		350	physics_potentialdamage_p	30														
4		心魔附魔·攻击1级	11	enhance_final_damage_p	15																		
4		心魔附魔·攻击2级	12	enhance_final_damage_p	20																		
4		心魔附魔·攻击3级	13	enhance_final_damage_p	25																		
4		心魔附魔·防御1级	14	reduce_final_damage_p	15																		
4		心魔附魔·防御2级	15	reduce_final_damage_p	20																		
4		心魔附魔·防御3级	16	reduce_final_damage_p	25																		
4		心魔附魔·控制1级	17	add_seriesstate_rate_v	107			add_seriesstate_time_v	107														
4		心魔附魔·控制2级	18	add_seriesstate_rate_v	166			add_seriesstate_time_v	166														
4		心魔附魔·控制3级	19	add_seriesstate_rate_v	375			add_seriesstate_time_v	375														
10		始皇黄金套装激活属性1	1	lifemax_p	50																		
10		始皇白金套装激活属性1	2	lifemax_p	70																		
11		始皇黄金套装激活属性2	1	physics_potentialdamage_p	40																		
11		始皇白金套装激活属性2	2	physics_potentialdamage_p	60																		
12		始皇黄金套装激活属性3	1	add_allfaction	1																		
12		始皇白金套装激活属性3	2	add_allfaction	2																		
13		女帝黄金套装激活属性1	1	deadlystrike_p	40																		
13		女帝白金套装激活属性1	2	deadlystrike_p	60																		
14		女帝黄金套装激活属性2	1	add_skillflaglevel	3	1																	
14		女帝白金套装激活属性2	2	add_skillflaglevel	3	2																	
101	1	同伴激活属性	1	physical_damage_v	40		40	lifemax_v	800														
102	2	同伴激活属性	1	vitality_v	40			energy_v	20														
103	3	同伴激活属性	1	lifemax_p	10																		
104	4	同伴激活属性	1	vitality_v	40																		
105	5	同伴激活属性	1	strength_v	40																		
106	6	同伴激活属性	1	lifemax_p	10																		
107	7	同伴激活属性	1	energy_v	40																		
108	8	同伴激活属性	1	strength_v	40			dexterity_v	20														
109	9	同伴激活属性	1	dexterity_v	40																		
110	10	同伴激活属性	1	add_seriesstate_time_v	30			add_seriesstate_rate_v	30														
111	11	同伴激活属性	1	recover_life_v	300	75																	
112	12	同伴激活属性	1	resist_allseriesstate_time_v	20																		
113	13	同伴激活属性	1	defense_v	15																		
114	14	同伴激活属性	1	attackrate_v	30																		
115	15	同伴激活属性	1	deadlystrike_v	15																		
116	16	同伴激活属性	1	deadlystrike_damage_p	20																		
117	17	同伴激活属性	1	meleedamagereturn_p	10			rangedamagereturn_p	10														
118	18	同伴激活属性	1	physical_damage_v	100		100	all_series_resist_v	25														
119	19	同伴激活属性	1	ignore_all_resist_v	100	50		ignore_defense_v	100														
120	20	同伴激活属性	1	physical_earthdamage_v	30																		
121	21	同伴激活属性	1	physical_waterdamage_v	30			physical_firedamage_v	30														
122	22	同伴激活属性	1	physical_wooddamage_v	30																		
123	23	同伴激活属性	1	lifemax_p	10																		
124	24	同伴激活属性	1	lifemax_p	10																		
125	25	同伴激活属性	1	lifemax_p	10																		
126	26	同伴激活属性	1	lifemax_p	10																		
127	27	同伴激活属性	1	lifemax_p	10																		
201		吃书-力量	1	strength_v	1																		
201		吃书-力量	2	strength_v	2																		
201		吃书-力量	3	strength_v	3																		
201		吃书-力量	4	strength_v	4																		
201		吃书-力量	5	strength_v	5																		
201		吃书-力量	6	strength_v	6																		
201		吃书-力量	7	strength_v	7																		
201		吃书-力量	8	strength_v	8																		
201		吃书-力量	9	strength_v	9																		
201		吃书-力量	10	strength_v	10																		
201		吃书-力量	11	strength_v	11																		
201		吃书-力量	12	strength_v	12																		
201		吃书-力量	13	strength_v	13																		
201		吃书-力量	14	strength_v	14																		
201		吃书-力量	15	strength_v	15																		
201		吃书-力量	16	strength_v	16																		
201		吃书-力量	17	strength_v	17																		
201		吃书-力量	18	strength_v	18																		
201		吃书-力量	19	strength_v	19																		
201		吃书-力量	20	strength_v	20																		
201		吃书-力量	21	strength_v	21																		
201		吃书-力量	22	strength_v	22																		
201		吃书-力量	23	strength_v	23																		
201		吃书-力量	24	strength_v	24																		
201		吃书-力量	25	strength_v	25																		
201		吃书-力量	26	strength_v	26																		
201		吃书-力量	27	strength_v	27																		
201		吃书-力量	28	strength_v	28																		
201		吃书-力量	29	strength_v	29																		
201		吃书-力量	30	strength_v	30																		
201		吃书-力量	31	strength_v	31																		
201		吃书-力量	32	strength_v	32																		
201		吃书-力量	33	strength_v	33																		
201		吃书-力量	34	strength_v	34																		
201		吃书-力量	35	strength_v	35																		
201		吃书-力量	36	strength_v	36																		
201		吃书-力量	37	strength_v	37																		
201		吃书-力量	38	strength_v	38																		
201		吃书-力量	39	strength_v	39																		
201		吃书-力量	40	strength_v	40																		
202		吃书-敏捷	1	dexterity_v	1																		
202		吃书-敏捷	2	dexterity_v	2																		
202		吃书-敏捷	3	dexterity_v	3																		
202		吃书-敏捷	4	dexterity_v	4																		
202		吃书-敏捷	5	dexterity_v	5																		
202		吃书-敏捷	6	dexterity_v	6																		
202		吃书-敏捷	7	dexterity_v	7																		
202		吃书-敏捷	8	dexterity_v	8																		
202		吃书-敏捷	9	dexterity_v	9																		
202		吃书-敏捷	10	dexterity_v	10																		
202		吃书-敏捷	11	dexterity_v	11																		
202		吃书-敏捷	12	dexterity_v	12																		
202		吃书-敏捷	13	dexterity_v	13																		
202		吃书-敏捷	14	dexterity_v	14																		
202		吃书-敏捷	15	dexterity_v	15																		
202		吃书-敏捷	16	dexterity_v	16																		
202		吃书-敏捷	17	dexterity_v	17																		
202		吃书-敏捷	18	dexterity_v	18																		
202		吃书-敏捷	19	dexterity_v	19																		
202		吃书-敏捷	20	dexterity_v	20																		
202		吃书-敏捷	21	dexterity_v	21																		
202		吃书-敏捷	22	dexterity_v	22																		
202		吃书-敏捷	23	dexterity_v	23																		
202		吃书-敏捷	24	dexterity_v	24																		
202		吃书-敏捷	25	dexterity_v	25																		
202		吃书-敏捷	26	dexterity_v	26																		
202		吃书-敏捷	27	dexterity_v	27																		
202		吃书-敏捷	28	dexterity_v	28																		
202		吃书-敏捷	29	dexterity_v	29																		
202		吃书-敏捷	30	dexterity_v	30																		
202		吃书-敏捷	31	dexterity_v	31																		
202		吃书-敏捷	32	dexterity_v	32																		
202		吃书-敏捷	33	dexterity_v	33																		
202		吃书-敏捷	34	dexterity_v	34																		
202		吃书-敏捷	35	dexterity_v	35																		
202		吃书-敏捷	36	dexterity_v	36																		
202		吃书-敏捷	37	dexterity_v	37																		
202		吃书-敏捷	38	dexterity_v	38																		
202		吃书-敏捷	39	dexterity_v	39																		
202		吃书-敏捷	40	dexterity_v	40																		
203		吃书-体质	1	vitality_v	1																		
203		吃书-体质	2	vitality_v	2																		
203		吃书-体质	3	vitality_v	3																		
203		吃书-体质	4	vitality_v	4																		
203		吃书-体质	5	vitality_v	5																		
203		吃书-体质	6	vitality_v	6																		
203		吃书-体质	7	vitality_v	7																		
203		吃书-体质	8	vitality_v	8																		
203		吃书-体质	9	vitality_v	9																		
203		吃书-体质	10	vitality_v	10																		
203		吃书-体质	11	vitality_v	11																		
203		吃书-体质	12	vitality_v	12																		
203		吃书-体质	13	vitality_v	13																		
203		吃书-体质	14	vitality_v	14																		
203		吃书-体质	15	vitality_v	15																		
203		吃书-体质	16	vitality_v	16																		
203		吃书-体质	17	vitality_v	17																		
203		吃书-体质	18	vitality_v	18																		
203		吃书-体质	19	vitality_v	19																		
203		吃书-体质	20	vitality_v	20																		
203		吃书-体质	21	vitality_v	21																		
203		吃书-体质	22	vitality_v	22																		
203		吃书-体质	23	vitality_v	23																		
203		吃书-体质	24	vitality_v	24																		
203		吃书-体质	25	vitality_v	25																		
203		吃书-体质	26	vitality_v	26																		
203		吃书-体质	27	vitality_v	27																		
203		吃书-体质	28	vitality_v	28																		
203		吃书-体质	29	vitality_v	29																		
203		吃书-体质	30	vitality_v	30																		
203		吃书-体质	31	vitality_v	31																		
203		吃书-体质	32	vitality_v	32																		
203		吃书-体质	33	vitality_v	33																		
203		吃书-体质	34	vitality_v	34																		
203		吃书-体质	35	vitality_v	35																		
203		吃书-体质	36	vitality_v	36																		
203		吃书-体质	37	vitality_v	37																		
203		吃书-体质	38	vitality_v	38																		
203		吃书-体质	39	vitality_v	39																		
203		吃书-体质	40	vitality_v	40																		
204		吃书-技巧	1	energy_v	1																		
204		吃书-技巧	2	energy_v	2																		
204		吃书-技巧	3	energy_v	3																		
204		吃书-技巧	4	energy_v	4																		
204		吃书-技巧	5	energy_v	5																		
204		吃书-技巧	6	energy_v	6																		
204		吃书-技巧	7	energy_v	7																		
204		吃书-技巧	8	energy_v	8																		
204		吃书-技巧	9	energy_v	9																		
204		吃书-技巧	10	energy_v	10																		
204		吃书-技巧	11	energy_v	11																		
204		吃书-技巧	12	energy_v	12																		
204		吃书-技巧	13	energy_v	13																		
204		吃书-技巧	14	energy_v	14																		
204		吃书-技巧	15	energy_v	15																		
204		吃书-技巧	16	energy_v	16																		
204		吃书-技巧	17	energy_v	17																		
204		吃书-技巧	18	energy_v	18																		
204		吃书-技巧	19	energy_v	19																		
204		吃书-技巧	20	energy_v	20																		
204		吃书-技巧	21	energy_v	21																		
204		吃书-技巧	22	energy_v	22																		
204		吃书-技巧	23	energy_v	23																		
204		吃书-技巧	24	energy_v	24																		
204		吃书-技巧	25	energy_v	25																		
204		吃书-技巧	26	energy_v	26																		
204		吃书-技巧	27	energy_v	27																		
204		吃书-技巧	28	energy_v	28																		
204		吃书-技巧	29	energy_v	29																		
204		吃书-技巧	30	energy_v	30																		
204		吃书-技巧	31	energy_v	31																		
204		吃书-技巧	32	energy_v	32																		
204		吃书-技巧	33	energy_v	33																		
204		吃书-技巧	34	energy_v	34																		
204		吃书-技巧	35	energy_v	35																		
204		吃书-技巧	36	energy_v	36																		
204		吃书-技巧	37	energy_v	37																		
204		吃书-技巧	38	energy_v	38																		
204		吃书-技巧	39	energy_v	39																		
204		吃书-技巧	40	energy_v	40																		
900		主角周天·任脉	1	fightpower_v1	2000			lifemax_v	3390			physical_damage_v	170		170	all_series_resist_v	85						
900		主角周天·任脉	2	fightpower_v1	4600			lifemax_v	4520			physical_damage_v	230		230	all_series_resist_v	115						
900		主角周天·任脉	3	fightpower_v1	8000			lifemax_v	5650			physical_damage_v	285		285	all_series_resist_v	145						
900		主角周天·任脉	4	fightpower_v1	12000			lifemax_v	6780			physical_damage_v	340		340	all_series_resist_v	170						
901		主角周天·督脉	1	fightpower_v1	2900			physical_damage_v	335		335	defense_v	665			weaken_deadlystrike_v	335						
901		主角周天·督脉	2	fightpower_v1	7500			physical_damage_v	445		445	defense_v	885			weaken_deadlystrike_v	445						
901		主角周天·督脉	3	fightpower_v1	13700			physical_damage_v	555		555	defense_v	1105			weaken_deadlystrike_v	555						
901		主角周天·督脉	4	fightpower_v1	21600			physical_damage_v	665		665	defense_v	1325			weaken_deadlystrike_v	665						
902		主角周天·冲脉	1	fightpower_v1	3900			basic_damage_v	775		775	ignore_defense_v	1550			ignore_all_resist_v	100	390					
902		主角周天·冲脉	2	fightpower_v1	10100			basic_damage_v	1035		1035	ignore_defense_v	2065			ignore_all_resist_v	100	520					
902		主角周天·冲脉	3	fightpower_v1	18800			basic_damage_v	1295		1295	ignore_defense_v	2580			ignore_all_resist_v	100	650					
902		主角周天·冲脉	4	fightpower_v1	29800			basic_damage_v	1550		1550	ignore_defense_v	3095			ignore_all_resist_v	100	775					
903		主角周天·阳跷脉	1	fightpower_v1	4400			lifemax_v	16595			basic_damage_v	830		830	deadlystrike_v	830						
903		主角周天·阳跷脉	2	fightpower_v1	11600			lifemax_v	22130			basic_damage_v	1110		1110	deadlystrike_v	1110						
903		主角周天·阳跷脉	3	fightpower_v1	21600			lifemax_v	27660			basic_damage_v	1385		1385	deadlystrike_v	1385						
903		主角周天·阳跷脉	4	fightpower_v1	34600			lifemax_v	33190			basic_damage_v	1660		1660	deadlystrike_v	1660						
904		主角周天·阴跷脉	1	fightpower_v1	4800			steallife_p	6			return_resist_p	6			ignore_all_resist_v	100	390					
904		主角周天·阴跷脉	2	fightpower_v1	13500			steallife_p	8			return_resist_p	8			ignore_all_resist_v	100	520					
904		主角周天·阴跷脉	3	fightpower_v1	26000			steallife_p	10			return_resist_p	10			ignore_all_resist_v	100	650					
904		主角周天·阴跷脉	4	fightpower_v1	42300			steallife_p	12			return_resist_p	12			ignore_all_resist_v	100	775					
905		主角周天·阳维脉	1	fightpower_v1	5300			deadlystrike_damage_p	6			add_allspecialstate_rate_v	40			add_allspecialstate_time_v	40						
905		主角周天·阳维脉	2	fightpower_v1	14900			deadlystrike_damage_p	9			add_allspecialstate_rate_v	70			add_allspecialstate_time_v	70						
905		主角周天·阳维脉	3	fightpower_v1	28800			deadlystrike_damage_p	12			add_allspecialstate_rate_v	100			add_allspecialstate_time_v	100						
905		主角周天·阳维脉	4	fightpower_v1	47100			deadlystrike_damage_p	15			add_allspecialstate_rate_v	120			add_allspecialstate_time_v	120						
950		同伴周天·任脉	1	resist_allseriesstate_rate_v	250			lifemax_v	5085			physical_damage_v	255		255	all_series_resist_v	130						
950		同伴周天·任脉	2	resist_allseriesstate_rate_v	335			lifemax_v	6780			physical_damage_v	345		345	all_series_resist_v	175						
950		同伴周天·任脉	3	resist_allseriesstate_rate_v	420			lifemax_v	8475			physical_damage_v	430		430	all_series_resist_v	220						
950		同伴周天·任脉	4	resist_allseriesstate_rate_v	500			lifemax_v	10170			physical_damage_v	510		510	all_series_resist_v	255						
951		同伴周天·督脉	1	weaken_deadlystrike_damage_p	40			physical_damage_v	505		505	defense_v	1000			weaken_deadlystrike_v	505						
951		同伴周天·督脉	2	weaken_deadlystrike_damage_p	55			physical_damage_v	670		670	defense_v	1330			weaken_deadlystrike_v	670						
951		同伴周天·督脉	3	weaken_deadlystrike_damage_p	70			physical_damage_v	835		835	defense_v	1660			weaken_deadlystrike_v	835						
951		同伴周天·督脉	4	weaken_deadlystrike_damage_p	80			physical_damage_v	1000		1000	defense_v	1990			weaken_deadlystrike_v	1000						
952		同伴周天·冲脉	1	deadlystrike_damage_p	40			basic_damage_v	1165		1165	ignore_defense_v	2325			ignore_all_resist_v	100	585					
952		同伴周天·冲脉	2	deadlystrike_damage_p	55			basic_damage_v	1555		1555	ignore_defense_v	3100			ignore_all_resist_v	100	780					
952		同伴周天·冲脉	3	deadlystrike_damage_p	70			basic_damage_v	1945		1945	ignore_defense_v	3870			ignore_all_resist_v	100	975					
952		同伴周天·冲脉	4	deadlystrike_damage_p	80			basic_damage_v	2325		2325	ignore_defense_v	4645			ignore_all_resist_v	100	1165					
953		同伴周天·阳跷脉	1	resist_allseriesstate_time_v	250			lifemax_v	24895			basic_damage_v	1245		1245	deadlystrike_v	1245						
953		同伴周天·阳跷脉	2	resist_allseriesstate_time_v	335			lifemax_v	33195			basic_damage_v	1665		1665	deadlystrike_v	1665						
953		同伴周天·阳跷脉	3	resist_allseriesstate_time_v	420			lifemax_v	41490			basic_damage_v	2080		2080	deadlystrike_v	2080						
953		同伴周天·阳跷脉	4	resist_allseriesstate_time_v	500			lifemax_v	49785			basic_damage_v	2490		2490	deadlystrike_v	2490						
954		同伴周天·阴跷脉	1	weaken_deadlystrike_v	335			steallife_p	9			return_resist_p	9			ignore_all_resist_v	100	585					
954		同伴周天·阴跷脉	2	weaken_deadlystrike_v	446			steallife_p	12			return_resist_p	12			ignore_all_resist_v	100	780					
954		同伴周天·阴跷脉	3	weaken_deadlystrike_v	557			steallife_p	15			return_resist_p	15			ignore_all_resist_v	100	975					
954		同伴周天·阴跷脉	4	weaken_deadlystrike_v	670			steallife_p	18			return_resist_p	18			ignore_all_resist_v	100	1165					
955		同伴周天·阳维脉	1	steallife_resist_p	5			deadlystrike_damage_p	9			add_allspecialstate_rate_v	60			add_allspecialstate_time_v	60						
955		同伴周天·阳维脉	2	steallife_resist_p	9			deadlystrike_damage_p	14			add_allspecialstate_rate_v	115			add_allspecialstate_time_v	115						
955		同伴周天·阳维脉	3	steallife_resist_p	12			deadlystrike_damage_p	18			add_allspecialstate_rate_v	150			add_allspecialstate_time_v	150						
955		同伴周天·阳维脉	4	steallife_resist_p	15			deadlystrike_damage_p	22			add_allspecialstate_rate_v	180			add_allspecialstate_time_v	180						
1001		任脉穴位主角属性1	1	lifemax_v	100																		
1001		任脉穴位主角属性1	2	lifemax_v	358																		
1001		任脉穴位主角属性1	3	lifemax_v	616																		
1001		任脉穴位主角属性1	4	lifemax_v	874																		
1001		任脉穴位主角属性1	5	lifemax_v	1132																		
1001		任脉穴位主角属性1	6	lifemax_v	1390																		
1001		任脉穴位主角属性1	7	lifemax_v	1648																		
1001		任脉穴位主角属性1	8	lifemax_v	1906																		
1001		任脉穴位主角属性1	9	lifemax_v	2164																		
