MapId	Desc	PosType	WaiYiId	Path1	Idx1	Material1	Path2	Idx2	Material2	Path3	Idx3	Material3	Path4	Idx4	Material4	Path5	Idx5	Material5
4008	7级家园1楼-红木地板	1	1	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_dimian02.mat	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian03_01.mat	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian03.mat						
4003	4级家园1楼-青石地板	1	2	scenes/sn_jiayuan04_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian04.mat	scenes/sn_jiayuan04_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian02.mat	scenes/sn_jiayuan04_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian05.mat						
4004	5级家园1楼-青石地板	1	2	scenes/sn_jiayuan05_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian04.mat	scenes/sn_jiayuan05_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian02.mat	scenes/sn_jiayuan05_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian05.mat						
4005	6级家园1楼-青石地板	1	2	scenes/sn_jiayuan06_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian04.mat	scenes/sn_jiayuan06_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian02.mat	scenes/sn_jiayuan06_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian05.mat						
4008	7级家园1楼-青石地板	1	2	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian04.mat	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian02.mat	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian05.mat						
4003	4级家园1楼-瓷砖地板	1	3	scenes/sn_jiayuan04_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian04.mat	scenes/sn_jiayuan04_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian01.mat	scenes/sn_jiayuan04_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian04.mat						
4004	5级家园1楼-瓷砖地板	1	3	scenes/sn_jiayuan05_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian04.mat	scenes/sn_jiayuan05_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian01.mat	scenes/sn_jiayuan05_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian04.mat						
4005	6级家园1楼-瓷砖地板	1	3	scenes/sn_jiayuan06_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian04.mat	scenes/sn_jiayuan06_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian01.mat	scenes/sn_jiayuan06_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian04.mat						
4008	7级家园1楼-瓷砖地板	1	3	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian04.mat	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian01.mat	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian04.mat						
4000	1级家园1楼-橡木地板	1	4	scenes/sn_jiayuan01_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian02.mat	scenes/sn_jiayuan01_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian05.mat	scenes/sn_jiayuan01_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian06.mat						
4001	2级家园1楼-橡木地板	1	4	scenes/sn_jiayuan02_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian02.mat	scenes/sn_jiayuan02_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian05.mat	scenes/sn_jiayuan02_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian06.mat						
4002	3级家园1楼-橡木地板	1	4	scenes/sn_jiayuan03_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian02.mat	scenes/sn_jiayuan03_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian05.mat	scenes/sn_jiayuan03_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian06.mat						
4003	4级家园1楼-橡木地板	1	4	scenes/sn_jiayuan04_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_dimian02.mat	scenes/sn_jiayuan04_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian06.mat	scenes/sn_jiayuan04_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian05.mat						
4004	5级家园1楼-橡木地板	1	4	scenes/sn_jiayuan05_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_dimian02.mat	scenes/sn_jiayuan05_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian06.mat	scenes/sn_jiayuan05_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian05.mat						
4005	6级家园1楼-橡木地板	1	4	scenes/sn_jiayuan06_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_dimian02.mat	scenes/sn_jiayuan06_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian06.mat	scenes/sn_jiayuan06_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian05.mat						
4008	7级家园1楼-橡木地板	1	4	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	0	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_dimian02.mat	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian06.mat	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	2	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_dimian05.mat						
4000	1级家园1楼-默认墙面	2	0	scenes/sn_jiayuan01_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_qiang01.mat	scenes/sn_jiayuan01_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_zhuangshi01.mat									
4001	2级家园1楼-默认墙面	2	0	scenes/sn_jiayuan02_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_qiang01.mat	scenes/sn_jiayuan02_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_zhuangshi01.mat									
4002	3级家园1楼-默认墙面	2	0	scenes/sn_jiayuan03_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_qiang01.mat	scenes/sn_jiayuan03_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_zhuangshi01.mat									
4003	4级家园1楼-默认墙面	2	0	scenes/sn_jiayuan04_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang01.mat	scenes/sn_jiayuan04_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi01.mat									
4004	5级家园1楼-默认墙面	2	0	scenes/sn_jiayuan05_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang01.mat	scenes/sn_jiayuan05_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi01.mat									
4005	6级家园1楼-默认墙面	2	0	scenes/sn_jiayuan06_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang01.mat	scenes/sn_jiayuan06_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi01.mat									
4008	7级家园1楼-默认墙面	2	0	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang01.mat	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi01.mat									
4003	4级家园1楼-墙1	2	1	scenes/sn_jiayuan04_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang03.mat	scenes/sn_jiayuan04_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi03.mat									
4004	5级家园1楼-墙1	2	1	scenes/sn_jiayuan05_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang03.mat	scenes/sn_jiayuan05_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi03.mat									
4005	6级家园1楼-墙1	2	1	scenes/sn_jiayuan06_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang03.mat	scenes/sn_jiayuan06_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi03.mat									
4008	7级家园1楼-墙1	2	1	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang03.mat	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi03.mat									
4003	4级家园1楼-墙2	2	2	scenes/sn_jiayuan04_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang02.mat	scenes/sn_jiayuan04_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi02_1.mat									
4004	5级家园1楼-墙2	2	2	scenes/sn_jiayuan05_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang02.mat	scenes/sn_jiayuan05_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi02_1.mat									
4005	6级家园1楼-墙2	2	2	scenes/sn_jiayuan06_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang02.mat	scenes/sn_jiayuan06_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi02_1.mat									
4008	7级家园1楼-墙2	2	2	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang02.mat	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi02_1.mat									
4000	1级家园1楼-墙3	2	3	scenes/sn_jiayuan01_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_qiang02.mat	scenes/sn_jiayuan01_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_zhuangshi02.mat									
4001	2级家园1楼-墙3	2	3	scenes/sn_jiayuan02_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_qiang02.mat	scenes/sn_jiayuan02_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_zhuangshi02.mat									
4002	3级家园1楼-墙3	2	3	scenes/sn_jiayuan03_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_qiang02.mat	scenes/sn_jiayuan03_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_zhuangshi02.mat									
4003	4级家园1楼-墙3	2	3	scenes/sn_jiayuan04_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang04.mat	scenes/sn_jiayuan04_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi04.mat									
4004	5级家园1楼-墙3	2	3	scenes/sn_jiayuan05_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang04.mat	scenes/sn_jiayuan05_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi04.mat									
4005	6级家园1楼-墙3	2	3	scenes/sn_jiayuan06_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang04.mat	scenes/sn_jiayuan06_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi04.mat									
4008	7级家园1楼-墙3	2	3	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang04.mat	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi04.mat									
4000	1级家园1楼-墙4	2	4	scenes/sn_jiayuan01_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_qiang03.mat	scenes/sn_jiayuan01_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_zhuangshi03.mat									
4001	2级家园1楼-墙4	2	4	scenes/sn_jiayuan02_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_qiang03.mat	scenes/sn_jiayuan02_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_zhuangshi03.mat									
4002	3级家园1楼-墙4	2	4	scenes/sn_jiayuan03_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_qiang03.mat	scenes/sn_jiayuan03_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan01_zhuangshi03.mat									
4003	4级家园1楼-墙4	2	4	scenes/sn_jiayuan04_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang05.mat	scenes/sn_jiayuan04_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi05.mat									
4004	5级家园1楼-墙4	2	4	scenes/sn_jiayuan05_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang05.mat	scenes/sn_jiayuan05_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi05.mat									
4005	6级家园1楼-墙4	2	4	scenes/sn_jiayuan06_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang05.mat	scenes/sn_jiayuan06_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi05.mat									
4008	7级家园1楼-墙4	2	4	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_qiang05.mat	scenes/sn_jiayuan07/sn_jiayuan07_fangjian01	5	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan02_zhuangshi05.mat									
4008	7级家园2楼-默认地板	3	0	scenes/sn_jiayuan07/sn_jiayuan07_fangjian02	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian01.mat												
4008	7级家园2楼-红木地板	3	1	scenes/sn_jiayuan07/sn_jiayuan07_fangjian02	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian03.mat												
4008	7级家园2楼-青石地板	3	2	scenes/sn_jiayuan07/sn_jiayuan07_fangjian02	3	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_dimian02.mat												
4008	7级家园2楼-默认墙	4	0	scenes/sn_jiayuan07/sn_jiayuan07_fangjian02	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_qiang01.mat												
4008	7级家园2楼-墙1	4	1	scenes/sn_jiayuan07/sn_jiayuan07_fangjian02	1	Scenes/Meshes/sn_jiayuan/Materials/sn_jiayuan03_qiang02.mat												
