ItemId	MaxItemCount	Desc	TypeName	Silver2GoldRate	OrgPrice	Price1	Price2	Price3	Price4	Price5	Price6	Price7	Price8	Price9	Price10	Price11	Price12	Price13	Price14	Price15	Price16	OrgSilverPrice	SilverPrice1	SilverPrice2	SilverPrice3	SilverPrice4	SilverPrice5	SilverPrice6	SilverPrice7	SilverPrice8	SilverPrice9	SilverPrice10	SilverPrice11	SilverPrice12	SilverPrice13	SilverPrice14	SilverPrice15	SilverPrice16	MaxPriceRate1	MaxPriceRate2	MaxPriceRate3	MaxPriceRate4	MaxPriceRate5	MaxPriceRate6	MaxPriceRate7	MaxPriceRate8	MaxPriceRate9	MaxPriceRate10	MaxPriceRate11	MaxPriceRate12	MaxPriceRate13	MaxPriceRate14	MaxPriceRate15	MaxPriceRate16
2395	30	中级修为书	消耗品	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2.5	2.5	2.5	2.5	2	1.5	1.5	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2
2396	30	高级修为书	消耗品	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2.5	2.5	2.5	2.5	2	1.5	1.5	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2	1.2
2804	2	和氏璧	消耗品	1	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	600	2.5	2.5	2.5	2.5	2.5	2	1.5	1.2	1	1	1	1	1	1	1	1
10014	2	随侯珠	消耗品	1	80000	88000	90000	94000	98000	102000	106000	110000	118000	118000	118000	118000	118000	118000	118000	118000	118000	80000	88000	90000	94000	98000	102000	106000	110000	118000	118000	118000	118000	118000	118000	118000	118000	118000	1	1	1	1.1	1.1	1.1	1.2	1.2	1.6	1.5	2	2.5	2.5	2.5	2.5	2.5
788	1	高级藏宝图	消耗品	1	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	2.5	2.5	2.5	2.5	2.5	2.5	2	2	2	2	2	2	2	2	2	2
4462	20	元气瓶（小）	消耗品	1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
4816	20	元气瓶（中）	消耗品	1	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
4817	20	元气瓶（大）	消耗品	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
1397	1	传说令	头衔令牌	1	80000	88000	90000	94000	98000	102000	106000	110000	118000	118000	118000	118000	118000	118000	118000	118000	118000	80000	88000	90000	94000	98000	102000	106000	110000	118000	118000	118000	118000	118000	118000	118000	118000	118000	1	1	1	1.1	1.1	1.1	1.2	1.2	1.6	1.5	2	2.5	2.5	2.5	2.5	2.5
1396	2	皇帝令	头衔令牌	1	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	3000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2	2	2	2	2	2	2	2
1395	3	逐鹿令	头衔令牌	1	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	2.5	2.5	2.5	2.5	2.5	2	1.5	1.2	1	1	1	1	1	1	1	1
1394	2	名将令	头衔令牌	1	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	500	2.5	2.5	2.5	2	1.8	1.5	1.2	1	1	1	1	1	1	1	1	1
1393	2	盟主令	头衔令牌	1	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	2.5	2.5	2	1.5	1.5	1.2	1.2	1	1	1	1	1	1	1	1	1
5567	1	T17稀有武器	装备	1	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	52250	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5627	1	T17稀有衣服	装备	1	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	31350	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5577	1	T17稀有项链	装备	1	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5587	1	T17稀有戒指	装备	1	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5597	1	T17稀有玉佩	装备	1	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5607	1	T17稀有护身符	装备	1	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	20900	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5617	1	T17稀有帽子	装备	1	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5637	1	T17稀有护腕	装备	1	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5647	1	T17稀有腰带	装备	1	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5657	1	T17稀有鞋子	装备	1	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	10450	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5566	1	T16稀有武器	装备	1	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	47500	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5626	1	T16稀有衣服	装备	1	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	28500	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5576	1	T16稀有项链	装备	1	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5586	1	T16稀有戒指	装备	1	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5596	1	T16稀有玉佩	装备	1	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5606	1	T16稀有护身符	装备	1	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	19000	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5616	1	T16稀有帽子	装备	1	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5636	1	T16稀有护腕	装备	1	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5646	1	T16稀有腰带	装备	1	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5656	1	T16稀有鞋子	装备	1	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	9500	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5565	1	T15稀有武器	装备	1	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	43150	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5625	1	T15稀有衣服	装备	1	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	25890	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5575	1	T15稀有项链	装备	1	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5585	1	T15稀有戒指	装备	1	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5595	1	T15稀有玉佩	装备	1	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5605	1	T15稀有护身符	装备	1	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	17260	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5615	1	T15稀有帽子	装备	1	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5635	1	T15稀有护腕	装备	1	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5645	1	T15稀有腰带	装备	1	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5655	1	T15稀有鞋子	装备	1	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	8630	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5564	1	T14稀有武器	装备	1	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	39160	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5624	1	T14稀有衣服	装备	1	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	23500	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5574	1	T14稀有项链	装备	1	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5584	1	T14稀有戒指	装备	1	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5594	1	T14稀有玉佩	装备	1	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5604	1	T14稀有护身符	装备	1	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	15670	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5614	1	T14稀有帽子	装备	1	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5634	1	T14稀有护腕	装备	1	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5644	1	T14稀有腰带	装备	1	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5654	1	T14稀有鞋子	装备	1	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	7840	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5563	1	T13稀有武器	装备	1	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	35600	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5623	1	T13稀有衣服	装备	1	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	21360	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5573	1	T13稀有项链	装备	1	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5583	1	T13稀有戒指	装备	1	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5593	1	T13稀有玉佩	装备	1	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5603	1	T13稀有护身符	装备	1	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	14240	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5613	1	T13稀有帽子	装备	1	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5633	1	T13稀有护腕	装备	1	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5643	1	T13稀有腰带	装备	1	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
5653	1	T13稀有鞋子	装备	1	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	7120	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5	2.5
