Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme	
emeny_cangjianjiading	藏剑家丁		1076		50	1	2196	7655	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2111	8175	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2456	7885	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2708	8245	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3290	8260	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2905	7975	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3290	7693	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3647	7963	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3858	7630	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2055	6175	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	1617	5645	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	1925	5292	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2311	5571	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3298	5530	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2934	6342	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2452	6261	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3806	6294	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3943	5448	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2975	5689	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3398	6984	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	4032	7199	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2222	4773	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2241	4317	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2196	3894	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2241	3452	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2163	3030	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3357	3063	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3309	3449	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3354	3886	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3283	4302	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3309	4795	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	1940	2774	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3569	2707	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2178	2262	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3558	2269	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	2137	1872	0	0	-1	0	0		-1	0	0	0	0	0	0	0
emeny_cangjianjiading	藏剑家丁		1076		50	1	3587	1816	0	0	-1	0	0		-1	0	0	0	0	0	0	0
