ResId	ResFile	ResAttribID	ResSlot	Desc	Desc2	Desc3	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3	DynamicBoneIndex
1102	Player/Characters/M1/Prefab/M1_D009_Body.prefab	51102	B_Hs	M1标男等级装T7·黄金装																																	3
1103	Player/Characters/M1/Prefab/M1_D005_Body.prefab	51103	B_Hs	M1标男等级装T8·黄金装																																	3
1104	Player/Characters/M1/Prefab/M1_D012_Body.prefab	51104	B_Hs	M1标男等级装T9·黄金装																																	3
1105	Player/Characters/M1/Prefab/M1_D008_Body.prefab	51105	B_Hs	M1标男等级装T10·黄金装																																	3
1106	Player/Characters/M1/Prefab/M1_D002_Body.prefab	51106	B_Hs	M1标男等级装T11·黄金装																																	3
1107	Player/Characters/M1/Prefab/M1_D007_Body.prefab	51107	B_Hs	M1标男等级装T12·黄金装																																	3
1108	Player/Characters/M1/Prefab/M1_D013_Body.prefab	51108	B_Hs	M1标男等级装T13·黄金装																																	3
1109	Player/Characters/M1/Prefab/M1_D014_Body.prefab		B_Hs	M1标男等级装T14·黄金装						M1_D014_Body	1		73|73|73|123	1.21	179|145|0|77	1.12	159|138|112|0	1.19																			3
1110	Player/Characters/M1/Prefab/M1_D015_Body.prefab		B_Hs	M1标男等级装T15·黄金装						M1_D015_Body	1		255|220|26|142	1	74|69|69|48	2.12	255|184|0|15	1																			3
1111	Player/Characters/M1/Prefab/M1_D016_Body.prefab		B_Hs	M1标男等级装T16·黄金装						M1_D016_Body	1		255|173|69|85	1	91|88|88|101	1.82	121|86|33|134	1.78																			3
1112	Player/Characters/M1/Prefab/M1_D017_Body.prefab		B_Hs	M1标男等级装T17·黄金装						M1_D017_Body	1		255|244|187|97	1.2	255|187|67|89	1.33	255|228|118|56	1																			3
1113	Player/Characters/M1/Prefab/M1_D018_Body.prefab		B_Hs	M1标男等级装T18·黄金装						M1_D018_Body	1		255|255|255|45	1	84|82|78|94	1	234|172|74|93	1																			3
1114	Player/Characters/M1/Prefab/M1_D019_Body.prefab		B_Hs	M1标男等级装T19·黄金装						M1_D019_Body	1		247|190|105|94	1.25	236|189|34|23	1.66	78|73|82|46	1																			3
1115	Player/Characters/M1/Prefab/M1_D020_Body.prefab		B_Hs	M1标男等级装T20·黄金装																																	3
1151	Player/Characters/M1/Prefab/M1_D008_Body.prefab		B_Hs	M1标男等级装T10·白金装						M1_D008_Body	1		247|247|247|120	1.1	255|236|205|171	1.82	251|224|175|166	1.15																			3
1152	Player/Characters/M1/Prefab/M1_D002_Body.prefab		B_Hs	M1标男等级装T11·白金装						M1_D002_Body	1		255|217|149|106	1	221|221|221|50	1.29	255|255|255|0	1																			3
1153	Player/Characters/M1/Prefab/M1_D007_Body.prefab		B_Hs	M1标男等级装T12·白金装						M1_D007_Body	1		255|223|159|125	1.46	225|225|225|94	1.22	206|206|206|62	3.37																			3
1154	Player/Characters/M1/Prefab/M1_D013_Body.prefab		B_Hs	M1标男等级装T13·白金装						M1_D013_Body	1		255|223|195|69	1	238|238|238|31	1.38	251|236|203|23	3.55																			3
1155	Player/Characters/M1/Prefab/M1_D014_Body.prefab		B_Hs	M1标男等级装T14·白金装						M1_D014_Body	1		226|208|181|131	1	210|210|210|7	1.27	228|202|163|51	1																			3
1156	Player/Characters/M1/Prefab/M1_D015_Body.prefab		B_Hs	M1标男等级装T15·白金装						M1_D015_Body	1		255|246|228|131	1.2	255|227|166|70	2.13	208|206|206|43	1.21																			3
1157	Player/Characters/M1/Prefab/M1_D016_Body.prefab		B_Hs	M1标男等级装T16·白金装						M1_D016_Body	1		255|219|174|121	1	255|244|226|64	1.49	198|198|198|37	1.31																			3
1158	Player/Characters/M1/Prefab/M1_D017_Body.prefab		B_Hs	M1标男等级装T17·白金装						M1_D017_Body	1		217|173|126|118	1.4	255|218|172|34	1.28	217|217|217|16	1.29																			3
1159	Player/Characters/M1/Prefab/M1_D018_Body.prefab		B_Hs	M1标男等级装T18·白金装						M1_D018_Body	1		255|203|127|45	0.94	253|211|137|47	1	234|231|225|58	1																			3
1160	Player/Characters/M1/Prefab/M1_D019_Body.prefab		B_Hs	M1标男等级装T19·白金装						M1_D019_Body	1		253|215|158|94	1	255|205|144|37	1.25	255|255|255|27	1.08																			3
1161	Player/Characters/M1/Prefab/M1_D020_Body.prefab		B_Hs	M1标男等级装T20·白金装																																	3
1201	Player/Characters/M1/Prefab/M1_D001_Body.prefab	51201	B_Hs	M1标男等级装T1·偏色1																																	3
1202	Player/Characters/M1/Prefab/M1_D001_Body.prefab	51202	B_Hs	M1标男等级装T1·偏色2																																	3
1203	Player/Characters/M1/Prefab/M1_D001_Body.prefab	51203	B_Hs	M1标男等级装T1·偏色3																																	3
1204	Player/Characters/M1/Prefab/M1_D004_Body.prefab	51204	B_Hs	M1标男等级装T2·偏色1																																	3
1205	Player/Characters/M1/Prefab/M1_D004_Body.prefab	51205	B_Hs	M1标男等级装T2·偏色2																																	3
1206	Player/Characters/M1/Prefab/M1_D004_Body.prefab	51206	B_Hs	M1标男等级装T2·偏色3																																	3
1207	Player/Characters/M1/Prefab/M1_D003_Body.prefab	51207	B_Hs	M1标男等级装T3·偏色1																																	3
1208	Player/Characters/M1/Prefab/M1_D003_Body.prefab	51208	B_Hs	M1标男等级装T3·偏色2																																	3
1209	Player/Characters/M1/Prefab/M1_D003_Body.prefab	51209	B_Hs	M1标男等级装T3·偏色3																																	3
1210	Player/Characters/M1/Prefab/M1_D006_Body.prefab	51210	B_Hs	M1标男等级装T4·偏色1																																	3
1211	Player/Characters/M1/Prefab/M1_D006_Body.prefab	51211	B_Hs	M1标男等级装T4·偏色2																																	3
1212	Player/Characters/M1/Prefab/M1_D006_Body.prefab	51212	B_Hs	M1标男等级装T4·偏色3																																	3
1213	Player/Characters/M1/Prefab/M1_D011_Body.prefab	51213	B_Hs	M1标男等级装T5·偏色1																																	3
1214	Player/Characters/M1/Prefab/M1_D011_Body.prefab	51214	B_Hs	M1标男等级装T5·偏色2																																	3
1215	Player/Characters/M1/Prefab/M1_D011_Body.prefab	51215	B_Hs	M1标男等级装T5·偏色3																																	3
1216	Player/Characters/M1/Prefab/M1_D010_Body.prefab	51216	B_Hs	M1标男等级装T6·偏色1																																	3
1217	Player/Characters/M1/Prefab/M1_D010_Body.prefab	51217	B_Hs	M1标男等级装T6·偏色2																																	3
1218	Player/Characters/M1/Prefab/M1_D010_Body.prefab	51218	B_Hs	M1标男等级装T6·偏色3																																	3
1219	Player/Characters/M1/Prefab/M1_D009_Body.prefab	51219	B_Hs	M1标男等级装T7·偏色1																																	3
1220	Player/Characters/M1/Prefab/M1_D009_Body.prefab	51220	B_Hs	M1标男等级装T7·偏色2																																	3
1221	Player/Characters/M1/Prefab/M1_D009_Body.prefab	51221	B_Hs	M1标男等级装T7·偏色3																																	3
1222	Player/Characters/M1/Prefab/M1_D005_Body.prefab	51222	B_Hs	M1标男等级装T8·偏色1																																	3
1223	Player/Characters/M1/Prefab/M1_D005_Body.prefab	51223	B_Hs	M1标男等级装T8·偏色2																																	3
1224	Player/Characters/M1/Prefab/M1_D005_Body.prefab	51224	B_Hs	M1标男等级装T8·偏色3																																	3
1225	Player/Characters/M1/Prefab/M1_D012_Body.prefab	51225	B_Hs	M1标男等级装T9·偏色1																																	3
1226	Player/Characters/M1/Prefab/M1_D012_Body.prefab	51226	B_Hs	M1标男等级装T9·偏色2																																	3
1227	Player/Characters/M1/Prefab/M1_D012_Body.prefab	51227	B_Hs	M1标男等级装T9·偏色3																																	3
1228	Player/Characters/M1/Prefab/M1_D008_Body.prefab	51228	B_Hs	M1标男等级装T10·偏色1																																	3
1229	Player/Characters/M1/Prefab/M1_D008_Body.prefab	51229	B_Hs	M1标男等级装T10·偏色2																																	3
1230	Player/Characters/M1/Prefab/M1_D008_Body.prefab	51230	B_Hs	M1标男等级装T10·偏色3																																	3
1231	Player/Characters/M1/Prefab/M1_D002_Body.prefab	51231	B_Hs	M1标男等级装T11·偏色1																																	3
1232	Player/Characters/M1/Prefab/M1_D002_Body.prefab	51232	B_Hs	M1标男等级装T11·偏色2																																	3
1233	Player/Characters/M1/Prefab/M1_D002_Body.prefab	51233	B_Hs	M1标男等级装T11·偏色3																																	3
1234	Player/Characters/M1/Prefab/M1_D007_Body.prefab	51234	B_Hs	M1标男等级装T12·偏色1																																	3
1235	Player/Characters/M1/Prefab/M1_D007_Body.prefab	51235	B_Hs	M1标男等级装T12·偏色2																																	3
1236	Player/Characters/M1/Prefab/M1_D007_Body.prefab	51236	B_Hs	M1标男等级装T12·偏色3																																	3
1237	Player/Characters/M1/Prefab/M1_D013_Body.prefab	51237	B_Hs	M1标男等级装T13·偏色1																																	3
1238	Player/Characters/M1/Prefab/M1_D013_Body.prefab	51238	B_Hs	M1标男等级装T13·偏色2																																	3
1239	Player/Characters/M1/Prefab/M1_D013_Body.prefab	51239	B_Hs	M1标男等级装T13·偏色3																																	3
1241	Player/Characters/M1/Prefab/M1_D001_Body.prefab	51241	B_Hs	M1标男等级装T1·偏色4																																	3
1242	Player/Characters/M1/Prefab/M1_D004_Body.prefab	51242	B_Hs	M1标男等级装T2·偏色4																																	3
1243	Player/Characters/M1/Prefab/M1_D003_Body.prefab	51243	B_Hs	M1标男等级装T3·偏色4																																	3
1244	Player/Characters/M1/Prefab/M1_D006_Body.prefab	51244	B_Hs	M1标男等级装T4·偏色4																																	3
1245	Player/Characters/M1/Prefab/M1_D011_Body.prefab	51245	B_Hs	M1标男等级装T5·偏色4																																	3
1246	Player/Characters/M1/Prefab/M1_D010_Body.prefab	51246	B_Hs	M1标男等级装T6·偏色4																																	3
1247	Player/Characters/M1/Prefab/M1_D009_Body.prefab	51247	B_Hs	M1标男等级装T7·偏色4																																	3
1248	Player/Characters/M1/Prefab/M1_D005_Body.prefab	51248	B_Hs	M1标男等级装T8·偏色4																																	3
1249	Player/Characters/M1/Prefab/M1_D012_Body.prefab	51249	B_Hs	M1标男等级装T9·偏色4																																	3
1250	Player/Characters/M1/Prefab/M1_D008_Body.prefab	51250	B_Hs	M1标男等级装T10·偏色4																																	3
1251	Player/Characters/M1/Prefab/M1_D002_Body.prefab	51251	B_Hs	M1标男等级装T11·偏色4																																	3
1252	Player/Characters/M1/Prefab/M1_D007_Body.prefab	51252	B_Hs	M1标男等级装T12·偏色4																																	3
1253	Player/Characters/M1/Prefab/M1_D013_Body.prefab	51253	B_Hs	M1标男等级装T13·偏色4																																	3
1257	Player/Characters/M1/Prefab/M1_D017_Body.prefab		B_Hs	M1标男等级装T17·偏色4						M1_D017_Body	1		234|254|255|32	1.4	140|43|161|102	1.19	102|90|166|74	1.29																			3
1258	Player/Characters/M1/Prefab/M1_D018_Body.prefab		B_Hs	M1标男等级装T18·偏色4						M1_D018_Body	1		255|192|97|45	0.94	166|23|70|47	1	252|254|253|102	1																			3
1259	Player/Characters/M1/Prefab/M1_D019_Body.prefab		B_Hs	M1标男等级装T19·偏色4						M1_D019_Body	1		249|233|166|94	1	10|151|110|43	1.33	227|232|234|48	1																			3
1261	Player/Characters/M1/Prefab/M1_D014_Body.prefab		B_Hs	M1标男等级装T14·偏色1						M1_D014_Body	1		253|201|122|64	1.21	56|56|56|59	1.12	135|34|36|0	1.36																			3
1262	Player/Characters/M1/Prefab/M1_D014_Body.prefab		B_Hs	M1标男等级装T14·偏色2						M1_D014_Body	1		255|176|116|53	1.21	219|216|216|31	1	50|50|50|0	0.86																			3
1263	Player/Characters/M1/Prefab/M1_D014_Body.prefab		B_Hs	M1标男等级装T14·偏色3						M1_D014_Body	1		229|229|251|53	1.21	107|108|215|21	1.12	232|232|232|0	1.22																			3
1264	Player/Characters/M1/Prefab/M1_D015_Body.prefab		B_Hs	M1标男等级装T15·偏色1						M1_D015_Body	1		240|182|97|255	1	146|146|146|69	1	223|220|216|8	1.21																			3
1265	Player/Characters/M1/Prefab/M1_D015_Body.prefab		B_Hs	M1标男等级装T15·偏色2						M1_D015_Body	1		241|229|126|255	1	40|202|142|69	1	217|211|201|8	1.21																			3
1266	Player/Characters/M1/Prefab/M1_D015_Body.prefab		B_Hs	M1标男等级装T15·偏色3						M1_D015_Body	1		196|218|223|255	1	255|195|104|27	2.12	44|40|35|24	1.21																			3
1267	Player/Characters/M1/Prefab/M1_D016_Body.prefab		B_Hs	M1标男等级装T16·偏色1						M1_D016_Body	1		243|163|91|85	1	119|119|119|121	1.24	191|191|191|101	1																			3
1268	Player/Characters/M1/Prefab/M1_D016_Body.prefab		B_Hs	M1标男等级装T16·偏色2						M1_D016_Body	1		229|242|247|85	1	91|88|88|101	1.82	61|11|11|134	1.78																			3
1269	Player/Characters/M1/Prefab/M1_D016_Body.prefab		B_Hs	M1标男等级装T16·偏色3						M1_D016_Body	1		251|227|151|107	1	88|91|89|101	1.82	23|88|74|112	1.78																			3
1270	Player/Characters/M1/Prefab/M1_D017_Body.prefab		B_Hs	M1标男等级装T17·偏色1						M1_D017_Body	1		245|220|166|94	1.18	153|27|27|131	1	59|59|59|137	1																			3
1271	Player/Characters/M1/Prefab/M1_D017_Body.prefab		B_Hs	M1标男等级装T17·偏色2						M1_D017_Body	1		238|226|187|69	1.18	69|69|69|131	1	4|101|140|106	1																			3
1272	Player/Characters/M1/Prefab/M1_D017_Body.prefab		B_Hs	M1标男等级装T17·偏色3						M1_D017_Body	1		208|153|123|64	1.59	86|86|86|99	1.19	240|240|240|50	0.98																			3
1273	Player/Characters/M1/Prefab/M1_D018_Body.prefab		B_Hs	M1标男等级装T18·偏色1						M1_D018_Body	1		249|221|161|45	1	166|31|31|43	1	50|50|49|141	1																			3
1274	Player/Characters/M1/Prefab/M1_D018_Body.prefab		B_Hs	M1标男等级装T18·偏色2						M1_D018_Body	1		241|252|255|45	1	125|174|255|43	1	38|45|48|132	1																			3
1275	Player/Characters/M1/Prefab/M1_D018_Body.prefab		B_Hs	M1标男等级装T18·偏色3						M1_D018_Body	1		255|208|125|45	1	58|55|55|69	1	200|200|200|39	1																			3
1276	Player/Characters/M1/Prefab/M1_D019_Body.prefab		B_Hs	M1标男等级装T19·偏色1						M1_D019_Body	1		236|242|249|94	1	170|7|51|133	1.16	39|37|37|123	1.08																			3
1277	Player/Characters/M1/Prefab/M1_D019_Body.prefab		B_Hs	M1标男等级装T19·偏色2						M1_D019_Body	1		245|215|115|97	1	43|43|43|123	1.16	82|82|82|88	1																			3
1278	Player/Characters/M1/Prefab/M1_D019_Body.prefab		B_Hs	M1标男等级装T19·偏色3						M1_D019_Body	1		243|233|218|94	1	88|179|255|18	1.33	52|53|59|77	1																			3
2001	Player/Characters/M2/Prefab/M2_D011_Body.prefab	52001	B_Hs	M2壮男等级装T1																																	4
2002	Player/Characters/M2/Prefab/M2_D004_Body.prefab	52002	B_Hs	M2壮男等级装T2																																	4
2003	Player/Characters/M2/Prefab/M2_D010_Body.prefab	52003	B_Hs	M2壮男等级装T3																																	4
2004	Player/Characters/M2/Prefab/M2_D002_Body.prefab	52004	B_Hs	M2壮男等级装T4																																	4
2005	Player/Characters/M2/Prefab/M2_D007_Body.prefab	52005	B_Hs	M2壮男等级装T5																																	4
2006	Player/Characters/M2/Prefab/M2_D001_Body.prefab	52006	B_Hs	M2壮男等级装T6																																	4
2007	Player/Characters/M2/Prefab/M2_D005_Body.prefab	52007	B_Hs	M2壮男等级装T7																																	4
2008	Player/Characters/M2/Prefab/M2_D003_Body.prefab	52008	B_Hs	M2壮男等级装T8																																	4
2009	Player/Characters/M2/Prefab/M2_D012_Body.prefab	52009	B_Hs	M2壮男等级装T9																																	4
2010	Player/Characters/M2/Prefab/M2_D006_Body.prefab	52010	B_Hs	M2壮男等级装T10																																	4
2011	Player/Characters/M2/Prefab/M2_D009_Body.prefab	52011	B_Hs	M2壮男等级装T11																																	4
2012	Player/Characters/M2/Prefab/M2_D013_Body.prefab	52012	B_Hs	M2壮男等级装T12																																	4
2013	Player/Characters/M2/Prefab/M2_D008_Body.prefab	52013	B_Hs	M2壮男等级装T13																																	4
2014	Player/Characters/M2/Prefab/M2_D014_Body.prefab		B_Hs	M2壮男等级装T14				1		M2_D014_Body	0		255|255|255|125	1.22	255|255|255|132	1	255|255|255|157	1																			4
2015	Player/Characters/M2/Prefab/M2_D015_Body.prefab		B_Hs	M2壮男等级装T15				1		M2_D015_Body	0		255|255|255|255	1	255|255|255|255	1	255|255|255|255	1																			4
2016	Player/Characters/M2/Prefab/M2_D016_Body.prefab		B_Hs	M2壮男等级装T16						M2_D016_Body	1		222|240|243|88	1	163|152|9|109	1	255|255|255|18	1																			4
2017	Player/Characters/M2/Prefab/M2_D017_Body.prefab		B_Hs	M2壮男等级装T17				1		M2_D017_Body	0		255|255|255|62	1	255|255|255|40	1	255|255|255|51	1																			4
2018	Player/Characters/M2/Prefab/M2_D018_Body.prefab		B_Hs	M2壮男等级装T18						M2_D018_Body	1		236|83|83|90	1	89|89|89|109	1	71|71|71|212	1.09																			4
2019	Player/Characters/M2/Prefab/M2_D019_Body.prefab		B_Hs	M2壮男等级装T19				1		M2_D019_Body	0		255|255|255|66	1	65|63|63|123	1	255|255|255|15	1																			4
2020	Player/Characters/M2/Prefab/M2_D020_Body.prefab		B_Hs	M2壮男等级装T20																																	4
2101	Player/Characters/M2/Prefab/M2_D001_Body.prefab	52101	B_Hs	M2壮男等级装T6·黄金装																																	4
2102	Player/Characters/M2/Prefab/M2_D005_Body.prefab	52102	B_Hs	M2壮男等级装T7·黄金装																																	4
2103	Player/Characters/M2/Prefab/M2_D003_Body.prefab	52103	B_Hs	M2壮男等级装T8·黄金装																																	4
2104	Player/Characters/M2/Prefab/M2_D012_Body.prefab	52104	B_Hs	M2壮男等级装T9·黄金装																																	4
2105	Player/Characters/M2/Prefab/M2_D006_Body.prefab	52105	B_Hs	M2壮男等级装T10·黄金装																																	4
2106	Player/Characters/M2/Prefab/M2_D009_Body.prefab	52106	B_Hs	M2壮男等级装T11·黄金装																																	4
2107	Player/Characters/M2/Prefab/M2_D013_Body.prefab	52107	B_Hs	M2壮男等级装T12·黄金装																																	4
2108	Player/Characters/M2/Prefab/M2_D008_Body.prefab	52108	B_Hs	M2壮男等级装T13·黄金装																																	4
2109	Player/Characters/M2/Prefab/M2_D014_Body.prefab		B_Hs	M2壮男等级装T14·黄金装						M2_D014_Body	1		52|52|52|255	1.74	255|228|141|132	1	255|177|39|255	3.54																			4
2110	Player/Characters/M2/Prefab/M2_D015_Body.prefab		B_Hs	M2壮男等级装T15·黄金装						M2_D015_Body	1		71|71|71|221	3.05	255|226|0|141	2.16	255|184|0|164	5																			4
2111	Player/Characters/M2/Prefab/M2_D016_Body.prefab		B_Hs	M2壮男等级装T16·黄金装						M2_D016_Body	1		255|180|46|185	1	223|148|37|129	2.35	243|243|243|67	1																			4
2112	Player/Characters/M2/Prefab/M2_D017_Body.prefab		B_Hs	M2壮男等级装T17·黄金装						M2_D017_Body	1		251|244|205|104	1.2	241|196|76|66	1.38	136|133|128|109	1																			4
2113	Player/Characters/M2/Prefab/M2_D018_Body.prefab		B_Hs	M2壮男等级装T18·黄金装						M2_D018_Body	1		89|89|89|90	1	255|198|91|72	1	78|78|78|177	1.09																			4
2114	Player/Characters/M2/Prefab/M2_D019_Body.prefab		B_Hs	M2壮男等级装T19·黄金装						M2_D019_Body	1		253|246|223|93	1.12	255|193|61|67	1	78|77|74|75	1																			4
2115	Player/Characters/M2/Prefab/M2_D020_Body.prefab		B_Hs	M2壮男等级装T20·黄金装																																	4
2151	Player/Characters/M2/Prefab/M2_D006_Body.prefab		B_Hs	M2壮男等级装T10·白金装						M2_D006_Body	1		245|208|160|153	1.35	189|189|189|34	1.21	234|194|122|0	1.39																			4
2152	Player/Characters/M2/Prefab/M2_D009_Body.prefab		B_Hs	M2壮男等级装T11·白金装						M2_D009_Body	1		247|216|178|102	2.78	249|240|216|91	2.2	245|210|178|255	1.84																			4
2153	Player/Characters/M2/Prefab/M2_D013_Body.prefab		B_Hs	M2壮男等级装T12·白金装						M2_D013_Body	1		249|222|174|254	1.19	255|255|255|66	1.1	255|221|178|255	1.09																			4
2154	Player/Characters/M2/Prefab/M2_D008_Body.prefab		B_Hs	M2壮男等级装T13·白金装						M2_D008_Body	1		255|244|217|255	1.42	255|247|228|160	2.68	253|218|174|90	3																			4
2155	Player/Characters/M2/Prefab/M2_D014_Body.prefab		B_Hs	M2壮男等级装T14·白金装						M2_D014_Body	1		255|255|255|125	1.99	255|216|148|56	1.37	255|212|159|157	3.1																			4
2156	Player/Characters/M2/Prefab/M2_D015_Body.prefab		B_Hs	M2壮男等级装T15·白金装						M2_D015_Body	1		255|248|232|43	3.17	249|207|133|255	2.19	255|255|255|106	2.95																			4
