TypeId	Level	Rate	Cost1	Cost2	Cost3	TimeFrame1	TimeFrameRate1	TimeFrameCost11	TimeFrameCost21	TimeFrameCost31	TimeFrame2	TimeFrameRate2	TimeFrameCost12	TimeFrameCost22	TimeFrameCost32	TimeFrame3	TimeFrameRate3	TimeFrameCost13	TimeFrameCost23	TimeFrameCost33	TimeFrame4	TimeFrameRate4	TimeFrameCost14	TimeFrameCost24	TimeFrameCost34	TimeFrame5	TimeFrameRate5	TimeFrameCost15	TimeFrameCost25	TimeFrameCost35	TimeFrame6	TimeFrameRate6	TimeFrameCost16	TimeFrameCost26	TimeFrameCost36	TimeFrame7	TimeFrameRate7	TimeFrameCost17	TimeFrameCost27	TimeFrameCost37	TimeFrame8	TimeFrameRate8	TimeFrameCost18	TimeFrameCost28	TimeFrameCost38	TimeFrame9	TimeFrameRate9	TimeFrameCost19	TimeFrameCost29	TimeFrameCost39
1	11	500000	ZhenQi|1500	Coin|3000		OpenLevel109;1	600000	ZhenQi|1500	Coin|3000		OpenLevel119;1	700000	ZhenQi|1500	Coin|3000		OpenLevel129;1	800000	ZhenQi|1500	Coin|3000		OpenLevel139;1	800000	ZhenQi|1500	Coin|3000		OpenLevel149;1	800000	ZhenQi|1500	Coin|3000		OpenLevel159;1	800000	ZhenQi|1500	Coin|3000		OpenLevel169;1	800000	ZhenQi|1500	Coin|3000											
1	12	400000	ZhenQi|1500	Coin|3000		OpenLevel109;1	500000	ZhenQi|1500	Coin|3000		OpenLevel119;1	600000	ZhenQi|1500	Coin|3000		OpenLevel129;1	700000	ZhenQi|1500	Coin|3000		OpenLevel139;1	700000	ZhenQi|1500	Coin|3000		OpenLevel149;1	700000	ZhenQi|1500	Coin|3000		OpenLevel159;1	700000	ZhenQi|1500	Coin|3000		OpenLevel169;1	700000	ZhenQi|1500	Coin|3000											
1	13	400000	ZhenQi|1500	Coin|3000		OpenLevel109;1	500000	ZhenQi|1500	Coin|3000		OpenLevel119;1	600000	ZhenQi|1500	Coin|3000		OpenLevel129;1	700000	ZhenQi|1500	Coin|3000		OpenLevel139;1	700000	ZhenQi|1500	Coin|3000		OpenLevel149;1	700000	ZhenQi|1500	Coin|3000		OpenLevel159;1	700000	ZhenQi|1500	Coin|3000		OpenLevel169;1	700000	ZhenQi|1500	Coin|3000											
1	14	300000	ZhenQi|1500	Coin|3000		OpenLevel109;1	400000	ZhenQi|1500	Coin|3000		OpenLevel119;1	500000	ZhenQi|1500	Coin|3000		OpenLevel129;1	600000	ZhenQi|1500	Coin|3000		OpenLevel139;1	600000	ZhenQi|1500	Coin|3000		OpenLevel149;1	600000	ZhenQi|1500	Coin|3000		OpenLevel159;1	600000	ZhenQi|1500	Coin|3000		OpenLevel169;1	600000	ZhenQi|1500	Coin|3000											
1	15	300000	ZhenQi|1500	Coin|3000		OpenLevel109;1	300000	ZhenQi|1500	Coin|3000		OpenLevel119;1	300000	ZhenQi|1500	Coin|3000		OpenLevel129;1	300000	ZhenQi|1500	Coin|3000		OpenLevel139;1	350000	ZhenQi|1500	Coin|3000		OpenLevel149;1	400000	ZhenQi|1500	Coin|3000		OpenLevel159;1	450000	ZhenQi|1500	Coin|3000		OpenLevel169;1	500000	ZhenQi|1500	Coin|3000											
1	16	200000	ZhenQi|1500	Coin|3000		OpenLevel109;1	200000	ZhenQi|1500	Coin|3000		OpenLevel119;1	200000	ZhenQi|1500	Coin|3000		OpenLevel129;1	200000	ZhenQi|1500	Coin|3000		OpenLevel139;1	250000	ZhenQi|1500	Coin|3000		OpenLevel149;1	300000	ZhenQi|1500	Coin|3000		OpenLevel159;1	350000	ZhenQi|1500	Coin|3000		OpenLevel169;1	400000	ZhenQi|1500	Coin|3000											
1	17	200000	ZhenQi|1500	Coin|3000		OpenLevel109;1	200000	ZhenQi|1500	Coin|3000		OpenLevel119;1	200000	ZhenQi|1500	Coin|3000		OpenLevel129;1	200000	ZhenQi|1500	Coin|3000		OpenLevel139;1	250000	ZhenQi|1500	Coin|3000		OpenLevel149;1	300000	ZhenQi|1500	Coin|3000		OpenLevel159;1	350000	ZhenQi|1500	Coin|3000		OpenLevel169;1	400000	ZhenQi|1500	Coin|3000											
1	18	200000	ZhenQi|1500	Coin|3000		OpenLevel109;1	200000	ZhenQi|1500	Coin|3000		OpenLevel119;1	200000	ZhenQi|1500	Coin|3000		OpenLevel129;1	200000	ZhenQi|1500	Coin|3000		OpenLevel139;1	250000	ZhenQi|1500	Coin|3000		OpenLevel149;1	300000	ZhenQi|1500	Coin|3000		OpenLevel159;1	350000	ZhenQi|1500	Coin|3000		OpenLevel169;1	400000	ZhenQi|1500	Coin|3000											
1	19	200000	ZhenQi|1500	Coin|3000		OpenLevel109;1	200000	ZhenQi|1500	Coin|3000		OpenLevel119;1	200000	ZhenQi|1500	Coin|3000		OpenLevel129;1	200000	ZhenQi|1500	Coin|3000		OpenLevel139;1	250000	ZhenQi|1500	Coin|3000		OpenLevel149;1	300000	ZhenQi|1500	Coin|3000		OpenLevel159;1	350000	ZhenQi|1500	Coin|3000		OpenLevel169;1	400000	ZhenQi|1500	Coin|3000											
2	1	950000	ZhenQi|500	Coin|2000		OpenLevel109;1	950000	ZhenQi|500	Coin|2000		OpenLevel119;1	950000	ZhenQi|500	Coin|2000		OpenLevel129;1	950000	ZhenQi|500	Coin|2000		OpenLevel139;1	950000	ZhenQi|500	Coin|2000		OpenLevel149;1	950000	ZhenQi|500	Coin|2000		OpenLevel159;1	950000	ZhenQi|500	Coin|2000		OpenLevel169;1	950000	ZhenQi|500	Coin|2000											
2	2	900000	ZhenQi|500	Coin|2000		OpenLevel109;1	900000	ZhenQi|500	Coin|2000		OpenLevel119;1	900000	ZhenQi|500	Coin|2000		OpenLevel129;1	900000	ZhenQi|500	Coin|2000		OpenLevel139;1	900000	ZhenQi|500	Coin|2000		OpenLevel149;1	900000	ZhenQi|500	Coin|2000		OpenLevel159;1	900000	ZhenQi|500	Coin|2000		OpenLevel169;1	900000	ZhenQi|500	Coin|2000											
2	3	850000	ZhenQi|500	Coin|2000		OpenLevel109;1	850000	ZhenQi|500	Coin|2000		OpenLevel119;1	850000	ZhenQi|500	Coin|2000		OpenLevel129;1	850000	ZhenQi|500	Coin|2000		OpenLevel139;1	850000	ZhenQi|500	Coin|2000		OpenLevel149;1	850000	ZhenQi|500	Coin|2000		OpenLevel159;1	850000	ZhenQi|500	Coin|2000		OpenLevel169;1	850000	ZhenQi|500	Coin|2000											
2	4	800000	ZhenQi|500	Coin|2000		OpenLevel109;1	800000	ZhenQi|500	Coin|2000		OpenLevel119;1	800000	ZhenQi|500	Coin|2000		OpenLevel129;1	800000	ZhenQi|500	Coin|2000		OpenLevel139;1	800000	ZhenQi|500	Coin|2000		OpenLevel149;1	800000	ZhenQi|500	Coin|2000		OpenLevel159;1	800000	ZhenQi|500	Coin|2000		OpenLevel169;1	800000	ZhenQi|500	Coin|2000											
2	5	750000	ZhenQi|1000	Coin|2000		OpenLevel109;1	750000	ZhenQi|1000	Coin|2000		OpenLevel119;1	750000	ZhenQi|1000	Coin|2000		OpenLevel129;1	750000	ZhenQi|1000	Coin|2000		OpenLevel139;1	750000	ZhenQi|1000	Coin|2000		OpenLevel149;1	750000	ZhenQi|1000	Coin|2000		OpenLevel159;1	750000	ZhenQi|1000	Coin|2000		OpenLevel169;1	750000	ZhenQi|1000	Coin|2000											
2	6	700000	ZhenQi|1000	Coin|2000		OpenLevel109;1	700000	ZhenQi|1000	Coin|2000		OpenLevel119;1	700000	ZhenQi|1000	Coin|2000		OpenLevel129;1	700000	ZhenQi|1000	Coin|2000		OpenLevel139;1	700000	ZhenQi|1000	Coin|2000		OpenLevel149;1	700000	ZhenQi|1000	Coin|2000		OpenLevel159;1	700000	ZhenQi|1000	Coin|2000		OpenLevel169;1	700000	ZhenQi|1000	Coin|2000											
2	7	650000	ZhenQi|1000	Coin|2000		OpenLevel109;1	650000	ZhenQi|1000	Coin|2000		OpenLevel119;1	650000	ZhenQi|1000	Coin|2000		OpenLevel129;1	650000	ZhenQi|1000	Coin|2000		OpenLevel139;1	650000	ZhenQi|1000	Coin|2000		OpenLevel149;1	650000	ZhenQi|1000	Coin|2000		OpenLevel159;1	650000	ZhenQi|1000	Coin|2000		OpenLevel169;1	650000	ZhenQi|1000	Coin|2000											
2	8	600000	ZhenQi|1000	Coin|2000		OpenLevel109;1	600000	ZhenQi|1000	Coin|2000		OpenLevel119;1	600000	ZhenQi|1000	Coin|2000		OpenLevel129;1	600000	ZhenQi|1000	Coin|2000		OpenLevel139;1	600000	ZhenQi|1000	Coin|2000		OpenLevel149;1	600000	ZhenQi|1000	Coin|2000		OpenLevel159;1	600000	ZhenQi|1000	Coin|2000		OpenLevel169;1	600000	ZhenQi|1000	Coin|2000											
2	9	550000	ZhenQi|1000	Coin|2000		OpenLevel109;1	550000	ZhenQi|1000	Coin|2000		OpenLevel119;1	550000	ZhenQi|1000	Coin|2000		OpenLevel129;1	550000	ZhenQi|1000	Coin|2000		OpenLevel139;1	550000	ZhenQi|1000	Coin|2000		OpenLevel149;1	550000	ZhenQi|1000	Coin|2000		OpenLevel159;1	550000	ZhenQi|1000	Coin|2000		OpenLevel169;1	550000	ZhenQi|1000	Coin|2000											
2	10	500000	ZhenQi|1500	Coin|3000		OpenLevel109;1	600000	ZhenQi|1500	Coin|3000		OpenLevel119;1	700000	ZhenQi|1500	Coin|3000		OpenLevel129;1	800000	ZhenQi|1500	Coin|3000		OpenLevel139;1	800000	ZhenQi|1500	Coin|3000		OpenLevel149;1	800000	ZhenQi|1500	Coin|3000		OpenLevel159;1	800000	ZhenQi|1500	Coin|3000		OpenLevel169;1	800000	ZhenQi|1500	Coin|3000											
2	11	450000	ZhenQi|1500	Coin|3000		OpenLevel109;1	550000	ZhenQi|1500	Coin|3000		OpenLevel119;1	650000	ZhenQi|1500	Coin|3000		OpenLevel129;1	750000	ZhenQi|1500	Coin|3000		OpenLevel139;1	750000	ZhenQi|1500	Coin|3000		OpenLevel149;1	750000	ZhenQi|1500	Coin|3000		OpenLevel159;1	750000	ZhenQi|1500	Coin|3000		OpenLevel169;1	750000	ZhenQi|1500	Coin|3000											
2	12	400000	ZhenQi|1500	Coin|3000		OpenLevel109;1	500000	ZhenQi|1500	Coin|3000		OpenLevel119;1	600000	ZhenQi|1500	Coin|3000		OpenLevel129;1	700000	ZhenQi|1500	Coin|3000		OpenLevel139;1	700000	ZhenQi|1500	Coin|3000		OpenLevel149;1	700000	ZhenQi|1500	Coin|3000		OpenLevel159;1	700000	ZhenQi|1500	Coin|3000		OpenLevel169;1	700000	ZhenQi|1500	Coin|3000											
2	13	350000	ZhenQi|1500	Coin|3000		OpenLevel109;1	450000	ZhenQi|1500	Coin|3000		OpenLevel119;1	550000	ZhenQi|1500	Coin|3000		OpenLevel129;1	650000	ZhenQi|1500	Coin|3000		OpenLevel139;1	650000	ZhenQi|1500	Coin|3000		OpenLevel149;1	650000	ZhenQi|1500	Coin|3000		OpenLevel159;1	650000	ZhenQi|1500	Coin|3000		OpenLevel169;1	650000	ZhenQi|1500	Coin|3000											
2	14	300000	ZhenQi|1500	Coin|3000		OpenLevel109;1	400000	ZhenQi|1500	Coin|3000		OpenLevel119;1	500000	ZhenQi|1500	Coin|3000		OpenLevel129;1	600000	ZhenQi|1500	Coin|3000		OpenLevel139;1	600000	ZhenQi|1500	Coin|3000		OpenLevel149;1	600000	ZhenQi|1500	Coin|3000		OpenLevel159;1	600000	ZhenQi|1500	Coin|3000		OpenLevel169;1	600000	ZhenQi|1500	Coin|3000											
2	15	250000	ZhenQi|1500	Coin|3000		OpenLevel109;1	250000	ZhenQi|1500	Coin|3000		OpenLevel119;1	250000	ZhenQi|1500	Coin|3000		OpenLevel129;1	250000	ZhenQi|1500	Coin|3000		OpenLevel139;1	300000	ZhenQi|1500	Coin|3000		OpenLevel149;1	350000	ZhenQi|1500	Coin|3000		OpenLevel159;1	400000	ZhenQi|1500	Coin|3000		OpenLevel169;1	450000	ZhenQi|1500	Coin|3000											
2	16	200000	ZhenQi|1500	Coin|3000		OpenLevel109;1	200000	ZhenQi|1500	Coin|3000		OpenLevel119;1	200000	ZhenQi|1500	Coin|3000		OpenLevel129;1	200000	ZhenQi|1500	Coin|3000		OpenLevel139;1	250000	ZhenQi|1500	Coin|3000		OpenLevel149;1	300000	ZhenQi|1500	Coin|3000		OpenLevel159;1	350000	ZhenQi|1500	Coin|3000		OpenLevel169;1	400000	ZhenQi|1500	Coin|3000											
2	17	150000	ZhenQi|1500	Coin|3000		OpenLevel109;1	150000	ZhenQi|1500	Coin|3000		OpenLevel119;1	150000	ZhenQi|1500	Coin|3000		OpenLevel129;1	150000	ZhenQi|1500	Coin|3000		OpenLevel139;1	200000	ZhenQi|1500	Coin|3000		OpenLevel149;1	250000	ZhenQi|1500	Coin|3000		OpenLevel159;1	300000	ZhenQi|1500	Coin|3000		OpenLevel169;1	350000	ZhenQi|1500	Coin|3000											
2	18	150000	ZhenQi|1500	Coin|3000		OpenLevel109;1	150000	ZhenQi|1500	Coin|3000		OpenLevel119;1	150000	ZhenQi|1500	Coin|3000		OpenLevel129;1	150000	ZhenQi|1500	Coin|3000		OpenLevel139;1	200000	ZhenQi|1500	Coin|3000		OpenLevel149;1	250000	ZhenQi|1500	Coin|3000		OpenLevel159;1	300000	ZhenQi|1500	Coin|3000		OpenLevel169;1	350000	ZhenQi|1500	Coin|3000											
2	19	150000	ZhenQi|1500	Coin|3000		OpenLevel109;1	150000	ZhenQi|1500	Coin|3000		OpenLevel119;1	150000	ZhenQi|1500	Coin|3000		OpenLevel129;1	150000	ZhenQi|1500	Coin|3000		OpenLevel139;1	200000	ZhenQi|1500	Coin|3000		OpenLevel149;1	250000	ZhenQi|1500	Coin|3000		OpenLevel159;1	300000	ZhenQi|1500	Coin|3000		OpenLevel169;1	350000	ZhenQi|1500	Coin|3000											
3	1	950000	ZhenQi|1000	Coin|2000		OpenLevel109;1	950000	ZhenQi|1000	Coin|2000		OpenLevel119;1	950000	ZhenQi|1000	Coin|2000		OpenLevel129;1	950000	ZhenQi|1000	Coin|2000		OpenLevel139;1	950000	ZhenQi|1000	Coin|2000		OpenLevel149;1	950000	ZhenQi|1000	Coin|2000		OpenLevel159;1	950000	ZhenQi|1000	Coin|2000		OpenLevel169;1	950000	ZhenQi|1000	Coin|2000											
3	2	900000	ZhenQi|1000	Coin|2000		OpenLevel109;1	900000	ZhenQi|1000	Coin|2000		OpenLevel119;1	900000	ZhenQi|1000	Coin|2000		OpenLevel129;1	900000	ZhenQi|1000	Coin|2000		OpenLevel139;1	900000	ZhenQi|1000	Coin|2000		OpenLevel149;1	900000	ZhenQi|1000	Coin|2000		OpenLevel159;1	900000	ZhenQi|1000	Coin|2000		OpenLevel169;1	900000	ZhenQi|1000	Coin|2000											
3	3	850000	ZhenQi|1000	Coin|2000		OpenLevel109;1	850000	ZhenQi|1000	Coin|2000		OpenLevel119;1	850000	ZhenQi|1000	Coin|2000		OpenLevel129;1	850000	ZhenQi|1000	Coin|2000		OpenLevel139;1	850000	ZhenQi|1000	Coin|2000		OpenLevel149;1	850000	ZhenQi|1000	Coin|2000		OpenLevel159;1	850000	ZhenQi|1000	Coin|2000		OpenLevel169;1	850000	ZhenQi|1000	Coin|2000											
3	4	800000	ZhenQi|1000	Coin|2000		OpenLevel109;1	800000	ZhenQi|1000	Coin|2000		OpenLevel119;1	800000	ZhenQi|1000	Coin|2000		OpenLevel129;1	800000	ZhenQi|1000	Coin|2000		OpenLevel139;1	800000	ZhenQi|1000	Coin|2000		OpenLevel149;1	800000	ZhenQi|1000	Coin|2000		OpenLevel159;1	800000	ZhenQi|1000	Coin|2000		OpenLevel169;1	800000	ZhenQi|1000	Coin|2000											
3	5	750000	ZhenQi|1500	Coin|2000		OpenLevel109;1	750000	ZhenQi|1500	Coin|2000		OpenLevel119;1	750000	ZhenQi|1500	Coin|2000		OpenLevel129;1	750000	ZhenQi|1500	Coin|2000		OpenLevel139;1	750000	ZhenQi|1500	Coin|2000		OpenLevel149;1	750000	ZhenQi|1500	Coin|2000		OpenLevel159;1	750000	ZhenQi|1500	Coin|2000		OpenLevel169;1	750000	ZhenQi|1500	Coin|2000											
3	6	700000	ZhenQi|1500	Coin|2000		OpenLevel109;1	700000	ZhenQi|1500	Coin|2000		OpenLevel119;1	700000	ZhenQi|1500	Coin|2000		OpenLevel129;1	700000	ZhenQi|1500	Coin|2000		OpenLevel139;1	700000	ZhenQi|1500	Coin|2000		OpenLevel149;1	700000	ZhenQi|1500	Coin|2000		OpenLevel159;1	700000	ZhenQi|1500	Coin|2000		OpenLevel169;1	700000	ZhenQi|1500	Coin|2000											
3	7	650000	ZhenQi|1500	Coin|2000		OpenLevel109;1	650000	ZhenQi|1500	Coin|2000		OpenLevel119;1	650000	ZhenQi|1500	Coin|2000		OpenLevel129;1	650000	ZhenQi|1500	Coin|2000		OpenLevel139;1	650000	ZhenQi|1500	Coin|2000		OpenLevel149;1	650000	ZhenQi|1500	Coin|2000		OpenLevel159;1	650000	ZhenQi|1500	Coin|2000		OpenLevel169;1	650000	ZhenQi|1500	Coin|2000											
3	8	600000	ZhenQi|1500	Coin|2000		OpenLevel109;1	600000	ZhenQi|1500	Coin|2000		OpenLevel119;1	600000	ZhenQi|1500	Coin|2000		OpenLevel129;1	600000	ZhenQi|1500	Coin|2000		OpenLevel139;1	600000	ZhenQi|1500	Coin|2000		OpenLevel149;1	600000	ZhenQi|1500	Coin|2000		OpenLevel159;1	600000	ZhenQi|1500	Coin|2000		OpenLevel169;1	600000	ZhenQi|1500	Coin|2000											
3	9	550000	ZhenQi|1500	Coin|2000		OpenLevel109;1	550000	ZhenQi|1500	Coin|2000		OpenLevel119;1	550000	ZhenQi|1500	Coin|2000		OpenLevel129;1	550000	ZhenQi|1500	Coin|2000		OpenLevel139;1	550000	ZhenQi|1500	Coin|2000		OpenLevel149;1	550000	ZhenQi|1500	Coin|2000		OpenLevel159;1	550000	ZhenQi|1500	Coin|2000		OpenLevel169;1	550000	ZhenQi|1500	Coin|2000											
3	10	500000	ZhenQi|2000	Coin|3000		OpenLevel109;1	600000	ZhenQi|2000	Coin|3000		OpenLevel119;1	700000	ZhenQi|2000	Coin|3000		OpenLevel129;1	800000	ZhenQi|2000	Coin|3000		OpenLevel139;1	800000	ZhenQi|2000	Coin|3000		OpenLevel149;1	800000	ZhenQi|2000	Coin|3000		OpenLevel159;1	800000	ZhenQi|2000	Coin|3000		OpenLevel169;1	800000	ZhenQi|2000	Coin|3000											
3	11	450000	ZhenQi|2000	Coin|3000		OpenLevel109;1	550000	ZhenQi|2000	Coin|3000		OpenLevel119;1	650000	ZhenQi|2000	Coin|3000		OpenLevel129;1	750000	ZhenQi|2000	Coin|3000		OpenLevel139;1	750000	ZhenQi|2000	Coin|3000		OpenLevel149;1	750000	ZhenQi|2000	Coin|3000		OpenLevel159;1	750000	ZhenQi|2000	Coin|3000		OpenLevel169;1	750000	ZhenQi|2000	Coin|3000											
3	12	400000	ZhenQi|2000	Coin|3000		OpenLevel109;1	500000	ZhenQi|2000	Coin|3000		OpenLevel119;1	600000	ZhenQi|2000	Coin|3000		OpenLevel129;1	700000	ZhenQi|2000	Coin|3000		OpenLevel139;1	700000	ZhenQi|2000	Coin|3000		OpenLevel149;1	700000	ZhenQi|2000	Coin|3000		OpenLevel159;1	700000	ZhenQi|2000	Coin|3000		OpenLevel169;1	700000	ZhenQi|2000	Coin|3000											
3	13	350000	ZhenQi|2000	Coin|3000		OpenLevel109;1	450000	ZhenQi|2000	Coin|3000		OpenLevel119;1	550000	ZhenQi|2000	Coin|3000		OpenLevel129;1	650000	ZhenQi|2000	Coin|3000		OpenLevel139;1	650000	ZhenQi|2000	Coin|3000		OpenLevel149;1	650000	ZhenQi|2000	Coin|3000		OpenLevel159;1	650000	ZhenQi|2000	Coin|3000		OpenLevel169;1	650000	ZhenQi|2000	Coin|3000											
3	14	300000	ZhenQi|2000	Coin|3000		OpenLevel109;1	400000	ZhenQi|2000	Coin|3000		OpenLevel119;1	500000	ZhenQi|2000	Coin|3000		OpenLevel129;1	600000	ZhenQi|2000	Coin|3000		OpenLevel139;1	600000	ZhenQi|2000	Coin|3000		OpenLevel149;1	600000	ZhenQi|2000	Coin|3000		OpenLevel159;1	600000	ZhenQi|2000	Coin|3000		OpenLevel169;1	600000	ZhenQi|2000	Coin|3000											
3	15	250000	ZhenQi|2000	Coin|3000		OpenLevel109;1	250000	ZhenQi|2000	Coin|3000		OpenLevel119;1	250000	ZhenQi|2000	Coin|3000		OpenLevel129;1	250000	ZhenQi|2000	Coin|3000		OpenLevel139;1	300000	ZhenQi|2000	Coin|3000		OpenLevel149;1	350000	ZhenQi|2000	Coin|3000		OpenLevel159;1	400000	ZhenQi|2000	Coin|3000		OpenLevel169;1	450000	ZhenQi|2000	Coin|3000											
3	16	200000	ZhenQi|2000	Coin|3000		OpenLevel109;1	200000	ZhenQi|2000	Coin|3000		OpenLevel119;1	200000	ZhenQi|2000	Coin|3000		OpenLevel129;1	200000	ZhenQi|2000	Coin|3000		OpenLevel139;1	250000	ZhenQi|2000	Coin|3000		OpenLevel149;1	300000	ZhenQi|2000	Coin|3000		OpenLevel159;1	350000	ZhenQi|2000	Coin|3000		OpenLevel169;1	400000	ZhenQi|2000	Coin|3000											
3	17	150000	ZhenQi|2000	Coin|3000		OpenLevel109;1	150000	ZhenQi|2000	Coin|3000		OpenLevel119;1	150000	ZhenQi|2000	Coin|3000		OpenLevel129;1	150000	ZhenQi|2000	Coin|3000		OpenLevel139;1	200000	ZhenQi|2000	Coin|3000		OpenLevel149;1	250000	ZhenQi|2000	Coin|3000		OpenLevel159;1	300000	ZhenQi|2000	Coin|3000		OpenLevel169;1	350000	ZhenQi|2000	Coin|3000											
