SkillId	SkillName	Property	SkillType	MeleeForm	StartPosType	StartDirType	Icon	IconAtlas	WaitTime	ChildID	ChildCount	MissileForm	MSGenerate	MSGenerateParam	Relation	TimePerCast	IsUseAR	Series	CastActionId	ActionEventID	ActionFrontPer	ActionBackPer	StateEffectId	SkillStyle	IsMelee	StatePriority	StateType	StateTime	StartSkillID	FlySkillId	FlyEventInterval	FlyActEventId	FlyActId	HitSkillID	HitSkillID2	VanishedSkillId	EventSkillLevel	AttackRadius	ClassName	MaxUsePoint	UsePointRecover	Param1	Param1Des	Param2	Param2Des	Param3	Param3Des	Param4	Param4Des	Param5	Param5Des	Param6	Param6Des	CostType	CostValue	FlagAddLevel	FactionLimit	ReqLevel	IsLinkSubSkill	IsAura	Desc	SelectorRange	SelectorType	CollisionSkillId	TargetSelf	DeathActEventID	AttackAnger	CastSoundID	AcceSpeedInfo1	AcceSpeedInfo2	AcceSpeedInfo3	InitSpeed	CastEffectRestId	NotChangeActFrame	NotChangeDir	CanDoSkillPri	UseLimitType	IgnoreObstacleJump	IsActPerFrame	IsPeaceCanUse	IsNotJumpObstacle	IsIgnoreInvincible	IsOnlySyncSelf	IsShareDmgRecord	RemoveWhenSelfDead	RemoveWhenTargetDead	SkillStateWeapon
45	npc远程定点群体1_风.表现	技能通用	5		1		SkillUsual			45	1				enemy	60	1		16	6005				show				0	81								-1	750	empty																																																
46	npc远程单控1_金	技能通用	5		1		SkillUsual			46	1				enemy	90	1		16	6005				control				0										750	npc_control_gold1																																		6032														
47	npc远程单控1_水	技能通用	5		1		SkillUsual			47	1				enemy	90	1		16	6005				control				0										750	npc_control_water1																																		6033														
48	npc远程单控1_火	技能通用	5		1		SkillUsual			48	1				enemy	90	1		16	6005				control				0										750	npc_control_fire1																																		6034														
49	npc远程单控1_木	技能通用	5		1		SkillUsual			49	1				enemy	90	1		16	6005				control				0										750	npc_control_wood1																																		6035														
50	npc远程群控1_金	技能通用	5		1		SkillUsual			50	1				enemy	90	1		16	6005				control				0	86								-1	750	empty																																																
51	npc远程群控1_水	技能通用	5		1		SkillUsual			51	1				enemy	90	1		16	6005				control				0	87								-1	750	empty																																																
52	npc远程群控1_火	技能通用	5		1		SkillUsual			52	1				enemy	90	1		16	6005				control				0	88								-1	750	empty																																																
53	npc远程群控1_木	技能通用	5		1		SkillUsual			53	1				enemy	90	1		16	6005				control				0	89								-1	750	empty																																																
54	npc远程直线光球_金	技能通用	5		2		SkillUsual			54	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal_gold1																																																
55	npc远程直线光球_水	技能通用	5		2		SkillUsual			55	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal_water1																																																
56	npc远程直线光球_火	技能通用	5		2		SkillUsual			56	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal_fire1																																																
57	npc远程直线光球_木	技能通用	5		2		SkillUsual			57	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal_wood1																																																
58	测试_强力	测试用	2				SkillUsual								self	0			16	1								0											test_strong																																																
59	npc近身群体1_土.表现	技能通用	5		2		SkillUsual			59	1				enemy	60	1		16	6005				show	1			0	60								-1	150	empty																																																
60	npc近身群体1_土伤害	技能通用	5		2		SkillUsual			60	1				enemy	30	1		16	6005				normal_melee	1			0										150	npc_normal_heavy																																																
61	身周群体伤害5_土.表现	技能通用	5		2		SkillUsual			61	1				enemy	75	1		16	6005				show	1			0	62								-1	250	empty																																																
62	身周群体伤害5_土伤害	技能通用	5		2		SkillUsual			62	1				enemy	30	1		16	6005				normal_melee	1			0										250	npc_sp_earth																																																
63	npc远程定点群体1_土.表现	技能通用	5		1		SkillUsual			63	1				enemy	60	1		16	6005				show				0	64								-1	750	empty																																																
64	npc远程定点群体1_土伤害	技能通用	5		1		SkillUsual			64	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal_heavy																																																
65	npc远程单控1_土	技能通用	5		1		SkillUsual			65	1				enemy	90	1		16	6005				control				0										750	npc_control_earth1																																		6032														
66	npc远程群控1_土.表现	技能通用	5		1		SkillUsual			66	1				enemy	90	1		16	6005				control				0	67								-1	750	empty																																																
67	npc远程群控1_土伤害	技能通用	5		1		SkillUsual			67	1				enemy	90	1		16	6005				control				0										750	npc_control_earth2																																																
68	npc远程定点单体1_土	技能通用	5		1		SkillUsual			68	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal																																		6033														
69	npc远程直线穿透_土	技能通用	5		2		SkillUsual			69	1				enemy	30	1		16	6004				normal_remote				0										750	npc_normal																																																
70	npc近身群体1_金伤害	技能通用	5		2		SkillUsual			70	1				enemy	30	1		16	6005				skill_melee	1			0										150	npc_normal_heavy																																																
71	npc近身群体1_水伤害	技能通用	5		2		SkillUsual			71	1				enemy	30	1		16	6005				skill_melee	1			0										150	npc_normal_heavy																																																
72	npc近身群体1_火伤害	技能通用	5		2		SkillUsual			72	1				enemy	30	1		16	6005				skill_melee	1			0										150	npc_normal_heavy																																																
73	npc近身群体1_木伤害	技能通用	5		2		SkillUsual			73	1				enemy	30	1		16	6005				skill_melee	1			0										150	npc_normal_heavy																																																
74	身周群体伤害1_金	技能通用	5		2		SkillUsual			74	1				enemy	30	1		16	6005				skill_melee	1			0										250	npc_sp_gold																																																
75	身周群体伤害2_水	技能通用	5		2		SkillUsual			75	1				enemy	30	1		16	6005				skill_melee	1			0										250	npc_sp_water																																																
76	身周群体伤害3_火	技能通用	5		2		SkillUsual			76	1				enemy	30	1		16	6005				skill_melee	1			0										250	npc_sp_fire																																																
77	身周群体伤害4_木	技能通用	5		2		SkillUsual			77	1				enemy	30	1		16	6005				skill_melee	1			0										250	npc_sp_wood																																																
78	npc远程定点群体1_地伤害	技能通用	5		1		SkillUsual			78	1				enemy	30	1		16	6005				skill_remote				0										750	npc_normal_heavy																																																
79	npc远程定点群体1_水伤害	技能通用	5		1		SkillUsual			79	1				enemy	30	1		16	6005				skill_remote				0										750	npc_normal_heavy																																																
80	npc远程定点群体1_火伤害	技能通用	5		1		SkillUsual			80	1				enemy	30	1		16	6005				skill_remote				0										750	npc_normal_heavy																																																
81	npc远程定点群体1_风伤害	技能通用	5		1		SkillUsual			81	1				enemy	30	1		16	6005				skill_remote				0										750	npc_normal_heavy																																																
82	野外首领防御随人数上升	野外首领	3				SkillUsual								self	0			1	1								0											npc_header																																																
83	野外首领防御随人数上升_抵消伤害	野外首领	2				SkillUsual								self	0			16	1			5100	logic				0										1000	npc_header_child																																																
86	npc远程群控1_金伤害	技能通用	5		1		SkillUsual			86	1				enemy	90	1		16	6005				control				0										750	npc_control_gold2																																																
87	npc远程群控1_水伤害	技能通用	5		1		SkillUsual			87	1				enemy	90	1		16	6005				control				0										750	npc_control_water2																																																
88	npc远程群控1_火伤害	技能通用	5		1		SkillUsual			88	1				enemy	90	1		16	6005				control				0										750	npc_control_fire2																																																
89	npc远程群控1_木伤害	技能通用	5		1		SkillUsual			89	1				enemy	90	1		16	6005				control				0										750	npc_control_wood2																																																
90	骷髅王刀光		5		2		SkillUsual			90	1				enemy	45	1		16	90				skill_melee	1			0										400	room1_1																													5090																			
91	npc免疫效果		3				SkillUsual								self	0			1	1								0											npc_mianyi																																																
92	骷髅王冲击波		5		2		TaohuaSkill_03		15	92	1	1			enemy	0	1		16	92				skill_melee	1			0	103								-1	450	room1_4																													5092																			
93	骷髅王绞杀		5		2		TaohuaSkill_03			93	9	3			enemy	0	1		18	93				logic	1			0										450	empty																													5093																			
94	骷髅王绞杀_子		5		2		TaohuaSkill_03			94	1				enemy	0	1		16	1				skill_melee	1			0										450	room1_2																																																
95	通用红色预警_半径圆4.5米		5		2		SkillUsual			95	1				enemy	30			1	95				logic				0	100								-1	450	empty																																																
96	通用红色预警_矩形8*4.5米		5		2		SkillUsual			96	1				enemy	30			1	96				logic				0	100								-1	300	empty																																																
97	通用红色预警_扇形90度		5		2		SkillUsual			97	1				enemy	30			1	97				logic				0	100								-1	300	empty																																																
98	骷髅王预警_半径圆4.5米		1	5			SkillUsual								enemy	30			1	98				logic				0	100								-1	450	empty																																																
99	骷髅王红色预警_矩形8*2米		1	5			SkillUsual								enemy	30			1	99				logic				0	100								-1	300	empty																																																
100	npc预警免疫效果2.5秒	技能通用	2				SkillUsual								self	0			1	1				logic				0										500	npc_yujingmianyi																																																
101	测试击飞	测试	5		2		TianwangSkill_01			101	1				enemy	0			16	101				logic				0										200	test_mustkill																											80002																					
102	测试特殊死亡冰冻	测试	5		2		TianwangSkill_01			102	1				enemy	0			16	102				logic				0										200	test_mustkill																											80003																					
103	骷髅王冲击波_效果		5		2		TaohuaSkill_03			103	5	1	2	3	enemy	0	1		16	1				logic				0										450	empty			100																																													
104	测试buff	回血、偷血、反弹	2				SkillUsual								self	0			16	1								0											test_buff																																																
105	100%被击中		3				SkillUsual								self	0			1	1								0											npc_100beiji																																																
106	npc远程直线光球_土	技能通用	5		2		SkillUsual			106	1				enemy	30	1		16	6005				normal_remote				0										750	npc_normal_earth1																																																
109	蛮横霸道	历代名将	1	2			SkillUsual		6						enemy	0	1		2	109				logic	1			0										600	empty			1	动作最少帧		到目标点的距离	800	冲刺的长度											1							1	80002						200		1													
110	刀击	历代名将	5		2		SkillUsual			110	1				enemy	30	1		16	110				normal_melee	1			0										200	npc_20boss1_1																			1																													
111	蛮横霸道_伤害	历代名将	5		2		SkillUsual			111	1				enemy	0	1		16	111				normal_melee	1			0										600	npc_20boss1_2_child																			1																													
112	蛮横霸道_效果	历代名将	5		2		SkillUsual			112	4	1	2	1	enemy	0	1		16	1				logic	1			0										600	empty			200																1																													
113	神力	历代名将	5		2		SkillUsual			113	1				enemy	0	1		17	113				skill_melee	1			0										1000	npc_20boss1_3																			1																													
114	钢之铠甲	历代名将	2				SkillUsual								self	0			17	114			114	buff_attack				0										1000	npc_20boss1_4																			1																													
115	万象天引	历代名将	5		2		SkillUsual			115	1				enemy	0	1		17	115				skill_melee	1			0										450	npc_20boss1_5																			1							1																						
116	万象天引_子	历代名将	5		2		SkillUsual			116	1				enemy	0	1		17	116				skill_melee	1			0										450	npc_20boss1_5_child																			1							1																						
117	剑击	历代名将	5		2		SkillUsual			117	1				enemy	30	1		16	117				normal_melee	1			0										300	npc_20boss2_1																			1																													
118	金蛇擒鹤拳	历代名将	5		2		SkillUsual			118	1				enemy	0	1		17	118				skill_melee	1			0										450	npc_20boss2_2																			1							1																						
119	狂剑诀	历代名将	5		2		SkillUsual		3	119	8	3			enemy	0	1		17	119				logic	1			0	120									700	empty					1														1																													
120	狂剑诀_子1	历代名将	5		2		SkillUsual		8	120	8	3			enemy	0	1		16	120				logic	1			0	121									700	empty					1														1																													
121	狂剑诀_子2	历代名将	5		2		SkillUsual		10	121	1				enemy	0	1		16	121				normal_melee	1			0										1000	npc_20boss2_3																			1																													
122	金蛇剑法	历代名将	5		2		SkillUsual			122	1				enemy	0	1		16	122				normal_melee	1			0										300	npc_20boss2_4																			1																													
123	金蛇剑法_子1	历代名将	5		2		SkillUsual			123	1				enemy	0	1		16	123				normal_melee	1			0										300	npc_20boss2_4																			1																													
124	金蛇剑法_子2	历代名将	5		2		SkillUsual			124	1				enemy	0	1		16	124				normal_melee	1			0										300	npc_20boss2_4																			1																													
125	神行百变	历代名将	1	4			SkillUsual				5				enemy	0	1							logic	1			0				126	16					1500	empty			250	距离NPC多少厘米	2	对同个目标重复攻击的最大次数	1	结束的动作ID	127	结束动作的事件	1000	以目标点为中心，直径cm							1														200															
126	神行百变_子1	历代名将	5		2		SkillUsual			126	1				enemy	0	1		16	126				normal_melee	1			0										1000	npc_20boss2_5																			1																													
127	神行百变_子2	历代名将	5		2		SkillUsual			127	1				enemy	0	1		1	127				logic	1			0										1000	empty																			1																													
129	箭术	历代名将	5		2		SkillUsual			129	1				enemy	30	1		17	129				normal_remote				0										700	npc_20boss3_1																			1																													
130	箭无虚发	历代名将	5		2		SkillUsual			130	1				enemy	0	1		17	130				skill_remote				0								131		600	npc_20boss3_2																			1																													
131	箭无虚发_子	历代名将	5		1		SkillUsual			131	1				enemy	0	1		16	131				skill_remote				0										600	npc_20boss3_2_child																			1																													
132	连环箭	历代名将	5		2		SkillUsual			132	3	1	2	3	enemy	0	1		16	132				skill_remote				0										600	npc_20boss3_3																			1																													
133	铁骑突袭	历代名将	5		2		SkillUsual			133	5	7			enemy	0	1		17	133				skill_remote				0										600	npc_20boss3_4			95																1																													
134	万箭齐发	历代名将	5		2		SkillUsual			134	1				enemy	0	1		16	134				logic				0						135				800	empty																			1							1																						
135	万箭齐发_子	历代名将	5		1		SkillUsual			135	1				enemy	0	1		16	135				skill_remote				0										800	npc_20boss3_5																			1																													
136	焚星落羽	历代名将	5		2		SkillUsual			136	6	3	3	6	enemy	0	1		16	136				logic				0		137	5							1000	empty			3																1																													
137	焚星落羽_子1	历代名将	5		0		SkillUsual			137	1	3	3	5	enemy	0	1		16	1				logic				0								138		1000	empty																			1																													
138	焚星落羽_子2	历代名将	5		0		SkillUsual			138	1				enemy	0	1		16	1				logic				0	139									1000	empty																			1																													
139	焚星落羽_子3	历代名将	5		0		SkillUsual			139	1				enemy	0	1		16	1				logic				0								183		1000	empty																			1																													
140	枪法	历代名将	5		2		SkillUsual			140	1				enemy	0	1		16	140				normal_melee	1			0										250	npc_20boss4_1																			1																													
141	遣散	历代名将	5		2		SkillUsual			141	2	7			enemy	0	1		16	141				skill_melee	1			0										700	npc_20boss4_2			100																1																													
142	横扫千军	历代名将	5		2		SkillUsual			142	1				enemy	0	1		24	142				skill_melee	1			0										1000	npc_20boss4_3																			1																													
143	长枪贯日	历代名将	1	2			SkillUsual		6						enemy	0	1		2	143				skill_melee	1			0										600	npc_20boss4_4			13				500												1							1	80002			0|1|82	-7|83|100		80		1													
144	长枪贯日_子	历代名将	5		2		SkillUsual			144	1				enemy	0	1		16	144				skill_melee	1			0										600	npc_20boss4_4_child																			1																													
145	圣盾护体	历代名将	2				SkillUsual								self	0			24	145			213	logic				0										1000	npc_20boss4_5																			1																													
146	撕咬	野外首领	5		1		SkillUsual			146	1				enemy	30	1		16	146				normal_melee	1			0										200	npc_20Header1_1																			1																													
147	潜土突刺	野外首领	5		1		SkillUsual			147	1				enemy	0	1		16	147				skill_melee	1			0										700	npc_20Header1_2																			1																													
148	狼王地裂	野外首领	5		2		SkillUsual			148	1	1			enemy	0	1		16	148				skill_melee	1			0	171									500	npc_20Header1_3																			1																													
149	瞬身撕咬	野外首领	1	4			SkillUsual				3				enemy	0	1							logic	1			0				150	17					1500	empty			250	距离NPC多少厘米	3	对同个目标重复攻击的最大次数	7	结束的动作ID	151	结束动作的事件	1000	以目标点为中心，直径cm							1														200															
150	瞬身撕咬_子1	野外首领	5		1		SkillUsual			150	1				enemy	0	1		17	150				normal_melee	1			0										1000	npc_20Header1_4																			1																													
151	瞬身撕咬_子2	野外首领	5		2		SkillUsual			151	1				enemy	0	1		7	151				logic	1			0										1000	empty																			1																													
152	潜土突刺_效果	野外首领	5		0		SkillUsual			152	3	6			enemy	0	1		16	1				logic				0										600	empty			120																1																													
153	角击	野外首领	5		1		SkillUsual			153	1				enemy	30	1		16	153				normal_melee	1			0										280	npc_20Header2_1																			1																													
154	漩涡	野外首领	5		1		SkillUsual			154	1				enemy	0	1		16	1				skill_remote				0										700	npc_20Header2_2																			1																													
155	寒冰冲顶	野外首领	1	2			SkillUsual			156					enemy	0	1		2	155		10		logic	1			0										750	empty			6		200														1											20|1|100			100															
156	寒冰冲顶_子	野外首领	5		2		SkillUsual			156	1				enemy	0	1		16	156				skill_remote	1			0										750	npc_20Header2_3																			1																													
157	撕咬	野外首领	5		1		SkillUsual			157	1				enemy	30	1		16	157				normal_melee	1			0										300	npc_20Header3_1																			1																													
160	甩尾	野外首领	5		2		SkillUsual			160	1				enemy	30	1		16	160				normal_remote				0										700	npc_20Header4_1																			1																													
162	风刃舞	野外首领	5		2		SkillUsual			162	1				enemy	0	1		16	162				skill_remote				0										1000	npc_20Header4_2																			1																													
163	影风斩	野外首领	5		2		SkillUsual			163	2	7			enemy	0	1		16	163				logic				0		173	3							700	empty			150																1																													
164	龙卷呼啸	野外首领	5		2		SkillUsual			164	1	1			enemy	0	1		16	164				skill_remote				0										700	npc_20Header4_4																			1																													
165	天火烈爪	野外首领	5		2		SkillUsual			165	1				enemy	0	1		16	165				skill_melee	1			0										250	npc_20Header3_3																			1																													
166	npc近身单体3_刀光金	技能通用	5		1		SkillUsual			166	1				enemy	30	1		16	6005				normal_melee	1			0										150	npc_normal																			1																													
167	npc近身单体3_刀光水	技能通用	5		1		SkillUsual			167	1				enemy	30	1		16	6005				normal_melee	1			0										150	npc_normal																			1																													
168	npc近身单体3_刀光火	技能通用	5		1		SkillUsual			168	1				enemy	30	1		16	6005				normal_melee	1			0										150	npc_normal																			1																													
169	npc近身单体3_刀光木	技能通用	5		1		SkillUsual			169	1				enemy	30	1		16	6005				normal_melee	1			0										150	npc_normal																			1																													
170	npc近身单体3_刀光土	技能通用	5		1		SkillUsual			170	1				enemy	30	1		16	6005				normal_melee	1			0										150	npc_normal																			1																													
171	狼王地裂_效果	野外首领	5		2		SkillUsual			171	1				enemy	0	1		16	171				logic	1			0										600	empty			150																1																													
172	影风斩_子1	野外首领	5		2		SkillUsual			172	1				enemy	0	1		16	1				skill_melee	1			0										700	npc_20Header4_3			100																1																													
173	影风斩_子2	野外首领	5				SkillUsual			173	1				enemy	0	1		16	1				logic	1			0										700	empty			100																1																													
174	npc近身单体_地	技能通用	5		1		SkillUsual			174	1				enemy	30	1		16	1				normal_melee	1			0										200	npc_normal																																																
175	npc近身单体_水	技能通用	5		1		SkillUsual			175	1				enemy	30	1		16	1				normal_melee	1			0										200	npc_normal																																																
176	npc近身单体_火	技能通用	5		1		SkillUsual			176	1				enemy	30	1		16	1				normal_melee	1			0										200	npc_normal																																																
177	npc近身单体_风	技能通用	5		1		SkillUsual			177	1				enemy	30	1		16	1				normal_melee	1			0										200	npc_normal																																																
178	群体刀光重击	技能通用	5		1		SkillUsual			178	3	3			enemy	30	1		16	178				logic	1			0										200	empty																																																
179	群体刀光重击_子	技能通用	5		1		SkillUsual			179	1				enemy	30	1		16	1				skill_melee	1			0										200	npc_heavy1																																																
180	群体重击	技能通用	5		1		SkillUsual			180	1				enemy	30	1		16	1				skill_melee	1			0										200	npc_heavy2																																																
181	自爆	技能通用	5		2		SkillUsual			181	1				enemy	0			16	181				skill_melee	1			0		3	1							100	npc_dotlife_10_5																																																
182	弓箭	技能通用	5		2		TaohuaSkill_01			182	1				enemy	30	1		16	182				normal_remote				0										750	npc_normal																			1			[普通攻击]  远距离攻击目标																										
183	焚星落羽_子4	历代名将	5		0		SkillUsual			183	1				enemy	0	1		16	1				logic				0	184									1000	empty																			1																													
184	焚星落羽_子5	历代名将	5		0		SkillUsual			184	1				enemy	0	1		16	1				skill_remote				0										1000	npc_20boss3_6																			1																													
185	烈焰奔袭_蓄力	野外首领	5		2		SkillUsual								enemy	0	1		1	185				logic	1			0										600	empty																			1																													
186	烈焰奔袭	野外首领	1	2			SkillUsual		6						enemy	0	1		2	186				logic	1			0										600	empty			1	动作最少帧		到目标点的距离	800	冲刺的长度											1							1							150		1													
187	烈焰奔袭_伤害	野外首领	5		2		SkillUsual			187	1				enemy	0	1		16	187				skill_melee	1			0										600	npc_20Header3_2																			1																													
188	烈焰奔袭_效果	野外首领	5		2		SkillUsual			188	4	1	2	2	enemy	0	1		16	1				show	1			0										600	empty			200																1																													
189	冲锋	副本关卡	1	2			SkillUsual		4						enemy	0	1		2	189				logic	1			0										600	empty			1	动作最少帧		到目标点的距离	750	冲刺的长度											1							1	80002			0|1|82	-7|83|100		140		1													
190	冲锋_子	副本关卡	5		2		SkillUsual			1331	1				enemy	0	1		16	190				skill_melee	1			0										600	newrole_zzt2																			1																													
191	飞刃	副本关卡	5		2		SkillUsual			1332	1				enemy	0	1		16	191				skill_remote				0										700	newrole_zzt3																			1																													
192	七煞地裂	副本关卡	5		2		SkillUsual			1333	1	1			enemy	30	1		17	192				normal_melee	1			0	193									500	newrole_zzt4																			1																													
193	七煞地裂_效果	副本关卡	5		2		SkillUsual			1334	3	1			enemy	0	1		16	1				show	1			0										600	empty			200																1																													
194	张仲天普攻	副本关卡	5		1		SkillUsual			1342	1				enemy	45	1		16	10194				normal_melee	1			0										300	newrole_zzt1																			1																													
195	首领光环	技能通用	3				SkillUsual								self	0			16	1			195	logic				-1										600	empty																																																
196	交叉刀光_金	技能通用	5		2		TaohuaSkill_01			196	1				enemy	30	1		16	196				normal_remote				0										750	npc_normal																			1																													
197	精英光环	技能通用	3				SkillUsual								self	0			1	1			195	logic				-1										600	empty																																																
198	篝火	技能通用	2				SkillUsual								self	0			1	1			198	logic				0										1000	empty																			1																													
199	修炼珠	技能通用	2				SkillUsual								self	0			16	1			199					0										1000	buff_xiulianzhu																			1																													
200	npc免疫效果+		3				SkillUsual								self	0			1	1								0											npc_mianyi_p																																																
201	天王锤法	门派技能	5		2		TianwangSkill_01	UI/Atlas/SkillIcon/TW_Skill.prefab		201	1				enemy	0	1	1	16	201				normal_melee	1			0										200	tw_xyj																		1	1			[普通攻击]  天王帮基础武功。挥动双锤，攻击身前小范围内的目标							5201																			
