linshiliao_jd_39	997039		1	1	999				1	是否确定赠送？
linshiliao_jd_40	997040		1	1	999				1	是否确定赠送？
linshiliao_jd_41	997041		1	1	999				1	是否确定赠送？
linshiliao_jd_42	997042		1	1	999				1	是否确定赠送？
linshiliao_jd_43	997043		1	1	999				1	是否确定赠送？
linshiliao_jd_44	997044		1	1	999				1	是否确定赠送？
linshiliao_jd_45	997045		1	1	999				1	是否确定赠送？
linshiliao_jd_46	997046		1	1	999				1	是否确定赠送？
linshiliao_jd_47	997047		1	1	999				1	是否确定赠送？
linshiliao_jd_48	997048		1	1	999				1	是否确定赠送？
linshiliao_jd_49	997049		1	1	999				1	是否确定赠送？
linshiliao_jd_50	997050		1	1	999				1	是否确定赠送？
linshiliao_jd_51	997051		1	1	999				1	是否确定赠送？
linshiliao_jd_52	997052		1	1	999				1	是否确定赠送？
linshiliao_jd_53	997053		1	1	999				1	是否确定赠送？
linshiliao_jd_54	997054		1	1	999				1	是否确定赠送？
linshiliao_jd_55	997055		1	1	999				1	是否确定赠送？
linshiliao_jd_56	997056		1	1	999				1	是否确定赠送？
linshiliao_jd_57	997057		1	1	999				1	是否确定赠送？
linshiliao_jd_58	997058		1	1	999				1	是否确定赠送？
linshiliao_jd_59	997059		1	1	999				1	是否确定赠送？
linshiliao_jd_60	997060		1	1	999				1	是否确定赠送？
linshiliao_jd_61	997061		1	1	999				1	是否确定赠送？
linshiliao_jd_62	997062		1	1	999				1	是否确定赠送？
linshiliao_jd_63	997063		1	1	999				1	是否确定赠送？
linshiliao_jd_64	997064		1	1	999				1	是否确定赠送？
linshiliao_jd_65	997065		1	1	999				1	是否确定赠送？
linshiliao_jd_66	997066		1	1	999				1	是否确定赠送？
linshiliao_jd_67	997067		1	1	999				1	是否确定赠送？
linshiliao_jd_68	997068		1	1	999				1	是否确定赠送？
linshiliao_jd_69	997069		1	1	999				1	是否确定赠送？
linshiliao_jd_70	997070		1	1	999				1	是否确定赠送？
linshiliao_jd_71	996001		1	1	9				1	是否确定赠送？
linshiliao_jd_72	996002		1	1	9				1	是否确定赠送？
linshiliao_jd_73	996003		1	1	9				1	是否确定赠送？
linshiliao_jd_74	996004		1	1	9				1	是否确定赠送？
linshiliao_995387	995387		1	1	5				1	是否确定赠送？		9
linshiliao_995388	995388		1	1	5				1	是否确定赠送？		9
linshiliao_7933	7933		1	1	999				1	是否确定赠送？		12
linshiliao_9488	9488		1	1	999				1	是否确定赠送？		12
linshiliao_8202	8202		1	1	999				1	是否确定赠送？		12
linshiliao_7712	7712		1	1	999				1	是否确定赠送？		12
linshiliao_7713	7713		1	1	999				1	是否确定赠送？		12
linshiliao_8282	8282		1	1	999				1	是否确定赠送？		12
linshiliao_8252	8252		1	1	999				1	是否确定赠送？		12
linshiliao_8253	8253		1	1	999				1	是否确定赠送？		12
linshiliao_8273	8273		1	1	999				1	是否确定赠送？		12
linshiliao_995320	995320		1	1	999				1	是否确定赠送？		4
linshiliao_999091	999091		1	1	999				1	是否确定赠送？		4
linshiliao_6155	6155		1	1	999				1	是否确定赠送？		6
linshiliao_6231	6231		1	1	999				1	是否确定赠送？		6
linshiliao_993026	993026		1	1	999				1	是否确定赠送？		8
Linshiliao_995901	995901		1	1	999				1	是否确定赠送？		9
