GroupID	NpcID	Desc	NpcLevel	PosX	PosY	Rate	SoulStoneID	PlayerAwardID	ValueParam	KinItemAwardID	MJSoulStoneID	IsFalse	Mask	OpenTrap	LingPai	CalcValueType
236	1607	双首异兽	40	11568	10537	1		11								
236	1607	双首异兽	40	10268	11298	1		11								
237	1607	双首异兽	40	8337	13266	1		11								
237	1607	双首异兽	40	6350	11149	1		11								
237	1607	双首异兽	40	5403	10035	1		11								
238	1607	双首异兽	40	3008	9961	1		11								
238	1607	双首异兽	40	3119	12004	1		11								
238	1607	双首异兽	40	2822	8346	1		11								
239	1607	双首异兽	40	3973	6099	1		11								
239	1607	双首异兽	40	3231	4910	1		11								
239	1607	双首异兽	40	2748	3926	1		11								
240	1607	双首异兽	40	4011	3276	1		11								
240	1607	双首异兽	40	4883	2292	1		11								
240	1607	双首异兽	40	8337	10555	1		11								
241	1605	奔焰豹王	40	12895	3110	1		12								
241	1605	奔焰豹王	40	13732	4483	1		12								
241	1605	奔焰豹王	40	14084	6476	1		12								
242	1605	奔焰豹王	40	11254	5488	1		12								
242	1605	奔焰豹王	40	8876	3830	1		12								
242	1605	奔焰豹王	40	7502	4450	1		12								
243	1605	奔焰豹王	40	6548	5722	1		12								
243	1605	奔焰豹王	40	8122	5706	1		12								
243	1605	奔焰豹王	40	4795	4220	1		12								
244	1605	奔焰豹王	40	4132	5200	1		12								
244	1605	奔焰豹王	40	4435	7002	1		12								
244	1605	奔焰豹王	40	2445	4883	1		12								
245	1605	奔焰豹王	40	5113	8550	1		12								
245	1605	奔焰豹王	40	4368	8528	1		12								
245	1605	奔焰豹王	40	5038	9652	1		12								
246	1605	奔焰豹王	40	11267	7946	1		12								
246	1605	奔焰豹王	40	12776	9665	1		12								
246	1605	奔焰豹王	40	13181	11998	1		12								
247	1605	奔焰豹王	40	11589	12333	1		12								
247	1605	奔焰豹王	40	10010	12626	1		12								
247	1605	奔焰豹王	40	7202	11397	1		12								
248	1605	奔焰豹王	40	8576	12684	1		12								
248	1605	奔焰豹王	40	4374	13608	1		12								
248	1605	奔焰豹王	40	3870	12138	1		12								
249	1606	九尾狐王	40	11946	3914	1		13								
249	1606	九尾狐王	40	14095	4738	1		13								
249	1606	九尾狐王	40	13916	6189	1		13								
250	1606	九尾狐王	40	12519	5920	1		13								
250	1606	九尾狐王	40	11193	5437	1		13								
250	1606	九尾狐王	40	8291	4165	1		13								
251	1606	九尾狐王	40	4727	3448	1		13								
251	1606	九尾狐王	40	4010	4863	1		13								
251	1606	九尾狐王	40	3133	7031	1		13								
252	1606	九尾狐王	40	6790	8199	1		13								
252	1606	九尾狐王	40	9513	8558	1		13								
252	1606	九尾狐王	40	11208	9454	1		13								
253	1606	九尾狐王	40	11012	10693	1		13								
253	1606	九尾狐王	40	10116	11622	1		13								
253	1606	九尾狐王	40	8893	12649	1		13								
254	1606	九尾狐王	40	8111	12030	1		13								
254	1606	九尾狐王	40	5763	12209	1		13								
254	1606	九尾狐王	40	4329	12079	1		13								
255	1606	九尾狐王	40	4068	10367	1		13								
255	1606	九尾狐王	40	5731	10546	1		13								
255	1606	九尾狐王	40	4753	9422	1		13								
256	1606	九尾狐王	40	4345	8770	1		13								
256	1606	九尾狐王	40	8535	9666	1		13								
256	1606	九尾狐王	40	8828	3162	1		13								
257	1607	双首异兽	40	7481	1253	1		14								
257	1607	双首异兽	40	5734	1534	1		14								
257	1607	双首异兽	40	5937	3094	1		14								
258	1607	双首异兽	40	8121	4373	1		14								
258	1607	双首异兽	40	10211	3749	1		14								
258	1607	双首异兽	40	10711	5496	1		14								
259	1607	双首异兽	40	10243	6682	1		14								
259	1607	双首异兽	40	9247	7714	1		14								
259	1607	双首异兽	40	12496	6972	1		14								
260	1607	双首异兽	40	10082	9126	1		14								
260	1607	双首异兽	40	11568	10537	1		14								
260	1607	双首异兽	40	10268	11298	1		14								
261	1607	双首异兽	40	8337	13266	1		14								
261	1607	双首异兽	40	6350	11149	1		14								
261	1607	双首异兽	40	5403	10035	1		14								
262	1607	双首异兽	40	3008	9961	1		14								
262	1607	双首异兽	40	3119	12004	1		14								
262	1607	双首异兽	40	2822	8346	1		14								
263	1607	双首异兽	40	3973	6099	1		14								
263	1607	双首异兽	40	3231	4910	1		14								
263	1607	双首异兽	40	2748	3926	1		14								
264	1607	双首异兽	40	4011	3276	1		14								
264	1607	双首异兽	40	4883	2292	1		14								
264	1607	双首异兽	40	8337	10555	1		14								
265	1605	奔焰豹王	40	12895	3110	1		15								
265	1605	奔焰豹王	40	13732	4483	1		15								
265	1605	奔焰豹王	40	14084	6476	1		15								
266	1605	奔焰豹王	40	11254	5488	1		15								
266	1605	奔焰豹王	40	8876	3830	1		15								
266	1605	奔焰豹王	40	7502	4450	1		15								
267	1605	奔焰豹王	40	6548	5722	1		15								
267	1605	奔焰豹王	40	8122	5706	1		15								
267	1605	奔焰豹王	40	4795	4220	1		15								
268	1605	奔焰豹王	40	4132	5200	1		15								
268	1605	奔焰豹王	40	4435	7002	1		15								
268	1605	奔焰豹王	40	2445	4883	1		15								
269	1605	奔焰豹王	40	5113	8550	1		15								
269	1605	奔焰豹王	40	4368	8528	1		15								
269	1605	奔焰豹王	40	5038	9652	1		15								
270	1605	奔焰豹王	40	11267	7946	1		15								
270	1605	奔焰豹王	40	12776	9665	1		15								
270	1605	奔焰豹王	40	13181	11998	1		15								
271	1605	奔焰豹王	40	11589	12333	1		15								
271	1605	奔焰豹王	40	10010	12626	1		15								
271	1605	奔焰豹王	40	7202	11397	1		15								
272	1605	奔焰豹王	40	8576	12684	1		15								
272	1605	奔焰豹王	40	4374	13608	1		15								
272	1605	奔焰豹王	40	3870	12138	1		15								
501	1765	定海金刚	60	12686	4053	1		16								
501	1765	定海金刚	60	8601	3804	1		16								
501	1765	定海金刚	60	10270	5913	1		16								
502	1765	定海金刚	60	14390	6103	1		16								
502	1765	定海金刚	60	11651	7148	1		16								
502	1765	定海金刚	60	12875	8377	1		16								
503	1765	定海金刚	60	12206	9378	1		16								
503	1765	定海金刚	60	12676	10625	1		16								
503	1765	定海金刚	60	12922	12092	1		16								
504	1765	定海金刚	60	9217	12217	1		16								
504	1765	定海金刚	60	8485	14259	1		16								
504	1765	定海金刚	60	9433	13125	1		16								
505	1765	定海金刚	60	6195	13854	1		16								
505	1765	定海金刚	60	5810	12845	1		16								
505	1765	定海金刚	60	4566	12251	1		16								
506	1765	定海金刚	60	5530	11814	1		16								
506	1765	定海金刚	60	5742	10783	1		16								
506	1765	定海金刚	60	5283	9954	1		16								
507	1765	定海金刚	60	3961	10290	1		16								
507	1765	定海金刚	60	3975	8502	1		16								
507	1765	定海金刚	60	5149	7397	1		16								
508	1765	定海金刚	60	3975	6471	1		16								
508	1765	定海金刚	60	4638	5628	1		16								
508	1765	定海金刚	60	6241	5214	1		16								
509	1766	金翅鹏皇	60	12248	4872	1		17								
509	1766	金翅鹏皇	60	10718	5118	1		17								
509	1766	金翅鹏皇	60	9651	4348	1		17								
510	1766	金翅鹏皇	60	10732	6333	1		17								
510	1766	金翅鹏皇	60	12079	6824	1		17								
510	1766	金翅鹏皇	60	11804	7874	1		17								
511	1766	金翅鹏皇	60	7904	4533	1		17								
511	1766	金翅鹏皇	60	4942	4299	1		17								
511	1766	金翅鹏皇	60	5845	5761	1		17								
512	1766	金翅鹏皇	60	4202	5003	1		17								
512	1766	金翅鹏皇	60	5087	6809	1		17								
512	1766	金翅鹏皇	60	5809	8018	1		17								
513	1766	金翅鹏皇	60	3769	8632	1		17								
513	1766	金翅鹏皇	60	3931	10293	1		17								
513	1766	金翅鹏皇	60	5051	11413	1		17								
514	1766	金翅鹏皇	60	4684	12820	1		17								
514	1766	金翅鹏皇	60	6476	10811	1		17								
514	1766	金翅鹏皇	60	9028	12209	1		17								
515	1766	金翅鹏皇	60	9937	11272	1		17								
515	1766	金翅鹏皇	60	9788	10119	1		17								
515	1766	金翅鹏皇	60	11105	12236	1		17								
516	1766	金翅鹏皇	60	11173	9779	1		17								
516	1766	金翅鹏皇	60	12245	10580	1		17								
516	1766	金翅鹏皇	60	12206	11827	1		17								
517	1767	银角犀皇	60	13833	3216	1		18								
517	1767	银角犀皇	60	11634	3089	1		18								
517	1767	银角犀皇	60	13918	4696	1		18								
518	1767	银角犀皇	60	11291	5039	1		18								
518	1767	银角犀皇	60	12125	6007	1		18								
518	1767	银角犀皇	60	13632	5967	1		18								
519	1767	银角犀皇	60	12180	7555	1		18								
519	1767	银角犀皇	60	13149	8900	1		18								
519	1767	银角犀皇	60	13010	11609	1		18								
520	1767	银角犀皇	60	11369	10442	1		18								
520	1767	银角犀皇	60	11290	12519	1		18								
520	1767	银角犀皇	60	9450	12658	1		18								
521	1767	银角犀皇	60	7552	11946	1		18								
521	1767	银角犀皇	60	6642	10878	1		18								
521	1767	银角犀皇	60	5575	13046	1		18								
522	1767	银角犀皇	60	4386	13588	1		18								
522	1767	银角犀皇	60	3814	12248	1		18								
522	1767	银角犀皇	60	4883	9448	1		18								
523	1767	银角犀皇	60	4521	8168	1		18								
523	1767	银角犀皇	60	3468	7792	1		18								
523	1767	银角犀皇	60	4567	6858	1		18								
524	1767	银角犀皇	60	6810	5955	1		18								
524	1767	银角犀皇	60	8300	4465	1		18								
524	1767	银角犀皇	60	4536	4540	1		18								
525	1765	定海金刚	60	12686	4053	1		19								
525	1765	定海金刚	60	8601	3804	1		19								
525	1765	定海金刚	60	10270	5913	1		19								
526	1765	定海金刚	60	14390	6103	1		19								
526	1765	定海金刚	60	11651	7148	1		19								
526	1765	定海金刚	60	12875	8377	1		19								
527	1765	定海金刚	60	12206	9378	1		19								
527	1765	定海金刚	60	12676	10625	1		19								
527	1765	定海金刚	60	12922	12092	1		19								
528	1765	定海金刚	60	9217	12217	1		19								
528	1765	定海金刚	60	8485	14259	1		19								
528	1765	定海金刚	60	9433	13125	1		19								
529	1765	定海金刚	60	6195	13854	1		19								
529	1765	定海金刚	60	5810	12845	1		19								
529	1765	定海金刚	60	4566	12251	1		19								
530	1765	定海金刚	60	5530	11814	1		19								
530	1765	定海金刚	60	5742	10783	1		19								
530	1765	定海金刚	60	5283	9954	1		19								
531	1765	定海金刚	60	3961	10290	1		19								
531	1765	定海金刚	60	3975	8502	1		19								
531	1765	定海金刚	60	5149	7397	1		19								
532	1765	定海金刚	60	3975	6471	1		19								
532	1765	定海金刚	60	4638	5628	1		19								
532	1765	定海金刚	60	6241	5214	1		19								
533	1766	金翅鹏皇	60	12248	4872	1		20								
533	1766	金翅鹏皇	60	10718	5118	1		20								
533	1766	金翅鹏皇	60	9651	4348	1		20								
534	1766	金翅鹏皇	60	10732	6333	1		20								
534	1766	金翅鹏皇	60	12079	6824	1		20								
534	1766	金翅鹏皇	60	11804	7874	1		20								
535	1766	金翅鹏皇	60	7904	4533	1		20								
535	1766	金翅鹏皇	60	4942	4299	1		20								
535	1766	金翅鹏皇	60	5845	5761	1		20								
536	1766	金翅鹏皇	60	4202	5003	1		20								
536	1766	金翅鹏皇	60	5087	6809	1		20								
536	1766	金翅鹏皇	60	5809	8018	1		20								
537	1766	金翅鹏皇	60	3769	8632	1		20								
537	1766	金翅鹏皇	60	3931	10293	1		20								
537	1766	金翅鹏皇	60	5051	11413	1		20								
538	1766	金翅鹏皇	60	4684	12820	1		20								
538	1766	金翅鹏皇	60	6476	10811	1		20								
538	1766	金翅鹏皇	60	9028	12209	1		20								
539	1766	金翅鹏皇	60	9937	11272	1		20								
539	1766	金翅鹏皇	60	9788	10119	1		20								
539	1766	金翅鹏皇	60	11105	12236	1		20								
540	1766	金翅鹏皇	60	11173	9779	1		20								
540	1766	金翅鹏皇	60	12245	10580	1		20								
540	1766	金翅鹏皇	60	12206	11827	1		20								
541	1767	银角犀皇	60	13833	3216	1		21								
541	1767	银角犀皇	60	11634	3089	1		21								
541	1767	银角犀皇	60	13918	4696	1		21								
542	1767	银角犀皇	60	11291	5039	1		21								
542	1767	银角犀皇	60	12125	6007	1		21								
542	1767	银角犀皇	60	13632	5967	1		21								
543	1767	银角犀皇	60	12180	7555	1		21								
543	1767	银角犀皇	60	13149	8900	1		21								
543	1767	银角犀皇	60	13010	11609	1		21								
544	1767	银角犀皇	60	11369	10442	1		21								
544	1767	银角犀皇	60	11290	12519	1		21								
544	1767	银角犀皇	60	9450	12658	1		21								
545	1767	银角犀皇	60	7552	11946	1		21								
545	1767	银角犀皇	60	6642	10878	1		21								
545	1767	银角犀皇	60	5575	13046	1		21								
546	1767	银角犀皇	60	4386	13588	1		21								
546	1767	银角犀皇	60	3814	12248	1		21								
546	1767	银角犀皇	60	4883	9448	1		21								
547	1767	银角犀皇	60	4521	8168	1		21								
547	1767	银角犀皇	60	3468	7792	1		21								
547	1767	银角犀皇	60	4567	6858	1		21								
548	1767	银角犀皇	60	6810	5955	1		21								
548	1767	银角犀皇	60	8300	4465	1		21								
548	1767	银角犀皇	60	4536	4540	1		21								
597	1765	定海金刚	60	12686	4053	1		22								
597	1765	定海金刚	60	8601	3804	1		22								
597	1765	定海金刚	60	10270	5913	1		22								
598	1765	定海金刚	60	14390	6103	1		22								
598	1765	定海金刚	60	11651	7148	1		22								
598	1765	定海金刚	60	12875	8377	1		22								
599	1765	定海金刚	60	12206	9378	1		22								
599	1765	定海金刚	60	12676	10625	1		22								
599	1765	定海金刚	60	12922	12092	1		22								
600	1765	定海金刚	60	9217	12217	1		22								
600	1765	定海金刚	60	8485	14259	1		22								
600	1765	定海金刚	60	9433	13125	1		22								
601	1765	定海金刚	60	6195	13854	1		22								
601	1765	定海金刚	60	5810	12845	1		22								
601	1765	定海金刚	60	4566	12251	1		22								
602	1765	定海金刚	60	5530	11814	1		22								
602	1765	定海金刚	60	5742	10783	1		22								
602	1765	定海金刚	60	5283	9954	1		22								
603	1765	定海金刚	60	3961	10290	1		22								
603	1765	定海金刚	60	3975	8502	1		22								
603	1765	定海金刚	60	5149	7397	1		22								
604	1765	定海金刚	60	3975	6471	1		22								
604	1765	定海金刚	60	4638	5628	1		22								
604	1765	定海金刚	60	6241	5214	1		22								
605	1766	金翅鹏皇	60	12248	4872	1		23								
605	1766	金翅鹏皇	60	10718	5118	1		23								
605	1766	金翅鹏皇	60	9651	4348	1		23								
606	1766	金翅鹏皇	60	10732	6333	1		23								
606	1766	金翅鹏皇	60	12079	6824	1		23								
606	1766	金翅鹏皇	60	11804	7874	1		23								
607	1766	金翅鹏皇	60	7904	4533	1		23								
607	1766	金翅鹏皇	60	4942	4299	1		23								
607	1766	金翅鹏皇	60	5845	5761	1		23								
608	1766	金翅鹏皇	60	4202	5003	1		23								
608	1766	金翅鹏皇	60	5087	6809	1		23								
608	1766	金翅鹏皇	60	5809	8018	1		23								
609	1766	金翅鹏皇	60	3769	8632	1		23								
609	1766	金翅鹏皇	60	3931	10293	1		23								
609	1766	金翅鹏皇	60	5051	11413	1		23								
610	1766	金翅鹏皇	60	4684	12820	1		23								
610	1766	金翅鹏皇	60	6476	10811	1		23								
610	1766	金翅鹏皇	60	9028	12209	1		23								
611	1766	金翅鹏皇	60	9937	11272	1		23								
