nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	ShowClientNpc	DeleteClientNpc	Require_FinishTask	nAutoNextTaskId	nFinishTaskNpcId	nFinishDialogId	Target_PersonalFuben	bAutoFinish	Target_ExtPoint	nTaskItemId	bShowFinish	nNeedConfirmFinish	szAwardInfo	Target_ExtInfo	Target_KillNpc	bKillNpcToAllPlayer	nTaskType	bNotAutoNext	szOnFinishTrack	Target_OnTrap	Target_CollectItem	Target_Achievement	Target_EnterMap	Target_MinLevel	Require_MinLevel	Require_MaxLevel	nAcceptTaskNpcId	nAcceptDialogId	IsFinishGuide	bCanRepeat
6025	SpecialTask2_6	[活]破月残红	侠士正在进行代言人情缘任务，规则如下：1、任务步骤可以个人完成  2、秘境必须两人组队前往且两人必须完成到同一任务步骤	问问[FFFE0D]老板娘[-]剑的来历	问问[FFFE0D]老板娘[-]剑的来历	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6024	6026	99	7025											2	1												
6026	SpecialTask2_7	[活]名动武林	侠士正在进行代言人情缘任务，规则如下：1、任务步骤可以个人完成  2、秘境必须两人组队前往且两人必须完成到同一任务步骤	询问[FFFE0D]南宫飞云[-]是否知道	询问[FFFE0D]南宫飞云[-]是否知道	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6025	6027	89	7026											2	1												
6027	SpecialTask2_8	[活]两国相争	侠士正在进行代言人情缘任务，规则如下：1、任务步骤可以个人完成  2、秘境必须两人组队前往且两人必须完成到同一任务步骤	找[FFFE0D]南宫飞云[-]前往线索之地	找[FFFE0D]南宫飞云[-]前往线索之地	[url=npc:testtt, 89 ,10]	[url=npc:testtt, 89 ,10]			6026	6028				1						DaiYanRenAct			2	1												
6028	SpecialTask2_9	[活]生离死别	侠士正在进行代言人情缘任务，规则如下：1、任务步骤可以个人完成  2、秘境必须两人组队前往且两人必须完成到同一任务步骤	询问[FFFE0D]林更新少侠[-]是否知道内情	询问[FFFE0D]林更新少侠[-]是否知道内情	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6027	6029	2326	7028					1	1	BasicExp|40;Item|4802|1				2	1												
6029	SpecialTask2_10	[活]四面楚歌	侠士正在进行代言人情缘任务，规则如下：1、任务步骤可以个人完成  2、秘境必须两人组队前往且两人必须完成到同一任务步骤	问问[FFFE0D]老板娘[-]线索	问问[FFFE0D]老板娘[-]线索	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6028	6030	99	7029											2	1												
6030	SpecialTask2_11	[活]舍己为人	侠士正在进行代言人情缘任务，规则如下：1、任务步骤可以个人完成  2、秘境必须两人组队前往且两人必须完成到同一任务步骤	找[FFFE0D]老板娘[-]暂避风头	找[FFFE0D]老板娘[-]暂避风头	[url=npc:testtt, 99 ,10]	[url=npc:testtt, 99 ,10]			6029	6031				1						DaiYanRenAct			2	1												
6031	SpecialTask2_12	[活]重获新生	侠士正在进行代言人情缘任务，规则如下：1、任务步骤可以个人完成  2、秘境必须两人组队前往且两人必须完成到同一任务步骤	询问[FFFE0D]独孤大侠[-]事情原委	询问[FFFE0D]独孤大侠[-]事情原委	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6030	6032	88	7030					1	1	BasicExp|40;Item|4803|1				2	1												
6032	SpecialTask2_13	[活]天霜山庄	侠士正在进行代言人情缘任务，规则如下：1、任务步骤可以个人完成  2、秘境必须两人组队前往且两人必须完成到同一任务步骤	找[FFFE0D]张如梦[-]寻求线索	找[FFFE0D]张如梦[-]寻求线索	[url=npc:testtt, 625 ,10]	[url=npc:testtt, 625 ,10]			6031	6033	625	7032											2	1												
6033	SpecialTask2_14	[活]背水一战	侠士正在进行代言人情缘任务，规则如下：1、任务步骤可以个人完成  2、秘境必须两人组队前往且两人必须完成到同一任务步骤	跟随[FFFE0D]张如梦[-]的指引	跟随[FFFE0D]张如梦[-]的指引	[url=npc:testtt, 625 ,10]	[url=npc:testtt, 625 ,10]			6032	6034				1						DaiYanRenAct			2	1												
6034	SpecialTask2_15	[活]缘来如此	侠士正在进行代言人情缘任务，规则如下：1、任务步骤可以个人完成  2、秘境必须两人组队前往且两人必须完成到同一任务步骤	询问[FFFE0D]林更新少侠[-]怎么回事	询问[FFFE0D]林更新少侠[-]怎么回事	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6033	6035	2326	7034					1	1	BasicExp|40;Item|4804|1				2	1												
6035	SpecialTask2_16	[活]前尘旧事	侠士正在进行代言人情缘任务，规则如下：1、任务步骤可以个人完成  2、秘境必须两人组队前往且两人必须完成到同一任务步骤	去见见[FFFE0D]颖宝宝女侠[-]	去见见[FFFE0D]颖宝宝女侠[-]	[url=npc:testtt,$F,10]	[url=npc:testtt,$F,10]			6034	6036	2279	7035											2	1												
6036	SpecialTask2_17	[活]世外桃源	侠士正在进行代言人情缘任务，规则如下：1、任务步骤可以个人完成  2、秘境必须两人组队前往且两人必须完成到同一任务步骤	找[FFFE0D]颖宝宝姑娘[-]前往世外桃源	找[FFFE0D]颖宝宝姑娘[-]前往世外桃源	[url=npc:testtt,2279,10]	[url=npc:testtt,2279,10]			6035	6037				1						DaiYanRenAct			2	1												
6037	SpecialTask2_18	[活]不弃不离	侠士正在进行代言人情缘任务，规则如下：1、任务步骤可以个人完成  2、秘境必须两人组队前往且两人必须完成到同一任务步骤	找[FFFE0D]颖宝宝姑娘[-]道谢	找[FFFE0D]颖宝宝姑娘[-]道谢	[url=npc:testtt,2279,10]	[url=npc:testtt,2279,10]			6036		2279	7037					1	1	Item|4805|1;Item|4806|1;Item|4807|1				2	1												
