TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
2030	【中级】生命	PartnerSkillLevel3_24	35	2030	2030		PartnerSkillBook	35	【被动】提升同伴自身生命	500000	1	1	1000	3	1	0	99999	65									
2031	【中级】移动速度	PartnerSkillLevel3_25	35	2031	2031		PartnerSkillBook	35	【被动】提升同伴自身移动速度	500000	1	1	1000	3	1	0	99999	68									
2032	【中级】金系抗性	PartnerSkillLevel3_26	35	2032	2032		PartnerSkillBook	35	【被动】提升同伴自身金系抗性	500000	1	1	1000	3	1	0	99999	71									
2033	【中级】木系抗性	PartnerSkillLevel3_27	35	2033	2033		PartnerSkillBook	35	【被动】提升同伴自身木系抗性	500000	1	1	1000	3	1	0	99999	74									
2034	【中级】水系抗性	PartnerSkillLevel3_28	35	2034	2034		PartnerSkillBook	35	【被动】提升同伴自身水系抗性	500000	1	1	1000	3	1	0	99999	77									
2035	【中级】火系抗性	PartnerSkillLevel3_29	35	2035	2035		PartnerSkillBook	35	【被动】提升同伴自身火系抗性	500000	1	1	1000	3	1	0	99999	80									
2036	【中级】土系抗性	PartnerSkillLevel3_30	35	2036	2036		PartnerSkillBook	35	【被动】提升同伴自身土系抗性	500000	1	1	1000	3	1	0	99999	83									
2037	【中级】抗属性效果	PartnerSkillLevel3_31	35	2037	2037		PartnerSkillBook	35	【被动】提升同伴自身抵御属性效果的能力	500000	1	1	1000	3	1	0	99999	86									
2038	【初级】吸取生命	PartnerSkillLevel3_32	35	2038	2038		PartnerSkillBook	35	【被动】提升同伴自身吸取生命	500000	1	1	1000	3	1	0	99999	88									
2039	【初级】受伤效果	PartnerSkillLevel3_33	35	2039	2039		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成受伤效果的能力\n\n[FFFE0D]五行属【金】的同伴可学习该技能[-]	500000	1	1	1000	3	1	0	99999	91									
2040	【初级】迟缓效果	PartnerSkillLevel3_34	35	2040	2040		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成迟缓效果的能力\n\n[FFFE0D]五行属【水】的同伴可学习该技能[-]	500000	1	1	1000	3	1	0	99999	94									
2041	【初级】致缠效果	PartnerSkillLevel3_35	35	2041	2041		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成致缠效果的能力\n\n[FFFE0D]五行属【木】的同伴可学习该技能[-]	500000	1	1	1000	3	1	0	99999	97									
2042	【初级】麻痹效果	PartnerSkillLevel3_36	35	2042	2042		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成麻痹效果的能力\n\n[FFFE0D]五行属【火】的同伴可学习该技能[-]	500000	1	1	1000	3	1	0	99999	100									
2043	【初级】眩晕效果	PartnerSkillLevel3_37	35	2043	2043		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成眩晕效果的能力\n\n[FFFE0D]五行属【土】的同伴可学习该技能[-]	500000	1	1	1000	3	1	0	99999	103									
2044	【初级】全系抗性	PartnerSkillLevel3_38	35	2044	2044		PartnerSkillBook	35	【被动】提升同伴自身全系抗性	500000	1	1	1000	3	1	0	99999	106									
2045	【初级】忽略全系抗性	PartnerSkillLevel3_39	35	2045	2045		PartnerSkillBook	35	【被动】提升同伴自身忽略全系抗性的能力	500000	1	1	1000	3	1	0	99999	109									
2046	【初级】反击	PartnerSkillLevel3_40	35	2046	2046		PartnerSkillBook	35	【被动】被近战普攻击中时有一定概率以少量自身攻击力进行反击	500000	1	1	1000	3	1	0	99999	112									
2047	【初级】攻击速度	PartnerSkillLevel3_41	35	2047	2047		PartnerSkillBook	35	【被动】提升同伴自身攻击速度	500000	1	1	1000	3	1	0	99999	115									
2048	半月斩	PartnerSkillLevel4_1	35	2048	2048		PartnerSkillBook	35	【主动】攻击身前小范围敌人，并吸取生命\n\n[FFFE0D]五行属【金】的同伴可学习该技能[-]	1500000	1	1	1000	4	1	0	99999	11									
2049	惊涛骇浪	PartnerSkillLevel4_2	35	2049	2049		PartnerSkillBook	35	【主动】发出海浪，攻击身前直线上的敌人\n\n[FFFE0D]五行属【水】的同伴可学习该技能[-]	1500000	1	1	1000	4	1	0	99999	12									
2050	穿心刺	PartnerSkillLevel4_3	35	2050	2050		PartnerSkillBook	35	【主动】自身周围发出地刺，对敌人造成伤害\n\n[FFFE0D]五行属【木】的同伴可学习该技能[-]	1500000	1	1	1000	4	1	0	99999	13									
2051	推山填海	PartnerSkillLevel4_4	35	2051	2051		PartnerSkillBook	35	【主动】火焰燃烧，对身前直线上的敌人造成持续伤害\n\n[FFFE0D]五行属【火】的同伴可学习该技能[-]	1500000	1	1	1000	4	1	0	99999	14									
2052	九天狂雷	PartnerSkillLevel4_5	35	2052	2052		PartnerSkillBook	35	【主动】落雷攻击敌方并继续攻击其身旁的其他目标，连续一定次数\n\n[FFFE0D]五行属【土】的同伴可学习该技能[-]	1500000	1	1	1000	4	1	0	99999	15									
2053	群体毒瘴	PartnerSkillLevel4_6	35	2053	2053		PartnerSkillBook	35	【主动】使范围目标中毒，造成回复效果无效	1500000	1	1	1000	4	1	0	99999	20									
2054	群体金刚	PartnerSkillLevel4_7	35	2054	2054		PartnerSkillBook	35	【主动】使视野范围友方一定时间内不受任何伤害	1500000	1	1	1000	4	1	0	99999	22									
2055	群体明王	PartnerSkillLevel4_8	35	2055	2055		PartnerSkillBook	35	【主动】使视野范围友方一定时间内免疫任何属性状态和负面状态	1500000	1	1	1000	4	1	0	99999	24									
2056	涅槃重生	PartnerSkillLevel4_9	35	2056	2056		PartnerSkillBook	35	【主动】重伤时有一定概率回复生命，并清除所有属性状态和负面状态	1500000	1	1	1000	4	1	0	99999	26									
2057	【高级】会心几率	PartnerSkillLevel4_10	35	2057	2057		PartnerSkillBook	35	【被动】提升同伴自身会心几率	1500000	1	1	1000	4	1	0	99999	60									
2058	【高级】攻击力	PartnerSkillLevel4_11	35	2058	2058		PartnerSkillBook	35	【被动】提升同伴自身攻击力	1500000	1	1	1000	4	1	0	99999	63									
2059	【高级】生命	PartnerSkillLevel4_12	35	2059	2059		PartnerSkillBook	35	【被动】提升同伴自身生命	1500000	1	1	1000	4	1	0	99999	66									
2060	【高级】移动速度	PartnerSkillLevel4_13	35	2060	2060		PartnerSkillBook	35	【被动】提升同伴自身移动速度	1500000	1	1	1000	4	1	0	99999	69									
2061	【高级】金系抗性	PartnerSkillLevel4_14	35	2061	2061		PartnerSkillBook	35	【被动】提升同伴自身金系抗性	1500000	1	1	1000	4	1	0	99999	72									
2062	【高级】木系抗性	PartnerSkillLevel4_15	35	2062	2062		PartnerSkillBook	35	【被动】提升同伴自身木系抗性	1500000	1	1	1000	4	1	0	99999	75									
2063	【高级】水系抗性	PartnerSkillLevel4_16	35	2063	2063		PartnerSkillBook	35	【被动】提升同伴自身水系抗性	1500000	1	1	1000	4	1	0	99999	78									
2064	【高级】火系抗性	PartnerSkillLevel4_17	35	2064	2064		PartnerSkillBook	35	【被动】提升同伴自身火系抗性	1500000	1	1	1000	4	1	0	99999	81									
2065	【高级】土系抗性	PartnerSkillLevel4_18	35	2065	2065		PartnerSkillBook	35	【被动】提升同伴自身土系抗性	1500000	1	1	1000	4	1	0	99999	84									
2066	【高级】抗属性效果	PartnerSkillLevel4_19	35	2066	2066		PartnerSkillBook	35	【被动】提升同伴自身抵御属性效果的能力	1500000	1	1	1000	4	1	0	99999	87									
2067	【中级】吸取生命	PartnerSkillLevel4_20	35	2067	2067		PartnerSkillBook	35	【被动】提升同伴自身吸取生命	1500000	1	1	1000	4	1	0	99999	89									
2068	【中级】受伤效果	PartnerSkillLevel4_21	35	2068	2068		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成受伤效果的能力\n\n[FFFE0D]五行属【金】的同伴可学习该技能[-]	1500000	1	1	1000	4	1	0	99999	92									
2069	【中级】迟缓效果	PartnerSkillLevel4_22	35	2069	2069		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成迟缓效果的能力\n\n[FFFE0D]五行属【水】的同伴可学习该技能[-]	1500000	1	1	1000	4	1	0	99999	95									
2070	【中级】致缠效果	PartnerSkillLevel4_23	35	2070	2070		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成致缠效果的能力\n\n[FFFE0D]五行属【木】的同伴可学习该技能[-]	1500000	1	1	1000	4	1	0	99999	98									
2071	【中级】麻痹效果	PartnerSkillLevel4_24	35	2071	2071		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成麻痹效果的能力\n\n[FFFE0D]五行属【火】的同伴可学习该技能[-]	1500000	1	1	1000	4	1	0	99999	101									
2072	【中级】眩晕效果	PartnerSkillLevel4_25	35	2072	2072		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成眩晕效果的能力\n\n[FFFE0D]五行属【土】的同伴可学习该技能[-]	1500000	1	1	1000	4	1	0	99999	104									
2073	【中级】全系抗性	PartnerSkillLevel4_26	35	2073	2073		PartnerSkillBook	35	【被动】提升同伴自身全系抗性	1500000	1	1	1000	4	1	0	99999	107									
2074	【中级】忽略全系抗性	PartnerSkillLevel4_27	35	2074	2074		PartnerSkillBook	35	【被动】提升同伴自身忽略全系抗性的能力	1500000	1	1	1000	4	1	0	99999	110									
2075	【中级】反击	PartnerSkillLevel4_28	35	2075	2075		PartnerSkillBook	35	【被动】被近战普攻击中时有一定概率以一定自身攻击力进行反击	1500000	1	1	1000	4	1	0	99999	113									
2076	【中级】攻击速度	PartnerSkillLevel4_29	35	2076	2076		PartnerSkillBook	35	【被动】提升同伴自身攻击速度	1500000	1	1	1000	4	1	0	99999	116									
2077	百草仙露	PartnerSkillLevel5_1	35	2077	2077		PartnerSkillBook	35	【主动】对视野范围内友方目标进行治疗，并清除所有异常属性状态和中毒效果	5000000	1	1	1000	6	1	0	99999	18									
2078	【高级】吸取生命	PartnerSkillLevel5_2	35	2078	2078		PartnerSkillBook	35	【被动】提升同伴自身吸取生命	5000000	1	1	1000	6	1	0	99999	90									
2079	【高级】受伤效果	PartnerSkillLevel5_3	35	2079	2079		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成受伤效果的能力\n\n[FFFE0D]五行属【金】的同伴可学习该技能[-]	5000000	1	1	1000	6	1	0	99999	93									
2080	【高级】迟缓效果	PartnerSkillLevel5_4	35	2080	2080		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成迟缓效果的能力\n\n[FFFE0D]五行属【水】的同伴可学习该技能[-]	5000000	1	1	1000	6	1	0	99999	96									
2081	【高级】致缠效果	PartnerSkillLevel5_5	35	2081	2081		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成致缠效果的能力\n\n[FFFE0D]五行属【木】的同伴可学习该技能[-]	5000000	1	1	1000	6	1	0	99999	99									
2082	【高级】麻痹效果	PartnerSkillLevel5_6	35	2082	2082		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成麻痹效果的能力\n\n[FFFE0D]五行属【火】的同伴可学习该技能[-]	5000000	1	1	1000	6	1	0	99999	102									
2083	【高级】眩晕效果	PartnerSkillLevel5_7	35	2083	2083		PartnerSkillBook	35	【被动】使同伴自身的普攻增加造成眩晕效果的能力\n\n[FFFE0D]五行属【土】的同伴可学习该技能[-]	5000000	1	1	1000	6	1	0	99999	105									
2084	【高级】全系抗性	PartnerSkillLevel5_8	35	2084	2084		PartnerSkillBook	35	【被动】提升同伴自身全系抗性	5000000	1	1	1000	6	1	0	99999	108									
2085	【高级】忽略全系抗性	PartnerSkillLevel5_9	35	2085	2085		PartnerSkillBook	35	【被动】提升同伴自身忽略全系抗性的能力	5000000	1	1	1000	6	1	0	99999	111									
2086	【高级】反击	PartnerSkillLevel5_10	35	2086	2086		PartnerSkillBook	35	【被动】被近战普攻击中时有一定概率以大量自身攻击力进行反击	5000000	1	1	1000	6	1	0	99999	114									
2087	【高级】攻击速度	PartnerSkillLevel5_11	35	2087	2087		PartnerSkillBook	35	【被动】提升同伴自身攻击速度	5000000	1	1	1000	6	1	0	99999	117									
