TemplateId	Name	Kind	ShowType	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
5771	11阶稀有项链碎片	T11_Necklace_Q2_piece		34	4911		EquipMeterial	99	4911	残缺不全的稀有项链碎片，需要  [FFFE0D]10块[-]才能打造成1条[FFFE0D]11阶【稀有】[-]项链	1250000	8	1	1250000	6	1		999										
5772	12阶稀有项链碎片	T12_Necklace_Q2_piece		34	4912		EquipMeterial	99	4912	残缺不全的稀有项链碎片，需要  [FFFE0D]10块[-]才能打造成1条[FFFE0D]12阶【稀有】[-]项链	1368000	9	1	1368000	6	1		999										
5773	13阶稀有项链碎片	T13_Necklace_Q2_piece		34	4913		EquipMeterial	99	4913	残缺不全的稀有项链碎片，需要  [FFFE0D]10块[-]才能打造成1条[FFFE0D]13阶【稀有】[-]项链	1424000	10	1	1424000	6	1		999										
5774	14阶稀有项链碎片	T14_Necklace_Q2_piece		34	4914		EquipMeterial	99	4914	残缺不全的稀有项链碎片，需要  [FFFE0D]10块[-]才能打造成1条[FFFE0D]14阶【稀有】[-]项链	1566000	11	1	1566000	6	1		999										
5775	15阶稀有项链碎片	T15_Necklace_Q2_piece		34	4915		EquipMeterial	99	4915	残缺不全的稀有项链碎片，需要  [FFFE0D]10块[-]才能打造成1条[FFFE0D]15阶【稀有】[-]项链	1725600	12	1	1726000	6	1		999										
10326	16阶稀有项链碎片	T16_Necklace_Q2_piece		34	4916		EquipMeterial	99	4916	残缺不全的稀有项链碎片，需要  [FFFE0D]10块[-]才能打造成1条[FFFE0D]16阶【稀有】[-]项链	1900000	13	1	1900000	6	1		999										
10327	17阶稀有项链碎片	T17_Necklace_Q2_piece		34	4917		EquipMeterial	99	4917	残缺不全的稀有项链碎片，需要  [FFFE0D]10块[-]才能打造成1条[FFFE0D]17阶【稀有】[-]项链	2090000	14	1	2090000	6	1		999										
10328	18阶稀有项链碎片	T18_Necklace_Q2_piece		34	4918		EquipMeterial	99	4918	残缺不全的稀有项链碎片，需要  [FFFE0D]10块[-]才能打造成1条[FFFE0D]18阶【稀有】[-]项链	2300000	15	1	2300000	6	1		999										
10329	19阶稀有项链碎片	T19_Necklace_Q2_piece		34	4919		EquipMeterial	99	4919	残缺不全的稀有项链碎片，需要  [FFFE0D]10块[-]才能打造成1条[FFFE0D]19阶【稀有】[-]项链	1725600	16	1	1726000	6	1		999										
10330	20阶稀有项链碎片	T20_Necklace_Q2_piece		34	4920		EquipMeterial	99	4920	残缺不全的稀有项链碎片，需要  [FFFE0D]10块[-]才能打造成1条[FFFE0D]20阶【稀有】[-]项链	1725600	17	1	1726000	6	1		999										
2097	4阶传承项链碎片	T4_Necklace_Q3_piece		34	14		EquipMeterial	99	14	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]4阶【传承】[-]项链	80000	1	1	80000	4	1		999										
2098	5阶传承项链碎片	T5_Necklace_Q3_piece		34	15		EquipMeterial	99	15	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]5阶【传承】[-]项链	180000	2	1	180000	4	1		999										
2099	6阶传承项链碎片	T6_Necklace_Q3_piece		34	16		EquipMeterial	99	16	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]6阶【传承】[-]项链	240000	3	1	240000	4	1		999										
2952	7阶传承项链碎片	T7_Necklace_Q3_piece		34	17		EquipMeterial	99	17	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]7阶【传承】[-]项链	320000	4	1	320000	4	1		999										
2953	8阶传承项链碎片	T8_Necklace_Q3_piece		34	18		EquipMeterial	99	18	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]8阶【传承】[-]项链	480000	5	1	480000	4	1		999										
2954	9阶传承项链碎片	T9_Necklace_Q3_piece		34	19		EquipMeterial	99	19	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]9阶【传承】[-]项链	720000	6	1	720000	4	1		999										
3670	10阶传承项链碎片	T10_Necklace_Q3_piece		34	20		EquipMeterial	99	20	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]10阶【传承】[-]项链	960000	7	1	960000	4	1		999										
5776	11阶传承项链碎片	T11_Necklace_Q3_piece		34	4911		EquipMeterial	99	4911	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]11阶【传承】[-]项链	1280000	8	1	1280000	4	1		999										
5777	12阶传承项链碎片	T12_Necklace_Q3_piece		34	4912		EquipMeterial	99	4912	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]12阶【传承】[-]项链	1440000	9	1	1536000	4	1		999										
5778	13阶传承项链碎片	T13_Necklace_Q3_piece		34	4913		EquipMeterial	99	4913	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]13阶【传承】[-]项链	1584000	10	1	1584000	4	1		999										
5779	14阶传承项链碎片	T14_Necklace_Q3_piece		34	4914		EquipMeterial	99	4914	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]14阶【传承】[-]项链	1740000	11	1	1740000	4	1		999										
5780	15阶传承项链碎片	T15_Necklace_Q3_piece		34	4915		EquipMeterial	99	4915	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]15阶【传承】[-]项链	1923600	12	1	1920000	4	1		999										
10331	16阶传承项链碎片	T16_Necklace_Q3_piece		34	4916		EquipMeterial	99	4916	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]16阶【传承】[-]项链	2120000	13	1	2120000	4	1		999										
10332	17阶传承项链碎片	T17_Necklace_Q3_piece		34	4917		EquipMeterial	99	4917	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]17阶【传承】[-]项链	2320000	14	1	2320000	4	1		999										
10333	18阶传承项链碎片	T18_Necklace_Q3_piece		34	4918		EquipMeterial	99	4918	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]18阶【传承】[-]项链	2552000	15	1	2552000	4	1		999										
10334	19阶传承项链碎片	T19_Necklace_Q3_piece		34	4919		EquipMeterial	99	4919	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]19阶【传承】[-]项链	1923600	16	1	1920000	4	1		999										
10335	20阶传承项链碎片	T20_Necklace_Q3_piece		34	4920		EquipMeterial	99	4920	残缺不全的传承项链碎片，需要  [FFFE0D]5块[-]才能打造成1条[FFFE0D]20阶【传承】[-]项链	1923600	17	1	1920000	4	1		999										
2100	4阶稀有戒指碎片	T4_Ring_Q2_piece		34	24		EquipMeterial	99	24	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]4阶【稀有】[-]戒指	120000	1	1	120000	6	1		999										
2101	5阶稀有戒指碎片	T5_Ring_Q2_piece		34	25		EquipMeterial	99	25	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]5阶【稀有】[-]戒指	250000	2	1	250000	6	1		999										
2102	6阶稀有戒指碎片	T6_Ring_Q2_piece		34	26		EquipMeterial	99	26	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]6阶【稀有】[-]戒指	300000	3	1	300000	6	1		999										
2955	7阶稀有戒指碎片	T7_Ring_Q2_piece		34	27		EquipMeterial	99	27	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]7阶【稀有】[-]戒指	400000	4	1	400000	6	1		999										
2956	8阶稀有戒指碎片	T8_Ring_Q2_piece		34	28		EquipMeterial	99	28	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]8阶【稀有】[-]戒指	540000	5	1	600000	6	1		999										
2957	9阶稀有戒指碎片	T9_Ring_Q2_piece		34	29		EquipMeterial	99	29	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]9阶【稀有】[-]戒指	800000	6	1	800000	6	1		999										
3671	10阶稀有戒指碎片	T10_Ring_Q2_piece		34	30		EquipMeterial	99	30	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]10阶【稀有】[-]戒指	1000000	7	1	1000000	6	1		999										
5781	11阶稀有戒指碎片	T11_Ring_Q2_piece		34	4921		EquipMeterial	99	4921	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]11阶【稀有】[-]戒指	1250000	8	1	1250000	6	1		999										
5782	12阶稀有戒指碎片	T12_Ring_Q2_piece		34	4922		EquipMeterial	99	4922	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]12阶【稀有】[-]戒指	1368000	9	1	1368000	6	1		999										
5783	13阶稀有戒指碎片	T13_Ring_Q2_piece		34	4923		EquipMeterial	99	4923	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]13阶【稀有】[-]戒指	1424000	10	1	1424000	6	1		999										
5784	14阶稀有戒指碎片	T14_Ring_Q2_piece		34	4924		EquipMeterial	99	4924	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]14阶【稀有】[-]戒指	1566000	11	1	1566000	6	1		999										
5785	15阶稀有戒指碎片	T15_Ring_Q2_piece		34	4925		EquipMeterial	99	4925	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]15阶【稀有】[-]戒指	1725600	12	1	1726000	6	1		999										
10336	16阶稀有戒指碎片	T16_Ring_Q2_piece		34	4926		EquipMeterial	99	4926	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]16阶【稀有】[-]戒指	1900000	13	1	1900000	6	1		999										
10337	17阶稀有戒指碎片	T17_Ring_Q2_piece		34	4927		EquipMeterial	99	4927	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]17阶【稀有】[-]戒指	2090000	14	1	2090000	6	1		999										
10338	18阶稀有戒指碎片	T18_Ring_Q2_piece		34	4928		EquipMeterial	99	4928	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]18阶【稀有】[-]戒指	2300000	15	1	2300000	6	1		999										
10339	19阶稀有戒指碎片	T19_Ring_Q2_piece		34	4929		EquipMeterial	99	4929	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]19阶【稀有】[-]戒指	1725600	16	1	1726000	6	1		999										
10340	20阶稀有戒指碎片	T20_Ring_Q2_piece		34	4930		EquipMeterial	99	4930	残缺不全的稀有戒指碎片，需要  [FFFE0D]10块[-]才能打造成1枚[FFFE0D]20阶【稀有】[-]戒指	1725600	17	1	1726000	6	1		999										
2103	4阶传承戒指碎片	T4_Ring_Q3_piece		34	24		EquipMeterial	99	24	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]4阶【传承】[-]戒指	80000	1	1	80000	4	1		999										
2104	5阶传承戒指碎片	T5_Ring_Q3_piece		34	25		EquipMeterial	99	25	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]5阶【传承】[-]戒指	180000	2	1	180000	4	1		999										
2105	6阶传承戒指碎片	T6_Ring_Q3_piece		34	26		EquipMeterial	99	26	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]6阶【传承】[-]戒指	240000	3	1	240000	4	1		999										
2958	7阶传承戒指碎片	T7_Ring_Q3_piece		34	27		EquipMeterial	99	27	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]7阶【传承】[-]戒指	320000	4	1	320000	4	1		999										
2959	8阶传承戒指碎片	T8_Ring_Q3_piece		34	28		EquipMeterial	99	28	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]8阶【传承】[-]戒指	480000	5	1	480000	4	1		999										
2960	9阶传承戒指碎片	T9_Ring_Q3_piece		34	29		EquipMeterial	99	29	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]9阶【传承】[-]戒指	720000	6	1	720000	4	1		999										
3672	10阶传承戒指碎片	T10_Ring_Q3_piece		34	30		EquipMeterial	99	30	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]10阶【传承】[-]戒指	960000	7	1	960000	4	1		999										
5786	11阶传承戒指碎片	T11_Ring_Q3_piece		34	4921		EquipMeterial	99	4921	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]11阶【传承】[-]戒指	1280000	8	1	1280000	4	1		999										
5787	12阶传承戒指碎片	T12_Ring_Q3_piece		34	4922		EquipMeterial	99	4922	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]12阶【传承】[-]戒指	1440000	9	1	1536000	4	1		999										
5788	13阶传承戒指碎片	T13_Ring_Q3_piece		34	4923		EquipMeterial	99	4923	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]13阶【传承】[-]戒指	1584000	10	1	1584000	4	1		999										
5789	14阶传承戒指碎片	T14_Ring_Q3_piece		34	4924		EquipMeterial	99	4924	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]14阶【传承】[-]戒指	1740000	11	1	1740000	4	1		999										
5790	15阶传承戒指碎片	T15_Ring_Q3_piece		34	4925		EquipMeterial	99	4925	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]15阶【传承】[-]戒指	1923600	12	1	1920000	4	1		999										
10341	16阶传承戒指碎片	T16_Ring_Q3_piece		34	4926		EquipMeterial	99	4926	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]16阶【传承】[-]戒指	2120000	13	1	2120000	4	1		999										
10342	17阶传承戒指碎片	T17_Ring_Q3_piece		34	4927		EquipMeterial	99	4927	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]17阶【传承】[-]戒指	2320000	14	1	2320000	4	1		999										
10343	18阶传承戒指碎片	T18_Ring_Q3_piece		34	4928		EquipMeterial	99	4928	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]18阶【传承】[-]戒指	2552000	15	1	2552000	4	1		999										
10344	19阶传承戒指碎片	T19_Ring_Q3_piece		34	4929		EquipMeterial	99	4929	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]19阶【传承】[-]戒指	1923600	16	1	1920000	4	1		999										
10345	20阶传承戒指碎片	T20_Ring_Q3_piece		34	4930		EquipMeterial	99	4930	残缺不全的传承戒指碎片，需要  [FFFE0D]5块[-]才能打造成1枚[FFFE0D]20阶【传承】[-]戒指	1923600	17	1	1920000	4	1		999										
2106	4阶稀有玉佩碎片	T4_Pendant_Q2_piece		34	34		EquipMeterial	99	34	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]4阶【稀有】[-]玉佩	120000	1	1	120000	6	1		999										
2107	5阶稀有玉佩碎片	T5_Pendant_Q2_piece		34	35		EquipMeterial	99	35	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]5阶【稀有】[-]玉佩	250000	2	1	250000	6	1		999										
2108	6阶稀有玉佩碎片	T6_Pendant_Q2_piece		34	36		EquipMeterial	99	36	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]6阶【稀有】[-]玉佩	300000	3	1	300000	6	1		999										
2961	7阶稀有玉佩碎片	T7_Pendant_Q2_piece		34	37		EquipMeterial	99	37	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]7阶【稀有】[-]玉佩	400000	4	1	400000	6	1		999										
2962	8阶稀有玉佩碎片	T8_Pendant_Q2_piece		34	38		EquipMeterial	99	38	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]8阶【稀有】[-]玉佩	540000	5	1	600000	6	1		999										
2963	9阶稀有玉佩碎片	T9_Pendant_Q2_piece		34	39		EquipMeterial	99	39	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]9阶【稀有】[-]玉佩	800000	6	1	800000	6	1		999										
3673	10阶稀有玉佩碎片	T10_Pendant_Q2_piece		34	40		EquipMeterial	99	40	残缺不全的稀有玉佩碎片，需要  [FFFE0D]10块[-]才能打造成1块[FFFE0D]10阶【稀有】[-]玉佩	1000000	7	1	1000000	6	1		999										
