TemplateId	NextTemplateId	Name	Debris	InsetType	FightPower	Weapon	Helm	Cuff	Armor	Belt	Boots	Necklace	Ring	Pendant	Amulet	AttribType1	Value11	Value21	Value31	AttribType2	Value12	Value22	Value32
1743	1821	初级魂石·雷震天		12	450							1				add_seriesstate_rate_v	20			state_slowall_resistrate	28		
1744	1822	初级魂石·夺宝贼		0	150						1					dexterity_v	25			attackrate_v	52		
1745	1823	初级魂石·双兽异兽		13	150					1						earth_resist_v	48						
1746	1824	初级魂石·奔焰豹王		14	150						1					all_series_resist_v	16						
1747	1825	初级魂石·九尾狐王		15	150					1						water_resist_v	48						
2528	2537	初级魂石·杨瑛(唯一)		30	1350	1										steallife_p	9			strength_v	28		
2529	2538	初级魂石·清晓师太(唯一)		34	1350				1							vitality_v	56			all_series_resist_v	14		
2530	2539	初级魂石·祝子虚(唯一)		35	1350									1		energy_v	56			defense_v	56		
2531	2540	初级魂石·黄玉英(唯一)		32	1350							1				deadlystrike_v	56			ignore_defense_v	56		
2532	2541	初级魂石·道一真人(唯一)		38	1350						1					ignore_all_resist_v	100	28		dexterity_v	28		
2533	2542	初级魂石·端木睿(唯一)		31	1350		1									deadlystrike_damage_p	5			metal_resist_v	56		
2848	2850	初级魂石·玄因(唯一)		50	1350	1										ignore_defense_v	112			strength_v	28		
1748	1826	初级魂石·高长恭		0	450	1										physical_firedamage_v	38			attackrate_v	76		
1749	1827	初级魂石·哲别		17	450	1										deadlystrike_v	38			attackrate_v	76		
1750	1828	初级魂石·秦良玉		0	450	1										physical_waterdamage_v	38			attackrate_v	76		
1751	1829	初级魂石·袁承志		0	450	1										physical_earthdamage_v	38			attackrate_v	76		
1752	1830	初级魂石·鳌拜		0	450	1										physical_metaldamage_v	38			attackrate_v	76		
1753	1831	初级魂石·韩世忠		0	450	1										physical_wooddamage_v	38			attackrate_v	76		
1754	1832	初级魂石·赤睛虎皇		22	1350			1								metal_resist_v	84			lifemax_v	1000		
1755	1833	初级魂石·撼天熊皇		23	1350			1								wood_resist_v	84			lifemax_v	1000		
1756	1834	初级魂石·紫背鳄皇		24	1350										1	all_series_resist_v	28			lifemax_v	1000		
1757	1835	初级魂石·定海金刚		25	1350			1								water_resist_v	84			lifemax_v	1000		
1758	1836	初级魂石·金翅鹏皇		26	1350			1								earth_resist_v	84			lifemax_v	1000		
1759	1837	初级魂石·银角犀皇		27	1350			1								fire_resist_v	84			lifemax_v	1000		
2534	2543	初级魂石·孟知秋(唯一)		33	1350								1			strength_v	56			wood_resist_v	42		
2535	2544	初级魂石·李显忠(唯一)		36	1350					1						all_series_resist_v	28			recover_life_v	140	75	
2536	2545	初级魂石·徒单克宁(唯一)		37	1350										1	dexterity_v	56			resist_allseriesstate_rate_v	14		
2668	2669	初级魂石·独孤剑(唯一)		39	1350		1									ignore_all_resist_v	100	28		basic_damage_v	42		42
2880	2882	初级魂石·南宫飞云(唯一)		51	1350								1			energy_v	56			ignore_all_resist_v	100	14	
2881	2883	初级魂石·杨影枫(唯一)		52	1350					1						vitality_v	56			defense_v	56		
2672	2675	初级魂石·荆轲(唯一)		42	1350						1					ignore_all_resist_v	100	28		defense_v	56		
2673	2676	初级魂石·虞姬(唯一)		41	1350									1		fire_resist_v	84			state_palsy_resistrate	42		
2674	2677	初级魂石·岳飞(唯一)		40	1350							1				water_resist_v	84			state_slowall_resistrate	42		
2696	2697	初级魂石·完颜洪烈(唯一)		43	1350										1	basic_damage_v	84		84	lifemax_p	6		
2824	2829	初级魂石·玄天武机(唯一)		46	1350							1				dexterity_v	84						
2825	2830	初级魂石·白起(唯一)		47	1350				1							all_series_resist_v	42						
2826	2831	初级魂石·李斯(唯一)		48	1350									1		weaken_deadlystrike_v	84						
3022	3023	初级魂石·雷(唯一)		54	1350				1							defense_v	168						
2827	2832	初级魂石·秦始皇(阴)(唯一)		44	4000		1									series_abate_v	300			basic_damage_v	60		60
2828	2833	初级魂石·秦始皇(阳)(唯一)		45	4000					1						series_enhance_v	300			lifemax_p	9		
1760	1838	初级魂石·张风		0	150	1										strength_v	25			lifemax_v	256		
1761	1839	初级魂石·月眉儿		0	150						1					dexterity_v	25			lifemax_v	256		
1762	1840	初级魂石·天星道长		0	450								1			ignore_defense_v	76			lifemax_v	690		
1763	1841	初级魂石·燕若雪		0	450									1		defense_v	76			lifemax_v	690		
1764	1842	初级魂石·杨熙烈		0	450			1								add_seriesstate_time_v	20			lifemax_v	690		
1765	1843	初级魂石·上官飞龙		28	450									1		weaken_deadlystrike_v	38			lifemax_v	690		
1766	1844	初级魂石·纳兰潜凛		29	450						1					ignore_all_resist_v	100	20		lifemax_v	690		
1767	1845	初级魂石·方勉		0	450		1									resist_allseriesstate_time_v	20			lifemax_v	690		
1768	1846	初级魂石·南宫灭		0	450					1						lifemax_p	9			recover_life_v	96	75	
1769	1848	初级魂石·唐影		0	450							1				ignore_defense_v	76			lifemax_v	690		
1770	1847	初级魂石·秋依水		0	450						1					defense_v	76			lifemax_v	690		
3215	3218	初级魂石·李元霸		56	1350						1					vitality_v	84						
3216	3219	初级魂石·赵云		55	1350								1			ignore_defense_v	168						
3217	3220	初级魂石·李广		57	1350			1								energy_v	84						
3371	3374	初级魂石·尹含烟(唯一)		58	1350					1						lifemax_v	3025						
3372	3375	初级魂石·璇玑子(唯一)		59	1350		1									basic_damage_v	105		105				
3373	3376	初级魂石·玄天道人(唯一)		60	1350	1										deadlystrike_v	84						
3709	3710	初级魂石·年兽(唯一)		61	1350						1					all_series_resist_v	42						
3854	3857	初级魂石·黑面郎君(唯一)		63	1350	1										strength_v	56			attackrate_v	112		
3855	3858	初级魂石·何人我(唯一)		65	1350									1		weaken_deadlystrike_damage_p	8						
3856	3859	初级魂石·唐仇(唯一)		64	1350							1				add_seriesstate_rate_v	42						
3897	3898	初级魂石·唐简(唯一)		62	4000								1			strength_v	80			dexterity_v	40		
4053	4054	初级魂石·完颜洪烈(真)(唯一)		66	4000				1							all_series_resist_p	20						
4540	4543	初级魂石·冰鳞蜥皇(唯一)		67	1350										1	meleedamagereturn_p	7			recover_life_v	140	75	
4541	4544	初级魂石·银钩蝎皇(唯一)		68	1350										1	defense_p	6			lifemax_v	1000		
4542	4545	初级魂石·狂鬃獒皇(唯一)		69	1350										1	rangedamagereturn_p	7			recover_life_v	140	75	
4595	4596	初级魂石·项羽(唯一)		70	4000	1										enhance_final_damage_p	6						
4849	4850	初级魂石·唐晓(唯一)		71	4000							1				deadlystrike_p	20						
4873	4875	初级魂石·宋秋石(唯一)		73	1350								1			basic_damage_v	84		84	earth_resist_v	42		
4874	4876	初级魂石·古嫣然(唯一)		74	1350				1							lifemax_v	2400			resist_allseriesstate_time_v	28		
5432	5434	初级魂石·尹筱雨(唯一)		75	1350		1									ignore_defense_vp	10						
5433	5435	初级魂石·石轩辕(唯一)		72	1350					1						ignore_all_resist_vp	13						
6067	6071	初级魂石·叶青阳(唯一)		76	1350							1				weaken_deadlystrike_v	67			lifemax_v	1000		
6068	6072	初级魂石·冰仪(唯一)		77	1350						1					dexterity_v	56			lifemax_v	1000		
6069	6073	初级魂石·杨再兴(唯一)		78	1350								1			ignore_defense_v	112			basic_damage_v	53		53
6070	6074	初级魂石·完颜娄室(唯一)		79	1350									1		weaken_deadlystrike_damage_p	5			lifemax_v	1000		
6100	6102	初级魂石·萧玉竹(唯一)		80	1350		1									resist_allseriesstate_rate_v	28			lifemax_v	1000		
6101	6103	初级魂石·金兀术(唯一)		81	1350					1						all_series_resist_v	28			add_seriesstate_time_v	28		
6112	6113	初级魂石·绝世虞姬(唯一)		82	4000						1					reduce_final_damage_p	6						
6126	6131	初级魂石·武则天(阴)(唯一)		83	4000										1	steallife_resist_p	10			basic_damage_v	60		60
6127	6132	初级魂石·武则天(阳)(唯一)		84	4000									1		steallife_resist_p	10			lifemax_p	9		
6128	6133	初级魂石·狄仁杰(唯一)		85	1350	1										basic_damage_v	105		105				
6129	6134	初级魂石·李元芳(唯一)		86	1350			1								all_series_resist_v	28			lifemax_v	1000		
6130	6135	初级魂石·无字碑(唯一)		87	1350				1							add_seriesstate_rate_v	28			recover_life_v	140	75	
6285	6286	初级魂石·韩蒙(唯一)		88	1350					1						lifemax_p	12			ignore_defense_v	56		
7374	7375	初级魂石·何怜飘(唯一)		89	1350			1								energy_v	56			lifemax_v	1000		
7377	7378	初级魂石·虞允文(唯一)		90	4000			1								physics_potentialdamage_p	6			resist_allseriesstate_time_v	40		
7429	7430	初级魂石·龙纹狮王(唯一)		91	1350									1		ignore_deadlystrike_vp	10			state_palsy_resisttime	42		
7432	7433	初级魂石·巨螯蜂后(唯一)		92	1350							1				ignore_defense_vp	6			lifemax_v	1000		
7648	7651	初级魂石·王腾(唯一)		93	4000				1							vitality_v	80			energy_v	40		
7649	7652	初级魂石·王云潇(唯一)		94	1350		1									resist_allseriesstate_time_v	60						
7650	7653	初级魂石·惊雪(唯一)		95	1350								1			deadlystrike_damage_p	5			lifemax_v	1000		
7741	7742	初级魂石·空相(唯一)		96	1350	1										ignore_all_resist_v	100	28		strength_v	28		
9398	9399	初级魂石·林青羽(唯一)		97	1350				1							meleedamagereturn_p	7			resist_allseriesstate_rate_v	28		
9401	9402	初级魂石·孟苍岚(唯一)		98	4000		1									dexterity_v	80			energy_v	40		
9971	9972	初级魂石·风行周(唯一)		99	1350						1					lifemax_v	2500			ignore_all_resist_v	100	28	
9977	9978	初级魂石·鬼谷子(阴)(唯一)		100	4000					1						return_resist_p	10			deadlystrike_v	42		
9980	9981	初级魂石·鬼谷子(阳)(唯一)		101	4000			1								return_resist_p	10			all_series_resist_v	20		
9974	9975	初级魂石·方公望(唯一)		102	4000										1	reduce_final_damage_p	6						
10126	10129	初级魂石·玄冰貂皇(唯一)		103	4000							1				lifemax_p	20						
10127	10130	初级魂石·万毒棘皇(唯一)		104	4000						1					ignore_all_resist_vp	20						
10128	10131	初级魂石·完颜宗翰(唯一)		105	4000								1			ignore_defense_vp	9			physics_potentialdamage_p	3		
10149	10150	初级魂石·叶无心(唯一)		106	4000									1		defense_p	9			add_seriesstate_rate_v	40		
10449	10450	初级魂石·天音(唯一)		107	4000				1							defense_v	360			resist_allseriesstate_time_v	56		
10475	10476	初级魂石·云浩然(唯一)		108	4000								1			energy_v	80			ignore_defense_v	80		
1772	1849	中级魂石·李三		0	150	1										attackrate_v	128						
1771	1850	中级魂石·卢青		0	150							1				water_resist_v	48						
1773	1851	中级魂石·莺儿		0	150				1							recover_life_v	160	75					
1774	1852	中级魂石·顾武		0	150			1								attackrate_v	128						
1775	1853	中级魂石·小武		0	450										1	earth_resist_v	60			lifemax_v	384		
1776	1854	中级魂石·苏墨芸		0	150				1							lifemax_v	640						
1777	1855	中级魂石·萧动尘		0	150										1	earth_resist_v	48						
1778	1856	中级魂石·胡神医		0	150									1		state_palsy_resistrate	48						
1779	1857	中级魂石·秦沐白		0	150							1				state_slowall_resistrate	48						
1780	1858	中级魂石·张仲天		0	150										1	state_stun_resistrate	48						
1781	1859	中级魂石·路达		0	150								1			state_zhican_resistrate	48						
1782	1860	中级魂石·白眉猴王		1	450					1						metal_resist_v	72						
1783	1861	中级魂石·大地狼王		2	450					1						wood_resist_v	72						
1784	1862	中级魂石·寒玉鹿王		3	450					1						fire_resist_v	72						
1785	1863	中级魂石·蔷薇		0	150					1						vitality_v	32						
1786	1864	中级魂石·紫轩		0	150						1					dexterity_v	32						
1787	1865	中级魂石·卓非凡		4	450							1				deadlystrike_v	48						
1788	1866	中级魂石·月明瑶		0	450		1									metal_resist_v	60			lifemax_v	384		
1789	1867	中级魂石·龙傲天		0	450				1							state_zhican_resisttime	60			lifemax_v	384		
1790	1868	中级魂石·沫天然		0	450				1							state_hurt_resisttime	60			lifemax_v	384		
1791	1869	中级魂石·少年杨影枫		5	1350				1							meleedamagereturn_p	7			lifemax_v	1000		
1792	1870	中级魂石·南宫彩虹		0	150			1								energy_v	32						
1793	1871	中级魂石·林海		0	150						1					lifemax_v	640						
1794	1873	中级魂石·陆文龙		0	150		1									state_zhican_resisttime	48						
1795	1872	中级魂石·赵无双		0	150									1		fire_resist_v	48						
1796	1874	中级魂石·无相		0	150					1						lifemax_v	640						
1797	1875	中级魂石·唐潇		0	450			1								energy_v	38			lifemax_v	384		
1798	1876	中级魂石·张如梦		0	150	1										strength_v	32						
1799	1877	中级魂石·张琳心		0	450				1							recover_life_v	192	75		lifemax_v	384		
1800	1878	中级魂石·封玉书		0	450								1			wood_resist_v	60			lifemax_v	384		
1801	1879	中级魂石·赵节		0	150								1			wood_resist_v	48						
1802	1880	中级魂石·邵骑风		0	150		1									metal_resist_v	48						
1803	1881	中级魂石·何暮雪		0	450									1		fire_resist_v	60			lifemax_v	384		
1804	1882	中级魂石·赵升权		0	450			1								energy_v	38			attackrate_v	76		
1805	1883	中级魂石·纳兰真		0	450					1						vitality_v	38			lifemax_v	384		
1806	1884	中级魂石·柴嵩		0	450							1				water_resist_v	60			lifemax_v	384		
1807	1885	中级魂石·曲霞		0	1350										1	lifemax_p	12			recover_life_v	140	75	
1808	1886	中级魂石·耶律辟离(唯一)		53	1350	1										basic_damage_v	105		105				
1809	1887	中级魂石·杨铁心		6	1350								1			basic_damage_v	84		84	state_zhican_resistrate	42		
1810	1888	中级魂石·无想		0	1350				1							all_series_resist_v	28			recover_life_v	140	75	
1811	1889	中级魂石·柳潇庭		7	1350										1	resist_allseriesstate_rate_v	28			state_stun_resisttime	42		
1812	1890	中级魂石·李恬儿		8	1350					1						rangedamagereturn_p	7			lifemax_v	1000		
1813	1891	中级魂石·李天目		9	1350			1								attackspeed_v	8			attackrate_v	140		
1814	1892	中级魂石·完颜襄		10	1350		1									deadlystrike_damage_p	5			state_hurt_resistrate	42		
2849	2851	中级魂石·玄慈(唯一)		49	1350										1	lifemax_p	18						
1815	1893	中级魂石·邵宏渊		0	450	1										strength_v	38			attackrate_v	76		
1816	1894	中级魂石·白彦敬		0	450					1						vitality_v	38			attackrate_v	76		
1817	1895	中级魂石·耶律楚材		11	1350									1		weaken_deadlystrike_damage_p	5			state_palsy_resistrate	42		
1818	1896	中级魂石·雷风		0	450				1							state_stun_resistrate	60			lifemax_v	384		
1819	1897	中级魂石·雷同		0	450				1							state_slowall_resistrate	60			lifemax_v	384		
1820	1898	中级魂石·唐娟娟		0	450				1							state_palsy_resistrate	60			lifemax_v	384		
1821	1899	中级魂石·雷震天		12	1350							1				add_seriesstate_rate_v	28			state_slowall_resistrate	42		
1822	1900	中级魂石·夺宝贼		0	450						1					dexterity_v	38			attackrate_v	76		
1823	1901	中级魂石·双兽异兽		13	450					1						earth_resist_v	72						
1824	1902	中级魂石·奔焰豹王		14	450						1					all_series_resist_v	24						
1825	1903	中级魂石·九尾狐王		15	450					1						water_resist_v	72						
2537	2546	中级魂石·杨瑛(唯一)		30	4000	1										steallife_p	11			strength_v	40		
2538	2547	中级魂石·清晓师太(唯一)		34	4000				1							vitality_v	80			all_series_resist_v	20		
2539	2548	中级魂石·祝子虚(唯一)		35	4000									1		energy_v	80			defense_v	80		
2540	2549	中级魂石·黄玉英(唯一)		32	4000							1				deadlystrike_v	80			ignore_defense_v	80		
2541	2550	中级魂石·道一真人(唯一)		38	4000						1					ignore_all_resist_v	100	40		dexterity_v	40		
2542	2551	中级魂石·端木睿(唯一)		31	4000		1									deadlystrike_damage_p	6			metal_resist_v	80		
2850	2852	中级魂石·玄因(唯一)		50	4000	1										ignore_defense_v	160			strength_v	40		
1826	1904	中级魂石·高长恭		0	1350	1										physical_firedamage_v	84			attackrate_v	112		
1827	1905	中级魂石·哲别		17	1350	1										deadlystrike_v	56			attackrate_v	112		
1828	1906	中级魂石·秦良玉		0	1350	1										physical_waterdamage_v	84			attackrate_v	112		
1829	1907	中级魂石·袁承志		0	1350	1										physical_earthdamage_v	84			attackrate_v	112		
