TemplateId	Name	Kind	ShowType	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
1042	侠少之戒	Un_T1_Ring_Q1		36	21		Unidentify	1	21	鉴定等级：1级\n鉴定后获得[FFFE0D]1阶[-]戒指	10000	1	7	10000	1	1	1	999	21									
1043	分水之戒	Un_T2_Ring_Q1		36	22		Unidentify	1	22	鉴定等级：28级\n鉴定后获得[FFFE0D]2阶[-]戒指	20000	2	7	20000	1	28	1	999	22									
1044	伏断之戒	Un_T3_Ring_Q1		36	23		Unidentify	1	23	鉴定等级：44级\n鉴定后获得[FFFE0D]3阶[-]戒指	40000	3	7	40000	1	44	1	999	23									
1045	破军之戒	Un_T4_Ring_Q1		36	24		Unidentify	1	24	鉴定等级：54级\n鉴定后获得[FFFE0D]4阶[-]戒指	80000	4	7	80000	1	54	1	999	24									
1046	荒芜之戒	Un_T5_Ring_Q1		36	25		Unidentify	1	25	鉴定等级：64级\n鉴定后获得[FFFE0D]5阶[-]戒指	160000	5	7	160000	1	64	1	999	25									
1047	火府之戒	Un_T6_Ring_Q1		36	26		Unidentify	1	26	鉴定等级：74级\n鉴定后获得[FFFE0D]6阶[-]戒指	320000	6	7	320000	1	74	1	999	26									
1048	苍穹之戒	Un_T7_Ring_Q1		36	27		Unidentify	1	27	鉴定等级：84级\n鉴定后获得[FFFE0D]7阶[-]戒指	640000	7	7	640000	1	84	1	999	27									
1049	邢天之戒	Un_T8_Ring_Q1		36	28		Unidentify	1	28	鉴定等级：94级\n鉴定后获得[FFFE0D]8阶[-]戒指	900000	8	7	900000	1	94	1	999	28									
1050	应龙之戒	Un_T9_Ring_Q1		36	29		Unidentify	1	29	鉴定等级：104级\n鉴定后获得[FFFE0D]9阶[-]戒指	1200000	9	7	1200000	1	104	1	999	29									
1051	瑞祥之戒	Un_T10_Ring_Q1		36	30		Unidentify	1	30	鉴定等级：114级\n鉴定后获得[FFFE0D]10阶[-]戒指	1600000	10	7	1600000	1	114	1	999	30									
5481	白泽之戒	Un_T11_Ring_Q1		36	4921		Unidentify	1	4921	鉴定等级：124级\n鉴定后获得[FFFE0D]11阶[-]戒指	2000000	11	7	2000000	1	124	1	999	4921									
5482	麒麟之戒	Un_T12_Ring_Q1		36	4922		Unidentify	1	4922	鉴定等级：134级\n鉴定后获得[FFFE0D]12阶[-]戒指	2400000	12	7	2400000	1	134	1	999	4922									
5483	凤羽之戒	Un_T13_Ring_Q1		36	4923		Unidentify	1	4923	鉴定等级：144级\n鉴定后获得[FFFE0D]13阶[-]戒指	2700000	13	7	2700000	1	144	1	999	4923									
5484	羡鱼之戒	Un_T14_Ring_Q1		36	4924		Unidentify	1	4924	鉴定等级：154级\n鉴定后获得[FFFE0D]14阶[-]戒指	2960000	14	7	2960000	1	154	1	999	4924									
5485	纤羽之戒	Un_T15_Ring_Q1		36	4925		Unidentify	1	4925	鉴定等级：164级\n鉴定后获得[FFFE0D]15阶[-]戒指	3272000	15	7	3272000	1	164	1	999	4925									
5486	衍花之戒	Un_T16_Ring_Q1		36	4926		Unidentify	1	4926	鉴定等级：174级\n鉴定后获得[FFFE0D]16阶[-]戒指	3600000	16	7	3600000	1	174	1	999	4926									
5487	跃龙之戒	Un_T17_Ring_Q1		36	4927		Unidentify	1	4927	鉴定等级：184级\n鉴定后获得[FFFE0D]17阶[-]戒指	3960000	17	7	3960000	1	184	1	999	4927									
5488	灿羽之戒	Un_T18_Ring_Q1		36	4928		Unidentify	1	4928	鉴定等级：194级\n鉴定后获得[FFFE0D]18阶[-]戒指	4360000	18	7	4360000	1	194	1	999	4928									
5489	戒指T19	Un_T19_Ring_Q1		36	4929		Unidentify	1	4929	鉴定等级：204级\n鉴定后获得[FFFE0D]19阶[-]戒指	1200000	19	7	1200000	1	204	1	999	4929									
5490	戒指T20	Un_T20_Ring_Q1		36	4930		Unidentify	1	4930	鉴定等级：214级\n鉴定后获得[FFFE0D]20阶[-]戒指	1600000	20	7	1600000	1	214	1	999	4930									
1052	兰花佩	Un_T1_Pendant_Q1		36	31		Unidentify	1	31	鉴定等级：1级\n鉴定后获得[FFFE0D]1阶[-]玉佩	10000	1	7	10000	1	1	1	999	31									
1053	荷叶佩	Un_T2_Pendant_Q1		36	32		Unidentify	1	32	鉴定等级：32级\n鉴定后获得[FFFE0D]2阶[-]玉佩	20000	2	7	20000	1	32	1	999	32									
1054	鹿纹佩	Un_T3_Pendant_Q1		36	33		Unidentify	1	33	鉴定等级：46级\n鉴定后获得[FFFE0D]3阶[-]玉佩	40000	3	7	40000	1	46	1	999	33									
1055	玉蝉佩	Un_T4_Pendant_Q1		36	34		Unidentify	1	34	鉴定等级：56级\n鉴定后获得[FFFE0D]4阶[-]玉佩	80000	4	7	80000	1	56	1	999	34									
1056	龙鱼佩	Un_T5_Pendant_Q1		36	35		Unidentify	1	35	鉴定等级：66级\n鉴定后获得[FFFE0D]5阶[-]玉佩	160000	5	7	160000	1	66	1	999	35									
1057	雁行佩	Un_T6_Pendant_Q1		36	36		Unidentify	1	36	鉴定等级：76级\n鉴定后获得[FFFE0D]6阶[-]玉佩	320000	6	7	320000	1	76	1	999	36									
1058	勾云佩	Un_T7_Pendant_Q1		36	37		Unidentify	1	37	鉴定等级：86级\n鉴定后获得[FFFE0D]7阶[-]玉佩	640000	7	7	640000	1	86	1	999	37									
1059	龙首佩	Un_T8_Pendant_Q1		36	38		Unidentify	1	38	鉴定等级：96级\n鉴定后获得[FFFE0D]8阶[-]玉佩	900000	8	7	900000	1	96	1	999	38									
1060	鲲鹏佩	Un_T9_Pendant_Q1		36	39		Unidentify	1	39	鉴定等级：106级\n鉴定后获得[FFFE0D]9阶[-]玉佩	1200000	9	7	1200000	1	106	1	999	39									
1061	北冥佩	Un_T10_Pendant_Q1		36	40		Unidentify	1	40	鉴定等级：116级\n鉴定后获得[FFFE0D]10阶[-]玉佩	1600000	10	7	1600000	1	116	1	999	40									
5491	天心佩	Un_T11_Pendant_Q1		36	4931		Unidentify	1	4931	鉴定等级：126级\n鉴定后获得[FFFE0D]11阶[-]玉佩	2000000	11	7	2000000	1	126	1	999	4931									
5492	貔貅佩	Un_T12_Pendant_Q1		36	4932		Unidentify	1	4932	鉴定等级：136级\n鉴定后获得[FFFE0D]12阶[-]玉佩	2400000	12	7	2400000	1	136	1	999	4932									
5493	毕方佩	Un_T13_Pendant_Q1		36	4933		Unidentify	1	4933	鉴定等级：146级\n鉴定后获得[FFFE0D]13阶[-]玉佩	2700000	13	7	2700000	1	146	1	999	4933									
5494	烛照佩	Un_T14_Pendant_Q1		36	4934		Unidentify	1	4934	鉴定等级：156级\n鉴定后获得[FFFE0D]14阶[-]玉佩	2960000	14	7	2960000	1	156	1	999	4934									
5495	幽荧佩	Un_T15_Pendant_Q1		36	4935		Unidentify	1	4935	鉴定等级：166级\n鉴定后获得[FFFE0D]15阶[-]玉佩	3272000	15	7	3272000	1	166	1	999	4935									
5496	郁金佩	Un_T16_Pendant_Q1		36	4936		Unidentify	1	4936	鉴定等级：176级\n鉴定后获得[FFFE0D]16阶[-]玉佩	3600000	16	7	3600000	1	176	1	999	4936									
5497	皓彩佩	Un_T17_Pendant_Q1		36	4937		Unidentify	1	4937	鉴定等级：186级\n鉴定后获得[FFFE0D]17阶[-]玉佩	3960000	17	7	3960000	1	186	1	999	4937									
5498	玉魁佩	Un_T18_Pendant_Q1		36	4938		Unidentify	1	4938	鉴定等级：196级\n鉴定后获得[FFFE0D]18阶[-]玉佩	4360000	18	7	4360000	1	196	1	999	4938									
5499	玉佩T19	Un_T19_Pendant_Q1		36	4939		Unidentify	1	4939	鉴定等级：206级\n鉴定后获得[FFFE0D]19阶[-]玉佩	1200000	19	7	1200000	1	206	1	999	4939									
5500	玉佩T20	Un_T20_Pendant_Q1		36	4940		Unidentify	1	4940	鉴定等级：216级\n鉴定后获得[FFFE0D]20阶[-]玉佩	1600000	20	7	1600000	1	216	1	999	4940									
1062	玲珑符	Un_T1_Amulet_Q1		36	41		Unidentify	1	41	鉴定等级：1级\n鉴定后获得[FFFE0D]1阶[-]护身符	10000	1	7	10000	1	1	1	999	41									
1063	百锦符	Un_T2_Amulet_Q1		36	42		Unidentify	1	42	鉴定等级：36级\n鉴定后获得[FFFE0D]2阶[-]护身符	20000	2	7	20000	1	36	1	999	42									
1064	刺鱼符	Un_T3_Amulet_Q1		36	43		Unidentify	1	43	鉴定等级：48级\n鉴定后获得[FFFE0D]3阶[-]护身符	40000	3	7	40000	1	48	1	999	43									
1065	出云符	Un_T4_Amulet_Q1		36	44		Unidentify	1	44	鉴定等级：58级\n鉴定后获得[FFFE0D]4阶[-]护身符	80000	4	7	80000	1	58	1	999	44									
1066	天罡符	Un_T5_Amulet_Q1		36	45		Unidentify	1	45	鉴定等级：68级\n鉴定后获得[FFFE0D]5阶[-]护身符	160000	5	7	160000	1	68	1	999	45									
1067	雷神符	Un_T6_Amulet_Q1		36	46		Unidentify	1	46	鉴定等级：78级\n鉴定后获得[FFFE0D]6阶[-]护身符	320000	6	7	320000	1	78	1	999	46									
1068	天魔符	Un_T7_Amulet_Q1		36	47		Unidentify	1	47	鉴定等级：88级\n鉴定后获得[FFFE0D]7阶[-]护身符	640000	7	7	640000	1	88	1	999	47									
1069	清虚符	Un_T8_Amulet_Q1		36	48		Unidentify	1	48	鉴定等级：98级\n鉴定后获得[FFFE0D]8阶[-]护身符	900000	8	7	900000	1	98	1	999	48									
1070	仙缘符	Un_T9_Amulet_Q1		36	49		Unidentify	1	49	鉴定等级：108级\n鉴定后获得[FFFE0D]9阶[-]护身符	1200000	9	7	1200000	1	108	1	999	49									
1071	紫珀符	Un_T10_Amulet_Q1		36	50		Unidentify	1	50	鉴定等级：118级\n鉴定后获得[FFFE0D]10阶[-]护身符	1600000	10	7	1600000	1	118	1	999	50									
5501	赤霄符	Un_T11_Amulet_Q1		36	4941		Unidentify	1	4941	鉴定等级：128级\n鉴定后获得[FFFE0D]11阶[-]护身符	2000000	11	7	2000000	1	128	1	999	4941									
5502	广寒符	Un_T12_Amulet_Q1		36	4942		Unidentify	1	4942	鉴定等级：138级\n鉴定后获得[FFFE0D]12阶[-]护身符	2400000	12	7	2400000	1	138	1	999	4942									
5503	月仙符	Un_T13_Amulet_Q1		36	4943		Unidentify	1	4943	鉴定等级：148级\n鉴定后获得[FFFE0D]13阶[-]护身符	2700000	13	7	2700000	1	148	1	999	4943									
5504	双鱼符	Un_T14_Amulet_Q1		36	4944		Unidentify	1	4944	鉴定等级：158级\n鉴定后获得[FFFE0D]14阶[-]护身符	2960000	14	7	2960000	1	158	1	999	4944									
5505	旖霞符	Un_T15_Amulet_Q1		36	4945		Unidentify	1	4945	鉴定等级：168级\n鉴定后获得[FFFE0D]15阶[-]护身符	3272000	15	7	3272000	1	168	1	999	4945									
5506	比翼符	Un_T16_Amulet_Q1		36	4946		Unidentify	1	4946	鉴定等级：178级\n鉴定后获得[FFFE0D]16阶[-]护身符	3600000	16	7	3600000	1	178	1	999	4946									
5507	燕归符	Un_T17_Amulet_Q1		36	4947		Unidentify	1	4947	鉴定等级：188级\n鉴定后获得[FFFE0D]17阶[-]护身符	3960000	17	7	3960000	1	188	1	999	4947									
5508	初蕊符	Un_T18_Amulet_Q1		36	4948		Unidentify	1	4948	鉴定等级：198级\n鉴定后获得[FFFE0D]18阶[-]护身符	4360000	18	7	4360000	1	198	1	999	4948									
5509	护身符T19	Un_T19_Amulet_Q1		36	4949		Unidentify	1	4949	鉴定等级：208级\n鉴定后获得[FFFE0D]19阶[-]护身符	1200000	19	7	1200000	1	208	1	999	4949									
5510	护身符T20	Un_T20_Amulet_Q1		36	4950		Unidentify	1	4950	鉴定等级：218级\n鉴定后获得[FFFE0D]20阶[-]护身符	1600000	20	7	1600000	1	218	1	999	4950									
1072	1阶帽子	Un_T1_Helm_Q1	5101	36	10201		Unidentify	1	10201	鉴定等级：1级\n鉴定后获得[FFFE0D]1阶[-]帽子	5000	1	7	5000	1	1	1	999	51									
1073	2阶帽子	Un_T2_Helm_Q1	5102	36	10202		Unidentify	1	10202	鉴定等级：22级\n鉴定后获得[FFFE0D]2阶[-]帽子	10000	2	7	10000	1	22	1	999	52									
1074	3阶帽子	Un_T3_Helm_Q1	5103	36	10203		Unidentify	1	10203	鉴定等级：41级\n鉴定后获得[FFFE0D]3阶[-]帽子	20000	3	7	20000	1	41	1	999	53									
1075	4阶帽子	Un_T4_Helm_Q1	5104	36	10204		Unidentify	1	10204	鉴定等级：51级\n鉴定后获得[FFFE0D]4阶[-]帽子	40000	4	7	40000	1	51	1	999	54									
1076	5阶帽子	Un_T5_Helm_Q1	5105	36	10205		Unidentify	1	10205	鉴定等级：61级\n鉴定后获得[FFFE0D]5阶[-]帽子	80000	5	7	80000	1	61	1	999	55									
1077	6阶帽子	Un_T6_Helm_Q1	5106	36	10206		Unidentify	1	10206	鉴定等级：71级\n鉴定后获得[FFFE0D]6阶[-]帽子	160000	6	7	160000	1	71	1	999	56									
1078	7阶帽子	Un_T7_Helm_Q1	5107	36	10207		Unidentify	1	10207	鉴定等级：81级\n鉴定后获得[FFFE0D]7阶[-]帽子	320000	7	7	320000	1	81	1	999	57									
1079	8阶帽子	Un_T8_Helm_Q1	5108	36	10208		Unidentify	1	10208	鉴定等级：91级\n鉴定后获得[FFFE0D]8阶[-]帽子	450000	8	7	450000	1	91	1	999	58									
1080	9阶帽子	Un_T9_Helm_Q1	5109	36	10209		Unidentify	1	10209	鉴定等级：101级\n鉴定后获得[FFFE0D]9阶[-]帽子	600000	9	7	600000	1	101	1	999	59									
1081	10阶帽子	Un_T10_Helm_Q1	5110	36	10210		Unidentify	1	10210	鉴定等级：111级\n鉴定后获得[FFFE0D]10阶[-]帽子	800000	10	7	800000	1	111	1	999	60									
5511	11阶帽子	Un_T11_Helm_Q1	5111	36			Unidentify	1		鉴定等级：121级\n鉴定后获得[FFFE0D]11阶[-]帽子	1000000	11	7	1000000	1	121	1	999	4951									
5512	12阶帽子	Un_T12_Helm_Q1	5112	36			Unidentify	1		鉴定等级：131级\n鉴定后获得[FFFE0D]12阶[-]帽子	1200000	12	7	1200000	1	131	1	999	4952									
5513	13阶帽子	Un_T13_Helm_Q1	5113	36			Unidentify	1		鉴定等级：141级\n鉴定后获得[FFFE0D]13阶[-]帽子	1350000	13	7	1350000	1	141	1	999	4953									
5514	14阶帽子	Un_T14_Helm_Q1	5114	36			Unidentify	1		鉴定等级：151级\n鉴定后获得[FFFE0D]14阶[-]帽子	1480000	14	7	1480000	1	151	1	999	4954									
5515	15阶帽子	Un_T15_Helm_Q1	5115	36			Unidentify	1		鉴定等级：161级\n鉴定后获得[FFFE0D]15阶[-]帽子	1636000	15	7	1636000	1	161	1	999	4955									
5516	16阶帽子	Un_T16_Helm_Q1	5116	36			Unidentify	1		鉴定等级：171级\n鉴定后获得[FFFE0D]16阶[-]帽子	1800000	16	7	1800000	1	171	1	999	4956									
5517	17阶帽子	Un_T17_Helm_Q1	5117	36			Unidentify	1		鉴定等级：181级\n鉴定后获得[FFFE0D]17阶[-]帽子	1980000	17	7	1980000	1	181	1	999	4957									
5518	18阶帽子	Un_T18_Helm_Q1	5118	36			Unidentify	1		鉴定等级：191级\n鉴定后获得[FFFE0D]18阶[-]帽子	2180000	18	7	2180000	1	191	1	999	4958									
5519	19阶帽子	Un_T19_Helm_Q1	5119	36			Unidentify	1		鉴定等级：201级\n鉴定后获得[FFFE0D]19阶[-]帽子	600000	19	7	600000	1	201	1	999	4959									
5520	20阶帽子	Un_T20_Helm_Q1	5120	36			Unidentify	1		鉴定等级：211级\n鉴定后获得[FFFE0D]20阶[-]帽子	800000	20	7	800000	1	211	1	999	4960									
1082	1阶衣服	Un_T1_Armor_Q1	6101	36	10401		Unidentify	1	10401	鉴定等级：1级\n鉴定后获得[FFFE0D]1阶[-]衣服	15000	1	7	15000	1	1	1	999	61									
1083	2阶衣服	Un_T2_Armor_Q1	6102	36	10402		Unidentify	1	10402	鉴定等级：30级\n鉴定后获得[FFFE0D]2阶[-]衣服	30000	2	7	30000	1	30	1	999	62									
1084	3阶衣服	Un_T3_Armor_Q1	6103	36	10403		Unidentify	1	10403	鉴定等级：45级\n鉴定后获得[FFFE0D]3阶[-]衣服	60000	3	7	60000	1	45	1	999	63									
1085	4阶衣服	Un_T4_Armor_Q1	6104	36	10404		Unidentify	1	10404	鉴定等级：55级\n鉴定后获得[FFFE0D]4阶[-]衣服	120000	4	7	120000	1	55	1	999	64									
1086	5阶衣服	Un_T5_Armor_Q1	6105	36	10405		Unidentify	1	10405	鉴定等级：65级\n鉴定后获得[FFFE0D]5阶[-]衣服	240000	5	7	240000	1	65	1	999	65									
1087	6阶衣服	Un_T6_Armor_Q1	6106	36	10406		Unidentify	1	10406	鉴定等级：75级\n鉴定后获得[FFFE0D]6阶[-]衣服	480000	6	7	480000	1	75	1	999	66									
1088	7阶衣服	Un_T7_Armor_Q1	6107	36	10407		Unidentify	1	10407	鉴定等级：85级\n鉴定后获得[FFFE0D]7阶[-]衣服	960000	7	7	960000	1	85	1	999	67									
1089	8阶衣服	Un_T8_Armor_Q1	6108	36	10408		Unidentify	1	10408	鉴定等级：95级\n鉴定后获得[FFFE0D]8阶[-]衣服	1350000	8	7	1350000	1	95	1	999	68									
1090	9阶衣服	Un_T9_Armor_Q1	6109	36	10409		Unidentify	1	10409	鉴定等级：105级\n鉴定后获得[FFFE0D]9阶[-]衣服	1800000	9	7	1800000	1	105	1	999	69									
1091	10阶衣服	Un_T10_Armor_Q1	6110	36	10410		Unidentify	1	10410	鉴定等级：115级\n鉴定后获得[FFFE0D]10阶[-]衣服	2400000	10	7	2400000	1	115	1	999	70									
5521	11阶衣服	Un_T11_Armor_Q1	6311	36			Unidentify	1		鉴定等级：125级\n鉴定后获得[FFFE0D]11阶[-]衣服	3000000	11	7	3000000	1	125	1	999	4961									
5522	12阶衣服	Un_T12_Armor_Q1	6312	36			Unidentify	1		鉴定等级：135级\n鉴定后获得[FFFE0D]12阶[-]衣服	3600000	12	7	3600000	1	135	1	999	4962									
5523	13阶衣服	Un_T13_Armor_Q1	6313	36			Unidentify	1		鉴定等级：145级\n鉴定后获得[FFFE0D]13阶[-]衣服	4050000	13	7	4050000	1	145	1	999	4963									
5524	14阶衣服	Un_T14_Armor_Q1	6314	36			Unidentify	1		鉴定等级：155级\n鉴定后获得[FFFE0D]14阶[-]衣服	4440000	14	7	4440000	1	155	1	999	4964									
5525	15阶衣服	Un_T15_Armor_Q1	6315	36			Unidentify	1		鉴定等级：165级\n鉴定后获得[FFFE0D]15阶[-]衣服	4908000	15	7	4908000	1	165	1	999	4965									
5526	16阶衣服	Un_T16_Armor_Q1	6316	36			Unidentify	1		鉴定等级：175级\n鉴定后获得[FFFE0D]16阶[-]衣服	5400000	16	7	5400000	1	175	1	999	4966									
5527	17阶衣服	Un_T17_Armor_Q1	6317	36			Unidentify	1		鉴定等级：185级\n鉴定后获得[FFFE0D]17阶[-]衣服	5940000	17	7	5940000	1	185	1	999	4967									
5528	18阶衣服	Un_T18_Armor_Q1	6318	36			Unidentify	1		鉴定等级：195级\n鉴定后获得[FFFE0D]18阶[-]衣服	6540000	18	7	6540000	1	195	1	999	4968									
5529	19阶衣服	Un_T19_Armor_Q1	6319	36			Unidentify	1		鉴定等级：205级\n鉴定后获得[FFFE0D]19阶[-]衣服	1800000	19	7	1800000	1	205	1	999	4969									
