TemplateId	Faction	ChooseItem	Num	TimeFrame	Level	CheckLimit	szCheckTip	ThisNeedCount	Desc	NotVersion_vn	NotVersion_hk	NotVersion_xm	NotVersion_en	NotVersion_kor	NotVersion_th
2424	20	11285	1	OpenDay279				150	绝学·执颖点墨						
2424	21	11964	1	OpenDay279				150	绝学·执颖点墨						
2424	1	7992	1	OpenDay369				150	绝学·血战八方						
2424	2	8002	1	OpenDay369				150	绝学·白露凝霜						
2424	3	8012	1	OpenDay369				150	绝学·桃花箭术						
2424	4	8022	1	OpenDay369				150	绝学·七探蛇盘						
2424	5	8032	1	OpenDay369				150	绝学·坐忘无我						
2424	6	8042	1	OpenDay369				150	绝学·血月之影						
2424	7	8052	1	OpenDay369				150	绝学·罗汉阵						
2424	8	8062	1	OpenDay369				150	绝学·冰心雪莲						
2424	9	8072	1	OpenDay369				150	绝学·九宫飞星						
2424	10	8082	1	OpenDay369				150	绝学·啸风三连击						
2424	11	8092	1	OpenDay369				150	绝学·龙战于野						
2424	12	8102	1	OpenDay369				150	绝学·驭蛊心经						
2424	13	8112	1	OpenDay369				150	绝学·映波锁澜						
2424	14	8122	1	OpenDay369				150	绝学·云生结海						
2424	15	8132	1	OpenDay369				150	绝学·梅花三弄						
2424	16	8142	1	OpenDay369				150	绝学·挟山超海
2424	17	8152	1	OpenDay369				150	绝学·箫史乘龙
2424	18	9989	1	OpenDay369				150	绝学·不灭之光
2424	19	10558	1	OpenDay369				150	绝学·水龙狱
2424	20	11286	1	OpenDay369				150	绝学·兰摧玉折
2424	21	11965	1	OpenDay369				150	绝学·兰摧玉折
2699		2528	1			1			【4级魂石任选】初级魂石·杨瑛						
2699		2529	1						初级魂石·清晓师太						
2699		2530	1						初级魂石·祝子虚						
2699		2531	1						初级魂石·黄暮云						
2699		2532	1	OpenLevel69					初级魂石·道一真人						
2699		2533	1						初级魂石·端木睿						
2699		1754	1	OpenLevel89					初级魂石·赤睛虎皇						
2699		1755	1	OpenLevel89					初级魂石·撼天熊皇						
2699		1756	1	OpenLevel89					初级魂石·紫背鳄皇						
2699		1757	1	OpenLevel69					初级魂石·定海金刚						
2699		1758	1	OpenLevel69					初级魂石·金翅鹏皇						
2699		1759	1	OpenLevel69					初级魂石·银角犀皇						
2699		2534	1						初级魂石·孟知秋						
2699		2535	1						初级魂石·李显忠						
2699		2536	1						初级魂石·徒单克宁						
2699		2696	1	OpenLevel79					初级魂石·完颜洪烈						
2699		2824	1	OpenLevel89					初级魂石·玄天武机						
2699		2825	1	OpenLevel89					初级魂石·白起						
2699		2826	1	OpenLevel89					初级魂石·李斯						
2699		2848	1	OpenLevel69					初级魂石·玄因						
2699		3022	1	OpenLevel89					初级魂石·雷						
2699		3215	1	OpenLevel99					初级魂石·李元霸						
2699		3216	1	OpenLevel99					初级魂石·赵云						
2699		3217	1	OpenLevel99					初级魂石·李广						
2699		2672	1	OpenLevel69					初级魂石·荆轲						
2699		2673	1	OpenLevel69					初级魂石·虞姬						
2699		2674	1	OpenLevel69					初级魂石·岳飞						
2699		2668	1	OpenLevel79		1			初级魂石·独孤剑						
2699		2880	1	OpenLevel89		1			初级魂石·南宫飞云						
2699		2881	1	OpenLevel99		1			初级魂石·杨影枫						
2699		3371	1	OpenLevel99					初级魂石·尹含烟						
2699		3372	1	OpenLevel99		1			初级魂石·璇玑子						
2699		3373	1	OpenLevel99		1			初级魂石·玄天道人						
2699		3709	1	OpenLevel79					初级魂石·年兽						
2699		3856	1	OpenLevel99		1			初级魂石·唐仇						
2699		3854	1	OpenLevel109		1			初级魂石·黑面郎君						
2699		3855	1	OpenLevel109		1			初级魂石·何人我						
2699		4540	1	OpenLevel109					初级魂石·冰鳞蜥皇						
2699		4541	1	OpenLevel109					初级魂石·银钩蝎皇						
2699		4542	1	OpenLevel109					初级魂石·狂鬃獒皇						
2699		4873	1	OpenLevel109		1			初级魂石·宋秋石						
2699		4874	1	OpenLevel99		1			初级魂石·古嫣然						
2699		5433	1	OpenLevel129		1			初级魂石·石轩辕						
2699		6067	1	OpenLevel109		1			初级魂石·叶青阳						
2699		6068	1	OpenLevel119		1			初级魂石·冰仪						
2699		6069	1	OpenLevel109		1			初级魂石·杨再兴						
2699		6070	1	OpenLevel109		1			初级魂石·完颜娄室						
2699		6100	1	OpenLevel119		1			初级魂石·萧玉竹						
2699		6285	1	OpenLevel129		1			初级魂石·韩蒙						
2699		5432	1	OpenLevel139		1			初级魂石·尹筱雨						
2699		6128	1	OpenLevel139		1			初级魂石·狄仁杰						
2699		6129	1	OpenLevel139		1			初级魂石·李元芳						
2699		6130	1	OpenLevel139		1			初级魂石·无字碑						
2699		6101	1	OpenLevel129		1			初级魂石·金兀术						
2699		7374	1	OpenLevel89		1			初级魂石·何怜飘						
2699		7429	1	OpenLevel139		1			初级魂石·龙纹狮王(唯一)						
2699		7432	1	OpenLevel139		1			初级魂石·巨螯蜂后(唯一)						
2699		7649	1	OpenLevel89		1			初级魂石·王云潇						
2699		7650	1	OpenLevel89		1			初级魂石·惊雪						
2699		7741	1	OpenLevel129		1			初级魂石·空相						
2699		9398	1	OpenLevel109		1			初级魂石·林青羽						
2699		9971	1	OpenLevel139		1			初级魂石·风行周						
7716		2528	1			1			【4级兵甲魂石任选】初级魂石·杨瑛						
7716		2529	1						初级魂石·清晓师太						
7716		2825	1	OpenLevel89					初级魂石·白起						
7716		2848	1	OpenLevel69					初级魂石·玄因						
7716		3022	1	OpenLevel89					初级魂石·雷						
7716		3373	1	OpenLevel99		1			初级魂石·玄天道人						
7716		3854	1	OpenLevel109		1			初级魂石·黑面郎君						
7716		4874	1	OpenLevel99		1			初级魂石·古嫣然						
7716		6128	1	OpenLevel139		1			初级魂石·狄仁杰						
7716		6130	1	OpenLevel139		1			初级魂石·无字碑						
7716		7741	1	OpenLevel129		1			初级魂石·空相						
7717		2530	1						【4级首饰魂石任选】初级魂石·祝子虚						
7717		2531	1						初级魂石·黄暮云						
7717		1756	1	OpenLevel89					初级魂石·紫背鳄皇						
7717		2534	1						初级魂石·孟知秋						
7717		2536	1						初级魂石·徒单克宁						
7717		2696	1	OpenLevel79					初级魂石·完颜洪烈						
7717		2824	1	OpenLevel89					初级魂石·玄天武机						
7717		2826	1	OpenLevel89					初级魂石·李斯						
7717		3216	1	OpenLevel99					初级魂石·赵云						
7717		2673	1	OpenLevel69					初级魂石·虞姬						
7717		2674	1	OpenLevel69					初级魂石·岳飞						
7717		2880	1	OpenLevel89		1			初级魂石·南宫飞云						
7717		3856	1	OpenLevel99		1			初级魂石·唐仇						
7717		3855	1	OpenLevel109		1			初级魂石·何人我						
7717		4540	1	OpenLevel109					初级魂石·冰鳞蜥皇						
7717		4541	1	OpenLevel109					初级魂石·银钩蝎皇						
7717		4542	1	OpenLevel109					初级魂石·狂鬃獒皇						
7717		4873	1	OpenLevel109		1			初级魂石·宋秋石						
7717		6067	1	OpenLevel109		1			初级魂石·叶青阳						
7717		6069	1	OpenLevel109		1			初级魂石·杨再兴						
7717		6070	1	OpenLevel109		1			初级魂石·完颜娄室						
7717		7429	1	OpenLevel139		1			初级魂石·龙纹狮王(唯一)						
7717		7432	1	OpenLevel139		1			初级魂石·巨螯蜂后(唯一)						
7717		7650	1	OpenLevel89		1			初级魂石·惊雪						
7718		2532	1	OpenLevel69					【4级防具魂石任选】初级魂石·道一真人						
7718		2533	1						初级魂石·端木睿						
7718		1754	1	OpenLevel89					初级魂石·赤睛虎皇						
7718		1755	1	OpenLevel89					初级魂石·撼天熊皇						
7718		1757	1	OpenLevel69					初级魂石·定海金刚						
7718		1758	1	OpenLevel69					初级魂石·金翅鹏皇						
7718		1759	1	OpenLevel69					初级魂石·银角犀皇						
7718		2535	1						初级魂石·李显忠						
7718		3215	1	OpenLevel99					初级魂石·李元霸						
7718		3217	1	OpenLevel99					初级魂石·李广						
7718		2672	1	OpenLevel69					初级魂石·荆轲						
7718		2668	1	OpenLevel79		1			初级魂石·独孤剑						
7718		2881	1	OpenLevel99		1			初级魂石·杨影枫						
7718		3371	1	OpenLevel99					初级魂石·尹含烟						
7718		3372	1	OpenLevel99		1			初级魂石·璇玑子						
7718		3709	1	OpenLevel79					初级魂石·年兽						
7718		5433	1	OpenLevel129		1			初级魂石·石轩辕						
7718		6068	1	OpenLevel119		1			初级魂石·冰仪						
7718		6100	1	OpenLevel119		1			初级魂石·萧玉竹						
7718		6285	1	OpenLevel129		1			初级魂石·韩蒙						
7718		5432	1	OpenLevel139		1			初级魂石·尹筱雨						
7718		6129	1	OpenLevel139		1			初级魂石·李元芳						
7718		6101	1	OpenLevel129		1			初级魂石·金兀术						
7718		7374	1	OpenLevel89		1			初级魂石·何怜飘						
7718		7649	1	OpenLevel89		1			初级魂石·王云潇						
7670		6126	1	OpenLevel129					初级魂石·武则天(阴)						
7670		6127	1	OpenLevel129					初级魂石·武则天(阳)						
7670		6112	1	OpenDay353					初级魂石·绝世虞姬						
7670		4849	1	OpenLevel109					初级魂石·唐晓						
7670		4595	1	OpenDay353					初级魂石·项羽						
7670		4053	1	OpenDay279					初级魂石·完颜洪烈(真)						
7670		2827	1	OpenDay89					初级魂石·秦始皇（阴）						
7670		2828	1	OpenDay89					初级魂石·秦始皇（阳）						
7670		3897	1	OpenLevel109					初级魂石·唐简						
7670		7377	1	OpenLevel139					初级魂石·虞允文						
7670		7648	1	OpenLevel99					初级魂石·王腾						
7670		9401	1	OpenLevel129					初级魂石·孟苍岚						
7670		9977	1	OpenLevel169					初级魂石·鬼谷子·阴						
7670		9980	1	OpenLevel169					初级魂石·鬼谷子·阳						
7670		9974	1	OpenLevel169					初级魂石·方公望						
7670		10126	1	OpenLevel169					初级魂石·玄冰貂皇						
7670		10127	1	OpenLevel169					初级魂石·万毒棘皇						
7670		10128	1	OpenLevel129					初级魂石·完颜宗翰						
7670		10149	1	OpenLevel139					初级魂石·叶无心						
7670		10449	1	OpenLevel169					初级魂石·天音						
3179		1378	1						同伴·独孤剑						
3179		2253	1						同伴·南宫飞云						
3179		2254	1						同伴·杨影枫						
3179		1398	1	OpenDay52					同伴·荆轲						
3179		2258	1	OpenDay52					同伴·虞姬						
3179		2259	1	OpenDay52					同伴·岳飞						
3179		1399	1	OpenDay128					同伴·李广						
3179		1400	1	OpenDay128					同伴·赵云						
3179		1401	1	OpenDay128					同伴·李元霸						
3179		2255	1	OpenLevel109					同伴·唐简						
3495		1175	1						稀有4阶帽子						
3495		1195	1						稀有4阶护腕						
3495		1205	1						稀有4阶腰带						
3495		1215	1						稀有4阶鞋子						
3520		1174	1						T3稀有帽子						
3520		1194	1						T3稀有护腕						
3520		1204	1						T3稀有腰带						
3520		1214	1						T3稀有鞋子						
3519		1175	1						T4稀有帽子						
3519		1195	1						T4稀有护腕						
3519		1205	1						T4稀有腰带						
3519		1215	1						T4稀有鞋子						
3511		1176	1						T5稀有帽子						
3511		1196	1						T5稀有护腕						
3511		1206	1						T5稀有腰带						
3511		1216	1						T5稀有鞋子						
3512		1177	1						T6稀有帽子						
3512		1197	1						T6稀有护腕						
3512		1207	1						T6稀有腰带						
3512		1217	1						T6稀有鞋子						
3513		1178	1						T7稀有帽子						
3513		1198	1						T7稀有护腕						
3513		1208	1						T7稀有腰带						
3513		1218	1						T7稀有鞋子						
3514		1179	1						T8稀有帽子						
3514		1199	1						T8稀有护腕						
3514		1209	1						T8稀有腰带						
3514		1219	1						T8稀有鞋子						
3517		1697	1						初级魂石·殷方						
3517		1709	1						初级魂石·卓非凡(唯一)						
3517		1710	1						初级魂石·月明瑶						
3517		1711	1						初级魂石·龙傲天						
3517		1712	1						初级魂石·沫天然						
3517		1719	1						初级魂石·唐潇						
3517		1721	1						初级魂石·张琳心						
3517		1722	1						初级魂石·封玉书						
3517		1725	1						初级魂石·何暮雪						
3517		1726	1						初级魂石·赵升权						
3517		1727	1						初级魂石·纳兰真						
3517		1728	1						初级魂石·柴嵩						
3517		1737	1						初级魂石·邵宏渊						
3517		1738	1						初级魂石·白彦敬						
3517		1740	1						初级魂石·雷风						
3517		1741	1						初级魂石·雷同						
3517		1742	1						初级魂石·唐娟娟						
3517		1744	1						初级魂石·夺宝贼						
3517		1760	1						初级魂石·张风						
3517		1761	1						初级魂石·月眉儿						
3517		1704	1						初级魂石·白眉猴王						
3517		1705	1						初级魂石·大地狼王						
3517		1706	1						初级魂石·寒玉鹿王						
3517		1745	1						初级魂石·双兽异兽						
3517		1746	1						初级魂石·奔焰豹王						
3517		1747	1						初级魂石·九尾狐王						
3518		1713	1						初级魂石·少年杨影枫						
3518		1729	1	OpenLevel79					初级魂石·曲霞						
3518		1730	1	OpenLevel99					初级魂石·耶律辟离						
3518		1731	1						初级魂石·杨铁心						
3518		1732	1						初级魂石·无想						
3518		1733	1						初级魂石·柳潇庭						
3518		1734	1	OpenLevel59					初级魂石·李恬儿						
3518		1735	1	OpenLevel79					初级魂石·李天目						
3518		1736	1	OpenLevel59					初级魂石·完颜襄						
3518		1739	1	OpenLevel69					初级魂石·耶律楚材						
3518		1743	1						初级魂石·雷震天						
3518		1762	1						初级魂石·天星道长						
3518		1763	1						初级魂石·燕若雪						
3518		1764	1						初级魂石·杨熙烈						
3518		1765	1						初级魂石·上官飞龙						
3518		1766	1						初级魂石·纳兰潜凛						
3518		1767	1						初级魂石·方勉						
3518		1768	1						初级魂石·南宫灭						
3518		1769	1	OpenLevel79					初级魂石·唐影						
3518		1770	1	OpenLevel79					初级魂石·秋依水						
3518		2847	1	OpenLevel59					初级魂石·玄慈						
3693		1471	1						独孤剑·巨阙剑						
3693		1472	1						南宫飞云·剑中之剑						
3693		1473	1						杨影枫·悲魔之刃						
3693		1480	1	OpenDay52					荆轲·麒麟匕						
3693		1481	1	OpenDay52					虞姬·绕梁琴						
3693		1482	1	OpenDay52					岳飞·沥泉神矛						
3693		1479	1	OpenDay128					李广·射虎弓						
3693		1478	1	OpenDay128					赵云·龙胆亮银枪						
3693		1477	1	OpenDay128					李元霸·擂鼓瓮金锤						
3693		1474	1	OpenLevel109					唐简·玄雨双星						
3700		2212	1						同伴·月眉儿						
3700		3764	1						同伴·杨瑛						
3700		2665	1						同伴·清晓师太						
3700		3765	1						同伴·祝子虚						
3700		2666	1						同伴·黄暮云						
3700		3389	1						同伴·道一真人						
3700		3766	1						同伴·端木睿						
3700		2264	1						同伴·孟知秋						
3700		2213	1						同伴·张风						
3700		2217	1						同伴·南宫灭						
3700		2219	1						同伴·方勉						
3700		2262	1						同伴·唐影						
3700		2263	1						同伴·秋依水						
3700		2215	1						同伴·天星道长						
3700		2214	1						同伴·燕若雪						
3700		2216	1						同伴·杨熙烈						
3700		2218	1						同伴·上官飞龙						
3700		2220	1						同伴·纳兰潜凛						
3700		1374	1	OpenDay7					同伴·高长恭						
3700		1375	1	OpenDay7					同伴·哲别						
3700		2236	1	OpenDay7					同伴·秦良玉						
3700		1376	1	OpenDay7					同伴·袁承志						
3700		1377	1	OpenDay7					同伴·鳌拜						
3700		2235	1	OpenDay7					同伴·韩世忠						
3700		1405	1	OpenDay116					同伴·赤睛虎皇						
3700		1404	1	OpenDay116					同伴·撼天熊皇						
3700		2260	1	OpenDay116					同伴·紫背鳄皇						
3700		1403	1	OpenDay35					同伴·定海金刚						
3700		1402	1	OpenDay35					同伴·金翅鹏皇						
3700		2511	1	OpenDay35					同伴·银角犀皇						
3700		4576	1	OpenDay251					同伴·冰鳞蜥皇						
3700		4577	1	OpenDay251					同伴·银钩蝎皇						
3700		4578	1	OpenDay251					同伴·狂鬃獒皇						
3701		1486	1						月眉儿·冰心仙子						
3701		1487	1						杨瑛·朝阳灿金枪						
3701		1488	1						清晓师太·涤尘剑						
3701		1489	1						祝子虚·太霄神枪						
3701		1490	1						黄暮云·碧海潮生弓						
3701		1491	1						道一真人·璇玑剑						
3701		1492	1						端木睿·夺魂刃						
3701		1499	1						孟知秋·沧海剑						
3701		1512	1						张风·乘风剑						
3701		1513	1						南宫灭·百炼手套						
3701		1514	1						方勉·碎星剑						
3701		1515	1						唐影·千机扇						
3701		1516	1						秋依水·云烟荷						
3701		1517	1						天星道长·摘星手套						
3701		1518	1						燕若雪·飘雪流云袖						
3701		1519	1						杨熙烈·凌绝剑						
3701		1520	1						上官飞龙·挽月剑						
3701		1521	1						纳兰潜凛·天魔剑						
3701		1500	1	OpenDay7					高长恭·武陵白狼刃						
3701		1501	1	OpenDay7					哲别·天鹰弩						
3701		1502	1	OpenDay7					秦良玉·暴雨梨花枪						
3701		1503	1	OpenDay7					袁承志·碧血剑						
3701		1504	1	OpenDay7					鳌拜·斩鲨刀						
3701		1505	1	OpenDay7					韩世忠·霸虎刀						
3701		1506	1	OpenDay116					赤睛虎皇·白虎之爪						
3701		1507	1	OpenDay116					撼天熊皇·暴君之牙						
3701		1508	1	OpenDay116					紫背鳄皇·紫金之鳞						
3701		1509	1	OpenDay35					定海金刚·金刚之镯						
3701		1510	1	OpenDay35					金翅鹏皇·迦楼罗之羽						
3701		1511	1	OpenDay35					银角犀皇·望月犀角						
3729		3554	1						SSS同伴秦始皇						
3729		3748	1						15000元宝						
3752		2782	1						6阶黄金衣服						
3752		3743	1						50000元宝						
3753		2783	1						7阶黄金衣服						
3753		3744	1						60000元宝						
3754		2784	1						8阶黄金衣服						
3754		3746	1						9000元宝						
3755		3631	1						9阶黄金衣服						
3755		3747	1						120000元宝						
7444		3632	1						10阶黄金衣服						
7444		3747	1						120000元宝						
7445		5390	1						11阶黄金衣服						
7445		3747	1						120000元宝						
7446		5391	1						12阶黄金衣服						
7446		3747	1						120000元宝						
10263		10051	1						12阶白金项链						
10263		3747	1						120000元宝						
10264		10052	1						13阶白金项链						
10264		3747	1						120000元宝						
10265		10053	1						14阶白金项链						
10265		3747	1						120000元宝						
3756		2767	1						6阶黄金项链						
3756		3741	1						30000元宝						
3757		2768	1						7阶黄金项链						
3757		2774	1						7阶黄金玉佩						
3757		3742	1						40000元宝						
3758		2769	1						8阶黄金项链						
3758		2775	1						8阶黄金玉佩						
3758		3744	1						60000元宝						
3759		3621	1						9阶黄金项链						
3759		3625	1						9阶黄金玉佩						
3759		3745	1						80000元宝						
7447		3622	1						10阶黄金项链						
7447		3626	1						10阶黄金玉佩						
7447		3745	1						80000元宝						
7448		5365	1						11阶黄金项链						
7448		5375	1						11阶黄金玉佩						
7448		3745	1						80000元宝						
7449		5366	1						12阶黄金项链						
7449		5376	1						12阶黄金玉佩						
7449		3745	1						80000元宝						
10266		5371	1						12阶黄金戒指						
10266		3745	1						80000元宝						
10267		5372	1						13阶黄金戒指						
10267		5382	1						13阶黄金护身符						
10267		3745	1						80000元宝						
10268		5373	1						14阶黄金戒指						
10268		5383	1						14阶黄金护身符						
10268		3745	1						80000元宝						
3760		2779	1						6阶黄金帽子						
3760		2788	1						6阶黄金腰带						
3760		3739	1						15000元宝						
3761		2780	1						7阶黄金帽子						
3761		2789	1						7阶黄金腰带						
3761		3740	1						20000元宝						
3762		2781	1						8阶黄金帽子						
3762		2790	1						8阶黄金腰带						
3762		3741	1						30000元宝						
3763		3629	1						9阶黄金帽子						
3763		3635	1						9阶黄金腰带						
3763		3742	1						40000元宝						
7450		3630	1						10阶黄金帽子						
7450		3636	1						10阶黄金腰带						
7450		3742	1						40000元宝						
7451		5385	1						11阶黄金帽子						
7451		5400	1						11阶黄金腰带						
7451		3742	1						40000元宝						
7452		5386	1						12阶黄金帽子						
7452		5401	1						12阶黄金腰带						
7452		3742	1						40000元宝						
10269		5396	1						12阶黄金护腕						
10269		3742	1						40000元宝						
10270		5397	1						13阶黄金护腕						
10270		5407	1						13阶黄金鞋子						
10270		3742	1						40000元宝						
10271		5398	1						14阶黄金护腕						
10271		5408	1						14阶黄金鞋子						
10271		3742	1						40000元宝						
4617		4607	1						520活动线索地图						
4617		4608	1						520活动线索地图						
4617		4609	1						520活动线索地图						
4617		4610	1						520活动线索地图						
4617		4611	1						520活动线索地图						
4617		4612	1						520活动线索地图						
4617		4613	1						520活动线索地图						
4731		4302	24						府绸						
4731		4307	24						铜锭						
4731		4322	24						花岗岩						
4731		4312	24						琉璃						
4731		4317	24						羊皮						
4731		4297	24						桦木						
4732		4303	12						素软缎						
4732		4308	12						百炼钢						
4732		4323	12						大理石						
4732		4313	12						珍珠						
4732		4318	12						貂皮						
4732		4298	12						核桃木						
4733		4304	6						宋锦						
4733		4309	6						银锭						
4733		4324	6						雨花石						
4733		4314	6						岫岩玉						
4733		4319	6						虎皮						
4733		4299	6						香樟木						
4734		4305	3						织金锦						
4734		4310	3						金锭						
4734		4325	3						天河石						
4734		4315	3						翡翠						
4734		4320	3						熊皮						
4734		4300	3						紫檀木						
4799		1173	1						T2稀有帽子						
4799		1193	1						T2稀有护腕						
4799		1203	1						T2稀有腰带						
4799		1213	1						T2稀有鞋子						
4798		1133	1						T2稀有项链						
4798		1143	1						T2稀有戒指						
4798		1153	1						T2稀有玉佩						
4798		1163	1						T2稀有护身符						
4797		1134	1						T3稀有项链						
4797		1144	1						T3稀有戒指						
4797		1154	1						T3稀有玉佩						
4797		1164	1						T3稀有护身符						
4825		4303	64						素软缎（3级家具材料）						
4825		4308	64						百炼钢						
4825		4323	64						大理石						
4825		4313	64						珍珠						
4825		4318	64						貂皮						
4825		4298	64						核桃木						
4826		4304	32						宋锦（4级家具材料）						
4826		4309	32						银锭						
4826		4324	32						雨花石						
4826		4314	32						岫岩玉						
4826		4319	32						虎皮						
4826		4299	32						香樟木						
4827		4305	16						织金锦（5级家具材料）						
4827		4310	16						金锭						
4827		4325	16						天河石						
4827		4315	16						翡翠						
4827		4320	16						熊皮						
4827		4300	16						紫檀木						
5414		5416	1						3000贡献						
5414		5419	1						3000元气						
5415		5417	1						10000贡献						
5415		5418	1						10000元气						
6120		6122	1						2500贡献						
6120		6124	1						2500元气						
6121		6123	1						8000贡献						
6121		6125	1						8000元气						
6813		6814	1						50000贡献						
6813		6815	1						50000元气						
6091		1378	1						同伴·独孤剑						
6091		2253	1						同伴·南宫飞云						
6091		2254	1						同伴·杨影枫						
6148		3554	1						同伴·秦始皇						
6148		3553	1						同伴·项羽						
6148		4056	1						同伴·完颜洪烈						
6148		3555	1						同伴·武则天						
6148		3552	1	OpenLevel139Add90					同伴·鬼谷子						
6388		6389	1						忘忧岛分卷						
6388		6390	1						襄阳分卷						
6388		6391	1						锁云渊分卷						
6388		6392	1						武夷山分卷						
6388		6393	1						雁荡山分卷						
6388		6394	1						点苍山分卷						
6388		6395	1						苗岭分卷						
6388		6396	1						洞庭湖畔分卷						
6388		6397	1						夜郎废墟分卷						
6388		6398	1						响水洞分卷						
6388		6399	1						见性峰分卷						
6388		6400	1						剑门关分卷						
6388		6401	1						风陵渡分卷						
6388		6402	1						荐菊洞分卷						
6388		6403	1						伏牛山分卷						
6388		6404	1						古战场分卷						
6388		6405	1						太行古径分卷						
6388		6406	1						祁连山分卷						
6388		6407	1						沙漠遗迹分卷						
6388		6408	1						敦煌古城分卷						
6388		6409	1						昆虚脉藏分卷						
6388		6410	1						药王谷分卷						
6388		6411	1						漠北草原分卷						
6388		6412	1						长白山分卷						
6388		6413	1						残桓铁城分卷						
6414		6415	1						忘忧岛分卷碎片						
6414		6416	1						襄阳分卷碎片						
6414		6417	1						锁云渊分卷碎片						
6414		6418	1						武夷山分卷碎片						
6414		6419	1						雁荡山分卷碎片						
6414		6420	1						点苍山分卷碎片						
6414		6421	1						苗岭分卷碎片						
6414		6422	1						洞庭湖畔分卷碎片						
6414		6423	1						夜郎废墟分卷碎片						
6414		6424	1						响水洞分卷碎片						
6414		6425	1						见性峰分卷碎片						
6414		6426	1						剑门关分卷碎片						
6414		6427	1						风陵渡分卷碎片						
6414		6428	1						荐菊洞分卷碎片						
6414		6429	1						伏牛山分卷碎片						
6414		6430	1						古战场分卷碎片						
6414		6431	1						太行古径分卷碎片						
