TemplateId	Name	Kind	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
882	碎片·B16	Partner_piece_B_16	35	882		PartnerStone	1	882	同伴碎片	10000	1	6	1000	2	1	0	99999	93									
883	碎片·B17	Partner_piece_B_17	35	883		PartnerStone	1	883	同伴碎片	10000	1	6	1000	2	1	0	99999	94									
884	碎片·B18	Partner_piece_B_18	35	884		PartnerStone	1	884	同伴碎片	10000	1	6	1000	2	1	0	99999	95									
885	碎片·金钱豹	Partner_piece_C_1	35	885		PartnerStone	1	885	同伴碎片	5000	1	6	1000	1	1	0	99999	96									
886	碎片·黑翼猎鹰	Partner_piece_C_2	35	886		PartnerStone	1	886	同伴碎片	5000	1	6	1000	1	1	0	99999	97									
887	碎片·武林恶徒	Partner_piece_C_3	35	887		PartnerStone	1	887	同伴碎片	5000	1	6	1000	1	1	0	99999	98									
888	碎片·猛虎	Partner_piece_C_4	35	888		PartnerStone	1	888	同伴碎片	5000	1	6	1000	1	1	0	99999	99									
889	碎片·枫林卫	Partner_piece_C_5	35	889		PartnerStone	1	889	同伴碎片	5000	1	6	1000	1	1	0	99999	100									
890	碎片·猿猴	Partner_piece_C_6	35	890		PartnerStone	1	890	同伴碎片	5000	1	6	1000	1	1	0	99999	101									
891	碎片·铁面捕头	Partner_piece_C_7	35	891		PartnerStone	1	891	同伴碎片	5000	1	6	1000	1	1	0	99999	102									
892	碎片·红衣女童	Partner_piece_C_8	35	892		PartnerStone	1	892	同伴碎片	5000	1	6	1000	1	1	0	99999	103									
893	碎片·铸剑师	Partner_piece_C_9	35	893		PartnerStone	1	893	同伴碎片	5000	1	6	1000	1	1	0	99999	104									
894	碎片·猎人	Partner_piece_C_10	35	894		PartnerStone	1	894	同伴碎片	5000	1	6	1000	1	1	0	99999	105									
895	碎片·红缨侍	Partner_piece_C_11	35	895		PartnerStone	1	895	同伴碎片	5000	1	6	1000	1	1	0	99999	106									
896	碎片·强盗	Partner_piece_C_12	35	896		PartnerStone	1	896	同伴碎片	5000	1	6	1000	1	1	0	99999	107									
897	碎片·药王谷弟子	Partner_piece_C_13	35	897		PartnerStone	1	897	同伴碎片	5000	1	6	1000	1	1	0	99999	108									
898	碎片·灰狼	Partner_piece_C_14	35	898		PartnerStone	1	898	同伴碎片	5000	1	6	1000	1	1	0	99999	109									
899	碎片·东瀛忍者	Partner_piece_C_15	35	899		PartnerStone	1	899	同伴碎片	5000	1	6	1000	1	1	0	99999	110									
900	碎片·生使	Partner_piece_C_16	35	900		PartnerStone	1	900	同伴碎片	5000	1	6	1000	1	1	0	99999	111									
901	碎片·死侍	Partner_piece_C_17	35	901		PartnerStone	1	901	同伴碎片	5000	1	6	1000	1	1	0	99999	112									
902	碎片·火狐	Partner_piece_C_18	35	902		PartnerStone	1	902	同伴碎片	5000	1	6	1000	1	1	0	99999	113									
903	碎片·九幽弟子	Partner_piece_C_19	35	903		PartnerStone	1	903	同伴碎片	5000	1	6	1000	1	1	0	99999	114									
904	碎片·黑熊	Partner_piece_C_20	35	904		PartnerStone	1	904	同伴碎片	5000	1	6	1000	1	1	0	99999	115									
905	碎片·无忧教弟子	Partner_piece_C_21	35	905		PartnerStone	1	905	同伴碎片	5000	1	6	1000	1	1	0	99999	116									
906	碎片·天工匠者	Partner_piece_C_22	35	906		PartnerStone	1	906	同伴碎片	5000	1	6	1000	1	1	0	99999	117									
907	碎片·傀儡士兵	Partner_piece_C_23	35	907		PartnerStone	1	907	同伴碎片	5000	1	6	1000	1	1	0	99999	118									
908	碎片·机关人	Partner_piece_C_24	35	908		PartnerStone	1	908	同伴碎片	5000	1	6	1000	1	1	0	99999	119									
909	碎片·C25	Partner_piece_C_25	35	909		PartnerStone	1	909	同伴碎片	5000	1	6	1000	1	1	0	99999	120									
910	碎片·C26	Partner_piece_C_26	35	910		PartnerStone	1	910	同伴碎片	5000	1	6	1000	1	1	0	99999	121									
911	碎片·C27	Partner_piece_C_27	35	911		PartnerStone	1	911	同伴碎片	5000	1	6	1000	1	1	0	99999	122									
912	碎片·C28	Partner_piece_C_28	35	912		PartnerStone	1	912	同伴碎片	5000	1	6	1000	1	1	0	99999	123									
913	碎片·C29	Partner_piece_C_29	35	913		PartnerStone	1	913	同伴碎片	5000	1	6	1000	1	1	0	99999	124									
914	碎片·C30	Partner_piece_C_30	35	914		PartnerStone	1	914	同伴碎片	5000	1	6	1000	1	1	0	99999	125									
970	高级符文·饕餮卷轴碎片	RuneScoll_piece_12_Lv3	35	693		PartnerScroll	4	693	卷轴碎片	8000	1	6	1000	3	1	0	99999										
971	高级符文·帝江卷轴碎片	RuneScoll_piece_13_Lv3	35	694		PartnerScroll	4	694	卷轴碎片	8000	1	6	1000	3	1	0	99999										
972	高级符文·烛龙卷轴碎片	RuneScoll_piece_14_Lv3	35	695		PartnerScroll	4	695	卷轴碎片	8000	1	6	1000	3	1	0	99999										
973	高级符文·夔牛卷轴碎片	RuneScoll_piece_15_Lv3	35	696		PartnerScroll	4	696	卷轴碎片	8000	1	6	1000	3	1	0	99999										
974	高级符文·穷奇卷轴碎片	RuneScoll_piece_16_Lv3	35	697		PartnerScroll	4	697	卷轴碎片	8000	1	6	1000	3	1	0	99999										
975	高级符文·鲲鹏卷轴碎片	RuneScoll_piece_17_Lv3	35	698		PartnerScroll	4	698	卷轴碎片	8000	1	6	1000	3	1	0	99999										
976	高级符文·腾蛇卷轴碎片	RuneScoll_piece_18_Lv3	35	699		PartnerScroll	4	699	卷轴碎片	8000	1	6	1000	3	1	0	99999										
977	高级符文·貔貅卷轴碎片	RuneScoll_piece_19_Lv3	35	700		PartnerScroll	4	700	卷轴碎片	8000	1	6	1000	3	1	0	99999										
978	强效符文·全抗卷轴碎片	RuneScoll_piece_3_Lv4	35	701		PartnerScroll	4	701	卷轴碎片	8000	1	6	1000	4	1	0	99999										
979	强效符文·命中卷轴碎片	RuneScoll_piece_4_Lv4	35	702		PartnerScroll	4	702	卷轴碎片	8000	1	6	1000	4	1	0	99999										
980	强效符文·闪避卷轴碎片	RuneScoll_piece_5_Lv4	35	703		PartnerScroll	4	703	卷轴碎片	8000	1	6	1000	4	1	0	99999										
981	强效符文·会心卷轴碎片	RuneScoll_piece_6_Lv4	35	704		PartnerScroll	4	704	卷轴碎片	8000	1	6	1000	4	1	0	99999										
982	强效符文·忽闪卷轴碎片	RuneScoll_piece_7_Lv4	35	705		PartnerScroll	4	705	卷轴碎片	8000	1	6	1000	4	1	0	99999										
983	强效符文·减会心卷轴碎片	RuneScoll_piece_8_Lv4	35	706		PartnerScroll	4	706	卷轴碎片	8000	1	6	1000	4	1	0	99999										
984	强效符文·效果卷轴碎片	RuneScoll_piece_9_Lv4	35	707		PartnerScroll	4	707	卷轴碎片	8000	1	6	1000	4	1	0	99999										
985	强效符文·减效果卷轴碎片	RuneScoll_piece_10_Lv4	35	708		PartnerScroll	4	708	卷轴碎片	8000	1	6	1000	4	1	0	99999										
986	强效符文·回复卷轴碎片	RuneScoll_piece_11_Lv4	35	709		PartnerScroll	4	709	卷轴碎片	8000	1	6	1000	4	1	0	99999										
987	特效符文·玄武卷轴碎片	RuneScroll_piece_20_Lv5	35	710		PartnerScroll	4	710	卷轴碎片	12000	1	6	1000	5	1	0	99999										
988	特效符文·青龙卷轴碎片	RuneScroll_piece_21_Lv5	35	711		PartnerScroll	4	711	卷轴碎片	12000	1	6	1000	5	1	0	99999										
989	特效符文·凤凰卷轴碎片	RuneScroll_piece_22_Lv5	35	712		PartnerScroll	4	712	卷轴碎片	12000	1	6	1000	5	1	0	99999										
990	特效符文·白虎卷轴碎片	RuneScroll_piece_23_Lv5	35	713		PartnerScroll	4	713	卷轴碎片	12000	1	6	1000	5	1	0	99999										
991	特效符文·朱雀卷轴碎片	RuneScroll_piece_24_Lv5	35	714		PartnerScroll	4	714	卷轴碎片	12000	1	6	1000	5	1	0	99999										
992	特效符文·应龙卷轴碎片	RuneScroll_piece_25_Lv5	35	715		PartnerScroll	4	715	卷轴碎片	12000	1	6	1000	5	1	0	99999										
993	特效符文·白泽卷轴碎片	RuneScroll_piece_26_Lv5	35	716		PartnerScroll	4	716	卷轴碎片	12000	1	6	1000	5	1	0	99999										
994	特效符文·麒麟卷轴碎片	RuneScroll_piece_27_Lv5	35	717		PartnerScroll	4	717	卷轴碎片	12000	1	6	1000	5	1	0	99999										
995	完美符文·全抗卷轴碎片	RuneScoll_piece_3_Lv6	35	718		PartnerScroll	4	718	卷轴碎片	15000	1	6	1000	6	1	0	99999										
996	完美符文·命中卷轴碎片	RuneScoll_piece_4_Lv6	35	719		PartnerScroll	4	719	卷轴碎片	15000	1	6	1000	6	1	0	99999										
997	完美符文·闪避卷轴碎片	RuneScoll_piece_5_Lv6	35	720		PartnerScroll	4	720	卷轴碎片	15000	1	6	1000	6	1	0	99999										
998	完美符文·会心卷轴碎片	RuneScoll_piece_6_Lv6	35	721		PartnerScroll	4	721	卷轴碎片	15000	1	6	1000	6	1	0	99999										
999	完美符文·忽闪卷轴碎片	RuneScoll_piece_7_Lv6	35	722		PartnerScroll	4	722	卷轴碎片	15000	1	6	1000	6	1	0	99999										
1000	完美符文·减会心卷轴碎片	RuneScoll_piece_8_Lv6	35	723		PartnerScroll	4	723	卷轴碎片	15000	1	6	1000	6	1	0	99999										
1001	完美符文·效果卷轴碎片	RuneScoll_piece_9_Lv6	35	724		PartnerScroll	4	724	卷轴碎片	15000	1	6	1000	6	1	0	99999										
1002	完美符文·减效果卷轴碎片	RuneScoll_piece_10_Lv6	35	725		PartnerScroll	4	725	卷轴碎片	15000	1	6	1000	6	1	0	99999										
1003	完美符文·回复卷轴碎片	RuneScoll_piece_11_Lv6	35	726		PartnerScroll	4	726	卷轴碎片	15000	1	6	1000	6	1	0	99999										
