Index	NpcName	TitleID	NpcTemplateId	HideTaskId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme	
enemy2	无忧教弟子		1246				30	5821	6037		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	6288	5822		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	5778	7539		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	6213	7839		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	7237	8199		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	7178	5908		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	2007	3457		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	2318	3913		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	2898	3698		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	3166	3172		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	2018	2309		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	2249	1821		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	3375	1831		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	2946	1450		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	7867	5880		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy2	无忧教弟子		1246				30	7913	8281		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	6044	6947		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	6630	7568		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	6686	6321		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	6231	6492		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	6221	7382		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	6838	7190		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	6415	7154		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	6390	6705		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	6888	6699		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	5758	6460		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	5666	6828		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	3032	6884		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	2836	6644		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	3204	6632		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	2707	7098		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	3266	7086		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	2609	6865		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	3032	7252		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	3437	6828		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	2670	2715		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	2461	2949		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	2836	2887		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	2854	2433		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	2425	2568		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	2615	2341		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	2658	3133		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	2259	2771		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	2983	2642		-1	0	0	0	0	0	0	0	0	0	0	0	0
enemy3	无忧教精锐		1248				30	5818	7225		-1	0	0	0	0	0	0	0	0	0	0	0	0
