Type	Target	StartFrame	EndFrame	Value1	Value2
Scalc	BtnArrow3	1	2	{1.6507,1.5875,1.0000}	{2.5000,2.0000,1.0000}
Scalc	BtnArrow3	2	3	{2.5000,2.0000,1.0000}	{2.4684,1.9920,1.0000}
Scalc	BtnArrow3	3	4	{2.4684,1.9920,1.0000}	{2.1118,1.7560,1.0000}
Scalc	BtnArrow3	4	5	{2.1118,1.7560,1.0000}	{1.6210,1.4240,1.0000}
Scalc	BtnArrow3	5	6	{1.6210,1.4240,1.0000}	{1.1868,1.1280,1.0000}
Scalc	BtnArrow3	6	7	{1.1868,1.1280,1.0000}	{1.0000,1.0000,1.0000}
Scalc	BtnArrow3	7	8	{1.0000,1.0000,1.0000}	{1.0609,0.9918,1.0000}
Scalc	BtnArrow3	8	9	{1.0609,0.9918,1.0000}	{1.2124,0.9713,1.0000}
Scalc	BtnArrow3	9	10	{1.2124,0.9713,1.0000}	{1.4092,0.9446,1.0000}
Scalc	BtnArrow3	10	11	{1.4092,0.9446,1.0000}	{1.6059,0.9179,1.0000}
Scalc	BtnArrow3	11	12	{1.6059,0.9179,1.0000}	{1.7571,0.8974,1.0000}
Scalc	BtnArrow3	12	13	{1.7571,0.8974,1.0000}	{1.8176,0.8892,1.0000}
Scalc	BtnArrow3	13	14	{1.8176,0.8892,1.0000}	{1.8656,1.0000,1.0000}
Scalc	BtnArrow3	14	15	{1.8656,1.0000,1.0000}	{1.7740,1.0000,1.0000}
Scalc	BtnArrow3	15	16	{1.7740,1.0000,1.0000}	{1.5439,1.0000,1.0000}
Scalc	BtnArrow3	16	17	{1.5439,1.0000,1.0000}	{1.2420,1.0000,1.0000}
Scalc	BtnArrow3	17	18	{1.2420,1.0000,1.0000}	{0.9354,1.0000,1.0000}
Scalc	BtnArrow3	18	19	{0.9354,1.0000,1.0000}	{0.6910,1.0000,1.0000}
Scalc	BtnArrow3	19	20	{0.6910,1.0000,1.0000}	{0.5757,1.0000,1.0000}
Scalc	BtnArrow3	20	21	{0.5757,1.0000,1.0000}	{0.6564,1.0000,1.0000}
Scalc	BtnArrow3	21	22	{0.6564,1.0000,1.0000}	{1.0000,1.0000,1.0000}
Scalc	BtnArrow3	22	23	{1.0000,1.0000,1.0000}	{1.3454,1.0000,1.0000}
Scalc	BtnArrow3	23	24	{1.3454,1.0000,1.0000}	{1.4421,1.0000,1.0000}
Scalc	BtnArrow3	24	25	{1.4421,1.0000,1.0000}	{1.3730,1.0000,1.0000}
Scalc	BtnArrow3	25	26	{1.3730,1.0000,1.0000}	{1.2211,1.0000,1.0000}
Scalc	BtnArrow3	26	27	{1.2211,1.0000,1.0000}	{1.0691,1.0000,1.0000}
Scalc	BtnArrow3	27	28	{1.0691,1.0000,1.0000}	{1.0000,1.0000,1.0000}
Rotation	BtnArrow3	0	1	{180.0000,180.0000,-180.0000}	{180.0000,184.2188,-180.0000}
Rotation	BtnArrow3	1	2	{180.0000,184.2188,-180.0000}	{180.0000,191.2500,-180.0000}
Rotation	BtnArrow3	2	3	{180.0000,191.2500,-180.0000}	{180.0000,192.6563,-180.0000}
Rotation	BtnArrow3	3	4	{180.0000,192.6563,-180.0000}	{180.0000,180.0000,-180.0000}
Rotation	BtnArrow3	4	5	{180.0000,180.0000,-180.0000}	{180.0000,147.6563,-180.0000}
Rotation	BtnArrow3	5	6	{180.0000,147.6563,-180.0000}	{180.0000,101.2500,-180.0000}
Rotation	BtnArrow3	6	7	{180.0000,101.2500,-180.0000}	{180.0000,49.2188,-180.0000}
Rotation	BtnArrow3	7	8	{180.0000,49.2188,-180.0000}	{180.0000,0.0000,-180.0000}
