ItemTID	Faction	SoleTag	SkillID	AttribType1	InitValue1	GrowValue1	AttribType2	InitValue2	GrowValue2	AttribType3	InitValue3	GrowValue3	AttribType4	InitValue4	GrowValue4	Desc
8125	14	5	105	vitality_v	4000	400	dexterity_v	3000	300	strength_v	2000	200	energy_v	1000	100	长歌绝学5
8126	14	6	105	vitality_v	4000	400	dexterity_v	3000	300	strength_v	2000	200	energy_v	1000	100	长歌绝学6
8127	14	7	105	vitality_v	4000	400	dexterity_v	3000	300	strength_v	2000	200	energy_v	1000	100	长歌绝学7
8128	14	8	105	vitality_v	4000	400	dexterity_v	3000	300	strength_v	2000	200	energy_v	1000	100	长歌绝学8
8129	14	9	105	vitality_v	4000	400	dexterity_v	3000	300	strength_v	2000	200	energy_v	1000	100	长歌绝学9
8130	14	10	105	vitality_v	4000	400	dexterity_v	3000	300	strength_v	2000	200	energy_v	1000	100	长歌绝学10
8131	15	1	5348	vitality_v	3000	300	dexterity_v	2000	200	strength_v	3000	300	energy_v	2000	200	天山绝学1
8132	15	2	5349	vitality_v	3000	300	dexterity_v	2000	200	strength_v	3000	300	energy_v	2000	200	天山绝学2
8133	15	3	5350	vitality_v	3000	300	dexterity_v	2000	200	strength_v	3000	300	energy_v	2000	200	天山绝学3
8134	15	4	105	vitality_v	3000	300	dexterity_v	2000	200	strength_v	3000	300	energy_v	2000	200	天山绝学4
8135	15	5	105	vitality_v	3000	300	dexterity_v	2000	200	strength_v	3000	300	energy_v	2000	200	天山绝学5
8136	15	6	105	vitality_v	3000	300	dexterity_v	2000	200	strength_v	3000	300	energy_v	2000	200	天山绝学6
8137	15	7	105	vitality_v	3000	300	dexterity_v	2000	200	strength_v	3000	300	energy_v	2000	200	天山绝学7
8138	15	8	105	vitality_v	3000	300	dexterity_v	2000	200	strength_v	3000	300	energy_v	2000	200	天山绝学8
8139	15	9	105	vitality_v	3000	300	dexterity_v	2000	200	strength_v	3000	300	energy_v	2000	200	天山绝学9
8140	15	10	105	vitality_v	3000	300	dexterity_v	2000	200	strength_v	3000	300	energy_v	2000	200	天山绝学10
8141	16	1	5351	vitality_v	4000	400	dexterity_v	1000	100	strength_v	4000	400	energy_v	1000	100	霸刀绝学1
8142	16	2	5352	vitality_v	4000	400	dexterity_v	1000	100	strength_v	4000	400	energy_v	1000	100	霸刀绝学2
8143	16	3	5353	vitality_v	4000	400	dexterity_v	1000	100	strength_v	4000	400	energy_v	1000	100	霸刀绝学3
8144	16	4	105	vitality_v	4000	400	dexterity_v	1000	100	strength_v	4000	400	energy_v	1000	100	霸刀绝学4
8145	16	5	105	vitality_v	4000	400	dexterity_v	1000	100	strength_v	4000	400	energy_v	1000	100	霸刀绝学5
8146	16	6	105	vitality_v	4000	400	dexterity_v	1000	100	strength_v	4000	400	energy_v	1000	100	霸刀绝学6
8147	16	7	105	vitality_v	4000	400	dexterity_v	1000	100	strength_v	4000	400	energy_v	1000	100	霸刀绝学7
8148	16	8	105	vitality_v	4000	400	dexterity_v	1000	100	strength_v	4000	400	energy_v	1000	100	霸刀绝学8
8149	16	9	105	vitality_v	4000	400	dexterity_v	1000	100	strength_v	4000	400	energy_v	1000	100	霸刀绝学9
8150	16	10	105	vitality_v	4000	400	dexterity_v	1000	100	strength_v	4000	400	energy_v	1000	100	霸刀绝学10
8151	17	1	5354	vitality_v	1000	100	dexterity_v	3000	300	strength_v	3000	300	energy_v	3000	300	华山绝学1
8152	17	2	5355	vitality_v	1000	100	dexterity_v	3000	300	strength_v	3000	300	energy_v	3000	300	华山绝学2
8153	17	3	5356	vitality_v	1000	100	dexterity_v	3000	300	strength_v	3000	300	energy_v	3000	300	华山绝学3
8154	17	4	105	vitality_v	1000	100	dexterity_v	3000	300	strength_v	3000	300	energy_v	3000	300	华山绝学4
8155	17	5	105	vitality_v	1000	100	dexterity_v	3000	300	strength_v	3000	300	energy_v	3000	300	华山绝学5
8156	17	6	105	vitality_v	1000	100	dexterity_v	3000	300	strength_v	3000	300	energy_v	3000	300	华山绝学6
8157	17	7	105	vitality_v	1000	100	dexterity_v	3000	300	strength_v	3000	300	energy_v	3000	300	华山绝学7
8158	17	8	105	vitality_v	1000	100	dexterity_v	3000	300	strength_v	3000	300	energy_v	3000	300	华山绝学8
8159	17	9	105	vitality_v	1000	100	dexterity_v	3000	300	strength_v	3000	300	energy_v	3000	300	华山绝学9
8160	17	10	105	vitality_v	1000	100	dexterity_v	3000	300	strength_v	3000	300	energy_v	3000	300	华山绝学10
9988	18	1	5559	vitality_v	1000	100	dexterity_v	4000	400	strength_v	4000	400	energy_v	1000	100	明教绝学1
9989	18	2	5561	vitality_v	1000	100	dexterity_v	4000	400	strength_v	4000	400	energy_v	1000	100	明教绝学2
9990	18	3	105	vitality_v	1000	100	dexterity_v	4000	400	strength_v	4000	400	energy_v	1000	100	明教绝学3
9991	18	4	105	vitality_v	1000	100	dexterity_v	4000	400	strength_v	4000	400	energy_v	1000	100	明教绝学4
9992	18	5	105	vitality_v	1000	100	dexterity_v	4000	400	strength_v	4000	400	energy_v	1000	100	明教绝学5
9993	18	6	105	vitality_v	1000	100	dexterity_v	4000	400	strength_v	4000	400	energy_v	1000	100	明教绝学6
9994	18	7	105	vitality_v	1000	100	dexterity_v	4000	400	strength_v	4000	400	energy_v	1000	100	明教绝学7
9995	18	8	105	vitality_v	1000	100	dexterity_v	4000	400	strength_v	4000	400	energy_v	1000	100	明教绝学8
9996	18	9	105	vitality_v	1000	100	dexterity_v	4000	400	strength_v	4000	400	energy_v	1000	100	明教绝学9
9997	18	10	105	vitality_v	1000	100	dexterity_v	4000	400	strength_v	4000	400	energy_v	1000	100	明教绝学10
10557	19	1	5672	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	段氏绝学1
10558	19	2	5674	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	段氏绝学2
10559	19	3	105	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	段氏绝学3
10560	19	4	105	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	段氏绝学4
10561	19	5	105	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	段氏绝学5
10562	19	6	105	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	段氏绝学6
10563	19	7	105	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	段氏绝学7
10564	19	8	105	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	段氏绝学8
10565	19	9	105	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	段氏绝学9
10566	19	10	105	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	段氏绝学10
11285	20	1	5872	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学1
11286	20	2	5874	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学2
11287	20	3	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学3
11288	20	4	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学4
11289	20	5	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学5
11290	20	6	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学6
11291	20	7	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学7
11292	20	8	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学8
11293	20	9	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学9
11294	20	10	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学10
11964	21	1	5419	vitality_v	3000	300	dexterity_v	3000	300	strength_v	2000	200	energy_v	2000	200	杨门绝学1
11965	21	2	5422	vitality_v	3000	300	dexterity_v	3000	300	strength_v	2000	200	energy_v	2000	200	杨门绝学2
11966	21	3	105	vitality_v	3000	300	dexterity_v	3000	300	strength_v	2000	200	energy_v	2000	200	杨门绝学3
11967	21	4	105	vitality_v	3000	300	dexterity_v	3000	300	strength_v	2000	200	energy_v	2000	200	杨门绝学4
11968	21	5	105	vitality_v	3000	300	dexterity_v	3000	300	strength_v	2000	200	energy_v	2000	200	杨门绝学5
11969	21	6	105	vitality_v	3000	300	dexterity_v	3000	300	strength_v	2000	200	energy_v	2000	200	杨门绝学6
11970	21	7	105	vitality_v	3000	300	dexterity_v	3000	300	strength_v	2000	200	energy_v	2000	200	杨门绝学7
11971	21	8	105	vitality_v	3000	300	dexterity_v	3000	300	strength_v	2000	200	energy_v	2000	200	杨门绝学8
11972	21	9	105	vitality_v	3000	300	dexterity_v	3000	300	strength_v	2000	200	energy_v	2000	200	杨门绝学9
11973	21	10	105	vitality_v	3000	300	dexterity_v	3000	300	strength_v	2000	200	energy_v	2000	200	杨门绝学10
