GradeType	Info	GradeLevel	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Attrib11Type	Attrib11Value1	Attrib11Value2	Attrib11Value3	Attrib12Type	Attrib12Value1	Attrib12Value2	Attrib12Value3
1		17	lifemax_v	2400	0	0	lifemax_v	2400	0	0	basic_damage_v	120	0	120	defense_v	240	0	0	add_seriesstate_rate_v	60	0	0	all_series_resist_v	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1		18	lifemax_v	2400	0	0	basic_damage_v	120	0	120	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	attackrate_v	800	0	0	defense_v	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1		19	weaken_deadlystrike_v	120	0	0	resist_allseriesstate_rate_v	60	0	0	lifemax_v	4000	0	0	basic_damage_v	200	0	200	all_series_resist_v	100	0	0	deadlystrike_v	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1		20	lifemax_v	4000	0	0	lifemax_v	4000	0	0	basic_damage_v	200	0	200	basic_damage_v	200	0	200	defense_v	400	0	0	ignore_defense_v	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	峨眉	1	lifemax_v	600	0	0	lifemax_v	600	0	0	basic_damage_v	30	0	30	all_series_resist_v	15	0	0	attackrate_v	120	0	0	add_seriesstate_rate_v	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		2	lifemax_v	600	0	0	lifemax_v	600	0	0	basic_damage_v	30	0	30	defense_v	60	0	0	deadlystrike_v	30	0	0	ignore_defense_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		3	lifemax_v	600	0	0	basic_damage_v	30	0	30	attackrate_v	120	0	0	weaken_deadlystrike_v	30	0	0	resist_allseriesstate_rate_v	15	0	0	lifemax_v	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		4	defense_v	60	0	0	deadlystrike_v	30	0	0	recover_life_v	120	75	0	lifemax_v	800	0	0	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		5	lifemax_v	800	0	0	lifemax_v	800	0	0	lifemax_v	800	0	0	basic_damage_v	40	0	40	attackrate_v	160	0	0	ignore_defense_v	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		6	lifemax_v	800	0	0	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	defense_v	80	0	0	resist_allseriesstate_rate_v	20	0	0	lifemax_v	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		7	lifemax_v	800	0	0	deadlystrike_v	40	0	0	weaken_deadlystrike_v	40	0	0	lifemax_v	1200	0	0	basic_damage_v	60	0	60	add_seriesstate_rate_v	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		8	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	attackrate_v	240	0	0	defense_v	120	0	0	deadlystrike_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		9	lifemax_v	1200	0	0	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	attackrate_v	240	0	0	deadlystrike_v	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		10	lifemax_v	1200	0	0	basic_damage_v	60	0	60	defense_v	120	0	0	weaken_deadlystrike_v	60	0	0	lifemax_v	1600	0	0	add_seriesstate_rate_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		11	lifemax_v	1200	0	0	deadlystrike_v	60	0	0	lifemax_v	1600	0	0	basic_damage_v	80	0	80	attackrate_v	320	0	0	ignore_defense_v	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		12	lifemax_v	1600	0	0	lifemax_v	1600	0	0	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	defense_v	160	0	0	resist_allseriesstate_rate_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		13	lifemax_v	1600	0	0	lifemax_v	1600	0	0	basic_damage_v	80	0	80	attackrate_v	320	0	0	deadlystrike_v	80	0	0	ignore_defense_v	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		14	lifemax_v	1600	0	0	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	defense_v	160	0	0	lifemax_v	2400	0	0	resist_allseriesstate_rate_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		15	lifemax_v	1600	0	0	weaken_deadlystrike_v	80	0	0	lifemax_v	2400	0	0	basic_damage_v	120	0	120	attackrate_v	480	0	0	add_seriesstate_rate_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		16	lifemax_v	2400	0	0	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	defense_v	240	0	0	deadlystrike_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		17	lifemax_v	2400	0	0	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	attackrate_v	480	0	0	deadlystrike_v	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		18	lifemax_v	2400	0	0	basic_damage_v	120	0	120	defense_v	240	0	0	deadlystrike_v	120	0	0	lifemax_v	4000	0	0	add_seriesstate_rate_v	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		19	lifemax_v	2400	0	0	deadlystrike_v	120	0	0	lifemax_v	4000	0	0	basic_damage_v	200	0	200	attackrate_v	800	0	0	ignore_defense_v	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2		20	lifemax_v	4000	0	0	lifemax_v	4000	0	0	basic_damage_v	200	0	200	all_series_resist_v	100	0	0	defense_v	400	0	0	resist_allseriesstate_rate_v	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	逍遥	1	lifemax_v	600	0	0	basic_damage_v	30	0	30	basic_damage_v	30	0	30	attackrate_v	120	0	0	deadlystrike_v	30	0	0	ignore_defense_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		2	lifemax_v	600	0	0	basic_damage_v	30	0	30	basic_damage_v	30	0	30	all_series_resist_v	15	0	0	defense_v	60	0	0	weaken_deadlystrike_v	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		3	lifemax_v	600	0	0	basic_damage_v	30	0	30	defense_v	60	0	0	deadlystrike_v	30	0	0	add_seriesstate_rate_v	15	0	0	basic_damage_v	40	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		4	all_series_resist_v	15	0	0	resist_allseriesstate_rate_v	15	0	0	recover_life_v	120	75	0	lifemax_v	800	0	0	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		5	lifemax_v	800	0	0	basic_damage_v	40	0	40	attackrate_v	160	0	0	deadlystrike_v	40	0	0	defense_v	80	0	0	weaken_deadlystrike_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		6	lifemax_v	800	0	0	basic_damage_v	40	0	40	basic_damage_v	40	0	40	deadlystrike_v	40	0	0	resist_allseriesstate_rate_v	20	0	0	attackrate_v	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		7	lifemax_v	800	0	0	deadlystrike_v	40	0	0	recover_life_v	160	75	0	basic_damage_v	60	0	60	ignore_defense_v	120	0	0	add_seriesstate_rate_v	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		8	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	attackrate_v	240	0	0	defense_v	120	0	0	deadlystrike_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		9	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	defense_v	120	0	0	weaken_deadlystrike_v	60	0	0	attackrate_v	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		10	lifemax_v	1200	0	0	basic_damage_v	60	0	60	basic_damage_v	60	0	60	resist_allseriesstate_rate_v	30	0	0	deadlystrike_v	80	0	0	ignore_defense_v	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		11	deadlystrike_v	60	0	0	recover_life_v	240	75	0	lifemax_v	1600	0	0	basic_damage_v	80	0	80	attackrate_v	320	0	0	add_seriesstate_rate_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		12	lifemax_v	1600	0	0	basic_damage_v	80	0	80	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	defense_v	160	0	0	deadlystrike_v	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		13	lifemax_v	1600	0	0	basic_damage_v	80	0	80	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	weaken_deadlystrike_v	80	0	0	attackrate_v	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		14	lifemax_v	1600	0	0	basic_damage_v	80	0	80	defense_v	160	0	0	resist_allseriesstate_rate_v	40	0	0	basic_damage_v	120	0	120	deadlystrike_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		15	deadlystrike_v	80	0	0	recover_life_v	320	75	0	lifemax_v	2400	0	0	basic_damage_v	120	0	120	ignore_defense_v	240	0	0	add_seriesstate_rate_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		16	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	attackrate_v	480	0	0	defense_v	240	0	0	deadlystrike_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		17	lifemax_v	2400	0	0	basic_damage_v	120	0	120	all_series_resist_v	60	0	0	defense_v	240	0	0	weaken_deadlystrike_v	120	0	0	attackrate_v	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		18	lifemax_v	2400	0	0	basic_damage_v	120	0	120	basic_damage_v	120	0	120	resist_allseriesstate_rate_v	60	0	0	deadlystrike_v	200	0	0	ignore_defense_v	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		19	deadlystrike_v	120	0	0	recover_life_v	480	75	0	lifemax_v	4000	0	0	basic_damage_v	200	0	200	attackrate_v	800	0	0	add_seriesstate_rate_v	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3		20	lifemax_v	4000	0	0	basic_damage_v	200	0	200	basic_damage_v	200	0	200	all_series_resist_v	100	0	0	defense_v	400	0	0	deadlystrike_v	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	桃花	1	lifemax_v	600	0	0	basic_damage_v	30	0	30	basic_damage_v	30	0	30	attackrate_v	120	0	0	deadlystrike_v	30	0	0	add_seriesstate_rate_v	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		2	lifemax_v	600	0	0	basic_damage_v	30	0	30	basic_damage_v	30	0	30	attackrate_v	120	0	0	deadlystrike_v	30	0	0	resist_allseriesstate_rate_v	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		3	lifemax_v	600	0	0	basic_damage_v	30	0	30	basic_damage_v	30	0	30	defense_v	60	0	0	weaken_deadlystrike_v	30	0	0	basic_damage_v	40	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		4	attackrate_v	120	0	0	deadlystrike_v	30	0	0	recover_life_v	120	75	0	lifemax_v	800	0	0	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		5	lifemax_v	800	0	0	basic_damage_v	40	0	40	attackrate_v	160	0	0	deadlystrike_v	40	0	0	ignore_defense_v	80	0	0	resist_allseriesstate_rate_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		6	lifemax_v	800	0	0	basic_damage_v	40	0	40	attackrate_v	160	0	0	defense_v	80	0	0	deadlystrike_v	40	0	0	basic_damage_v	60	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		7	lifemax_v	800	0	0	basic_damage_v	40	0	40	recover_life_v	160	75	0	basic_damage_v	60	0	60	ignore_defense_v	120	0	0	weaken_deadlystrike_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		8	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	attackrate_v	240	0	0	deadlystrike_v	60	0	0	add_seriesstate_rate_v	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		9	lifemax_v	1200	0	0	basic_damage_v	60	0	60	basic_damage_v	60	0	60	defense_v	120	0	0	ignore_defense_v	120	0	0	attackrate_v	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		10	lifemax_v	1200	0	0	basic_damage_v	60	0	60	attackrate_v	240	0	0	resist_allseriesstate_rate_v	30	0	0	basic_damage_v	80	0	80	deadlystrike_v	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		11	deadlystrike_v	60	0	0	recover_life_v	240	75	0	lifemax_v	1600	0	0	basic_damage_v	80	0	80	weaken_deadlystrike_v	80	0	0	add_seriesstate_rate_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		12	lifemax_v	1600	0	0	basic_damage_v	80	0	80	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	attackrate_v	320	0	0	deadlystrike_v	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		13	lifemax_v	1600	0	0	basic_damage_v	80	0	80	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	ignore_defense_v	160	0	0	attackrate_v	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		14	lifemax_v	1600	0	0	basic_damage_v	80	0	80	attackrate_v	320	0	0	resist_allseriesstate_rate_v	40	0	0	basic_damage_v	120	0	120	deadlystrike_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		15	deadlystrike_v	80	0	0	recover_life_v	320	75	0	lifemax_v	2400	0	0	basic_damage_v	120	0	120	defense_v	240	0	0	weaken_deadlystrike_v	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		16	lifemax_v	2400	0	0	basic_damage_v	120	0	120	basic_damage_v	120	0	120	attackrate_v	480	0	0	deadlystrike_v	120	0	0	add_seriesstate_rate_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		17	lifemax_v	2400	0	0	basic_damage_v	120	0	120	basic_damage_v	120	0	120	defense_v	240	0	0	ignore_defense_v	240	0	0	attackrate_v	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		18	lifemax_v	2400	0	0	basic_damage_v	120	0	120	attackrate_v	480	0	0	resist_allseriesstate_rate_v	60	0	0	basic_damage_v	200	0	200	deadlystrike_v	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		19	deadlystrike_v	120	0	0	recover_life_v	480	75	0	lifemax_v	4000	0	0	basic_damage_v	200	0	200	weaken_deadlystrike_v	200	0	0	add_seriesstate_rate_v	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4		20	lifemax_v	4000	0	0	basic_damage_v	200	0	200	basic_damage_v	200	0	200	all_series_resist_v	100	0	0	attackrate_v	800	0	0	deadlystrike_v	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	武当	1	lifemax_v	600	0	0	basic_damage_v	30	0	30	basic_damage_v	30	0	30	all_series_resist_v	15	0	0	attackrate_v	120	0	0	deadlystrike_v	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		2	lifemax_v	600	0	0	basic_damage_v	30	0	30	basic_damage_v	30	0	30	all_series_resist_v	15	0	0	defense_v	60	0	0	ignore_defense_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		3	lifemax_v	600	0	0	basic_damage_v	30	0	30	defense_v	60	0	0	deadlystrike_v	30	0	0	add_seriesstate_rate_v	15	0	0	basic_damage_v	40	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		4	defense_v	60	0	0	weaken_deadlystrike_v	30	0	0	resist_allseriesstate_rate_v	15	0	0	lifemax_v	800	0	0	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		5	lifemax_v	800	0	0	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	attackrate_v	160	0	0	defense_v	80	0	0	deadlystrike_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		6	lifemax_v	800	0	0	basic_damage_v	40	0	40	basic_damage_v	40	0	40	all_series_resist_v	20	0	0	ignore_defense_v	80	0	0	attackrate_v	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		7	attackrate_v	160	0	0	defense_v	80	0	0	recover_life_v	160	75	0	lifemax_v	1200	0	0	basic_damage_v	60	0	60	add_seriesstate_rate_v	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		8	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	defense_v	120	0	0	deadlystrike_v	60	0	0	resist_allseriesstate_rate_v	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		9	lifemax_v	1200	0	0	basic_damage_v	60	0	60	all_series_resist_v	30	0	0	attackrate_v	240	0	0	recover_life_v	240	75	0	deadlystrike_v	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		10	lifemax_v	1200	0	0	basic_damage_v	60	0	60	basic_damage_v	60	0	60	defense_v	120	0	0	all_series_resist_v	40	0	0	add_seriesstate_rate_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		11	deadlystrike_v	60	0	0	weaken_deadlystrike_v	60	0	0	lifemax_v	1600	0	0	basic_damage_v	80	0	80	attackrate_v	320	0	0	ignore_defense_v	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		12	lifemax_v	1600	0	0	basic_damage_v	80	0	80	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	defense_v	160	0	0	resist_allseriesstate_rate_v	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		13	lifemax_v	1600	0	0	basic_damage_v	80	0	80	basic_damage_v	80	0	80	all_series_resist_v	40	0	0	attackrate_v	320	0	0	defense_v	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5		14	lifemax_v	1600	0	0	basic_damage_v	80	0	80	deadlystrike_v	80	0	0	ignore_defense_v	160	0	0	basic_damage_v	120	0	120	add_seriesstate_rate_v	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
