59	纳兰真	无忧教教主纳兰潜凛之女，月眉儿的孪生妹妹，从小居于忘忧岛。本是天真烂漫的少女，无忧无虑，却因杨影枫的出现而卷入了风波。
77	紫轩	身世迷离，传言其幼时被拐卖，后遇到卓非凡被其赎下，成为其妾。仪态动人，面容清秀，性格柔顺，对卓非凡有倾慕之意，但更多的是报恩之心，所以对他说的话言听计从，宁愿自己死也不愿他受到伤害。卓非凡指使其引诱杨影枫以套出《武道德经》所在，却不曾想陷入了爱情的漩涡，对其一片痴心，欲罢不能。杨影枫被卓非凡打下剑气峰后，认为是自己害死了他而深深自责，痛苦万分。
78	蔷薇	武林盟主孟知秋的掌上明珠，性情刁蛮。在遇到杨影枫后，被其打动和拯救，深深的爱上了他。
58	纳兰潜凛	无忧教当代教主，纳兰真及月眉儿的父亲，是个彻头彻尾的野心家，为了自己的目的而不择手段，罔顾亲情爱情，弑师害兄，最终独霸无忧教，其境界高深武功更是出神入化，一直觊觎《武道德经》。
36	孟知秋	武林盟主，藏剑山庄第一任的外姓庄主，蔷薇之父。武功极高，江湖上已无多少人能与之比剑，为人沉稳，相信只要心怀大志，无论是否姓叶，均可将藏剑山庄武学、名剑发扬光大，错信卓非凡，几乎导致藏剑山庄一蹶不振。
102	胡神医	隐居药王谷的盖世神医，性情古怪，一心专研医术，手上武功平常，但下毒用毒的功夫一流。
98	萧动尘	守护无忧教禁地的精英教徒，常年幽居，性格大变，对无忧教及纳兰潜凛有近乎狂热的信仰。
97	苏墨芸	幽居在忘忧岛离忧山洞深处的神秘女人，思想疯狂，头脑有点不清楚，身份神秘，当看见杨影枫和纳兰真闯入后不问青红皂白就痛下杀手。
104	张仲天	无忧教教徒，对纳兰潜凛一片忠心，卓非凡怀疑其拥有《武道德经》，意欲夺取。张仲天为脱身将一本假的经书交由杨影枫保管，使卓非凡将目标转向来了后者。后来，纳兰潜凛得到真的《武道德经》后意欲杀死张仲天灭口，勉力逃出后将纳兰潜凛的阴谋诡计全部告诉了杨影枫。
83	张琳心	独孤剑的恋人，“飞剑客”张风之女，张如梦之妹。她从来未曾想到一见钟情的少年，竟与自己有血海深仇，徒自黯然神伤。当误会被解开后，就一心跟着独孤剑，以稚嫩的肩膀与他一起担负拯救家国、为父报仇的使命。
82	张如梦	南宫彩虹的恋人，“飞剑客”张风之子，张琳心兄长。一心拯救家国，却与仇人爱恨纠葛，只能以酒买醉。剑门关与南宫彩虹一战后，放下一切包袱，与其隐居大漠。育有一子，取名南宫飞云。
81	南宫彩虹	张如梦的恋人，“天心飞仙”之首“天剑客”、金国第一高手南宫灭之女，“五色教”紫剑堂堂主。本是来到宋国刺探情报，却爱上了宋人张如梦，万般煎熬，终于不顾一切与其隐居大漠，后育有一子——南宫飞云。
49	张风	江湖四大剑客“天心飞仙”之“飞剑客”，张如梦和张琳心的父亲，南宋临安都指挥使。与“仙剑客”独孤云一起去金国想救出徽钦二帝，败露后为保护宝图“山河社稷图”不得不假装被金国高手“天剑客”南宫灭收买，亲手杀死受尽折磨、生不如死的至交好友“仙剑客”独孤云。为了应对金国及秦桧的阴谋，忍辱偷生多年，独孤剑不知实情，将其视为杀父仇人。
50	南宫灭	“天心飞仙”之首“天剑客”、金国第一高手，南宫彩虹之父。多年来一直为金国办事，在中原明察暗访，专门挑起武林争斗，手下沾满了中原武林人士的鲜血。
51	方勉	“天心飞仙”之“心剑客”，武功高强，在与南宫灭一战后武功尽失，为了威慑南宫灭使其不敢轻易下江南，于是隐迹江湖。其弟方颐冒用其名号，领着五色教徒为非作歹，将张琳心打下悬崖，被独孤剑及杨瑛击杀。后来，方勉将张琳心救起，使其与独孤剑二人终成眷属。
106	李三	住在华山脚下石塘镇的樵夫，熟知上华山的险道，独孤剑将其从监狱救下后，带领独孤剑从小道登上华山。
88	陆文龙	南宋抗金名将，岳飞手下猛将，为潞安州节度使陆登之子，潞安州被金兵攻破后成为金兀术的义子，后来从独孤剑处得知自己身世后返回宋朝，并成为岳家军中的一员猛将。
22	岳飞	南宋抗金名将，中国历史上著名军事家、战略家，民族英雄，位列南宋中兴四将之一。岳飞是南宋最杰出的统帅，他重视人民抗金力量，缔造了“连结河朔”之谋，主张黄河以北的民间抗金义军和宋军互相配合，夹击金军，以收复失地。岳飞治军，赏罚分明，纪律严整，又能体恤部属，以身作则，他率领的“岳家军”号称“冻死不拆屋，饿死不打掳”，金人流传有“撼山易，撼岳家军难”的评语，表达对“岳家军”的由衷敬畏。
42	韩世忠	两宋之际的名将，与岳飞、张俊、刘光世合称“中兴四将”。韩世忠身材魁伟，勇猛过人。出身贫寒，18岁应募从军。英勇善战，胸怀韬略，在抗击西夏和金的战争中为宋朝立下汗马功劳，而且在平定各地的叛乱中也作出重大的贡献。为官正派，不肯依附奸相秦桧，为岳飞遭陷害而鸣不平。
105	路达	临安城酒楼里的江湖人士，同意秦桧的主张，觉得向金国进贡能保太平。被独孤剑和张如梦听到，二人一起收拾了这个没骨气的小人。
87	林海	华山派长老，依附于五色教，乃五色教白剑堂堂主，谋害华山掌门顾枫，偷偷给其服用“神功散”，使其内力慢慢减弱，找时机与其比武并取而代之，独孤剑和张琳心揭穿其阴谋，让其付出了应有的代价。
107	卢青	衡山派弟子，与独孤剑一同习武长大。独孤剑成为掌门后，其成为衡山派大弟子。独孤剑闯荡江湖时，衡山派的事务都交给其打理。听闻独孤剑到了朱仙镇欲对抗金国，不远万里送来镇派宝剑——丹心剑。
108	莺儿	天王帮帮主杨瑛的侍女，与萍儿一道常年照顾其饮食起居，深得杨瑛信任。天王帮左使封玉书投靠五色教，去杨瑛闺房盗取“山河社稷图”，将莺儿制住，幸好独孤剑和杨瑛及时赶到，击退封玉书将其救下。
90	无相	少林戒律院首座，一直觊觎少林掌门之位，意欲统领武林，于是投靠五色教成为黄剑堂堂主，潜伏少林阴谋暗算方丈无虚大师。后被张琳心用计挖出身份，被击败后遁逃。在五色教总坛，无相与封玉书、林对儿一起对付独孤剑，却不敌被杀。
12	南宫飞云	张如梦和南宫彩虹独子，具有金人血统，集汉人的机智和金人的威猛与一体。自幼和父母居住漠外，父母均为武林顶尖人物，故武功根基非同寻常。兴趣广泛，并不专心武学，武功虽不如父母期望的高，但与普通武林人物比较，已非同日可语。从小在沙漠中长大，加之父母均为豪放不羁之人，故对世事知之甚少，个性极为张扬。
55	燕若雪	本名完颜若雪，南宫飞云的恋人，金国重臣、天忍创派教主完颜洪烈之女。机缘巧合下被南宫飞云搭救，为了避免宋金矛盾，化名燕若雪，与南宫飞云渐生情愫。她自幼学习汉文化，肩负国仇家恨，这段跨越民族的爱情显得如此奢侈，带来的是无尽苦涩的痛。
92	邵骑风	凤池山庄庄主，江南首富。其在武林中以仗义疏财和礼贤下士著称，引得各方贤能皆来投靠，堪比战国四公子之一的齐国孟尝君，得号“小孟尝”，一身武艺更是惊人。实际上他是金国人兼天忍教左护法，是金国和天忍教派遣的打入中原武林内部的奸细。
11	独孤剑	武林盟主，衡山派掌门，张琳心之夫，南宫飞云姑父。一生为国为民，率中原武林人士北上抗金，不敌金国天忍教教主完颜洪烈，被活捉，入狱后遭人假扮。假扮者假冒独孤剑从事所谓的抗金活动，实际上是将有志抗金者集中起来一网打尽，数百武林人士在这场假冒阴谋中丧生。后传功与南宫飞云，最后被杨瑛救走，继续从事抗金活动。
94	赵升权	风雪山庄庄主，一手祖传的风雪枪法使得出神入化，曾杀得金人闻风丧胆，故得号“风雪神枪”，以风雪枪法和自创的五十一路风雪狂刀纵横江湖。为人正直仗义，力主抗金，在武林中广有声望。曾受邀至凤池山庄参加八月十五的中秋武林大会，后因不慎中毒，在大会上被邵骑风等人率众围杀。
89	赵无双	赵升权独女，风雪山庄的少庄主兼唯一传人，相貌娇美可人，虽是女子，刚强勇毅却不输于寻常男子。因出身武学世家，武艺亦是不凡。她和长歌门门主、“白衣秀士”柴嵩神交已久，可惜一直未能得见。后来柴嵩为救南宫飞云，只身闯入风雪山庄，二人终能相见，最后更是私订终身。曾受邀至凤池山庄参加八月十五的中秋武林大会，后因不慎中毒被邵骑风等人生擒，南宫飞云将其救下。
52	唐影	四川唐门门主唐离之子，唐门少门主。武功高强，性格温良，与翠烟门主秋依水互相爱慕，后被天忍教护教使邵骑风用计擒住，被南宫飞云救下。
53	秋依水	翠烟门门主，性格刚烈，敢爱敢恨，和恋人唐影（唐门大公子）之间的爱情历经坎坷，在南宫飞云帮助下二人终成眷属。后被天忍教护教使邵骑风用计擒住，被南宫飞云救下。
91	赵节	南宋将军，在凤池山庄与天忍教护教使邵骑风合谋毒杀众多武林人士，以换取金国许诺的议和。南宫飞云独闯将军府，追入地下密室，击杀赵节。
86	耶律辟离	天忍教右护法，金国人，为人狂妄自负，卑鄙阴险，武功颇高。耶律辟离对天忍教和完颜洪烈忠心耿耿，加之行事缜密，几乎从未失手，因此深受完颜洪烈的赏识，天忍教需要隐秘完成的事务多由他出马，甚至完颜洪烈的一些家事都是交由他去办，是完颜洪烈的得力助手。
109	顾武	葬马岗强盗头子，专门抢劫各路行商。但这次运气不好，有个行商向南宫飞云求助，飞云为了讨好新遇到的“小仙女”燕若雪，来到葬马岗，惩治了这群强盗。
24	杨瑛	南宋初洞庭湖地区农民起义首领天王帮主杨幺之女杨瑛，杨幺死后杨瑛继承其父帮主之位，成为天王帮第二位帮主。在杨瑛带领下，天王帮如日中天，成为两湖武林之领袖。因为“山河社稷图”而与年轻的衡山掌门独孤剑结下情缘。
61	杨铁心	天王帮前任左使、「八臂猿」古柏之子，后被天王帮帮主杨瑛收为义子，之后更被杨瑛任命为天王帮新一任的帮主。为人谦恭有礼，心存忠义，极有才干，但有时却因过于渴望建功立业而显得冲动鲁莽。曾师从于武林中上一辈的剑皇、昆仑派隐居高手楚欺天，武功高强，锤法尤为精湛，一对双锤之下少有能走过十招的敌手。
25	祝子虚	逍遥派掌门，天资卓越，琴棋书画、占卜卦象、天文地理无一不精，若仅如此也就罢了，偏生武功极高，又英俊潇洒，风华绝代，江湖中人无不欣羡。
62	柳潇庭	逍遥派大弟子，棋艺圣手，年纪虽轻却有异于常人的沉稳，大局观极为不凡，做事多能看到他人所不能目视之处。
28	道一真人	武当掌门，得道高人，有海纳百川的心胸，十分受江湖中人敬重。充满爱心，性格上有时给人一种返老还童的感觉，直率无忌。
65	李天目	“武当六杰”之一，为人心思缜密，性格谨慎，考虑问题十分周全，任何小事都逃不过他的眼睛，是一个非常理性的人。
26	清晓师太	峨眉当代掌门人，做人一丝不苟，对门下弟子也要求极严，在不苟言笑的外表下，其实有颗非常慈爱的心。为人极有正义感，疾恶如仇，慷慨豪放不让须眉。好胜心强，一心想把峨嵋派发扬光大，超过少林武当，为达到这个目的，具有强烈的自我牺牲意识
63	无想	峨眉出家大弟子，佛法精深，武功高强，自小在峨嵋长大，深得峨嵋七仙子喜欢。
27	黄暮云	桃花岛主，其父取桃花岛两套武学各一字而成的名字，希望桃花岛能够在黄暮云的带领下发扬光大，黄暮云也并未让人失望，江湖盛传，黄暮云已是天下间武功最高的几名女子之一，更是天下第一才女，博学多才，奇门八卦、天文地理均有所涉猎。
64	李恬儿	桃花岛大弟子，虽年龄幼小，但天赋异禀，武功高强。深得岛主及各位长老的喜欢，几乎是默认的未来岛主传人了。
29	端木睿	天忍当代教主，金人，风流倜傥，文武双全，心机颇深。曾潜入到中原武林，结识了峨嵋七仙之一的何怜飘，何对其一见钟情，日夜不忘，虽然他也十分喜欢清纯如水的何怜飘，但是他接近何怜飘更主要的目的是利用其刺探中原武林的情报，尽管何怜飘后来知道了他的真实身份，也因为他的缘故受到武林各派的指责，并最终离开了师门，但是她却对这份感情痴心不改，心甘情愿为了感情放弃一切。但是对端木睿而言，天忍教的利益高于一切，面对事业和感情，他选择了牺牲何怜飘。何怜飘最后心碎自尽，他的心中是否也有着那么一点点刺痛呢？
66	完颜襄	完颜襄本是金国大内的侍卫统领，偶然的机会进入了天忍教，他精于谋略，贪恋富贵和权势，从此开始了他人生的辉煌史。
37	高长恭	高长恭（541年―573年），又名高孝瓘、高肃，祖籍渤海调蓨（今河北省景县），神武帝高欢之孙，文襄帝高澄第四子，生母不详，南北朝时期北齐宗室、将领，封爵兰陵郡王。高长恭貌柔心壮，音容兼美。为将躬勤细事，累次升任至并州刺史。邙山之战，高长恭为中军，率领五百骑兵再入周军包围圈，直至金墉城下，因高长恭戴着头盔，城中的人不确定是敌军或是我军，直到高长恭把头盔脱下来城上的人才知道是高长恭，派弓箭手开始放箭保护他，之后高长恭成功替金墉解围，高长恭在此次战中威名大振，士兵们为此战而讴歌他，即后来知名的《兰陵王入阵曲》。
38	哲别	哲别（？－约1224年），原名只儿豁阿歹，蒙古别速部人，蒙古帝国名将。最初臣服泰赤乌部，后投降成吉思汗，赐名哲别（蒙古语，箭之意，又译者别，姓哲名别，哲姓的起源）。哲别骁勇善战，由十户长屡升至千户长。1211年，随成吉思汗南下攻金，破乌沙堡、乌月营，拔德兴府，入居庸关，直抵中都（今北京）。1218年，率二万人灭西辽，执斩屈出律。1219年，随成吉思汗西征。1223年，在迦勒迦河之战中击溃斡罗思与钦察联军，班师回国途中病逝。
40	袁承志	袁承志是蓟辽督师袁崇焕的儿子，取名「承志」，寓意「续承父亲的遗志」。袁崇焕枉死后被父亲的旧部救出，这时他还只是一个七岁的小孩子。后来朱安国等袁崇焕旧部成员教他读书写字，并打好武功根基，好让他为父亲袁崇焕报仇。机缘巧合下拜了华山派的掌门「神剑仙猿」穆人清为师，并在华山上从「铁剑门」的「千变万劫」木桑道长和「金蛇郎君」夏雪宜的金蛇秘笈中学得一身惊人的武功。多年后，袁承志已成了一个武功高强的青年人，下山后，他行侠仗义，结识红颜知己夏青青，并在七省豪杰的支持下成为武林盟主，协助闯王起义并帮助闯军攻破明王朝首都北京。后来李自成入京，眼见闯军腐化，义兄李岩惨死，因而与青青、何惕守和其他朋友们收复一座位于渤泥国（今文莱）附近、荷兰所殖民的大岛屿，从此隐居海外。
41	鳌拜	鳌拜（？—1669年，满语：Oboi），清初权臣，出身瓜尔佳氏，苏完部族长索尔果之孙，后金开国五大臣之一费英东之侄，生年不可考，满洲镶黄旗人，清朝三代元勋，康熙帝早年辅政大臣之一。以战功封公爵。鳌拜前半生军功赫赫，号称“满洲第一勇士”，后半生则操握权柄、结党营私。康熙在黄锡衮、王弘祚等大臣的支持下，主政于朝，后定下计策，在武英殿擒拿鳌拜。鳌拜被生擒之后，老死于囚牢中，他是位影响清初政局的一个重要人物。
15	玄天道人	神秘人物，不知从何处得到《武道德经》，为了平息江湖纷争， 玄天道人以神秘莫测的武功击败众人， 而据受其指点的天星道长透露，玄天道人的武功则是出自这《武道德经》之中。
21	虞姬	虞姬，是楚汉之争时期西楚霸王项羽的美人，名虞，生卒年、出生地、结局等均无定论，曾在四面楚歌的困境下一直陪伴在项羽身边，项羽为其作《垓下歌》。相传虞姬容颜倾城，才艺并重，舞姿美艳，并有“虞美人”之称。后人曾根据《垓下歌》，以及相传是虞姬所作的《和垓下歌》，臆想她的结局是在楚营内自刎，由此流传了一段关于“霸王别姬”的传说。
39	秦良玉	秦良玉（1574年―1648年7月11日），字贞素，四川忠州（今重庆忠县）人，明朝末年著名女将。丈夫马千乘是汉伏波将军马援后人，世袭石砫宣抚使（俗称土司），马千乘被害后，因其子马祥麟年幼，秦良玉于是代领夫职。秦良玉率领兄弟秦邦屏、秦民屏先后参加抗击清军、奢崇明之乱、张献忠之乱等战役，战功显赫，被封为二品诰命夫人。
20	荆轲	荆轲（？—公元前227年），姜姓，庆氏（古时“荆”音似“庆”）。战国末期卫国朝歌（今河南鹤壁淇县）人，战国时期著名刺客，也称庆卿、荆卿、庆轲，是春秋时期齐国大夫庆封的后代。喜好读书击剑，为人慷慨侠义。后游历到燕国，随之由田光推荐给太子丹。公元前227年，荆轲带燕督亢地图和樊於期首级，前往秦国刺杀秦王。临行前，燕太子丹、高渐离等许多人在易水边为荆轲送行，场面十分悲壮。“风萧萧兮易水寒，壮士一去兮不复还”，这是荆轲在告别时所吟唱的诗句。荆轲与秦舞阳入秦后，秦王在咸阳宫隆重召见了他，在交验樊於期头颅，献督亢（今河北涿县、易县、固安一带）之地图，图穷匕首见，荆轲刺秦王不中，被秦王拔剑击成重伤后为秦侍卫所杀。
19	李广	李广（？－前119年），汉族，陇西成纪（今甘肃天水秦安县）人，中国西汉时期的名将。汉文帝十四年（前166年）从军击匈奴，因功而为中郎。景帝时，先后任北部边域七郡太守。武帝即位，召为未央宫卫尉。元光六年（前129年），任骁骑将军，领万余骑出雁门（今山西右玉南）击匈奴，因众寡悬殊负伤被俘。匈奴兵将其置卧于两马间，李广佯死，于途中趁隙跃起，奔马返回。后任右北平郡（治平刚县，今内蒙古宁城西南）太守。匈奴畏服，称之为飞将军，数年不敢来犯。元狩四年（前119年），漠北之战中，李广任前将军，因迷失道路，未能参战，愤愧自杀。
18	赵云	赵云（？－229年），字子龙，常山真定（今河北省正定）人。身长八尺，姿颜雄伟，三国时期蜀汉名将。汉末军阀混战，赵云受本郡推举，率领义从加入白马将军公孙瓒。期间结识了汉室皇亲刘备，但不久之后，赵云因为兄长去世而离开。赵云离开公孙瓒大约七年左右的时间，在邺城与刘备相见，从此追随刘备。赵云跟随刘备将近三十年，除了四处征战，赵云还先后以偏将军任桂阳太守，以留营司马留守公安，以翊军将军督江州，被后世赞为有大臣局量的儒将。于建兴七年寿终正寝。景耀四年（公元261年），刘禅下令追谥赵云，姜维与众臣商议后建议刘禅追谥赵云为顺平侯。
17	李元霸	李元霸为上界大鹏金翅鸟临凡，力大无穷，所向无敌，隋唐十八好汉之首。晋阳宫比武，力挫天宝大将军宇文成都，一战成名。后奉旨赴四明山保驾，三锤击走第三条好汉裴元庆，匹马双锤，一下午将十八路反王180万人马杀的只剩60余万。曾见义勇为，救下清官刘文静。后于紫金山再挫各路反军，玉玺独收。收军回长安时，举锤骂天，死于雷雨霹雳之中。
54	天星道长	武当前代掌门人，与武林盟主孟知秋是至交。武林名宿，得道高人，传言其武功得玄天道人指点，深不可测，在江湖上声望极高，曾受邀见证杨影枫戳穿卓非凡阴谋的生死决斗。后来，杨影枫成功摧毁纳兰潜凛的惊天奇谋，也得到了他的极大帮助。
14	唐简	童年的唐简，得益于母亲的教导，琴棋书画皆有造诣。武学天赋更是高，父亲从唐简三岁起教他修习唐家的内功心法。在二十五岁时练成《天魔无相》，纵横江湖二十余年间未尝一败。唐简年纪轻轻便武功卓绝，以唐门第一人之姿顺利当选唐门门主，后名望更盛，江湖众人对其武艺、人品均无不服，受推担任武林盟主之重任。如日中天的唐简在三十八岁那年金盘洗手退出江湖，并在那之后隐姓埋名，至今无人得知其行踪。
