Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme		HideTaskId
yewai_40_5	茅山道士		1026	50		50	3584	10245	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	3670	9994	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	3783	10490	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4012	10046	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4361	10080	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4620	10189	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4639	10482	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4481	10689	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4263	10720	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4118	10544	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	3938	10305	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4212	10211	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4347	12421	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4666	12482	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4984	12461	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	5342	11714	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4393	11750	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4661	11717	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4962	11712	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	5350	12075	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	5292	12459	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4273	12084	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4513	12228	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4632	11960	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	5082	12249	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	5086	11972	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	4833	12159	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	7148	11040	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6813	10261	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6442	10267	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6189	10430	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6519	10533	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6892	10846	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6532	10837	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6296	11163	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6794	10601	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	7094	10426	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	7171	10721	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6211	10823	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6652	11304	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6701	11005	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6981	11264	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6571	13094	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6308	12889	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6467	12601	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6789	12609	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	7123	12664	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	7110	12994	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	7110	13336	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6776	12835	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6931	13086	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6805	13274	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6275	13253	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	7009	13578	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6596	13375	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6719	13578	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	6373	13522	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8873	13127	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8327	12987	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8703	12976	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8615	12723	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8337	13287	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8524	13154	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8831	13486	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8068	13354	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8362	12668	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8100	12767	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8062	13054	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8390	13589	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8654	13585	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8139	13563	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8647	13353	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9913	13730	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10362	14054	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10055	14081	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10065	13503	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10336	13479	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10384	13717	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10150	13790	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10582	13887	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10590	13641	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10558	13338	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10243	13277	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9956	13285	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9758	13455	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9678	13754	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9815	13952	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	12937	13317	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	13198	13353	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	13084	12585	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	12786	12653	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	13043	13125	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	13335	13102	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	13390	12589	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	12743	12937	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	13367	12818	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	13045	12861	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	13565	13072	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	13510	13358	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	13736	13262	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	13761	12973	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	13632	12728	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	11593	11675	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	11391	10848	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10730	11401	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	11014	11131	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	11433	11824	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	11351	11546	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	11335	11170	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	11126	11350	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10967	11554	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	11081	11836	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10787	11722	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10987	10842	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	10738	11043	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	11568	11071	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	11621	11362	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9335	9393	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8966	9636	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9098	9313	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9330	9114	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	8978	9960	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9193	9767	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9596	9455	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9555	9829	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9395	9631	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9641	9183	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9205	10047	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9451	10051	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9718	9988	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9818	9379	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	9801	9713	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	2368	12330	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	2802	12343	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	2677	12616	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	3030	12531	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	2234	12791	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	2484	12880	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	2731	12863	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	2945	12813	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	3133	12872	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	2726	13382	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_5	茅山道士		1026	50		50	2986	13252	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12563	10333	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12660	9940	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12909	10217	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13052	9912	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13390	10582	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12627	10762	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12868	10568	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13131	10416	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13662	10735	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13694	10384	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13348	10236	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13408	9931	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13658	10046	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13340	10824	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12984	10819	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13328	8896	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12920	8646	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12613	8557	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12693	8175	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12988	8898	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12941	8341	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13040	8113	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13369	8137	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13372	8677	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12694	8846	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13587	8840	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13619	8543	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13164	8519	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	10510	7998	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	10803	7169	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	10153	7211	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	10489	7164	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	10445	7773	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	10664	7594	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	10888	7768	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	10848	7997	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	10190	7962	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	11106	7565	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	10827	7420	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	11056	7231	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12645	7094	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13000	7081	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13052	6319	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13156	6899	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12721	6345	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12876	6572	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12835	6893	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12473	6314	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12157	6417	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12410	6604	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12131	6769	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12416	6893	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12633	6743	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13156	6583	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12299	7074	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	9892	5417	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	9172	5770	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	9628	6215	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	9452	6010	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	9698	5876	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	9938	5694	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	9212	6151	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	10201	5460	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	9997	6227	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	9961	5987	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	10220	6131	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	9231	5488	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	9566	5432	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	9471	5717	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12510	4085	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12021	4482	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12855	4125	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	13106	4272	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12299	4752	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_40_6	绿林豪客		1027	50		50	12315	4452	0	-1	0	0		-1	0	0	0	0	0	0	0		
