Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme		HideTaskId
yewai_60_3	神秘刺客		1036	50		70	9690	13306	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9157	13301	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9408	13807	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9616	13749	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9786	13615	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9824	13946	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11548	13574	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11102	13962	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11096	13638	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11338	13544	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11524	14182	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	10970	13336	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11228	13226	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	10931	14171	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11458	13319	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11607	13874	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	10816	13879	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	10810	13588	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11189	14275	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11382	13995	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11261	13797	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13621	13224	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13428	12628	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12880	12591	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12705	12941	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12699	13338	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13277	12838	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13157	12585	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13585	12863	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13511	13453	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13194	13107	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13313	13351	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13001	13300	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13239	13606	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12905	13566	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11501	11377	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11915	10825	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11349	9788	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11725	9771	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12042	9087	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11777	9018	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11478	9036	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	10973	9461	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11282	9218	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11316	9541	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11875	9550	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11771	9283	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11076	9735	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11001	9202	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12043	9723	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11552	9487	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12110	9423	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	14034	10404	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13918	10115	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13809	9916	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	14444	9624	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	14226	9399	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13939	9330	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13496	9686	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	14213	10066	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13964	9642	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	14101	9867	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13508	10060	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13689	10335	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	14344	10266	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	14444	9967	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13669	9454	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9132	14188	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9403	13237	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	10675	6722	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	10686	7123	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11590	6673	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11053	6645	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11251	6947	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11408	6331	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11344	6656	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11559	7081	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11047	7110	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11053	6360	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	10745	6424	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	10844	6877	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11170	7385	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	10846	7354	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11432	7335	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12928	7630	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12711	7363	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12677	7025	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12717	6732	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12964	6980	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12993	7318	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13252	7228	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13173	6947	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13015	6654	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13376	6586	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13354	6833	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13422	7434	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13516	7071	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13593	6730	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	13186	7583	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9613	11166	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9553	11587	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9386	11293	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9179	11674	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	8851	11694	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	8497	11620	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	8370	11273	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	8437	10905	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	8724	10811	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9513	10818	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9132	10725	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9226	10985	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	8778	11085	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	9085	11386	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11673	11657	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11996	11697	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12379	11196	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12148	11170	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12300	10932	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11897	11433	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11891	11150	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11654	11104	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11634	10787	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11278	10893	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11172	11196	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	11284	11572	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_3	神秘刺客		1036	50		70	12306	11565	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3685	9433	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	4036	9009	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3305	8907	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3648	9221	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3378	9397	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3909	9230	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3557	8990	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3288	8634	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3446	8377	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3716	8424	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	4037	8780	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3789	8956	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3138	8454	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3009	8733	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3026	9028	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3403	9140	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3159	9260	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3903	8540	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3773	8674	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3563	8741	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5959	7484	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5702	7640	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5446	7587	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	6193	7255	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5525	7318	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5439	7987	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	6285	8027	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	6285	7678	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5810	7238	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	6113	7838	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5768	8024	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5877	7825	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	6137	8237	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5512	8213	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5830	8327	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2695	6264	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3050	6306	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2971	6502	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3278	6470	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3217	6680	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3161	6030	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2908	6067	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3404	6142	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2688	6666	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2805	6975	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3035	6806	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3503	6778	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3512	6404	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3138	7111	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3372	7008	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	4545	5787	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	4842	5751	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5345	6174	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5721	5863	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5103	5705	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	4974	5952	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	4930	6199	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5597	6120	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5434	5838	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5236	5991	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5330	5581	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5612	5616	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	5004	5472	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	4678	5532	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	4643	6100	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2401	3952	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3070	3962	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2815	3577	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2550	3676	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3097	3577	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2638	4612	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2605	4197	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3097	4224	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2980	4664	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2417	4315	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2813	4425	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2761	3876	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	2870	4124	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3100	4444	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3453	4373	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3281	4124	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3181	3828	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3420	3952	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3339	3685	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	3310	4573	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	6714	3619	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	11066	4400	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	10581	3501	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	10988	4100	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	11294	3789	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	11544	3591	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	11551	3968	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	10972	3174	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	11060	3510	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	10608	3914	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	10723	4278	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	10912	3758	0	-1	0	0		-1	0	0	0	0	0	0	0		
yewai_60_4	流窜匪类		1037	50		70	11221	4054	0	-1	0	0		-1	0	0	0	0	0	0	0		
