Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme	
Floor2	大秦锐士		1833			80	9750	1946		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	9483	1720		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	9680	1703		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	6139	3552		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	6023	3175		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	6278	3140		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	5936	3390		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	6376	3378		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	3774	5372		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	3565	5215		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	4035	5244		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	3675	5024		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	3919	5030		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	7785	2509		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	8057	2538		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	7663	2694		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	7912	2839		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	8133	2769		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	2087	7250		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	1902	7041		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	2261	7053		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	2029	6832		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	2192	6809		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	3612	3940		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	3386	3755		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	3884	3761		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	3531	3581		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	3780	3558		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	1769	4908		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	1595	4769		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	1954	4752		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	1658	4566		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	1873	4543		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	6373	1383		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	6116	1260		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	6537	1198		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	6255	1059		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	6450	1008		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	8601	1090		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	8390	916		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	8816	931		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	8508	700		-1	0	0	0	0	0	0	0	0	0	0	0	0
Floor2	大秦锐士		1833			80	8744	700		-1	0	0	0	0	0	0	0	0	0	0	0	0
